sample_id,content,label,data_origin,source_dataset,source_file,source_row_id,message_domain_v2,target_age_groups,target_gender,target_occupations,target_life_statuses,target_evidence,text_phenomena,text_noise_score,obfuscation_present,obfuscation_techniques,obfuscation_severity,persuasion_tactics,annotation_confidence,annotator_id,review_notes
phase1_02340,Tài khoản của bạn đã mở dịch vụ tài chính toàn cầu phí dịch vụ hàng tháng là 2.000.000 VND sẽ bị trừ trong 2 giờ. Nếu không phải bạn mở dịch vụ vui lòng nhấn vào https://vietinbank-vips.com để hủy,1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,18,,,,,,,,,,,,,,,
phase1_02493,"Ben Em nhan lam cac loai gplx may,oto..chung minh thu,can cuoc,dang ki xe,bang cap 3 den dai hoc va tat ca giay to khac,LH 0877.607.954 giao hang thu tien",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,171,,,,,,,,,,,,,,,
phase1_02536,dE e jiUP Ank tk0ai m4i  d3m nay t3le: gvhkimngan,1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,215,,,,,,,,,,,,,,,
phase1_00230,TK ViettelPay 9704...1278 GD -5.000 VND luc 2024-08-12 19:49:41 So du 3.372 VND ND: GD thanh toan 240812178673173 NAP TIEN DIEN THOAI cho Khach hang 0867256447,0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,229,,,,,,,,,,,,,,,
phase1_00896,"[QC] Internet Viettel gói NET2PLUS: Chỉ từ 220.000đ/tháng, tốc độ 80 Mbps, vùng phủ Wifi rộng, ổn định. Miễn phí lắp đặt và ưu đãi tặng thêm 2-4 tháng cước TB khi đóng trước cước 6-12 tháng tại https://viettel.vn/s/ftth2. CT áp dụng tại khu vực nội thành Hà Nội và HCM. Chi tiết LH 18008168 (0đ). Từ chối QC, soạn TC3 gửi 199.",0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,896,,,,,,,,,,,,,,,
phase1_02507,Dang ky +++ 558k ! nap 50k nhan 108k toi da 8.888k + li xi mien phi. No Hu . Ban Ca . DK t.ly/2t8lY sgcJR,1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,185,,,,,,,,,,,,,,,
phase1_04348,"The Coffee House: Mời bạn mới tải app, nhận ngay 1 ly cà phê đá miễn phí khi tích đủ 50 điểm thành viên. Ưu đãi áp dụng trên toàn hệ thống đến ngày 31/12/2024.",0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1781,,,,,,,,,,,,,,,
phase1_06840,SHB Digibank: Thông báo nâng cấp hệ thống. Bấm shbdigibank-online.vip để xác nhận.,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,1276,,,,,,,,,,,,,,,
phase1_06483,"Kim Long Casino B4cc4r4t truc t1ep, cho1 g4, xo s0, CSKH 24/24, rut 5 fhut. Link: klcas.com",1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,919,,,,,,,,,,,,,,,
phase1_01636,"(TB) Cuối tuần vui vẻ, VinaPhone tặng riêng Quý khách 20% giá trị thẻ nạp vào NGÀY MAI 16/6/2023. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Quý khách nhận thêm nhiều ưu đãi khi nạp thẻ tại https://shop.vnpt.vn/nap-the.html . CSKH: 18001091 (0đ).",0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1640,,,,,,,,,,,,,,,
phase1_01293,Mã bảo mật Discord của bạn là: 657379   tzD9jY28Wrn,0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1295,,,,,,,,,,,,,,,
phase1_02421,"Tai khoan cua ban duoc dang nhap tren thiet bi khac ,neu khong phai ban dang nhap vui long vao https://vietcombank.vn-gss.club de sua doi mat khau hoac thoat khoi thiet bi kia",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,99,,,,,,,,,,,,,,,
phase1_02496,"THE THAO THUONG 2TR3, SLOT THUONG 230K TANG 90K KHI XAC MINH TAI KHOAN NAP TIEN LAN DAU TANG NGAY 50K DKY TAI: https://t.ly/oScnl lMEtM",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,174,,,,,,,,,,,,,,,
phase1_07089,ĐN – Telegram. G@i_xinh_Da_Nang_tim_nguoi_yeu_dem_nay. Khong_lay_tien_chi_can_vui. t.me/dn_vibe_night rT4u,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,1525,,,,,,,,,,,,,,,
phase1_09686,"T1kT0k xu ly don hang, nh4n t13n s4u 13-25 phut. Thu nhap 350-999k/ngay. Tuoi 22-60. Zalo: zalo.me/84622334455 Zalo: 84622334455",1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,4123,,,,,,,,,,,,,,,
phase1_02425,"Chào A/C em bên tài chính HIMAN Mình may mắn đc hỗ trợ vay với tỉ lệ thông quá cao, giải ngân nhanh Không mất phí, KHÔNG thẩm định người thân và chỉ cần có CCCD/CMND là vay được ạ. LH/ZL hỗ trợ 0746591731. Tele",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,103,,,,,,,,,,,,,,,
phase1_01394,(TB) NGÀY VÀNG TỚI - NẠP THẺ NGAY ĐỪNG ĐỢI! VinaPhone tặng Quý khách ưu đãi 20% khi nạp thẻ vào NGÀY MAI 04/10/2024 (khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày). Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe . CSKH:18001091 (0đ).,0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1396,,,,,,,,,,,,,,,
phase1_00900,"[TB] Quy khach co 5053 diem tieu dung Viettel++ tinh den het ngay 02/05/2022. Bam goi *098# hoac truy cap ung dung My Viettel tai https://myvt.page.link/vt10 de doi diem thanh luu luong data, phut goi, SMS hoac cac uu dai gia tri khac. LH 198 (0d).",0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,900,,,,,,,,,,,,,,,
phase1_06652,MB BANK: Quý khách nhận được quà tặng trị giá 1 triệu đồng. Bấm vào mbbank.vn-zx.top để nhận ngay trước 22 giờ.,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,1088,,,,,,,,,,,,,,,
phase1_05928,"Chào bạn, mình là Nam. Bên mình tuyển cộng tác viên thả tim video kiếm 100.000 đồng/ngày. Chỉ cần 10 phút rảnh, không cần cọc tiền.",1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,364,,,,,,,,,,,,,,,
phase1_02323,"[TB] Tien ich Loi nhan thoai cua Viettel: Quy khach co loi nhan tu TB 0848836182 vao luc 08:09 27/03/2025. Voi noi dung: kính chào quý khách đây là cuộc gọi tự động từ ngân hàng FE Credit nhằm hỗ trợ thông tin khoản vay quý khách vui lòng nghe hết cuộc gọi và làm theo hướng dẫn để hệ thống ghi nhận cam kết thanh toán quý khách hiện có khoản vay quán hạn cao ngày nhất là 450 ngày tổng số tiền quá hạn cần thanh toán trong hôm nay là 6367474 đồng quý khách vui lòng thanh toán ngay hôm nay để tránh bị chuyển nhóm nợ cao hơn và ảnh hưởng đến việc vay vốn tại các tổ chức tín dụng nếu quý khách đã thanh toán vui lòng bấm phím một cam kết thanh toán ngay hôm nay vui lòng nhấn phím hai cần gặp tổng đài viên vui lòng nhấn phím ba kính chúc quý khách một ngày tốt lành xin cảm ơn và tạm biệt quý khách kính chào quý khách đây là cuộc gọi tự động từ ngân hàng... De nghe loi nhan thoai, vui long bam goi 106226 (mien phi).",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,1,,,,,,,,,,,,,,,
phase1_04362,MoMo: Nhận tiền mặt 100.000đ khi giới thiệu bạn bè mở tài khoản ngân hàng số trên Ví MoMo. Chương trình áp dụng đến hết 20/06/2025. Truy cập momo.vn/ngan-hang-so.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1795,,,,,,,,,,,,,,,
phase1_00882,"[TB] Deal siêu hời, chốt lời siêu tốc Soạn V120Z gửi 191: Chỉ còn 65K/30 ngày (giá gốc 90K) có 120GB (4GB/ngày), miễn phí gọi điện. Gói cước gia hạn sau 30 ngày với giá gốc. Chi tiết gói cước truy cập https://viettel.vn/s/v120Z .  CT áp dụng với lần đăng ký đầu tiên đến hết 16/06/2022 cho TB của cho Quý khách. LH 198 (0đ).",0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,882,,,,,,,,,,,,,,,
phase1_02435,"&,b La,yNg,ay_Ba'y~9Ng'hjn"" Kh'iID:o:wn:l:oadU'n'gDu'gVa_ XacN:han,SoD:T {TXGIJE> m K'Ma'iVo'g'Quay""P:h:a:tTai:1_59 :Ng:j:n6;VbUmlosnG.qcpo.bid D",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,113,,,,,,,,,,,,,,,
phase1_06890,"Tiki cần tuyển số lượng lớn nhân viên đặt hàng nâng thụ hạng. Thu nhập 800.000 đồng/ngày, lương về trong ngày. Tuổi 23-65. Zalo: 84901234505",1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,1326,,,,,,,,,,,,,,,
phase1_03024,"[TB] Quy khach da dang ky thanh cong goi cuoc V120N. Mien phi 4GB/ngay, mien phi goi noi mang va 50 phut ngoai mang. Gia cuoc 120.000d/thang. LH 198.",0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,456,,,,,,,,,,,,,,,
phase1_07240,"V7B3t: B4cc4r4t truc t13p, ch01 g4, x0 s0, CSKH 24/24. L1nk: v7v7z.com",1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,1676,,,,,,,,,,,,,,,
phase1_00654,"Quy khach co 50.000 dong trong tai khoan. Bam goi *098*3# de co 3GB voi 15.000d/3 ngay hoac *098*989# (30.000d/3 ngay) co 15GB (5GB/ngay), mien phi 10 phut/cuoc noi mang, 15 phut ngoai mang, SMS noi mang va TV360. Goi cuoc gia han khi het chu ky. De biet thong tin cac uu dai khac, bam goi *098# hoac truy cap My Viettel tai https://myvt.page.link/goidata . Chi tiet LH 198 (0d). Tran trong.",0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,653,,,,,,,,,,,,,,,
phase1_02347,"Phat hien tai khoan cua ban dang nhap khac vung bat thuong ,vui long dang nhap https://acb-vn.net de xac nhan thong tin va thay doi mat khau",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,25,,,,,,,,,,,,,,,
phase1_01004,"[TB] MỪNG NGÀY PHỤ NỮ VIỆT NAM, VIETTEL TẶNG 20% GIÁ TRỊ TẤT CẢ THẺ NẠP trong ngày 20/10. Tiền KM sử dụng nội mạng đến hết 04/11/2021. Giảm thêm 3% khi nạp thẻ tại https://myvt.page.link/km . Chi tiết gọi 197 bấm phím 19 (0đ). Trân trọng.",0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1005,,,,,,,,,,,,,,,
phase1_00899,Don hang KOV160433272 da giao thanh cong. Quy khach vui long danh gia thai do nhan vien giao hang qua link: http://yk.vtp.vn/s/76cOFMyYm3w3b6veGj2adQ,0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,899,,,,,,,,,,,,,,,
phase1_04301,Sendo: Don hang 556677889 da giao thanh cong. Quy khach co 24h de bam Khieu nai neu san pham co loi hoac khong dung mo ta.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1734,,,,,,,,,,,,,,,
phase1_02430,Chúc mừng anh Hoàng Minh Tuấn đã trở thành khách hàng may mắn tham gia chương trình vé cào may mắn của thế giới di động https://bit.ly/vecaomayman,1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,108,,,,,,,,,,,,,,,
phase1_02346,Tai khoan cua ban da mo dich vu tai chinh toan cau phi dich vu hang thang la 2.000.000VND se bi tru trong 2 gio. Neu khong phai ban mo dich vu vui long nhan vao https://svip-acb.com de huy,1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,24,,,,,,,,,,,,,,,
phase1_00357,"Truong DH CNTT thong bao hoc bu mon Quan ly thong tin(IE103.O22.2) vao thu 6 ngay 22/03/2024, Tiet 1,2,3,4,5, Phong B2.12. Chi tiet vui long lien he (028) 372 52002 chon 155",0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,356,,,,,,,,,,,,,,,
phase1_03646,VinaPhone Plus: Quy khach hang hang Kim cuong duoc tang voucher giam gia 500k khi mua sam tai Shopee. Lay ma tai app VinaPhone Plus. Tran trong.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1078,,,,,,,,,,,,,,,
phase1_01139,11A7 (AD 21/9)  T2 S1: Tin+V+AV;C1: CC+SH+H+V+V T3 S1: H+QP+Nghe+Si;C1: H+H+CN+T+T T4 S1: Nghe+Nghe+T+T;C1: AV+AV+Si+CD+V T5 S1: TD+TD+L;C1: L+L+S+AV+AV T6 ;C1: L+T+T+D+V,0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1140,,,,,,,,,,,,,,,
phase1_00323,TK ViettelPay 9704...1278 GD +1.000 VND luc 2024-04-17 14:41:13 So du 4.372 VND ND: 240417193779529 VIETTELMONEY TRATHUONG MACQ 240417193779529 84867256447,0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,322,,,,,,,,,,,,,,,
phase1_02460,"Amazon cần tuyển nhân viên làm việc tại nhà!!! Số lượng: 100 người. Mô tả công việc: Xử lý đơn đặt hàng từ nền tảng thương mại điện tử của Amazon. Yêu cầu độ tuổi lao động: 23 ~ 60 tuổi. Lương hàng tháng từ 10 triệu đến 50 triệu đồng. Ít nhất 500k ~ 3000k mỗi ngày, thao tác đơn giản và hướng dẫn đi kèm, bạn có thể nhận tiền sau 15 ~ 20 phút. Các bạn có nhu cầu tham gia xin việc, vui lòng liên hệ Zalo: zalo.me/84927946049 (Zalo: 84927946049), iMess 902@163.com",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,138,,,,,,,,,,,,,,,
phase1_02470,"Bạn nhận được lời nhắn từ 0896629857 vào lúc 19:56 16/10/2022 với nội dung: chị khó khăn. Công ty Fe đã hỗ trợ cho người thân ông bà là vậy điện mình bảo: ""Năm qua anh chị vẫn trốn tránh việc trả nợ. Vài ngày tới, cán bộ pháp lý sẽ về địa phương hoàn tất thủ tục khởi kiện liên hệ công an khu vực hỗ trợ giải quyết điện bị toàn bộ khoản nợ cầu thanh toán và liên hệ số điện thoại 08964, gọi 102610 để nghe lại (Miễn phí). Chi tiết l/h 9090 (200đ/p)",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,148,,,,,,,,,,,,,,,
phase1_02370,"Xin chào, mình làm giám đốc marketing của Tiki, hiện tại cửa hàng Tiki cần tuyển số lượng lớn nhân viên chuyên đặt hàng để nâng cao số lượng giao dịch và thứ hạng của cửa hàng. Chỉ cần có kinh nghiệm mua sắm trực tuyến, mỗi ngày bạn có thể dễ dàng kiếm 800.000 đồng bằng điện thoại di động và tiền lương sẽ được giải quyết ngay",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,48,,,,,,,,,,,,,,,
phase1_01483,(TB) ƯU ĐÃI TỐT - CHỐT LIỀN! VinaPhone tặng riêng Quý khách 20% giá trị thẻ khi nạp tiền NGÀY MAI 22/4/2024. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Ưu đãi hấp dẫn khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ).  VinaPhone - Mạng di động nhanh nhất Việt Nam!,0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1485,,,,,,,,,,,,,,,
phase1_08874,Hoan thue TNCN: Ban da du dieu k1en nh4n t1en hoan thue. Bam vao www.asdfg.icu. QUA HAN SE KHONG DUOC CHAP NHAN! jM7u,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,3311,,,,,,,,,,,,,,,
phase1_02541,https://www.google.com/search?q=cash688299.com  .V.A..O. .g.O.O.g.L.E..108-188...K.. .B..E.A.N,1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,220,,,,,,,,,,,,,,,
phase1_02384,"Chúc mừng bạn đã được chọn là người dùng may mắn của BIDV. Rút thăm trúng thưởng sẽ tặng bạn iPhone 15, iPod, thẻ điện thoại,... Số lượng chỗ có hạn nên hãy nhanh tay click vào link để tham gia nhé! ! https://bill-tel.com/letter/index",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,62,,,,,,,,,,,,,,,
phase1_00701,"SD TK 1033311702 -100,000VND luc 20-12-2022 20:37:50. SD 400,000VND. Ref Ecom.EW22122041976989.MOMO.0867256447.CashIn.dac19fefc4c4",0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,700,,,,,,,,,,,,,,,
phase1_10441,Tro_cap-NQ-116: BAN^da-du_D!EU*K!EN-nh4n_T1EN-tu_BHXH-Viet-Nam. Nhan-tai_mo.wsxza.com. QUA-HAN_SE*KHONG~DUOC-CHAP_NHAN. mK4j,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,4878,,,,,,,,,,,,,,,
phase1_02282,The code to disable or move your Steam Authenticator is: 64946,0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,2287,,,,,,,,,,,,,,,
phase1_05862,Bộ Giao thông vận tải: Thông báo nộp phạt xe máy/ô tô. Link xử lý: bộ-gtvt-gov.top.,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,298,,,,,,,,,,,,,,,
phase1_02500,3Jfu Ng dung mo'i naq 1OOK V..N..D de nh@n 188k-1888k diem: bit.ly/46mkyZ2 Nhan ngay quå tåg DK n å p dau 1 7 7 K Nhän ngay 177 K Ta¡ : bit.ly/7Wi2nE NOmQ,1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,178,,,,,,,,,,,,,,,
phase1_03083,"441928 la ma xac minh Shopee cua ban. KHONG chia se ma nay voi nguoi khac, ke ca nhan vien Shopee.",0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,515,,,,,,,,,,,,,,,
phase1_02345,"LENH TRUY NA: Can cu tai lieu thu thap duoc, ngay 09/03/2022 Co quan canh sat dieu tra Cong An chi thuc TRUY NA ONG/BA va DONG PHAM ve hanh vi LUA DAO, CAU KET, CHIEM DOAT TAI SAN. NOI TRONG 48H TOI Doi Tuong khong tu giac trinh dien se tien hanh Chuyen giao Khoan Vay cho C0NG TY DOI N0 THUE",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,23,,,,,,,,,,,,,,,
phase1_04687,"Lazada: 374921 la ma xac minh dang nhap cua ban. Vi ly do bao mat, KHONG chia se ma nay voi nguoi khac.",0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,2120,,,,,,,,,,,,,,,
phase1_08299,Tro-cap_NQ-116: Ban^da~du*D!EU_K!EN nh4n-T1EN tu BHXH VN. Nhan tai: mo.zaqxs.com. QUA*HAN_SE_KH0NG~DUOC-CHAP-NHAN! hN5m,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2735,,,,,,,,,,,,,,,
phase1_04729,ShopeePay: Nhap ma SPPMAY giam ngay 20.000 dong cho don hang Shopee tu 100.000 dong khi thanh toan qua Vi ShopeePay. Han dung 31/05/2025. Truy cap shopee.vn.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,2162,,,,,,,,,,,,,,,
phase1_02402,"Ban chua nhan du0c tr0 cap COVID-19, vui long nhan>> tinyurl.com/kxytdc8z de lay, qua han se khong duoc chap nhan!",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,80,,,,,,,,,,,,,,,
phase1_02349,Ong/(Ba) da du d!eu'k!en NHAN'TIEN ho tro tu quy-BHTN. Bam'vao www.opaxa.icu de_'lay. QUA-HAN' SE KH0ng DUOC CHAP_NAHN! JKqc,1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,27,,,,,,,,,,,,,,,
phase1_01201,"Tai khoan cua Quy khach da duoc nap 10,000d tu 373090 vao 31/08/2025 20:19:32. Ma giao dich 2362130789. Chi tiet lien he CSKH 18001091 (0d). Tran trong cam on!",0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1203,,,,,,,,,,,,,,,
phase1_07875,SHB Digibank: Phát hiện giao dịch bất thường 50tr. Nếu không phải bạn hãy hủy tại shbdigibank.vn-99.top,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2311,,,,,,,,,,,,,,,
phase1_02395,https://www.google.com/search?q=cash288699.com .l.i. x.i. .108. - 188...k. C.T.R.L.,1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,73,,,,,,,,,,,,,,,
phase1_02526,"Còn 28 lượt đăng ký cuối cùng! Xin chào, có phải bạn đang muốn tìm công việc không? Với mức lương là 6tr-36tr mỗi tháng với công việc hoàn toàn hợp pháp và đảm bảo thu nhập Mỗi ngày bạn nhận thấp nhất 800k, kiếm tiền tại nhà đơn giản Nếu như bạn có nhu cầu vui lòng liên hệ zalo ID :84904595364 Dưới 23 tuổi vui lòng không liên hệ tham gia Sao chép liên kết vào trình duyệt :https://zalo.me/84904595364 Dịch vụ 1 với 1",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,205,,,,,,,,,,,,,,,
phase1_06780,"Chào bạn, mình là Nam. Công việc đặt đơn hàng Shopee nhận hoa hồng 15%. Không cần vốn, rảnh làm luôn nhé.",1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,1216,,,,,,,,,,,,,,,
phase1_06161,"H;N:Z,a;l,o-ä;n;h:C;0,D;u:D;i,e;u:K;i,e;n:N;h,a;n:v;e:V;I,P-zalo.me/g/hn_vip_H1k",1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,597,,,,,,,,,,,,,,,
phase1_04099,Lazada: Ma OTP xac thuc tai khoan Lazada cua ban la 928374. Vui long nhap ma de tiep tuc giao dich.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1532,,,,,,,,,,,,,,,
phase1_09001,Tro~cap*NQ-116: B4N_da-du_D!EU*K!EN nh4n_T1EN tu quy BHTN. Nhan tai: mo.zxcva.com. QUA-HAN SE KH0NG_DUOC CHAP_NHAN! pL8k,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,3438,,,,,,,,,,,,,,,
phase1_00420,"Quy khach duoc cong them 79 diem Viettel++ boi giao dich Tieu dung vien thong thang 12/2023. Thoi han su dung diem den 31/01/2025. Hay truy cap https://myvt.page.link/vtplus tren My Viettel hoac *098# de doi diem sang Data, SMS, Phut goi cung nhieu uu dai gia tri khac. Chi tiet LH 198. Tran trong.",0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,419,,,,,,,,,,,,,,,
phase1_09707,H0~tro_COVID-19: B4N_da~du*d!eu_k!en-NHAN_T1EN-h0-tro. Bam_vao_www.lkjhg.icu_de_lay. QUA-HAN_SE-KHONG^DUOC_CHAP_NHAN! mN8b,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,4144,,,,,,,,,,,,,,,
phase1_00419,Ban co voucher 30% mua data tren Viettel Money lan dau tien trong thang. Truy cap https://km.vtmoney.vn/314y/muadata de su dung truoc ngay 31/01/2024,0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,418,,,,,,,,,,,,,,,
phase1_02503,"Kiem 6OOk-3OOOk chi cän 20 phut möi ngay. Chung töi cö nhung G.V chuyen nghiep huong dän ban. Neu muon kiem tien, Them vao Telegram: t.me/huyenbkv DEgI",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,181,,,,,,,,,,,,,,,
phase1_00512,"TK ViettelPay 9704...1278 GD +2,000 VND luc 2023-09-06 14:41:13 So du 5,372 VND Phi: -0 VND ND: 230906162565735 VIETTELMONEY TRATHUONG MACQ 230906162565735 84867256447",0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,511,,,,,,,,,,,,,,,
phase1_03194,Bach hoa xanh: Chuc mung sinh nhat! Quy khach duoc tang ma giam gia BHXBD giam 10% (toi da 50.000D) khi mua hang online tai bachhoaxanh.com. Han dung 15/11/2025. Tu choi QC: TC gui 8888.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,626,,,,,,,,,,,,,,,
phase1_09321,T1kT0k tuy3n nv xu ly z0n hang. Nh4n t13n s4u 15 fuj. Thu nhap 350-999k/ngay. Tu01 23-65. Lien he: zalo.me/84977889900 Z4l0: 84977889900,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,3758,,,,,,,,,,,,,,,
phase1_09900,"8DAY_tang-ban-299k_tai-app! x3_nap-dau, rut-ngay. TLMN, X*oc-D*ia. Link: d7z2w.tech/pL1m",1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,4337,,,,,,,,,,,,,,,
phase1_02234,Ma OTP xac thuc giao dich la 308519. The 452404....4676 thanh toan so tien 255825 ngay 20250301152807 tai don vi STEAMGAMES.COM 4259522985. TUYET DOI KHONG CUNG CAP OTP CHO BAT KY AI,0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,2239,,,,,,,,,,,,,,,
phase1_05565,[VTP] Ma van don VTP2781345123: Giao khong thanh cong lan 1. Vui long lien he giao vien 0987654321 de dat lai lich giao.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,2998,,,,,,,,,,,,,,,
phase1_04131,"0903445112: Chao Nguyen Thuy Linh, lich kham thai chieu nay cua ban tai Au Co doi sang 16h30 nhe. Bac si co ca cap cuu.",0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1564,,,,,,,,,,,,,,,
phase1_02378,"V7 top 3 nha cai VN, tuyen dai ly voi muc hoa hong len den 50% , tra hoa hong nhieu hinh thuc , lien he zalo Van: 0935123456 Link: https://v7bet.vip",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,56,,,,,,,,,,,,,,,
phase1_02382,VCB Digibank tran trong thong bao.tai khoan cua quy khach hien tai da bi khoa.Dang nhap www.vcbtiebink.com de xac thuc ngay hom nay,1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,60,,,,,,,,,,,,,,,
phase1_06123,"Lazada tuyển nhân viên xử lý đơn và đánh giá sản phẩm. Làm tại nhà, thu nhập 800.000đ/ngày. Tuổi 22-65. Đăng ký: zalo.me/84701234567",1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,559,,,,,,,,,,,,,,,
phase1_01858,"(TB) VinaPhone vui mừng tặng Bạn NGÀY VÀNG, ưu đãi 20% khi nạp thẻ vào HÔM NAY 05/8/2022. Khuyến mại sử dụng gọi/nhắn tin trong 15 ngày. CSKH 18001091 (0đ).",0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1862,,,,,,,,,,,,,,,
phase1_02502,"Chi cän 2O phut möi ngäy giäo vien chuyen nghiep cö the huong dän ban kiem 500k-3000k, Them Telegram: t.me/Nguyenthingocthuy00",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,180,,,,,,,,,,,,,,,
phase1_05129,Ma xac minh Google cua ban la 284102. Khong chia se ma nay.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,2562,,,,,,,,,,,,,,,
phase1_04647,"[QC] DUY NHẤT HÔM NAY! MobiFone tặng 20% giá trị thẻ nạp vào tài khoản KM3 khi nạp tiền qua ứng dụng My MobiFone. Nạp ngay tại https://mobifone.vn. Tu choi QC, soan TC gui 9241.",0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,2080,,,,,,,,,,,,,,,
