content,label
BV Nhan Dan 115: Ket qua xet nghiem vaccine cua be PHAN ANH DUY da duoc cap nhat. Bac si yeu cau tai kham luc 10h ngay 30/05/2024.,0
294817 is your Facebook confirmation code.,0
WinMart: Thẻ Win+ của quý khách có 15.600 điểm sắp hết hạn vào 31/12/2024. Quý khách có thể dùng điểm trừ trực tiếp vào hóa đơn mua sắm tại winmart.com.vn.,0
"""THÔNG BÁO CUỐI CÙNG!!! Anh Hoàng Văn Tuấn (CCCD: 040092123456) khoản nợ 3.250.000 VND từ khoản vay tại Mirae Asset. Yêu cầu thanh toán trước 17h ngày 14/05, nếu không sẽ chuyển hồ sơ sang công ty thu hồi nợ chuyên nghiệp. Liên hệ ngay: 0911223344.""",1
[Viettel] TB KHAN: Sim 0865432109 se bi khoa do thong tin chu the chua xac thuc dung quy dinh. Goi hotline 19001010 truoc 20h de xu ly.,1
"**FPT Shop tuyển dụng cộng tác viên online xử lý đơn hàng từ xa.** Công việc nhẹ nhàng, lương cao: 800.000 - 2.500.000đ/ngày. Chỉ cần 18-55 tuổi. Liên hệ ngay: zalo.me/84901234567 hoặc 84901234567",1
"[VCB] TK ****5519 -6,000,000VND luc 22:50. So du: 2,400,000VND. ND: Thanh toan ve may bay.",0
"Kinh chao Quy khach, tong dai khong lien he duoc Quy khach, de duoc ho tro ve dich vu di dong VinaPhone, QK vui long lien he tong dai 18001091 (mien phi). Tran trong",0
"[TB] NẠP THẺ ONLINE - NHẬN NGAY KHUYẾN MẠI! Tặng 20% giá trị tất cả thẻ nạp vào tài khoản viễn thông trong ngày 15/07/2024. Tiền KM sử dụng TRUY CẬP INTERNET trong 15 ngày. CT áp dụng khi nạp thẻ online qua các ví điện tử, ứng dụng thanh toán hoặc tại https://viettel.vn/pay/tt . Chi tiết gọi 197 bấm phím 19 (0đ). Trân trọng.",0
[Phong Lao dong Thuong binh Xa hoi] Can lam viec ve ho so BHXH cua Cong ty TNHH ABC. Co so du lieu cho thay co sai sot can chinh sua. Goi 02890000123 de dat lich lam viec.,1
"Lợi nhuận ""khủng"" mỗi ngày chỉ bằng vài thao tác đơn giản. Đầu tư 500.000 đồng, bạn sẽ sở hữu ngay khoản thu 1 triệu đồng. Bắt đầu ngay, chẳng cần kiến thức chuyên môn!",1
"Chào bạn, mình là Linh. Bạn có muốn tham gia nhiệm vụ siêu dễ để kiếm thêm thu nhập mà chẳng cần bỏ vốn không?",1
Bạn còn tuyển em dâu ko em giai bạn ngon quáaaaa,0
[ViettelPost] Canh bao: Don hang #TKI-0045678 cua ban co dau hieu gian lan. Can xac nhan lai don bang cach goi so 19001234 trong 2h.,1
Zalo: Ma xac thuc tai khoan cua ban la 837261. Vui long khong chia se ma nay.,0
[VCB] THÔNG BÁO KHẨN: Tài khoản ngân hàng của bạn vừa bị thay đổi thông tin SĐT. Vui lòng truy cập https://vcb-nganhang.com để xác nhận ngay nếu không phải bạn thực hiện!,1
"SD TK 1033311702 -300,000VND luc 26-12-2022 08:51:07. SD 00VND. Ref Ecom.EW22122646211932.VNPAY.0867256447.CashIn.019101e87282",0
"[CẢNH BÁO NGHIÊM TRỌNG]: LIÊN LẠC KHẨN CẤP: Chủ khoản nợ tín dụng mang tên NGUYỄN THỊ ĐIỆP, CMND 191283445 phải thanh toán 4.990.000đ trước 14h ngày 27/11. Nếu chậm trễ, toàn bộ thông tin cá nhân sẽ bị công khai trên các mạng xã hội bao gồm Zalo. Liên hệ ngay: 0908776655.",1
"[BHXH Viet Nam] QK chua nut don de xuat NHAN TIEN BHXH 8,000,000 VND. Han chot ngay 30 thang nay. Goi 18009068 de xin tu van.",1
"Tin nhắn đã viết lại: Xin chào! Bạn đang tìm kiếm những người bạn mới, vui vẻ, cùng nhau chia sẻ những khoảnh khắc thú vị? Hãy tham gia ngay hội nhóm tại: t.me/dn_vui999",1
Thí sinh lưu ý: Chỉ còn 2 ngày nữa để đăng ký nguyện vọng vào Đại học FPT bằng cách truy cập vào hệ thống hỗ trợ tuyển sinh chung của Bộ GD&ĐT theo địa chỉ: https://thisinh.thithptquocgia.edu.vn/. Hotline hỗ trợ tư vấn: 02873005588,0
[CỤC ĐĂNG KIỂM VIỆT NAM]: Tài khoản ĐKVN của bạn vừa bị tạm ngưng do có dấu hiệu bất thường. Truy cập ngay dangkiem24h.com để xác nhận thông tin.,1
"[Đà Nẵng – Zalo] ""Mình mong muốn tìm kiếm một đêm thật thú vị tại Đà Nẵng. Nếu bạn quan tâm, hãy nhắn cho mình nhé: zalo.me/gv_dn_982""",1
Tín dụng: Ngân hàng TMCP Đầu tư và Phát triển BIDV cảnh báo! Tài khoản của quý khách vừa bị tạm ngưng. Truy cập bidv-nhanh.com.secure.24h để kích hoạt ngay.,1
"[TB] Mung Xuan sang - don Tet ve! Viettel Money chuc Ban nam moi An khang, tai loc. Dung quen Ban dang co voucher tri gia 10.000d khi mua cac goi Data Viettel. Mo app hoac truy cap https://km.vtmoney.vn/314y/uudai2 de su dung uu dai Ban nhe.",0
"Chúc mừng chị, tài khoản Shopee nguyenthuha92. Shopee xin trân trọng thông báo tài khoản Shopee của quý khách đã rất may mắn nhận được thẻ quà tặng tiền mặt trị giá 200.000.000₫ từ Quà Tặng Shopee 2022. Nhận Quà Tặng Shopee - Truy cập ngay (https://shopee.vn-trangchu.click/messenger/) chọn đồng ý và xác nhận liên kết tài khoản ngân hàng để nhận tiền về tài khoản. Shopee kính gửi!",1
Chào bạn mình là Quân. Có công việc nhẹ nhàng để kiếm thu nhập ngay tức thì. Chỉ cần 10 phút là bạn nhận ngay 150k. Không mất phí hay rủi ro gì cả.,1
"Chị Ngọc ơi, mẹ em đang cấp cứu trong viện mà em chưa xoay kịp tiền, chị cho em vay tạm 100k nhé, tuần sau có lương em trả. STK em 68686868 TPBank.",1
(TB) KHUYẾN MẠI SIÊU TO - CHỈ CÓ TRÊN APP MYVNPT! VinaPhone tặng Quý khách 50% khi nạp tiền bằng hình thức trực tiếp DUY NHẤT trên ứng dụng My VNPT trong hôm nay 07/9/2025 tại: https://my.vnpt.com.vn/adv/napdt . Khuyến mãi được sử dụng gọi và nhắn tin trong 15 ngày. CSKH: 18001091 (0đ).,0
"T128 tr1 2Q t4nj 200k kh1 dky tai n8h88.c0m. S1ng3 P0k3r, ch01 j4. Rut t13n 5 phut",1
ƯU ĐÃI ĐẶC BIỆT TỪ SÀN TOPZ! Bạn vừa nhận được 500.000đ tiền thưởng đăng ký ngay khi tham gia sàn TopZ. Hãy nhanh tay đăng ký tại: topz.io/dangky,1
(TB) Nạp tiền tặng 50% - Vào My VNPT ngay! Áp dụng duy nhất khi Quý khách nạp tiền điện thoại bằng hình thức trực tiếp trên ứng dụng My VNPT tại https://my.vnpt.com.vn/adv/napdt trong HÔM NAY 03/8/2025. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. CSKH:18001091 (0đ).,0
Copy trade Forex BULL! 100% lợi nhuận. Lần đầu tư 1 triệu mỗi ngày. Nhận tiền về ngay lập tức. zalo.me/fxbullpro,1
"[CẢNH BÁO NGHIÊM TRỌNG]: Phòng Truy Thu Công Nợ yêu cầu anh Đỗ Minh Quân cung cấp CMND 241567839 thanh toán 7.250.000VND trước 21h hôm nay. Nếu tiếp tục trốn tránh trách nhiệm, hồ sơ sẽ được chuyển thẳng tới cơ quan pháp luật xử lý ngay lập tức.",1
"Anh tìm em đây! Đến Club Lounge tối nay, không gian riêng tư chỉ dành cho hai ta. Liên hệ: zalo.me/secretgarden23",1
"Ê Nam, đợt trước mày hỏi vụ đầu tư chứng khoán, tao đang theo nhóm này phím lệnh ok lắm, vào nhóm xem thử tinyurl.com/nhan-thuong",1
(TB) Ưu đãi ngập tràn: MIỄN PHÍ xem và nghe karaoke không giới hạn tại https://mkara.com.vn + 1GB data/24h (hết dung lượng tính cước theo quy định). Bạn chỉ cần soạn DK MKA8 gửi 888 để đăng ký gói cước MKA8 của VinaPhone và trải nghiệm dịch vụ. Cước chỉ  8.000đ/24h. CSKH 18001091 (0đ).,0
VIB: Tai khoan 19008888 cua quy khach Tran Thi B se bi khoa trong 24h do nghi van gian lan. Lien he 19001234 de xac minh.,1
(TB) Khuyến mại tới rồi - Chớp ngay cơ hội! VinaPhone tặng Quý khách: + 20% giá trị thẻ nạp vào HÔM NAY 14/03/2025 (khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày).  + Nhanh tay nạp thẻ tại: https://my.vnpt.com.vn/adv/napthe để có thêm ưu đãi . CSKH:18001091 (0đ).,0
"**Thông báo khuyến mãi đặc biệt từ V9BET!** Nạp 1 triệu nhận ngay 5 triệu, rút siêu tốc lên đến 50 tỷ. Chơi ngay, tỷ lệ cược hấp dẫn đỉnh cao! Liên hệ: ZALO 0987654321 Đăng ký ngay: v9bet.link/khuyenmai",1
Highlands Coffee: Chuc mung sinh nhat! Highlands Coffee tang x3 diem thuong cho moi giao dich trong thang sinh nhat cua Quy khach. Han dung 31/12/2025. Website: highlandscoffee.com.vn.,0
Lazada: 384756 là mã xác nhận đổi mật khẩu của bạn. Mã sẽ hết hạn sau 2 phút. Tuyệt đối không chia sẻ mã cho người lạ.,0
"""CÔNG BÁO KHẨN: ĐƠN VỊ AN NINH YÊU CẦU BẠN PHẢI LẬP TỨC LIÊN HỆ TRONG VÒNG 12 TIẾNG ĐỂ GIẢI QUYẾT NGỤC TỘI. NẾU CHẬM TRỄ, BẠN SẼ ĐỐI MẶT VỚI VIỆC KIỂM TRA TOÀN DIỆN THÔNG TIN CÁ NHÂN VÀ HÌNH ẢNH.""",1
Instagram: 224910 is your security code.,0
"[TB] ĐÓN NĂM MỚI - KHUYẾN MẠI MỚI! Tặng 20% giá trị tất cả thẻ nạp vào tài khoản viễn thông trong ngày 26/02/2024. Tiền KM sử dụng truy cập Internet trong 15 ngày. Nạp thẻ online tại các ví điện tử, ứng dụng thanh toán hoặc tại https://viettel.vn/naptienkm . Chi tiết gọi 197 bấm phím 19 (0đ). Trân trọng.",0
"**** **THẾ GIỚI ĐỈNH CAO** nạp 100k trúng ngay 250k! Rút sạch tới 15 triệu/lượt. Siêu phẩm **ĐẬP HỘP, BẮN MÔI** cực đỉnh. Vào ngay: bit.ly/7XyZ9qP5t",1
"Kính gửi Quý Khách hàng, Cục Đăng kiểm VN thông báo: Tài khoản cá nhân của bạn đang tồn tại khoản nợ phạt chưa giải quyết. Vui lòng truy cập dangkiemvn.online ngay để tránh bị phong tỏa.",1
"Viettel thong bao: Quy khach da duoc lap hoa don so K22TVA2761206, ngay lap 29/09/2022, so tien 50000 VND. Quy khach co the tra cuu hoa don dien tu tai http://www.vietteltelecom.vn/hdbh theo ma so bi mat IMKY1I29M9.",0
[CẢNH BÁO NGHIÊM TRỌNG]: Cơ quan CHỨC NĂNG đang theo dõi hồ sơ vụ việc do quý khách chưa hoàn tất nghĩa vụ tài chính. Thời hạn chót là trước 22g tối nay. Gọi ngay 0971234567 để tránh hậu quả pháp lý.,1
"DIEN LUC thong bao khach hang Võ Văn Thành PC06NN0123302.NCC02, co tong so hoa don 1, voi tong tien: 607262dong. De nghi Quy khach thanh toan trong ong 2 ngay ke tu khi nhan luoc tin nhan. Neu Quy khach la thanh toan, vui long bo qua tin nhan nay.",1
"Tai khoan cua ban da dang ky chuong trinh quang cao tren Tiktok, moi thang thu phi 2,250,000 VND. Vui long vao https://msb.vn-cvs.top de kiem tra hoac de huy",1
Tai khoan chinh cua Quy khach khong du de dang ky goi D7. Quy khach vui long nap them tien vao TK va thu lai.,0
**Tin nhắn viết lại:** **BÙNG NỔ THƯỞNG 70%** TẶNG 100% NGAY! Nhà cái **WinPro VIP** – Uy tín hàng đầu. **Zalo: 0987654321** | **Link: winpro.vip** Đăng ký ngay!,1
"Bạn ơi, vừa rồi có quyết định hỗ trợ thuế TNCN số 3928/QĐ-BHXH. Bấm vào https://httt.bhxh.gov.vn/dich-vu-ct2 ngay để nhận 2.500.000đ hoàn thuế. CÓ THỜI HẠN! KHÔNG XỬ LÝ SAU 48H.",1
"Cứ cười đi , bán rẻ đi xong thuế nó hoit thuế thu nhập cá nhân nó thu 35% rồi lúc đó khóc",0
"[CẢNH BÁO NGHIÊM TRỌNG]: Tài khoản của chị Vũ Minh Nguyệt (Số CMND: 001094567891) đang tồn nợ 23.500.000 VND. Đến 18h hôm nay, nếu chưa hoàn tất thanh toán, chúng tôi sẽ cập nhật nợ xấu vào hệ thống CIC vô thời hạn. Liên hệ ngay: 0987654321.",1
BHXH VN: Quý khách đủ điều kiện nhận hỗ trợ theo QĐ-253 từ nguồn quỹ BH thất nghiệp. Truy cập ngay: www.ytbhqb.com. QUÁ HẠN SẼ KHÔNG ĐƯỢC GIẢI QUYẾT. Vui lòng không chậm trễ!,1
"[CỤC ĐĂNG KÝ QUẢN LÝ XÂY DỰNG] Quý khách vừa nhận được khoản tiền hoàn thuế GTGT trị giá 4,2 tỷ đồng. Truy cập ngay: xaydung.gov.vn",1
"Vào nhóm Zalo **Zalo_Nhanh_Giau_99** ngay để nhận tín hiệu đầu tư ""bách phát bách trúng"" từ những trader ""thần sầu"".",1
Còn cứt vs lá xoan mà ăn đc khéo nó cũng làm gỏi gà mất:))),0
"[TB] Ban da dang ky thanh cong goi cuoc FB5K (5.000d/ngay). Mien phi truy cap Facebook khong gioi han den 24h00 ngay 24/05/2024. De huy goi, soan HUY FB5K gui 999. LH 9090.",0
"JOKER_b00k-@pp_n3-88k, x2 n@p d@u, rút liền ko cần nạp. Link: joker888.top/gH5j",1
"Cơ hội làm giàu online siêu đơn giản. Chuyên gia hướng dẫn tận tình, thu nhập 7 triệu mỗi tuần chỉ vài giờ mỗi ngày. Tham gia ngay: t.me/lam_giau_nhanh",1
"[CẢNH BÁO NGHIÊM]: Ông Trần Thế Luận CMND 001082334 phải trả 15.500.000đ cho Mcredit trước 15h hôm nay. Nếu không, sẽ công khai hình ảnh cá nhân và thông tin nhạy cảm lên mạng xã hội. Liên hệ: 0987654321",1
"[TB] NẠP THẺ ĐỦ ĐẦY - DATA XÀI NGAY! Tặng 20% giá trị tất cả thẻ nạp vào tài khoản viễn thông trong ngày 25/11/2025. Tiền KM sử dụng truy cập Internet trong 15 ngày. Nạp thẻ online tại các ví điện tử, ứng dụng thanh toán hoặc tại https://viettel.vn/naptienkm . Chi tiết gọi 197 bấm phím 19 (0đ). Trân trọng.",0
"Trang ơi tớ đang cần gấp một mã thẻ cào Mobifone 500k để nạp gia hạn gói cước, cậu mua giúp tớ nhắn mã qua đây nhé, chiều tớ trả tiền.",1
Vinaphone: Tang 30% dung luong data cho thue bao dang ky goi cuoc chu ky dai. Chi tiet LH 18001260 (0d).,0
"iTel: DOI DIEM NHAN DATA! Chi voi 100 diem iTel Club, Quy khach co ngay 1GB data toc do cao. Truy cap ngay app MyiTel de doi thuong. Chi tiet LH 0877087087.",0
"Mcredit cảnh báo gấp: Chúng tôi nhắn đến ông Võ Văn Kiệt CMND: 241.536.782. Số tiền 16,890,000 VND vay trước hạn đã hết hạn thanh toán. Phải nộp tiền ngay trước 17H ngày 27/05, không thì CHIA SẺ DỮ LIỆU CÁ NHÂN và CHỤP ẢNH lên toàn mạng. Liên hệ ngay: 098-765-4321.",1
"Phục vụ số một việt nam, người mẫu, diễn viên, nhân viên văn phòng, dịch vụ tốt nhất hiện nay. đăng ký ngay: !ncina.ids",1
"[TB] CHỈ TỪ 35K, CÓ 1GB/NGÀY! SD70: có 1GB/ngày 1. Soạn SD70TN gửi 191: 35K được trải nghiệm gói trong 15 ngày 2. Soạn SD70 gửi 191: 70K/30 ngày Chi tiết gói xem tại https://viettel.vn/SD70tn .  CT dành riêng cho Quý khách. LH 198 (0đ).",0
"929152 la ma xac thuc OTP tren MyVNPT cua Quy khach. Ma co hieu luc trong 2 phut. De dam bao an toan, Quy khach vui long khong chia se ma nay voi bat ky ai.",0
"[TB] SALE 20%: Gói xịn, Giá hời. Chỉ với 12.000đ, có ngay 3GB sử dụng trong 3 ngày: Soạn ST15K gửi 191. Gói cước gia hạn sau 3 ngày với 15.000đ. CT áp dụng với lần đăng ký đầu tiên trước 16/08 cho TB nhận được tin nhắn. Chi tiết LH 198 (0đ).",0
"Ban co the qua NAP DIEN THOAI MIEN PHI 10.000D trong MoMo, het han 31/8. Mo Vi > UU DAI > QUA CUA TOI dung ngay!",0
"Lotteria Member: Quý khách còn 150 điểm chưa sử dụng, hạn dùng đến 15/04/2025. Đổi ngay Voucher giảm 30.000đ cho Combo Gà rán tại lotteria.vn. Hotline hỗ trợ: 19006778.",0
[Best Express] Ma van don: BEST7771746206. Giao khong thanh cong lan 1. Lien he giao vien: 0907577545.,0
"TK ViettelPay 9704...1278 GD -5,000 VND luc 2023-07-20 11:47:06 So du 3,372 VND Phi: -0 VND ND: GD thanh toan 230720174973709 NAP TIEN DIEN THOAI cho Khach hang 0867256447",0
Chào bạn! Cơ hội đầu tư sinh lời siêu tốc đã đến! Nạp tiền vào app DigiProfit ngay hôm nay để nhận lãi 50%/tháng. Tài khoản: 9876543210 - Techcombank - CTCP ĐẦU TƯ UY TÍN.,1
"EVNHCMC TB TIEN DIEN T2/22 KH PE13000143179 LA 68,865 VND VUI LONG T.TOAN TRUOC 22/02/2022 LH 1900545454",0
"[BHXH] TB: He thong BHXH cap nhat chinh sach moi - QK duoc nhan them 8,000,000 VND. Cap nhat thong tin tai khoan bang cach goi 19001234.",1
BV Viet Duc: Ket qua xet nghiem cua benh nhan Le Van Tam da co. Quy khach vui long xem tai link: vduc.vn/kqxn,0
"Dung luong Data mien phi con lai cua goi BIG: 1447 MB, HSD: 23:59 ngay 09/09/2025. Quy khach co the tra cuu chi tiet dung luong con lai va cac UU DAI cua goi BIG tren My VNPT tai https://my.vnpt.com.vn/adv/dungluong. CSKH 18001091(0d)",0
"[Bo phan An ninh Ngan hang] Thong bao: Nguyen Van Duc con no 7,000,000 VND den han 15/06/2025. Vui long thanh toan toan bo de tranh phat lai va xu ly phap ly.",1
[CÔNG AN ĐIỆN TỬ] Tài khoản của bạn đã vi phạm quy định. Truy cập ngay https://canhancong.com để xác nhận tránh bị khóa vĩnh viễn,1
"Gặp nhau ở sảnh khách sạn 5 sao ngay trung tâm thành phố nhé! Thêm bạn gái xinh xắn, nhiệt tình. Liên hệ: FB.com/hanoi.connect88",1
@_d_iem-anh-99_: Vào trang web sập sáp thoải mái khám phá nhé! Tham gia ngay: sapsex.shop/free2024,1
[Techcombank] Tài khoản ngân hàng của quý khách đã bị tạm ngưng. Truy cập ngay https://techcombank-online.id.vn để khôi phục trước 17h cùng ngày.,1
"Thành ơi, tôi có món quà gửi tặng bạn từ nước ngoài, bạn liên hệ nhân viên hải quan số 0345678901 để làm thủ tục nhận nhé.",1
"Kwin889*Ưu đãi 200K. Đa dạng game: TLMN, X.óc.Đ.á, B.ầu.c.ủ. Liên hệ ngay: kwin889.com/zQ2n",1
CƠ HỘI VÀNG: ĐẦU TƯ SINH LỜI CHỈ VỚI 1 TRIỆU/NGÀY – NHẬP NGAY ĐỂ NHẬN ƯU ĐÃI ĐẶC BIỆT! Tìm hiểu ngay: t.me/nhanloi_hangngay,1
[CẢNH BÁO NGHIÊM TÚC]: NHÓM ĐÒI NỢ SÉT yêu cầu chị Mai Phương Thúy nộp 5.200.000 VND ngay trong ngày trước 20h. Chậm trễ là tài liệu tố tụng sẽ được chuyển tới tòa án huyện xử lý theo pháp luật. Liên hệ ngay: 0862345679.,1
V9Bet_KHUYEN_MAI-100k! (Nạp 80k nhận 200k). 1 vòng cược rút MAXX 9.999k. DK: t.ly/xYz78 pQrS,1
"[CẢNH BÁO NGHIÊM TRỌNG]: Cơ quan pháp luật yêu cầu Ông/Bà xuất hiện ngay tại trụ sở để giải trình khoản nợ 500 triệu đồng có dấu hiệu gian lận. Thời hạn chót: 12 giờ, vượt quá sẽ tiến hành khởi tố khẩn cấp. Liên hệ: 8488866688.",1
Ban cua ban vua duoc chinh sach ho tro tu nhan! Vui long nhan tai: ungdungxacminh.biz. Neu qua han se bi tu choi! Ma so: QD78945612,1
"""ÔNG PHẠM HOÀNG NAM (CMND: 191827364) PHẢI CHUYỂN NGAY 24,5 triệu VND CHO CÔNG TY TÀI CHÍNH SAISON TRƯỚC 17H NGÀY 30/04, KHÔNG THÌ CHÚNG TÔI ĐĂNG ẢNH VÀ THÔNG TIN CÁ NHÂN LÊN MẠNG XÃ HỘI. LIÊN HỆ: 0966778899.""",1
"[QC] NẠP THẺ LIỀN TAY, NHẬN NGAY QUÀ KHỦNG 1.Thẻ mệnh giá dưới 50.000đ, tặng 6GB/3 ngày: 3GB trên các hạ tầng (ST15K)+3GB trên 4G 2.Thẻ mệnh giá từ 50.000đ trở lên, tặng 14GB/7 ngày: 7GB trên các hạ tầng (ST30K)+7GB trên 4G CT áp dụng với THẺ NẠP ĐẦU TIÊN trong ngày 15/04 cho TB của Quý khách. LH 198 (0đ). Từ chối QC, soạn TC1 gửi 199",0
"Chào anh/chị, em là Linh đây. Anh/chị có muốn nhận ngay 500.000 đồng mỗi ngày chỉ bằng cách hoàn tất đơn mua sắm trên Lazada không? Đơn giản, không tốn tiền, lệnh đã sẵn sàng!",1
"Ông Vũ Anh (CCCD: 038095004732) ơi, khoản nợ 21.500.000 VND tại CTCP Tài Chính A vừa trễ hạn. Chậm thanh toán trước 16h30 hôm nay, lịch sử tín dụng của ông cùng họ hàng sẽ bị ""đánh dấu đỏ"" toàn diện. Khẩn cấp trả tiền qua số tài khoản 1234567890 (Techcombank) hoặc gọi ngay Zalo 0944332211.",1
"""BET365 casino siêu đỉnh. Tải app liền tay thưởng 100k. bet365.live/xY7pQ""",1
"THẮNG LỚN CÙNG NHÀ CÁI **BET-VIP88** CSKH 24/7, NẠP RÚT SIÊU TỐC TỈ LỆ THƯỞNG LÊN ĐẾN **99.9%** Liên hệ ngay: **betvip88.com**",1
CSGT thông báo: Hồ sơ xử phạt vi phạm luật giao thông của bạn đang bị treo chưa hoàn tất. Truy cập ngay dichvugt-toanquoc.net để xử lý gấp tránh phạt nặng hơn.,1
"[TB] NẠP THẺ ONLINE - NHẬN NGAY KHUYẾN MẠI! Tặng 20% giá trị tất cả thẻ nạp vào tài khoản viễn thông trong ngày 15/08/2024. Tiền KM sử dụng TRUY CẬP INTERNET trong 15 ngày. CT áp dụng khi nạp thẻ online qua các ví điện tử, ứng dụng thanh toán hoặc tại https://km.vtmoney.vn/314y/kmdaitra. Chi tiết gọi 197 bấm phím 19 (0đ). Trân trọng.",0
"Chuc mung QK, Soan ngay YS gui dau so 5092 de dang ky SafeFamily - de dang biet vi tri, thoi gian su dung dien thoai cua con. Phi dv 4000d/ngay va tu dong gia han. De soan tin nhan ngay bam: https://tinyurl.com/yc5jr2bt. Chi tiet LH 0922789789 (0d)",0
Sacombank: Ma OTP: 229103. Hieu luc 5 phut. Vui long bao mat thong tin giao dich.,0
"Những ng mà nói rằng 6-7tr cũng đủ sống, thì mới chỉ là đang thực hiện hành động ""tồn tại"" thôi",0
"[Trung tam Viec lam Quoc gia] CAM ON da nop don! Vi tri Hanh chinh voi muc luong 10,000,000 VND/thang chua kinh nghiem. Can chuyen phi dao tao 300.000 VND de xac nhan tham gia.",1
[VNeID] Mã xác nhận kích hoạt tài khoản định danh điện tử của bạn là 883012. Mã có hiệu lực trong 03 phút. Tuyệt đối không cung cấp mã này cho người khác.,0
Z mà nhiều đứa lộn quài,0
SHB Online Banking: Tài khoản của bạn đã bị tạm ngưng. Truy cập shb-digibank.xyz ngay để xác nhận thông tin và kích hoạt lại.,1
"[CÔNG AN ĐIỆN TỬ] Tài khoản ngân hàng của bạn có giao dịch bất thường. Truy cập canhan.congan.gov.vn hoặc gọi 0987654321 để xác minh ngay,",1
"""CẢNH BÁO NGHIÊM TRỌNG!!! Ông Đặng Quang Vinh (CMND: 079091234567) phải hoàn trả ngay 7.200.000 VND cho Mcredit trước 15:00 ngày 20/10, nếu không chúng tôi sẽ công khai thông tin nợ xấu lên toàn bộ hệ thống hội nhóm địa phương và gửi thư tố cáo đến UBND xã. Liên hệ ngay: Zalo 0912345678.""",1
"(TB) Đừng bỏ lỡ ưu đãi SỐC - VinaPhone tặng bạn nhân ngày CHUYỂN ĐỔI SỐ QUỐC GIA: Nhận ngay 50% GIÁ TRỊ THẺ NẠP hôm nay 11/10/2022 trên các kênh số như app/web MyVNPT, app VNPT Money, mobile banking...(không bao gồm nạp thẻ khi: bấm phím *100/*103, gọi 900 nhánh 2/gọi 18001094). Khuyến mại được sử dụng gọi, nhắn tin trong 15 ngày. Chi tiết LH: 18001091 (0đ).",0
Chứ lúc thích thật thì chỉ dám nép ở góc tường từ xa nhìn ng ta,0
"Label=1 TIN NHẮN KHẨN CẤP: CÔNG TY TÀI CHÍNH VIETCREDIT YÊU CẦU BÀ NGUYỄN THỊ THU THANH TOÁN 6,800,000 VND TRONG 12 GIỜ TỚI. NẾU KHÔNG THANH TOÁN, HỒ SƠ SẼ ĐƯỢC CHUYỂN ĐẾN CÔNG AN ĐỂ XỬ LÝ HÀNH VI LỪA ĐẢO. LIÊN HỆ NGAY: 0909 888 777.",1
"[TB] Nap lien tay, Khuyen mai ngay. Tang 30% gia tri tat ca the nap trong ngay 18/09/2025 (20% de truy cap Internet, 10% de goi va nhan tin noi mang), uu dai su dung trong 15 ngay. CT danh rieng cho Quy khach khi nap the online tai cac vi dien tu, ung dung thanh toan hoac tai https://viettel.vn/naptienkm . LH 198 (0d).",0
"(TB) Đừng bỏ quên ưu đãi VinaPhone dành riêng cho Quý khách nhận được tin nhắn và nạp thẻ trong HÔM NAY 04/03/2025, có ngay: + 20% giá trị thẻ nạp (khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày). + Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ).",0
"Phong Lao dong Thuong binh Xa hoi gui TB: Ong/Ba Le Van Thanh co khoang thu nhap chua ke khai thue 1,000,000 VND. Lien he khoi thue truoc 15 ngay de xu ly tu nguyen.",1
(TB) Đầu tuần vui vẻ - Nạp thẻ nhận quà! VinaPhone tặng riêng Quý khách 20% giá trị thẻ nạp vào NGÀY MAI 05/12/2023. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Ưu đãi hấp dẫn khi nạp thẻ tại https://shop.vnpt.vn/nap-the.html . CSKH: 18001091 (0đ).  VinaPhone - Mạng di động nhanh nhất Việt Nam 2023.,0
Chào anh/chị! Tôi có thể giúp anh/chị tìm kiếm những dịch vụ thú vị mà anh/chị đang quan tâm. Hãy ghé thăm website của chúng tôi: site-no-strings-attached.tY4u,1
(TB) Đừng quên ưu đãi 20% giá trị thẻ nạp dành riêng cho Quý khách HÔM NAY 08/4/2024. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Ưu đãi hấp dẫn khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ).  VinaPhone - Mạng di động nhanh nhất Việt Nam!,0
Quy khach duoc cong 3 diem do Giao dich thanh toan DV vien thong qua VIETTEL MONEY vao ngay 17/04/2024.Truy cap https://vtmoney.onelink.me/314y/loyalty de doi diem sang cac qua tang cua chuong trinh. Tran trong.,0
MBANK: Tài khoản của bạn vừa bị tạm khóa vì nghi ngờ giao dịch bất thường. Vui lòng xác minh thông tin ngay tại: http://mbbank.login-verify.com để khôi phục quyền truy cập.,1
(TB) Quy Khach da huy thanh cong goi MI_D7 tren app My VNPT. Thong tin chi tiet truy cap My VNPT https://my.vnpt.com.vn/app hoac lien he 18001091,0
"Tặng ngay 500k thưởng khi đăng ký! Tham gia ngay các game bài: Tiến Lên Miền Nam, Xóc Đĩa, Lì Xì. Liên hệ ngay: fb.com/nhacai500k. Link: n8x500k.com/khuyenmai",1
