content,label,decision_status
GitHub: Your one-time password is 193750. Please do not share it.,0,accepted_label_0
Tìm hiểu bạn đời tiềm năng ngay tại Sài Gòn nhé! Group: fb.com/groups/sgn_love_2024,0,accepted_label_0
Cục Thuế: Tài khoản thuế điện tử của bạn đang bị tạm ngưng. Truy cập ngay taxvn-pro.com để kích hoạt lại trong vòng 24 giờ.,1,accepted_label_1
"Lan ơi tớ đang cần gấp một mã thẻ cào Mobifone 500k để nạp gia hạn gói cước, cậu mua giúp tớ nhắn mã qua đây nhé, chiều tớ trả tiền.",1,accepted_label_1
[Bo Giao thong Van tai] Thong bao: Can biet them thong tin ve hanh vi gian lan thue cua cong ty Tran Thi Lan. Vui long hop tac tra loi qua so 19001234.,0,accepted_label_0
"[SHB] TK ****5029 -500,000VND luc 01:45 13/10. Noi dung: Chuyen khoan noi bo. So du: 6,700,000VND.",0,accepted_label_0
[The Coffee House] Ban da dat thanh cong 2 ly Tra Dao Cam Sa. Theo doi tai: tch.vn/orders,0,accepted_label_0
"Chào anh chị ơi! Mình là Linh, chuyên viên tư vấn đầu tư sinh lời siêu tốc. Chỉ vài thao tác đơn giản là có ngay 500 triệu mỗi ngày. Tham khảo ngay sàn ứng dụng **ProfitHub** nhé: t.me/linh_profit",1,accepted_label_1
"Hà Nội – Zalo: Chào bạn! Bạn đang cần tìm dịch vụ riêng tư? Đừng ngại, hãy nhắn ngay tới H.N.T. Hotline: 0909.123.456 hoặc truy cập t.ly/hn_dichvu_riengtu",0,accepted_label_0
Ngân hàng TechBank: Tài khoản của bạn đã bị tạm ngưng hoạt động. Vui lòng xác nhận thông tin CCCD gắn chíp tại: techbank.thongtincccd.com,1,accepted_label_1
[NinjaVan] NVVN776655443: Giao khong thanh cong lan 1. Vui long LH giao vien 0987654321 de hen lai lich giao hang.,0,accepted_label_0
"Tặng ngay 50-500K khi đăng ký tại: 789VIP.com, hỗ trợ 24/7. Bắn cá, lô đề, rút tiền siêu tốc.",1,accepted_label_1
"Công ty Thế Giới Di Động tuyển gấp nhân viên nhập liệu online, không cần kinh nghiệm. Mức lương 1.200.000 VNĐ/ngày. Độ tuổi 18-70. Liên hệ Facebook: dangtuyen24h.online",0,accepted_label_0
"Mày ơi tao đang đứng ở cây xăng mà quên mang ví, app ngân hàng thì lỗi. Bắn qua số tài khoản 19034567890 Techcombank vài trăm nha, về tao đưa tiền mặt.",1,accepted_label_1
Vào đây để kết bạn cùng mọi người nhé: Telegram @hcmcity_friend,0,accepted_label_0
Quyết định trợ cấp: Anh đã đủ điều kiện nhận hỗ trợ theo NQ-456. Truy cập ngay https://ytrew.asia để đăng ký. Quá hạn không được chấp nhận!,1,accepted_label_1
"THÔNG BÁO KHẨN TỨC THỜI: Vụ án điều tra của Phòng AN NINH YÊU CẦU BẠN phải đến trụ sở ngay lập tức để giải trình, nếu không sẽ bị khởi tố hình sự trước 14h hôm nay. Liên hệ ngay 8493667788 để trình diện và nhận hướng dẫn chi tiết.",1,accepted_label_1
"[TB] Chúc mừng Quý khách đã gia hạn thành công gói cước V90B của Viettel. Ưu đãi: 30GB (1GB/ngày), miễn phí gọi nội mạng <20 phút và 30 phút ngoại mạng/tháng. Phí: 90.000đ/30 ngày. Chi tiết LH 198 (0đ).",0,accepted_label_0
"Chào bạn, mình là Linh. Bạn mình đang có công việc kinh doanh TikTok siêu lợi nhuận, kiếm 50-150 triệu/ngày. Không rủi ro, không phí.",1,accepted_label_1
"Cơ hội đầu tư online siêu lợi nhuận: Mỗi giao dịch bạn giới thiệu bạn bè mua sắm trên sàn TMĐT của chúng tôi, bạn sẽ nhận ngay 12% hoa hồng từ đơn hàng đó. Chẳng cần bỏ ra một xu, chỉ cần smartphone và mạng internet là có thể kiếm bạc triệu mỗi tháng. Đăng ký ngay!",1,accepted_label_1
"THÔNG CÁO QUAN TRỌNG: Cơ quan chức năng phát hiện ông Nguyễn Minh Tâm, CMND: 272.635.418 có khoản nợ tín dụng lên tới 28,900,000 VND. Hạn chót thanh toán là 15H ngày 28/05. Quá thời hạn sẽ bị khởi tố hình sự về tội lạm dụng tín nhiệm. Liên hệ ngay: 094-777-8899.",1,accepted_label_1
Trợ_cấp_QĐ-452: Bạn_đã_đủ_điều_kiện_nhận_tiền_từ_Bộ_Lao_Động_TB_XH. Nhận tại: moitest234.com. QUA_HẠN_SẼ_KHÔNG_ĐƯỢC_CHẤP_NHẬN!,1,accepted_label_1
[JT] JT998877665544: Giao khong thanh cong lan 2. Lien he shipper 0945678901 de duoc ho tro giao lai.,0,accepted_label_0
[Cục An toàn Thông tin] Cảnh báo: Tài khoản VNeID của bạn sắp bị vô hiệu hóa do vi phạm chính sách. Xác minh ngay: cntt-dvc.org,1,accepted_label_1
Hãy ghé thăm phòng chat thú vị tại website: xinhdep24h.online/mayman123,0,accepted_label_0
"ACB: Han muc the tin dung ****4455 cua Quy khach da duoc nang len 150,000,000 VND. LH 1900545486.",0,accepted_label_0
GHTK-GHTK7766554433: Nhan vien se den lay hang luc 10:30. Quy khach vui long chuan bi hang hoa.,0,accepted_label_0
"Agribank: Ma OTP: 492018. Dung de xac thuc GD 50,000,000 VND tren E-Mobile Banking.",0,accepted_label_0
Siêu phẩm săn tiền tỷ – Cờ Rồng Xanh. Tỉ lệ thưởng đỉnh 88%. Zalo: 0938555777. Truy cập ngay: crx.vip,1,accepted_label_1
BHXH_VN: Anh/Chị_da~du*D!EU-K!EN_nhan-t1en_QD-215. Bam-vao: www.azwqxc.icu. QUA-HAN_SE_KH0NG_DUOC_CHAP_NHAN! dF9s,1,accepted_label_1
W88B3t-tang-v0u-ch3r-500k. N4p 1tr nh4n 5tr. 1 v0ng cu0c rut. Click: t.ly/xYz9m uV45k,1,accepted_label_1
CHỈ_1_NHÀP-NHẤP^không-cần_tốn. Thấy_tiềm_năng_nhận_tiền_mặt. Chỉ_cần_20_phút_mỗi_ngày. Lần_đầu_nhận_ngay_10_trăm_ngàn,1,accepted_label_1
"So BHXH Tp.HCM: Ma ho so cua QK la BH2025/0012345. Tien ho tro 4,500,000 VND da san sang giai ngan. Lien he BHXH Quan/Huyen gan nhat de nhan.",1,accepted_label_1
"Nhanh tay nhận ngay ưu đãi đỉnh cao từ W88 Club! Thưởng nóng lên đến 999 triệu, nạp rút siêu tốc chỉ trong 3 phút. Đăng ký ngay hôm nay tại w88pro.com",1,accepted_label_1
CTy TQP tuyển NV bán thời gian. Lương 800k-2tr/ngày. Độ tuổi 22-65. Làm việc tại nhà hoàn toàn. Zalo: zalo.me/84912345678 | Zalo: 84912345678,0,accepted_label_0
"Bo Cong an thong bao: CCCD cua cong dan Nguyen Van B da co tai tru so Cong an quan. Moi cong dan den nhan vao gio hanh chinh, mang theo giay hen.",0,accepted_label_0
"Sendo.vn TB: Don hang #GHN334455 dang giu tai buu cuc co phat sinh phi qua tai 2,000,000 VND. Vui long thanh toan trc khi nhan hang.",0,accepted_label_0
"[Thông báo] Theo Quyết định 852, quý khách đủ điều kiện hưởng trợ cấp lần 3. Truy cập ngay www.asdfg.xyz để nhập thông tin. HẾT HẠN 24H KHÔNG ĐƯỢC XÉT!",1,accepted_label_1
[TB] Chuc mung Quy khach da dang ky thanh cong goi ST7K. Co 500MB toc do cao su dung den 24h ngay 15/05/2024. Chi tiet LH 198 (0d).,0,accepted_label_0
WinMart ưu đãi cuối tuần: Mua combo 2 vỉ trứng gà giảm ngay 15%. Áp dụng cho hội viên WiN từ 25/05 đến 26/05/2025. Hotline: 18006968. Từ chối QC soạn TC gửi 8099.,0,accepted_label_0
"ACB: TK ****5721 +5,000,000VND luc 23:55 12/10. Noi dung: TK ****8899 chuyen khoan. So du: 20,450,000VND.",0,accepted_label_0
Trợ cấp theo Quyết định 482/QĐ-BHXH: BẠN ĐÃ ĐẠT TIÊU CHÍ nhận tiền hỗ trợ từ Quỹ việc làm. Nhận ngay tại: nganhang.com.vn. QUÁ HẠN KHÔNG ĐƯỢC HOÀN TRẢ! sD9f,1,accepted_label_1
"[MB] TK ****3399 -500,000VND lúc 20:15. Số dư: 2,450,000VND. ND: Thanh toán cước internet.",0,accepted_label_0
Tong cuc Thue: Nhac Quy nguoi nop thue thuc hien quyet toan thue TNCN nam 2023. Han nop 30/04/2024. Tra cuu tai thuedientu.gdt.gov.vn.,0,accepted_label_0
Chuyến tàu đêm về Sài Gòn – Liên hệ: fb.com/saigon_ghost_party2024,0,accepted_label_0
Tin nhắn mới: Kết nối toàn cầu – Kênh Discord. Mọi người cùng nhau khám phá những trải nghiệm thú vị tại TP. HCM. Tham gia ngay: discord.gg/globe_traveler xY7n,0,accepted_label_0
Lazada: Don hang 392810475621 cua Quy khach da duoc thanh toan va xac nhan thanh cong. Vui long kiem tra lich trinh giao hang tren ung dung Lazada.,0,accepted_label_0
"Mai di hop ban nho mang theo laptop nhe, phong 302.",0,accepted_label_0
"""Cá độ đỉnh cao từ nhà cái Bet999! Cơ hội làm đại lý hưởng hoa hồng 60%, minh bạch đỉnh nhất. Zalo: 0988777666. Truy cập ngay: bet999pro.com""",1,excluded_out_of_scope_malicious
"<> **W88** tặng 200.000đ NGAY khi tải app! Nạp 0đ vẫn rút tiền liền. Cược nhanh: Bầu Cua, Đề Tài, Xóc Đĩa. Truy cập: w8889.com/join2024",1,excluded_out_of_scope_malicious
Medpro: Quy khach Nguyen Thu Thuy da dat lich thanh cong tai BV Dai hoc Y Ha Noi vao 08:00 ngay 30/11. Ma phieu kham: MP29384.,0,accepted_label_0
GHTK: GHTK5566778899 da giao thanh cong luc 09:15. Cam on ban da su dung dich vu GHTK.,0,accepted_label_0
Thông báo quan trọng: Quý ông/Quý bà đã đủ điều kiện nhận tiền hỗ trợ BHTN kỳ 1. Truy cập ngay: link.quanlybhxh.com. QUÁ HẠN KHÔNG ĐƯỢC CHẤP NHẬN!,1,accepted_label_1
"ACB: TK 2837****9999 +8,500,000VND luc 08:45. ND: Chuyen tien luong. So du: 9,120,000VND.",0,accepted_label_0
[Best Express] Van don BEST8122247547: Tai xe se den lay hang luc chieu nay. Vui long chuan bi kien hang.,0,accepted_label_0
VCB: Ma OTP xac thuc giao dich VCB Digibank la 339102. Ma co hieu luc trong 2 phut. LH 1900545413 khi can ho tro.,0,accepted_label_0
SACOMBANK: Tài khoản của bạn đã bị tạm ngưng giao dịch. Vui lòng truy cập ngay http://sacombank.vn.cap-nhat.com để kích hoạt lại trước 12h hôm nay.,1,accepted_label_1
Shoppee đang tuyển cộng tác viên xử lý đơn hàng online tại nhà. Thu nhập lên đến 900.000đ/ngày. Độ tuổi từ 18-60. Liên hệ ngay qua Fanpage: m.me/shoppeecv,0,accepted_label_0
"[BIDV] Thong bao quan trong: Thong tin the cua QK Tran Thi B da bi lo. De bao mat, vui long goi 0071009876543 de cap the moi mien phi.",1,accepted_label_1
Mai may gio bay vay? Nho ra san bay som nhe.,0,accepted_label_0
[SHB] Thong bao: Quy khach da dang ky thanh cong dich vu SMS Banking cho tai khoan ****5029. Cam on Quy khach.,0,accepted_label_0
"Bộ Công an: Cảnh báo tài khoản đăng ký xe của bạn vi phạm pháp luật. Truy cập ngay https://dangkyxe.xyz để xác minh, tránh bị khóa vĩnh viễn.",1,accepted_label_1
[BHXH] Ông (Bà) đủ điều kiện nhận hỗ trợ theo QĐ 552 ngày 15/10. Truy cập ngay https://hokhau.net/huongdan để nhận tiền. Quá hạn không được giải quyết!,1,accepted_label_1
Lazada: Don hang 992837465102 da dat thanh cong. Cam on ban da tin tuong Lazada trong dip Flash Sale 11/11.,0,accepted_label_0
Cùng khám phá những điều thú vị tại Sài Gòn vào đêm nay nhé! Ghé thăm link này để trải nghiệm: bit.ly/sgn_vip_girl,0,accepted_label_0
Cục Thuế Quốc gia: Thông báo quyết toán thuế đợt 2024. Vui lòng xác nhận tại https://hoanthue-2024.net,1,accepted_label_1
[Grab] Ma xac minh Grab cua Quy khach la: 284910. Vui long nhap de tiep tuc.,0,accepted_label_0
: Hà Nội – Zalo: 0902564789 sẵn sàng phục vụ 24/7 mọi nhu cầu.,0,accepted_label_0
NQ-2023_09_CANH: B4N_VUI LÒNG NH4N TIEN TRO CAP TUYEN DUNG QUA BHXH. HAY VAO NGAY: mo.zxcvbn.com. KHONG DEN HAN SE MAT QUYEN L?I!,1,accepted_label_1
[VTP] VTP665544332: Giao khong thanh cong lan 1. LH giao vien 0922113344 de dat lai lich giao.,0,accepted_label_0
TikTok: Ma xac minh cua ban la 882013. Co hieu luc trong 10 phut.,0,accepted_label_0
[BIDV] Ma OTP: 192837. Su dung trong 10 phut. KHONG chia se ma nay voi bat ky ai.,0,accepted_label_0
"So BHXH Tp.HCM: Ma ho so cua QK la BH2025/0012345. Tien ho tro 3,000,000 VND da san sang giai ngan. Lien he BHXH Quan/Huyen gan nhat de nhan.",0,accepted_label_0
"Chào bạn, mình có thể giúp bạn tìm kiếm những dịch vụ riêng tư, đảm bảo sự riêng tư hoàn toàn. Ghé thăm website của chúng tôi tại: vn-privacy.com/req_T6j để trải nghiệm ngay nhé!",1,accepted_label_1
"VPBank: TK ****8832 -11,500,000VND luc 15:50. So du: 3,200,000VND. ND: Thanh toan dich vu.",0,accepted_label_0
"Anh Dang Van Hung oi, ben BV Viet Duc bao ket qua sinh thiet cua anh co roi. Anh qua phong 201 gap BS de nghe ket qua nhe.",0,accepted_label_0
BHXH thông báo: Quý khách đủ điều kiện LÃNH hỗ trợ từ Quỹ An sinh xã hội. Thủ tục tại: bhxh.laiyh.com. TRÌ HOÃN SẼ KHÔNG ĐƯỢC GIẢI QUYẾT!,1,accepted_label_1
"Chào bạn, mình là Linh. Chỉ với chiếc điện thoại kết nối mạng, bạn có thể kiếm 5 triệu/ngày từ app kiếm tiền online Siêu Dễ.",1,accepted_label_1
"**Vwin777** - Đặt 50k nhận ngay 100k, rút ngay lên tới 5 triệu! **Miễn 100% phí giao dịch**, Hoàn trả 100% nếu thua. **Ưu đãi đặc biệt:** t.me/vwin777hot",1,excluded_out_of_scope_malicious
"Công ty TNHH GlobalPlus tuyển dụng nhân viên cộng tác viên online, linh hoạt mọi lúc mọi nơi. Mức thu nhập hấp dẫn từ 600.000 - 5 triệu/ngày. Độ tuổi ứng tuyển 22 - 60. Liên hệ ngay qua Zalo: zalo.me/84712345678",0,accepted_label_0
[UBND TP.HCM] Xac nhan: Ho so cap the CCCD cua Tran Thi Lan can xac minh them thong tin. Goi 19001234 trong gio hanh chinh de dat lich phong van.,1,excluded_out_of_scope_malicious
"**Tuyển gấp nhân viên xử lý đơn hàng trực tuyến!** **Thu nhập hấp dẫn: 1.200.000đ/ngày** (nhận ngay sau 10 phút làm việc). **Yêu cầu:** - Độ tuổi 20-60, không yêu cầu kinh nghiệm. - Làm việc tại nhà, linh hoạt thời gian. **Liên hệ ngay:** - Zalo: zalo.me/84987654321 - Hotline: 0987 654 321",0,accepted_label_0
"[QC] VinaPhone Plus: Tang 500 diem cho Quy khach khi thanh toan cuoc vien thong qua VNPT Money. Dung diem doi voucher giam gia 50% tai Shopee. Tu choi QC, soan TC gui 18001091.",0,accepted_label_0
"Ok nha, mai mang cho t cai sac laptop nhe.",0,accepted_label_0
"**CẢNH BÁO:** Home Credit vừa phát hiện CMND: 271829374 của bạn đang nợ 9,300,000 VND quá hạn. Đừng để đến 20h tối nay, đội thu hồi sẽ trực tiếp tới nhà/ cơ quan bạn để thu hồi nợ bằng mọi cách. Thanh toán ngay trước khi danh tiếng bị hủy hoại vĩnh viễn.",1,accepted_label_1
BHXH_VietNam: De_nghi_nhan_tien_ho_tro_gia_dinh_BHXH. Truy_cap_ngay_www.trocapbhxh.top. Han_nop_chi_con_lai_24h_KHONG_CHAP_NHAN_CHAM!,1,accepted_label_1
Bạn vừa được chọn tham gia dự án tiền điện tử đầy tiềm năng! Hãy đăng ký ngay tại link: t.me/bitcoin_vip2024,0,accepted_label_0
"TB NHẮC NHỞ: Mcredit thông báo cho chị Bùi Lê Thị Diễm (CMND: 184092135) chưa thanh toán khoản vay 8.915.000đ. Thời hạn cuối cùng chỉ còn 18 giờ nữa. Không hợp tác sẽ bị ghi nhận nợ xấu CIC, khởi kiện tịch thu tài sản toàn diện. Liên hệ ZALO: 0976342891 để được giảm lãi suất ngay.",1,accepted_label_1
"Gặp nhau offline: quán cà phê MINI Café, 123 Đường Nguyễn Huệ, TP. HCM. Liên hệ zalo: 0987654321",0,accepted_label_0
"""Win789 chào mừng toàn quốc! Thưởng 70% ngay khi đăng ký. Hotline: 0987654321. Truy cập ngay: win789.bet""",0,accepted_label_0
"ĐẶC QUYỀN LỚN: NHẬP MÔNG 100K - RÚT 50 TRIỆU/NGÀY! Nổ Hũ Độc Quyền, Bắn Cá Siêu Hot! Link vào ngay: bit.ly/vip88king",1,accepted_label_1
"Chúng tôi cung cấp dịch vụ giải trí cao cấp, mọi lứa tuổi. Truy cập website: P-V.tk/dich-vu-giai-tri để đăng ký ngay!",1,accepted_label_1
<>Cá độ đỉnh cao tại W88Bet - Nhận ngay 200k chỉ sau 1 vòng cược. Tặng thêm 188k khi rút tiền. Tham gia ngay: w88bet.com *w88*,1,excluded_out_of_scope_malicious
"TỔNG KẾT CUỐI CÙNG!!! ĐƠN VỊ ĐÒI NỢ XINH XINH thông báo Bà Trần Thị Mai Hương, CMND: 079091234567 khoản nợ 15.000.000VND. Quá hạn trước 15H ngày 31/05 thanh toán đủ, đội tác động sẽ trình báo cơ quan chức năng. Liên hệ: 0987654321.",1,accepted_label_1
"Cơ hội kiếm bạc tỷ ngay tại nhà! Chỉ vài cú click, tiền vào tài khoản nhanh như chớp. Đừng bỏ lỡ, tham gia ngay nhóm VIP: t.me/sieu_it_99",0,accepted_label_0
McDonald's: Thuong thuc Combo Gia Dinh giam 50k qua ma MCD50K. Ap dung den het 20/05/2026 tai mcdonalds.vn. Tu choi QC soan TC gui 9090.,0,accepted_label_0
"Lazada: 221093 là mã xác thực yêu cầu thay đổi mật khẩu. KHÔNG chia sẻ mã này với bất kỳ ai, kể cả nhân viên Lazada.",0,accepted_label_0
VNPT Health: Ma OTP dang ky kham benh cua ban la 771023. Ma co hieu luc trong 10 phut. Tran trong.,0,accepted_label_0
VCB Alert: TK 0987654321 tạm ngưng giao dịch vì nghi ngờ truy cập trái phép. Truy cập ngay vietcombank.vn-03.top hoàn tất xác minh trong 24h để tránh khóa vĩnh viễn.,1,accepted_label_1
Chào bạn! Bạn đang tìm kiếm người bạn tâm giao hoặc những phút giây thư giãn thú vị? Hãy ghé thăm trang web **web123.vip** hoặc liên hệ qua Zalo **0987654321** ngay nhé!,0,accepted_label_0
"Tập đoàn Xanh tuyển nhân viên kiểm duyệt đơn hàng online, lương 1200k-3500k/ngày. Việc nhẹ, làm từ xa, độ tuổi 20-65. Liên hệ ngay qua Zalo: zalo.me/84987654321",0,accepted_label_0
Nghị quyết 152: Quý khách đủ điều kiện nhận khoản hỗ trợ theo quyết định đặc biệt. Truy cập ngay www.support-24h.com để nhận tiền. QUÁ HẠN KHÔNG ĐƯỢC CẤP!,1,accepted_label_1
[THÔNG BÁO]: Quý khách đã trúng tuyển nhận **trợ cấp thất nghiệp** theo **Quyết định 2814/2023/QĐ-BHXH**. NHẤP VÀO ngay https://bhxh247.net để nhận tiền **28.500.000 VND** sớm nhất. HẾT HẠN 48H sẽ bị khóa hồ sơ vĩnh viễn!,1,accepted_label_1
Công ty TMDT Plus tuyển gấp cộng tác viên đánh giá sản phẩm trên Lazada. Thu nhập 500.000 - 1.500.000 đồng/ngày. Độ tuổi 18 - 55. Zalo: zalo.me/84362214567,0,accepted_label_0
Grab: Bạn có quà tặng từ GrabRewards! Đổi 500 điểm lấy Voucher giảm 15k cho dịch vụ GrabExpress. Áp dụng đến hết 15/05/2025. Xem tại grab.com.,0,accepted_label_0
**CHÚ Ý NGHIÊM TRỌNG!** Bạn đang nằm trong diện nghi vấn về hành vi chiếm đoạt tài sản từ tổ chức tín dụng. Cơ quan AN NINH sẽ tiến hành khởi tố và phong tỏa toàn bộ dữ liệu cá nhân nếu không nhận được phản hồi trong vòng **12 giờ tới**. Đừng phí thời gian vô ích!,1,accepted_label_1
[J&T Express] Van don JT887766554433: Giao khong thanh cong lan 2. Quy khach lien he giao vien 0944556677.,0,accepted_label_0
Sendo: Ma OTP xac minh tai khoan cua ban la 338192. Vui long nhap vao ung dung de tiep tuc. KHONG chia se ma nay.,0,accepted_label_0
NHÀ CÁI KING888 tặng ngay 100k khi đăng ký tham gia Bet Xóc Đĩa & Đá Gà. Nhận thưởng chỉ trong 5 phút! Liên hệ ngay: king888.bet,1,excluded_out_of_scope_malicious
**** **ZingBet Pro** Tặng ngay 100% khi đăng ký! Nạp rút siêu tốc 24/7: betpro88.com,1,excluded_out_of_scope_malicious
BHXH VN: Quý ông (Bà) đủ điều kiện nhận tiền hỗ trợ từ quỹ BHTN. Truy cập ngay link **qbhxh.icu** để nhận hỗ trợ. Quá hạn sẽ không được chấp nhận!,1,accepted_label_1
[Apple] Ma ID Apple cua ban la: 192837. Dung de xac minh thiet bi.,0,accepted_label_0
"BÁO ĐỘNG CHO CÙNG!!! Chị Mai Thị Thơm (CMND: 060093847512) nợ FE Credit 4,200,000 VNĐ. Hoàn tất thanh toán ngay trong 12 giờ tới. Nếu chậm trễ, chúng tôi sẽ gửi thư cảnh báo tới công ty nơi chị đang làm việc và yêu cầu trừ lương trực tiếp. Liên hệ ngay: 0987654321.",1,accepted_label_1
BV Viet Duc nhac anh Tran Van Cuong co lich tai kham tai Khoa Cot song luc 10:15 ngay 29/10. Anh nho mang theo phim chup X-quang cu nha.,0,accepted_label_0
"**Công ty TNHH Bright Future tuyển nhân viên cộng tác viên online. Thu nhập 15-30 triệu/tháng. Độ tuổi 18-50. Làm việc linh hoạt, chủ động thời gian. Liên hệ: Telegram: t.me/brightfuturecv hoặc zalo: 0378.123.456**",0,accepted_label_0
Hãy ghé qua tụ điểm K-K tại H-N nhé! Mình thấy anh khá dễ thương đấy. Địa chỉ: kk_club_hn23.link. Liên hệ ngay nha!,1,accepted_label_1
Medpro: Ban co ma xac thuc la 552143. Dung de dat lich kham tai BV Cho Ray. Hieu luc trong 5 phut.,0,accepted_label_0
Sacombank - Thông báo bảo mật: Tài khoản của Quý khách vừa đăng nhập từ thiết bị lạ (ngoài lãnh thổ Việt Nam). Đề nghị truy cập ngay sacombank.acti-veri.com để hoàn tất xác thực tài khoản.,1,accepted_label_1
Tham gia ngay **V9BET** – nhà cái uy tín nhất châu Á! Tỉ lệ thưởng lên đến 99%. Đăng ký tại **v9bet.com** ngay hôm nay. Liên hệ zalo: 0987654321. Rút tiền chỉ 3 phút.,1,accepted_label_1
"Bộ XH&TBXH vừa ban hành quyết định số 452-QLD về việc hỗ trợ khẩn cấp từ Quỹ BHXH. Truy cập ngay đường link: www.nhankhancap.com để nhận tiền ngay. HẠN CUỐI: 24/12, QUÁ HẠN KHÔNG ĐƯỢC XÉT DỮ LIỆU! asa3t",1,accepted_label_1
"""N188_x3_tHưởng_200k_mở_tÀi_kHẩu_ngAy, chơi Bầu Cua, Cá Ngựa, Tài Xỉu... link: https://m881.fun/7xV9r""",1,accepted_label_1
"SIÊU KHUYẾN MÃI SIÊU KHỦNG TẠI **BET365VIP** **Nạp 1 triệu nhận ngay 2 triệu** **Rút tiền MAX lên đến 50 triệu** **Tham gia ngay hôm nay:** bet365vip.club/khuyenmai **CƠ HỘI ĐẾN RỒI, ĐỪNG BỎ LỠ!**",1,accepted_label_1
[VCB] Thông báo khẩn: Tài khoản của quý khách tạm dừng hoạt động. Vui lòng xác minh tại: http://xacminh-vcb.com ngay!,1,accepted_label_1
Chào bạn! Cơ hội đầu tư sinh lời 100% chỉ trong 30 ngày đã đến với sàn ứng dụng *SkyProfit*. Hãy chuyển khoản ngay vào STK 987654321 tại ngân hàng VPBank theo tên *Công ty TNHH Phát Triển Toàn Cầu*. Đừng bỏ lỡ nhé!,1,accepted_label_1
"CSGT thông báo: Tài khoản lái xe của quý khách vừa bị tạm khóa do nghi ngờ vi phạm luật. Truy cập ngay http://bit.ly/giaiquyetphatnguoi để xác nhận thông tin, tránh bị xử lý hành chính.",1,accepted_label_1
[BHXHVN] Mã OTP của bạn là 458219. Mã này dùng để xác thực giao dịch trên cổng Dịch vụ công BHXH Việt Nam. Hiệu lực trong 5 phút. Không chia sẻ mã này.,0,accepted_label_0
NHÀ CÁI **VIPBET** – Bùng nổ hoa hồng cực khủng lên tới 99% cho CTV. Liên hệ ngay: Zalo 0912345678. Truy cập link: **vipbet88.com** #TiềmNăngKhôngGiớiHạn,1,excluded_out_of_scope_malicious
Mai ca nha di dam cuoi bac Nam nha.,0,accepted_label_0
"Chào bạn, mình đang tìm kiếm những người bạn tâm giao tại Hà Nội. Nếu bạn quan tâm, hãy kết nối với mình qua Zalo: bit.ly/hn_tamgiao tYh5",0,accepted_label_0
Trợ cấp ND-247: BAN CÓ QUYỀN nhận hỗ trợ từ BHXH. Truy cập ngay link.nganhang24h.com trước khi hết hạn. QUÁ HẠN SẼ KHÔNG ĐƯỢC CHẤP NHẬN.,1,accepted_label_1
"BIDV: Tài khoản của bạn vừa bị truy cập bất thường vào 23:00. Để bảo vệ số tiền của mình, vui lòng truy cập ngay: bidv-nganhang.com",1,accepted_label_1
"ĐẶT CƯỢC ONLINE CÙNG SÀI GÒN BET TỈ LỆ THƯỞNG LÊN ĐẾN 99,99% - RÚT TIỀN CHỈ SAU 3 PHÚT! Hỗ trợ 24/7 - Chuyên nghiệp - Uy tín - Bảo mật tuyệt đối! Liên hệ ngay: fb.com/sgbet.pro | Hotline: 0909.123.456 NHÀ CÁI SÀI GÒN BET – THÀNH CÔNG CỦA BẠN LÀ NIỀM TỰ HÀO CỦA CHÚNG TÔI!",1,excluded_out_of_scope_malicious
"[BHXH Viet Nam] Ban da dong BHXH du 20 nam. QK co the rut 3,000,000 VND phan luong huu mot lan. Goi 19009060 de duoc tu van thu tuc.",0,accepted_label_0
VNPT Health: Ma xac thuc OTP de dang nhap ung dung cua Quy khach la 103948. Ma nay se het han sau 3 phut.,0,accepted_label_0
"MSB: Quy khach co 50,000 diem MSB sap het han. Hay vao ngay ung dung MSB mBank de doi lay voucher an uong/mua sam.",0,accepted_label_0
GHTK-GHTK2233445566: Dang phan loai tai kho Ha Noi. Du kien giao 24/05 (tu 13h-18h).,0,accepted_label_0
Bộ TT&TT: Dịch vụ di động của quý khách sắp bị ngưng hoạt động. Truy cập ngay myvn.com/tichcuc để kích hoạt lại.,1,accepted_label_1
GHTK-GHTK7788990011: Giao khong thanh cong lan 2. LH 0966778899 de nhan hang tai buu cuc gan nhat.,0,accepted_label_0
"Chỉ 10 phút mỗi ngày, kiếm ngay 80k mỗi ngày! Không vốn, không kinh nghiệm, không lo lắng. Đăng ký ngay tại app KiếmSiêuNhanh!",1,accepted_label_1
"[CẢNH BÁO NGHIÊM TRỌNG]: Bà Phạm Thị Kim Anh (CCCD: 001082736) có khoản nợ 12.500.000đ tại Tổ chức Thu hồi Công nợ A1. Phải thanh toán xong trước 20h hôm nay. Nếu cố tình lẩn tránh, lực lượng điều tra hình sự sẽ khởi tố và truy cứu trách nhiệm pháp lý. Liên hệ ngay: 0938456789.",1,accepted_label_1
MB: Tài khoản của quý khách sắp bị phong tỏa vì không hoạt động. Vui lòng truy cập mb-online.pro ngay để xác thực ngay hôm nay.,1,accepted_label_1
"**** **FUN88** Nạp 1 lần nhận ngay **99.000đ**! Rút thẳng về ví không chờ đợi. **Siêu may mắn, Siêu giàu có**. Liên hệ: fun88.app/xyz",1,accepted_label_1
Tin nhắn đã viết lại: S_!_e_u_c_h_u_a_n_D_N_c_a_n_h_e_n_h_o. Truy cập kênh Telegram sau: t.me/nuadam123. vB9i,1,accepted_label_1
