sample_id,content,label,has_url,has_phone_number,sender_type,category,obfuscation_level,data_origin,source_dataset,source_file,source_row_id
phase1_04372,Bách hóa xanh: Tặng bạn mã BHX2025 giảm ngay 30.000đ cho đơn hàng từ 400.000đ khi mua sắm qua website bachhoaxanh.com. Ưu đãi áp dụng đến hết 30/06/2025.,0,1,0,brandname,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1805
phase1_04373,"Highlands Coffee: Cảm ơn quý khách đã đạt hạng Vàng. Highlands tặng bạn mã UUDAIVANG giảm 20% tổng hóa đơn, áp dụng đến 31/12/2024 tại highlandscoffee.com.vn.",0,1,0,shortcode,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1806
phase1_04374,"The Coffee House: Giới thiệu bạn mới dùng app, nhận ngay mã GIAM50K cho đơn hàng từ 150.000đ. Ưu đãi áp dụng cho cả giao hàng và tại chỗ đến ngày 15/09/2025.",0,0,0,brandname,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1807
phase1_04375,ZaloPay: Tặng bạn gói quà 1.000.000đ khi giới thiệu 5 bạn mới liên kết ngân hàng thành công trên ZaloPay. Chương trình diễn ra đến 31/12/2024. zalopay.vn/gtbb.,0,1,0,shortcode,Quảng cáo hợp lệ,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1808
phase1_04376,[GHN] Van don GHNR24051001: Dang phan loai tai kho Ha Noi. Du kien giao ngay 12/05 (tu 8h-18h). Theo doi tai https://ghn.vn,0,1,0,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1809
phase1_04377,GHTK-GHTK1029384756: Kien hang dang phan loai tai kho TP.HCM. Du kien giao ngay 11/05 (tu 8h-12h). Tran trong!,0,0,0,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1810
phase1_04378,[VTP] Ma van don VTP192837465. Dang phan loai tai kho Da Nang. Du kien giao ngay 12/05 (tu 13h-18h).,0,0,0,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1811
phase1_04379,Ninja Van: Don hang NVVN99283741 dang phan loai tai kho Binh Duong. Du kien giao ngay 11/05 (tu 8h-18h).,0,0,0,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1812
phase1_04380,[J&T Express] Van don JT102938475612: Dang phan loai tai kho Ha Noi. Du kien giao ngay 12/05 (tu 8h-12h).,0,0,0,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1813
phase1_04381,BEST Express: Don hang BEST882736451 dang phan loai tai kho TP.HCM. Du kien giao ngay 11/05 (tu 13h-18h).,0,0,0,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1814
phase1_04382,[SPX Express] Van don SPXVN002938471: Dang phan loai tai kho Da Nang. Du kien giao ngay 12/05 (tu 8h-18h).,0,0,0,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1815
phase1_04383,[GHN] Van don SHNR99283741: Dang phan loai tai kho Binh Duong. Du kien giao ngay 12/05 (tu 8h-12h). Theo doi tai https://ghn.vn,0,1,0,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1816
phase1_04384,GHTK-GHTK5564738291: Dang phan loai tai kho Ha Noi. Du kien giao ngay 11/05 (tu 13h-18h). Theo doi tai https://ghtk.vn,0,1,0,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1817
phase1_04385,[VTP] Ma van don VTP8827364512. Dang phan loai tai kho TP.HCM. Du kien giao ngay 12/05 (tu 8h-18h).,0,0,0,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1818
phase1_04386,Ninja Van: Don hang NVVN11223344 dang phan loai tai kho Da Nang. Du kien giao ngay 11/05 (tu 8h-12h).,0,0,0,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1819
phase1_04387,[J&T Express] Van don JT998877665544: Dang phan loai tai kho Binh Duong. Du kien giao ngay 12/05 (tu 13h-18h).,0,0,0,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1820
phase1_04388,[GHN] Van don GHNR11029384: Da giao thanh cong luc 09:15 ngay 10/05. Cam on Quy khach da su dung dich vu.,0,0,0,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1821
phase1_04389,GHTK-GHTK2233445566: Kien hang da giao thanh cong luc 14:30 ngay 10/05. Cam on Quy khach da su dung dich vu GHTK!,0,0,0,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1822
phase1_04390,[VTP] Ma van don VTP556473829. Da giao thanh cong luc 16:45 ngay 10/05. Cam on Quy khach da tin tuong Viettel Post.,0,0,0,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1823
phase1_04391,Ninja Van: Don hang NVVN55667788 da giao thanh cong luc 10:20 ngay 10/05. Cam on Quy khach!,0,0,0,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1824
phase1_04392,[J&T Express] Van don JT112233445566: Da giao thanh cong luc 15:10 ngay 10/05. Cam on Quy khach da su dung dich vu.,0,0,0,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1825
phase1_04393,BEST Express: Don hang BEST112233445 da giao thanh cong luc 11:05 ngay 10/05. Cam on Quy khach!,0,0,0,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1826
phase1_04394,[SPX Express] Van don SPXVN11223344: Da giao thanh cong luc 13:50 ngay 10/05. Cam on Quy khach!,0,0,0,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1827
phase1_04395,[GHN] Van don SHNR55443322: Da giao thanh cong luc 08:30 ngay 10/05. Cam on Quy khach da su dung dich vu.,0,0,0,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1828
phase1_04396,GHTK-GHTK9900112233: Kien hang da giao thanh cong luc 17:20 ngay 10/05. Cam on Quy khach da su dung dich vu GHTK!,0,0,0,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1829
phase1_04397,[VTP] Ma van don VTP1122334455. Da giao thanh cong luc 09:40 ngay 10/05. Tran trong cam on Quy khach.,0,0,0,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1830
phase1_04398,Ninja Van: Don hang NVVN00998877 da giao thanh cong luc 14:15 ngay 10/05. Cam on Quy khach!,0,0,0,shortcode,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1831
phase1_04399,[J&T Express] Van don JT009988776655: Da giao thanh cong luc 16:00 ngay 10/05. Tran trong cam on Quy khach.,0,0,0,shortcode,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1832
phase1_04400,[GHN] Van don GHNR99887766: Giao khong thanh cong lan 1. Lien he giao vien 0901234567 de hen lai lich giao.,0,0,1,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1833
phase1_04401,GHTK-GHTK8877665544: Giao khong thanh cong lan 2. Quy khach vui long lien he giao vien 0912345678 de nhan hang.,0,0,1,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1834
phase1_04402,[VTP] Ma van don VTP998877665. Giao khong thanh cong lan 1 do Quy khach hen ngay giao lai. Giao vien: 0922334455.,0,0,1,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1835
phase1_04403,Ninja Van: Don hang NVVN88776655 giao khong thanh cong lan 1. Lien he giao vien 0933445566 de ho tro.,0,0,1,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1836
phase1_04404,[J&T Express] Van don JT887766554433: Giao khong thanh cong lan 2. Quy khach lien he giao vien 0944556677.,0,0,1,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1837
phase1_04405,BEST Express: Don hang BEST998877665 giao khong thanh cong lan 1. Vui long lien he 0955667788 de hen lai.,0,0,1,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1838
phase1_04406,[SPX Express] Van don SPXVN99887766: Giao khong thanh cong lan 1. Lien he giao vien 0966778899 de dat lich.,0,0,1,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1839
phase1_04407,[GHN] Van don SHNR11223344: Giao khong thanh cong lan 2. Quy khach vui long lien he 0977889900 de nhan hang.,0,0,1,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1840
phase1_04408,GHTK-GHTK1122334455: Giao khong thanh cong lan 1. Giao vien 0988990011 se lien he lai Quy khach sau.,0,0,1,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1841
phase1_04409,[VTP] Ma van don VTP001122334. Giao khong thanh cong lan 1. Lien he giao vien 0909887766 de hen gio giao.,0,0,1,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1842
phase1_04410,[GHN] Van don GHNR55667788: Nhan vien se den lay hang luc 14:00 ngay 11/05. Quy khach vui long chuan bi kien hang.,0,0,0,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1843
phase1_04411,GHTK-GHTK0011223344: Nhan vien se den lay hang luc 09:30 ngay 11/05. Quy khach vui long chuan bi hang san sang.,0,0,0,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1844
phase1_04412,[VTP] Ma van don VTP443322110. Se den lay hang luc 10:00 ngay 11/05. Quy khach vui long chuan bi kien hang.,0,0,0,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1845
phase1_04413,Ninja Van: Nhan vien se den lay hang NVVN44332211 luc 15:30 ngay 11/05. Quy khach vui long chuan bi hang.,0,0,0,shortcode,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1846
phase1_04414,[J&T Express] Van don JT443322110099: Se den lay hang luc 13:00 ngay 11/05. Vui long chuan bi san kien hang.,0,0,0,shortcode,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1847
phase1_04415,BEST Express: Don hang BEST443322110 se duoc lay luc 11:00 ngay 11/05. Quy khach vui long chuan bi hang.,0,0,0,brandname,Vận chuyển,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1848
phase1_04416,[Google] Ma xac thuc cua ban la: 193822. Co hieu luc trong 5 phut.,0,0,0,brandname,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1849
phase1_04417,Nho gui bao cao truoc 5h nha em.,0,0,0,personal_number,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1850
phase1_04418,Dat ban thanh cong luc 19h tai King BBQ. Link: kingbbq.vn/booking,0,1,0,brandname,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1851
phase1_04419,[Facebook] Ma OTP dang nhap cua ban la: 847201. Co hieu luc trong 3 phut.,0,0,0,brandname,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1852
phase1_04420,"Chieu nay 2h hop team marketing do, dung quen.",0,0,0,personal_number,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1853
phase1_04421,Lich hen cham soc da cua ban luc 14h ngay mai.,0,0,0,shortcode,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1854
phase1_04422,[GitHub] Ma xac thuc cua ban la: 442910. Co hieu luc trong 10 phut.,0,0,0,brandname,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1855
phase1_04423,"File du an anh gui qua mail roi, check giup em.",0,0,0,personal_number,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1856
phase1_04424,Don hang 882910 dang duoc giao den ban. LH 0988223344.,0,0,1,brandname,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1857
phase1_04425,[Microsoft] Ma OTP cua ban la: 039281. Co hieu luc trong 5 phut.,0,0,0,brandname,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1858
phase1_04426,"Mai di gap khach hang voi chi nhe, 9h tai sanh.",0,0,0,personal_number,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1859
phase1_04427,Nhac lich kham rang tai nha khoa Lan Anh luc 8h sang mai.,0,0,0,brandname,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1860
phase1_04428,[Apple] Ma xac thuc cua ban la: 661029. Co hieu luc trong 5 phut.,0,0,0,brandname,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1861
phase1_04429,Co thong tin moi ve hop dong chua Huy?,0,0,0,personal_number,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1862
phase1_04430,Ma ve xem phim cua ban tai CGV la 29102.,0,0,0,brandname,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1863
phase1_04431,[Zalo] Ma xac thuc cua ban la: 228394. Co hieu luc trong 2 phut.,0,0,0,brandname,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1864
phase1_04432,"Linh oi check inbox zalo gap nhe, can so lieu.",0,0,0,personal_number,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1865
phase1_04433,Goi tap cua ban se het han vao ngay 30/10. Gia han tai: cali.vn/renew,0,1,0,brandname,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1866
phase1_04434,[Steam] Ma OTP cua ban la: 771023. Co hieu luc trong 5 phut.,0,0,0,brandname,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1867
phase1_04435,Deadline du an xog chua? Chieu nop cho a.,0,0,0,personal_number,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1868
phase1_04436,Ban co lich hen cat toc luc 17h hom nay tai 30Shine.,0,0,0,brandname,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1869
phase1_04437,[Netflix] Ma xac thuc cua ban la: 554302. Co hieu luc trong 10 phut.,0,0,0,brandname,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1870
phase1_04438,Chieu nay co lich training do nha.,0,0,0,personal_number,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1871
phase1_04439,"Xe cua anh da rua xong, moi anh den nhan tai 12 Nguyen Hue.",0,0,0,personal_number,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1872
phase1_04440,[TikTok] Ma OTP cua ban la: 881239. Co hieu luc trong 5 phut.,0,0,0,brandname,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1873
phase1_04441,"Tuan sau di cong tac DN, chuan bi ho so nhe.",0,0,0,personal_number,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1874
phase1_04442,Xac nhan dat phong tai Da Lat tu 12/11 den 15/11. Ma: DL2024.,0,0,0,shortcode,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1875
phase1_04443,[Instagram] Ma xac thuc cua ban la: 112093. Co hieu luc trong 5 phut.,0,0,0,brandname,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1876
phase1_04444,"Mai mang laptop nhe, phong hop hu may tinh roi.",0,0,0,personal_number,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1877
phase1_04445,"Do giat la cua ban da xong, phi 50k. Moi ban qua lay.",0,0,0,personal_number,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1878
phase1_04446,[Grab] Ma OTP dang nhap cua ban la: 492011. Co hieu luc trong 2 phut.,0,0,0,brandname,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1879
phase1_04447,Sang mai hop giao ban som 30p nha moi nguoi.,0,0,0,personal_number,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1880
phase1_04448,[Shopee] Ma xac thuc cua ban la: 338192. Co hieu luc trong 5 phut.,0,0,0,brandname,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1881
phase1_04449,Gui chi list danh sach khach moi su kien nhe.,0,0,0,personal_number,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1882
phase1_04450,[VNeID] Ma OTP cua ban la: 601928. Co hieu luc trong 3 phut.,0,0,0,brandname,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1883
phase1_04451,Toi nay tang ca ko? Co nhieu viec ton qua.,0,0,0,personal_number,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1884
phase1_04452,[Agribank E-Mobile] Ma OTP cua ban la: 772019. Co hieu luc trong 2 phut.,0,0,0,brandname,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1885
phase1_04453,Duyet ho so nay gap giup anh truoc khi ve.,0,0,0,personal_number,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1886
phase1_04454,Nho note lai noi dung cuoc hop hom nay nha.,0,0,0,personal_number,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1887
phase1_04455,Mai nghi phep thi ban giao viec cho Nam nhe.,0,0,0,personal_number,Tin nhắn cá nhân và OTP,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1888
phase1_04456,[MB] Mã OTP: 482937. Quý khách đang đăng nhập trên thiết bị mới. Không chia sẻ mã này để bảo mật tài khoản.,0,0,0,brandname,Ngân hàng thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1889
phase1_04457,[VCB] Mã OTP xác thực đăng nhập Digibank trên thiết bị mới là 772910. Hiệu lực trong 3 phút.,0,0,0,brandname,Ngân hàng thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1890
phase1_04458,[BIDV] Mã OTP đăng nhập SmartBanking của Quý khách là 291847. Vui lòng không cung cấp mã này cho bất kỳ ai.,0,0,0,brandname,Ngân hàng thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1891
phase1_04459,Techcombank: Mã OTP 552918 dùng để kích hoạt thiết bị mới. Mã có hiệu lực trong 2 phút.,0,0,0,brandname,Ngân hàng thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1892
phase1_04460,ACB: 928374 là mã OTP xác nhận đăng nhập trên trình duyệt mới. Liên hệ 1900545486 nếu không phải bạn.,0,0,1,brandname,Ngân hàng thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1893
phase1_04461,TPBank: Mã OTP của Quý khách là 448291. Mã này dùng để đăng nhập vào ứng dụng trên thiết bị mới.,0,0,0,brandname,Ngân hàng thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1894
phase1_04462,[Sacombank] Mã OTP xác thực thiết bị mới: 391028. Quý khách vui lòng không chia sẻ mã này.,0,0,0,brandname,Ngân hàng thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1895
phase1_04463,[MSB] Mã OTP 662918 dùng để đăng nhập mBank trên thiết bị lạ. Liên hệ hotline 1800599999 để được hỗ trợ.,0,0,1,brandname,Ngân hàng thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1896
phase1_04464,[OCB] Mã OTP 229103 để xác nhận đăng nhập OCB OMNI. Quý khách không cung cấp mã này cho người khác.,0,0,0,brandname,Ngân hàng thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1897
phase1_04465,"[MB] TK ****8829 +5,000,000VND lúc 14:20. Số dư: 15,200,450VND. Nội dung: Luong thang 10.",0,0,0,brandname,Ngân hàng thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1898
phase1_04466,"[VCB] TK 0011****4567 -1,200,000VND lúc 09:15. Số dư: 8,450,000VND. GD: Thanh toán hóa đơn điện.",0,0,0,brandname,Ngân hàng thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1899
phase1_04467,"Techcombank: TK 1903****9928 -500,000VND lúc 16:30. Số dư: 12,000,500VND. GD: Rút tiền mặt tại ATM.",0,0,0,brandname,Ngân hàng thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1900
phase1_04468,"ACB: TK ****4491 +10,000,000VND lúc 08:00. Số dư: 45,600,000VND. Nội dung: Thưởng KPI quý 3.",0,0,0,brandname,Ngân hàng thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1901
phase1_04469,"TPBank: TK ****5528 +1,500,000VND lúc 13:20. Số dư: 6,800,000VND. Nội dung: Hoàn tiền mua sắm.",0,0,0,brandname,Ngân hàng thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1902
phase1_04470,"[Sacombank] TK ****3391 +3,000,000VND lúc 19:45. Số dư: 9,450,000VND. Nội dung: Chuyển khoản nhanh 247.",0,0,0,brandname,Ngân hàng thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1903
phase1_04471,"[SHB] TK ****6628 -1,000,000VND lúc 07:30. Số dư: 20,450,000VND. Nội dung: Thanh toán Tiki.",0,0,0,brandname,Ngân hàng thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1904
phase1_04472,"[MSB] TK ****9901 +450,000VND lúc 15:55. Số dư: 3,210,000VND. Nội dung: Bán hàng online.",0,0,0,brandname,Ngân hàng thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1905
phase1_04473,"[HDBank] TK ****4432 +2,500,000VND lúc 10:40. Số dư: 10,200,000VND. Nội dung: Nhận tiền từ người thân.",0,0,0,brandname,Ngân hàng thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1906
phase1_04474,"[OCB] TK ****5561 -150,000VND lúc 12:25. Số dư: 4,560,000VND. GD: Thanh toán Shopee.",0,0,0,brandname,Ngân hàng thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1907
phase1_04475,"[MB] TK ****2210 +500,000VND lúc 14:50. Số dư: 2,100,500VND. Nội dung: MB tích điểm đổi quà.",0,0,0,brandname,Ngân hàng thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1908
phase1_04476,"[VCB] TK 0451****8821 -2,000,000VND lúc 21:05. Số dư: 35,450,000VND. GD: Thanh toán bảo hiểm.",0,0,0,brandname,Ngân hàng thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1909
phase1_04477,"Techcombank: Thông báo kỳ sao kê thẻ tín dụng ****1234. Số tiền thanh toán tối thiểu: 500,000VND. Hạn chót: 25/10/2023.",0,0,0,brandname,Ngân hàng thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1910
phase1_04478,ACB: Điểm thưởng ACB Rewards của Quý khách sẽ hết hạn vào 31/12. Tra cứu tại https://acb.com.vn.,0,1,0,brandname,Ngân hàng thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1911
phase1_04479,TPBank: Chúc mừng sinh nhật Quý khách! Tặng ngay voucher 100k khi chi tiêu qua thẻ. Chi tiết tại app TPBank.,0,0,0,brandname,Ngân hàng thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1912
phase1_04480,[Sacombank] Thẻ tín dụng ****8892 sắp đến hạn thanh toán. Vui lòng nạp tiền để tránh phạt quá hạn. Hotline 1800585888.,0,0,1,brandname,Ngân hàng thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1913
phase1_04481,[SHB] Thông báo nâng cấp hệ thống E-Banking từ 01:00 đến 04:00 ngày 25/10. Quý khách vui lòng lưu ý.,0,0,0,brandname,Ngân hàng thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1914
phase1_04482,[MSB] Quý khách có 500 điểm thưởng sắp hết hạn. Đổi quà ngay tại ứng dụng MSB mBank.,0,0,0,brandname,Ngân hàng thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1915
phase1_04483,[HDBank] Lãi suất tiết kiệm online kỳ hạn 6 tháng tăng lên 6.5%/năm. Đăng ký ngay tại https://hdbank.com.vn.,0,1,0,brandname,Ngân hàng thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1916
phase1_04484,[OCB] Thẻ OCB của Quý khách đã được kích hoạt thành công. Cảm ơn Quý khách đã sử dụng dịch vụ.,0,0,0,brandname,Ngân hàng thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1917
phase1_04485,BHXH VN: Thoi han su dung the BHYT cua Quy khach sap het han vao ngay 31/12/2024. Vui long gia han tai cong dichvucong.baohiemxahoi.gov.vn de dam bao quyen loi kham chua benh.,0,1,0,brandname,Dịch vụ công thật,NONE,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1918
