content,Gemini,Mistral
"[viettel] qk 0978123456: goi cuoc cua ban the thang nay phat sinh them 15,000,000 vnd do dang ky goi quoc te. goi 19001010 neu khong thuc hien.",1,0
mb bank canh bao: tai khoan cua qk da bi truy cap tu dia chi ip la. doi mat khau ngay hoac tai khoan se bi khoa tam thoi. hotline: 19001234.,1,0
bạn muốn kiếm 500k-1 triệu mỗi ngày? chỉ cần đặt đơn hàng thôi. tham gia zalo nhóm nhận việc: zalo.me/nhanviec123,1,0
[vinaphone] thong bao: he thong vinaphone se nang cap. thue bao 0865432109 can cap nhat thong tin sim chuan hoacan thay sim moi. goi 18001234 de duoc ho tro.,1,0
"hãy đến ngay **phòng spa thư giãn cuối tuần** – không gian riêng tư, dịch vụ chuyên nghiệp! đặt lịch ngay: **spa.com/hanoi-relax**",1,0
**siêu thị online tuyển dụng nhân viên nhập liệu. lương 400-1.200k/ngày. độ tuổi 18-70. thanh toán ngay sau 10 phút. liên hệ: 0987654321**,1,0
hà nội – zalo: 0987654321: dịch vụ riêng tư chất lượng tại nhà. zalo.me/phucvusao,1,0
"""công ty tnhh dịch vụ logiexpress đang tuyển dụng nhân viên xử lý đơn hàng thương mại điện tử. mức lương hấp dẫn từ 600.000-4.000.000đ/ngày, phù hợp mọi độ tuổi. làm việc tại nhà, linh hoạt giờ giấc. liên hệ ngay qua zalo: zalo.me/84988776655 hoặc gọi 0988776655.""",1,0
"""công ty tnhh sunny tuyển gấp nhân viên làm việc tại nhà!!! yêu cầu 18-55 tuổi. lương từ 30-50 triệu/tháng. liên hệ fanpage: facebook.com/sunnyjob hoặc gọi hotline: 0906888123.""",1,0
"công ty bồ đề tâm tuyển gấp nhân viên xử lý đơn hàng online. lương 500-1.200k/ngày, làm tại nhà. độ tuổi 20-55. liên hệ: zalo.me/84987654321 hoặc zalo: 84987654321",1,0
"**tuyển dụng ngay!** công ty tmdt xanh lợi tuyển cộng tác viên xử lý đơn hàng & đánh giá sản phẩm **tại nhà**. **mức lương hấp dẫn 300-800k/ngày** (không giới hạn giờ). **yêu cầu:** tuổi từ 20-60, không cần kinh nghiệm. **làm việc online linh hoạt, thu nhập ổn định.** **đăng ký ngay:** zalo.me/84987654321",1,0
shopf1 tuyển nhân viên xử lý đơn hàng tmđt tại nhà. lương 400k-2.5tr/ngày. tuổi 18-55. liên hệ zalo: zalo.me/84938876521 zalo: 0938876521,1,0
tin nhắn viết lại: cn – zalo: em đang ở quán cà phê sài gòn có đồ uống không? zalo.me/emdemnay,1,0
tin nhắn viết lại: d-n – z-a-l-o: m-ì-n-h m-ớ-i l-ớ-n c-ầ-n k-i-m-t-i-ế-n g-ấ-p. l-h: zalo.me/dn_bexinh_2. nb7y,1,0
"**cần tìm người thân thiện nhập đơn tại nhà cùng shopee** công việc: nhập liệu đơn hàng, nâng cấp shop. **lương 1.200.000đ/ngày** (trả ngay không chờ đợi). độ tuổi: 20-55 **liên hệ ngay:** zalo: 0987654321",1,0
tiki tuyển cộng tác viên đánh giá sản phẩm. lương 600.000-2 triệu đồng/ngày. độ tuổi 20-65. không yêu cầu kinh nghiệm. liên hệ: zalo.me/84963456789,1,0
công ty mới tuyển dụng nhân viên đóng gói sản phẩm tại nhà. mức lương 1.200.000đ/ngày. độ tuổi từ 22-60. liên hệ ngay: 0934567890,1,0
liên hệ: @hcm_u8i (telegram) để kết nối với những người bạn cùng sở thích.,1,0
tuyển dụng: tìm kiếm những người có nhu cầu tham gia nhóm chat vip chuyên về phim giải trí. tham gia ngay: t.me/hcm_vip_films,1,0
"[mobifone] phat hien yeu cau chuyen vung nuoc ngoai cho 09xxxxxxxx. neu khong phai qk, goi ngay 18001234 de khoa dich vu va bao mat tai khoan.",1,0
"jobviet nam co. ltd: thong bao tuyen dung cap bach thu ngan muc luong cao 10,000,000 vnd. uu tien nguoi di lam ngay. dang ky qua so 0978123456 trong hom nay.",1,0
[bo cong an] thong bao: ho so cap ho chieu pho thong cua ong/ba da duoc xu ly xong. vui long nhan ket qua tai cho hoac qua buu dien theo dang ky. lh 19000368.,0,1
"ubnd ha noi thong bao: nguyen van hung co quyet dinh xu phat hanh chinh so 02890000123 tri gia 10,000,000 vnd. neu khong dong y, lien he 02890000123 de khieu lai.",1,0
tpbank: chuc mung sinh nhat quy khach! tpbank gui tang voucher giam gia 20% khi mua sam tai shopee. chi tiet tai app tpbank.,0,1
vcb online: tài khoản thanh toán của quý khách vừa hết hạn sử dụng. vui lòng cập nhật ngay tại: vcb-online.biz để tránh bị khóa dịch vụ.,1,0
sendo: ma otp xac thuc giao dich mua hang cua ban la 883712. vui long khong chia se ma nay cho bat ky ai.,0,1
"dạ cô thành ơi, cháu giao hoa để ở bảo vệ rồi nhé. ôi cháu ấn nhầm số, cháu xin lỗi cô ạ. nhân tiện bên cháu đang có chương trình tặng quà, cô add zalo 0934567890 để nhận nhé.",1,0
"fahasa tuyển dụng nhân viên nhập liệu tại nhà. thu nhập 1.200.000 đồng/ngày, không cần kinh nghiệm. chi tiết liên hệ qua telegram: @fahasa_job",1,0
"bhxh: qk co quyen duoc tra het so du bhxh 6,000,000 vnd truoc 55 tuoi theo nghi dinh moi. lien he van phong bhxh hoac goi 18009068.",1,0
"công ty tnhh xanh vươn tuyển gấp nhân viên xử lý đơn hàng online. mức thu nhập hấp dẫn 25-75 triệu/tháng. công việc đơn giản, thoải mái làm tại nhà. liên hệ ngay: - zalo: 0987654321 - website: greenup.vn/apply",1,0
[tb] goi cuoc d60 cua quy khach se het han vao ngay 26/05/2024. tai khoan cua quy khach khong du de gia han (60.000d). vui long nap tien de tiep tuc su dung. chi tiet lh 9090.,0,1
ninja van: nvvn77665544 se den lay hang luc 09:00. vui long chuan bi san kien hang. cam on!,0,1
": [cảnh báo cuối cùng]: đội ngưng hoạt động sẽ tiến hành thu thập toàn bộ dữ liệu, hình ảnh cá nhân cùng những mối liên quan của quý khách nếu không thanh toán khoản nợ 15 triệu trước 20h hôm nay. liên hệ: 0987654321",1,0
ma otp xac thuc ung dung vnpt health cua ban la 839201. ma co hieu luc trong vong 5 phut. vui long khong chia se ma nay voi bat ky ai.,0,1
"công ty tnhh thịnh vượng toàn cầu đang tuyển dụng vị trí cộng tác viên làm việc tại nhà. mức thu nhập hấp dẫn từ 800k đến 1,5 triệu đồng mỗi ngày. độ tuổi ứng tuyển từ 20 đến 60. liên hệ ngay qua zalo: zalo.me/84911234567 hoặc gọi 84911234567 để được tư vấn chi tiết!",1,0
[bidv smartbank] cảnh báo: thiết bị truy cập tài khoản của bạn vừa thay đổi. truy cập bidvsmartbank.vn ngay để xác minh thông tin.,1,0
bhxh viet nam: moi cong ty tnhh abc tham du buoi hop ve thu tuc hanh chinh tai tru so. vui long xac nhan tham du bang cach goi lai so nay.,1,0
"minh ơi tớ đang cần gấp một mã thẻ cào mobifone 500k để nạp gia hạn gói cước, cậu mua giúp tớ nhắn mã qua đây nhé, chiều tớ trả tiền.",1,0
"**techfortune tuyển dụng ctv làm việc online.** lương hấp dẫn **1 triệu/ngày**, chỉ cần có điện thoại & mạng ổn định. yêu cầu tuổi từ **22-60**, không yêu cầu kinh nghiệm. liên hệ ngay qua zalo: **zalo.me/84788990022** hoặc gọi **0987654321**.",1,0
"""chào bạn, mình là linh. mình đang tuyển cộng tác viên review sản phẩm online, thu nhập 15tr/tháng. không cần kinh nghiệm, nhận tiền ngay sau khi đăng ký!""",1,0
"shoppe tuyển nv đóng gói sản phẩm trực tuyến. thu nhập 700.000đ/ngày khi ngồi tại nhà. độ tuổi 18-60, không yêu cầu kinh nghiệm. liên hệ ngay qua fanpage: fb.com/shopperecruit",1,0
"chào anh em! nếu anh em đang kiếm bạn gái, hãy ghé thăm trang web: abcd.xyz/dn_daddy_hunt để nhận ngay ưu đãi siêu hấp dẫn nhé!",1,0
công ty tiki tuyển dụng cộng tác viên kiểm duyệt nội dung + đánh giá sản phẩm ngay tại nhà. thu nhập 400-1.200k/ngày. độ tuổi 18-55. không yêu cầu kinh nghiệm. đăng ký ngay: zalo.me/84987654321,1,0
bạn vừa đủ điều kiện nhận khoản hỗ trợ từ quỹ bhxh theo quyết định 123/2024/qđ-bhxh. nhận ngay tại: bit.ly/hotro-bhxh24. quá hạn sẽ không được chấp nhận! xy7p,1,0
"**shopee** tuyển gấp **nhân viên chăm sóc khách hàng online** làm tại nhà. mức lương **600k-1.2 triệu/ngày**, thanh toán ngay khi hoàn thành công việc. độ tuổi từ **18-60 tuổi**. đăng ký ngay: zalo.me/84938475622",1,0
"""chào bạn, mình là linh, chuyên tuyển dụng cộng tác viên xử lý đơn hàng trực tuyến. chỉ cần vài giờ mỗi ngày, bạn có thể kiếm 800k - 1 triệu/tháng. không yêu cầu bằng cấp, đào tạo miễn phí 100%. bấm vào link ngay!""",1,0
: em gái xinh xắn sẵn sàng phục vụ tại quán cafe lạc việt. liên hệ: 0987.654.321,1,0
đà nẵng - du lịch sinh thái: tôi đang quản lý khu nghỉ dưỡng thú vị. bạn có muốn trải nghiệm không? liên hệ ngay: dulichdn.vn/khunghidong. qw8p,1,0
"""thân gửi quý khách! dự án online siêu hot: nhập liệu kiếm thu nhập 25 triệu/tháng chỉ 2h mỗi ngày. không cần kinh nghiệm, không cần đầu tư. bấm link đăng ký nhận ngay nhé!""",1,0
"tới ngay hội nhóm hot teen hcm để kết bạn, vui vẻ: https://t.me/hcm_hot_teen_official",1,0
bạn có muốn tìm kiếm những trải nghiệm thú vị tại sài gòn? truy cập ngay nhóm kín: https://t.me/saigon_exclusive_club.,1,0
"công ty tnhh vạn lợi đang tuyển nhân viên chấm điểm sản phẩm online. thu nhập hấp dẫn 1 triệu/ngày. làm việc tại nhà, thoải mái không gò bó. độ tuổi từ 22-60. liên hệ ngay: zalo 0987 654 321",1,0
"công ty tnhh ngọc bích viễn thông tuyển dụng nhân viên giao hàng online. mức lương hấp dẫn 15 triệu/ngày, thời gian linh hoạt. độ tuổi từ 20-40. liên hệ: 0965874321",1,0
"bạn thân mến, mình là linh. chỉ với 15 phút mỗi ngày, kiếm 5 triệu đồng siêu dễ. chẳng cần vốn hay kinh nghiệm gì đâu!",1,0
"alo anh quân nay đi nhậu không? á chết, nhầm số rồi, xin lỗi anh nha. mà thấy anh có vẻ hợp cạ, rảnh thì kết bạn zalo số này 0981234567 giao lưu nhé.",1,0
"""tập đoàn fpt đang tuyển dụng cộng tác viên kiểm duyệt nội dung. mức lương hấp dẫn từ 400k-1.8tr/ngày. yêu cầu đơn giản, toàn thời gian online tại nhà. liên hệ ngay: hotro.fpt@outlook.com.""",1,0
nay con không về ăn cơm mẹ nhé. xin lỗi mình nhắn nhầm. chúc bạn một ngày tốt lành!,1,0
tham gia sàn hẹn hò xa hoa tại sài gòn 24/7. liên hệ ngay: fb.com/sg-elite-match 9j8k,1,0
"tiếp cận em tại sài gòn nhé, không cần giới thiệu đâu. hãy đến quán café 24/7 số 5 nguyễn huệ – zalo: 0909090909",1,0
"tìm người tâm sự, giải tỏa stress? khám phá những dịch vụ đặc biệt chỉ có tại đà nẵng. nhắn tin ngay: fb.com/dn_secret369",1,0
"**tuyển dụng nhân viên xử lý đơn hàng online tại nhà** **mức lương hấp dẫn: 800.000đ ~ 4.000.000đ/ngày** **công việc nhẹ nhàng, ổn định, không yêu cầu kinh nghiệm** **làm việc online mọi lúc, mọi nơi** **liên hệ ngay:** - **zalo:** zalo.me/84987654321 - **hotline:** 0987654321",1,0
"công ty tnhh vinh quang tuyển nhân viên thu nhập 1.200.000đ/ngày. làm tại nhà, không giới hạn độ tuổi. telegram: t.me/vinhquang123 hotline: 0987 654 321",1,0
[bo cong an] de nghi cong dan den co quan cong an gan nhat de thuc hien thu nhan van tay va mong mat cho cccd mau moi. mang theo cccd cu khi di. lh 19000368.,0,1
"[bộ lao động – tuyển sinh] ho so nop viec cua ban phu hop vi tri ban hang. de tham gia phong van online, vui long chuyen phi ho so 150.000 vnd. lien he: 0912345678.",1,0
**tin nhắn quà tặng đặc biệt từ shb88:** đăng ký ngay shb88 – **tặng ngay 66k** cho lần nạp đầu tiên! nạp 20k nhận ngay 108k! rút tiền tối đa **9.999.999đ** chỉ trong vài phút. liên hệ: **zalo/telegram: 0987654321** link truy cập: **shb88.com**,1,0
cần ngay đêm vui? ghé quán bar mê cung – zalo: 0901.234.567 nào!,1,0
"[tp.hcm – zalo] chị sinh viên xinh xắn tp.hcm nhận ""tiệc riêng"". liên hệ ngay: zalo.me/hn_sv_tiec_tung s6q3",1,0
tuyển nam 18-25 tuổi phục vụ tại quán bar sài gòn. liên hệ: 0901 234 567 ( zalo.me/sgn_bar69 ),1,0
"anh thành, em đang thi thiết kế logo, anh vào bình chọn giúp em với ạ, link đây anh: tiktok-jobs.net, nhớ đăng nhập facebook để vote nha.",1,0
bạn phải đối mặt với hậu quả pháp lý nặng nề nếu không thanh toán khoản tiền ngay lập tức. cơ quan chức năng đã lập hồ sơ điều tra toàn diện và gửi thông tin liên quan đến cơ quan có thẩm quyền. chúng tôi khuyên bạn nên thanh toán trước 20h hôm nay để tránh bị cưỡng chế tài sản. liên hệ ngay: 0913579888.,1,0
cục thuế: thong bao quan trong! tai khoan cua ban se bi khoa trong 24h. xac thuc ngay: taxvn.online,1,0
"công ty shopee express đang tuyển dụng vị trí nhân viên xử lý đơn hàng. mức lương hấp dẫn từ 300k đến 2000k/ngày, làm việc hoàn toàn tại nhà. độ tuổi ứng tuyển từ 18 đến 60. hãy nhanh tay liên hệ qua zalo: zalo.me/84938876543 hoặc gọi ngay 84938876543 để được tư vấn!",1,0
"công ty shopee tuyển dụng nhân viên làm việc online. lương hấp dẫn 750.000đ mỗi ngày. độ tuổi từ 20-55 tuổi. nhiệm vụ chính là nhập liệu đơn giản, không yêu cầu kinh nghiệm. liên hệ ngay qua zalo: zalo.me/84937654321 hoặc số 84937654321.",1,0
"công ty technova tuyển dụng nhân viên xử lý đơn hàng online, nhận từ 15-28 triệu/tháng. lương 950.000đ/ngày. tuổi từ 20-55. liên hệ ngay qua fanpage: facebook.com/technovacare hoặc hotline: 0987654321.",1,0
"chào bạn, bạn đang rảnh không? có muốn kiếm thêm thu nhập dễ dàng không? hãy tham gia ngay nhóm: t.me/kiemtien24h7",1,0
"chào mọi người, mình là linh! mình đang kiếm siêu lợi nhuận từ việc đăng ký đơn online trên nền tảng tiktok shop. chỉ cần 30 phút mỗi ngày, bạn có thể thu về 1 triệu đến 3 triệu mỗi ngày, hoàn toàn miễn phí, không cần bỏ ra đồng nào.",1,0
"""chào bạn! nếu bạn đang tìm kiếm những phút giây thư giãn và thoải mái, hãy ghé thăm chúng tôi. liên hệ ngay qua kênh zalo: zalo.me/dn_relax99 để trải nghiệm dịch vụ riêng tư, an toàn.""",1,0
mời bạn tham gia hội nhóm thú vị tại: goo.gl/hn_sv_2024,1,0
techbank mobile: hệ thống phát hiện tài khoản có dấu hiệu truy cập bất thường từ xa. truy cập ngay techbank-mobile-update.vn để xác minh bảo mật.,1,0
"[vietnamobile] chuc mung! so dien thoai 0978123456 cua qk trung giai thuong 20,000,000 vnd tu chuong trinh khuyen mai. goi 19001234 de nhan qua ngay hom nay.",1,0
cơ hội trải nghiệm đêm vip tại sài gòn! hãy kết nối ngay với chúng tôi qua đường link dưới đây: t.me/sgn_vip_official_789,1,0
"chào bạn, mình là thảo. bạn có biết đến ứng dụng kiếm tiền đơn giản từ tiktok không? chỉ cần vài thao tác đơn giản là bạn có thể kiếm 120k/ngày đấy. không cần bằng cấp hay kinh nghiệm, làm ngay tại nhà thôi!",1,0
": bạn thân ơi! mình vừa đến quán bar **thunder club** ở trung tâm thành phố. không khí vui vẻ lắm! nếu muốn ghé chơi, mình chia sẻ link: t.me/thunder_club_vip",1,0
gái xinh đà nẵng hứa hẹn trải nghiệm đặc biệt – liên hệ: zalo.me/keothom88,1,0
"công ty tnhh xmz đang tuyển dụng nhân viên bán thời gian, chỉ cần điện thoại và mạng ổn định. mức lương hấp dẫn từ 800.000-2.000.000đ/ngày. độ tuổi từ 18-55. làm việc ngay tại nhà, không cần kinh nghiệm. liên hệ ngay qua zalo: zalo.me/84941123456",1,0
**[hà nội – zalo]** bạn đang cô đơn giữa thủ đô ồn ào? tìm anh chàng/ cô nàng 18+ tại: zalo.me/hn_dammy_12 kj9,1,0
"chào bạn, mình là long. mình kiếm được 5 triệu/ngày từ việc review sản phẩm online. chỉ cần bỏ ra 30 phút mỗi ngày là xong!",1,0
shopee tuyển cộng tác viên xử lý đơn hàng online. mức thu nhập hấp dẫn 700.000 đồng/ngày. độ tuổi từ 18-60. liên hệ ngay qua zalo: 09012345678,1,0
[mbbank] thông báo: tài khoản ngưng 1 số chức năng giao dịch. truy cập ngay mbbank.activate.com hoàn tất xác minh trước 21:00.,1,0
medpro: ma otp cua ban la 661029. ma co hieu luc trong 5 phut. vui long khong chia se ma otp cho bat ky ai.,0,1
hội bạn mới siêu vui đây! hãy cùng tụ tập tại sài gòn – zalo: 0906897xxx nhé!,1,0
công ty xkq đang tuyển dụng cộng tác viên bán thời gian. mức thu nhập hấp dẫn từ 800k đến 1.5tr mỗi ngày. bạn hoàn toàn có thể làm việc tại nhà mọi lúc rảnh rỗi. độ tuổi ứng tuyển từ 22 đến 60. đăng ký ngay: - zalo: zalo.me/84577998800 - số điện thoại: 0987654321,1,0
shoppee đang tuyển nhân viên kiểm kê đơn hàng online ngay tại nhà. mức lương hấp dẫn từ 400-1.200k/ngày. chuyển khoản ngay sau 20 phút. liên hệ: zalo.me/84987654321 hoặc gọi 84987654321,1,0
"msb: tk ****0021 +300,000vnd luc 14:50. so du: 9,210,000vnd. nd: qua tang sinh nhat.",0,1
"cty t&h tuyển gấp nhân viên xử lý đơn hàng online. thu nhập 300-1.000k/ngày, nhận lương sớm 15-20 phút. độ tuổi 22-60. liên hệ: zalo.me/84944557799 (zalo: 84944557799)",1,0
"sendo.vn tb: don hang #spe2025123456 dang giu tai buu cuc co phat sinh phi qua tai 1,000,000 vnd. vui long thanh toan trc khi nhan hang.",1,0
"**win88city**: đăng ký ngay +200k. nạp 100k nhận 300k. 1 vòng cược rút tới 15.000k. không hùa, bắn cá, bầu cua... đk: bit.ly/win88city",1,0
"dịch vụ ""những người bạn đồng hành"" tại sài gòn. liên hệ ngay qua ứng dụng zalo: zalo.me/456xyz!",1,0
"wintel: goi cuoc win60p cua ban se het han trong 24h toi. de duy tri ket noi internet khong gioi han, vui long dam bao so du tai khoan toi thieu 60.000d. hotline 19002155.",0,1
"thông cáo quyết liệt: nếu cô nguyễn thị anh (cccd: 191084756) không thanh toán khoản vay 8.500.000 vnđ tại tài chính ava ngay trong vòng 1 ngày tới, toàn bộ dữ liệu cá nhân sẽ bị công khai trên mọi nền tảng mạng. gọi ngay 0987654321 để tránh hậu quả nghiêm trọng.",1,0
cần tìm gấp người hỗ trợ công việc tại khu vực tp. thủ đức – liên hệ qua số zalo: 0906888123,1,0
: có muốn tìm người tâm giao tại sài gòn chưa? kết nối ngay qua fanpage fb: fb.com/sgn.tamgiang99,1,0
[cuc thue] thong bao: can biet them thong tin ve hanh vi gian lan thue cua cong ty le van thanh. vui long hop tac tra loi qua so 18006699.,1,0
"**gặp nhau 1 kèm 1 – chỉ có 1 mình bạn?** lần đầu tiên online 24/7, hãy tìm bạn đồng hành ngay! **liên hệ ngay:** line.me/join/18123456789",1,0
"em phương phải không? lâu quá không gặp, em còn nhớ anh không? nay anh bay về việt nam có gửi cho em món quà, rảnh nhắn lại anh nhé.",1,0
"chào bạn! mình là trưởng phòng tuyển dụng của công ty xkl, đang tuyển gấp nhân viên bán thời gian. mức thu nhập hấp dẫn từ 400k-900k/ngày, hoàn toàn linh hoạt làm tại nhà. điều kiện đơn giản: tuổi từ 20-60. liên hệ ngay qua zalo: zalo.me/84987654321 hoặc gọi 84987654321.",1,0
tiki tuyển cộng tác viên xử lý đơn hàng online. mức lương hấp dẫn 1.000.000đ/ngày. đối tượng từ 18-60 tuổi. liên hệ ngay: fb.com/84886655443,1,0
thông báo từ bhxh: bạn đủ điều kiện nhận hỗ trợ từ quỹ bhtn. nhận ngay: truycap.bhtn.vn. quá hạn sẽ không được nhận!,1,0
"ubnd ha noi tb khan: ho van nam co bien bao vi pham giao thong ngay 15/05/2025 chua thanh toan. so tien 500,000 vnd. goi 1234/cv-ct de thu xep.",1,0
**tin nhắn viết lại:** vn-zalo: 0987654321 (gọi zalo). khám bệnh online: zalo.me/zalo_medical,1,0
"""nữ sinh đại học mong muốn kết nối tâm giao. địa điểm: hà nội – liên hệ zalo: 0345678912""",1,0
"chị tuấn ơi mớ rau em để trước cửa rồi nha. ủa nhầm số, cho em xin lỗi nhé. chúc chị ngày mới vui vẻ.",1,0
"công ty tnhh tân phát tuyển dụng cộng tác viên xử lý đơn hàng online. mức lương hấp dẫn từ 800.000đ - 2.000.000đ/ngày, nhận tiền ngay sau khi hoàn thành. độ tuổi từ 20-60. liên hệ: zalo.me/84912345678",1,0
"bhxh gui thong bao: ho so 18009068 da duoc duyet 4,500,000 vnd boi thuong tai nan lao dong. vui long goi lai so nay de xac nhan nhan tien.",1,0
"[vietnamobile] khach hang than thiet: 0912345678 nhan duoc 20,000,000 diem thuong co the doi thanh tien mat. han hieu luc 48h. goi 19001234 ngay.",1,0
tới sài gòn – zalo. bức ảnh em gợi cảm chứ? cô ấy sống ở sài gòn nè. zing.vn/sg_sexy_girl_96,1,0
agribank: ma otp xac thuc giao dich 118472. ma co hieu luc trong 5 phut. moi thac mac lien he 1900558818.,0,1
"tới ngay – zalo: z-a-l-o c-o h-i-m: t-i-m n-g-u-o-i y-e-u t-h-u-o-n-g, m-o-i t-u-o-i. zalo.me/zalo_99",1,0
"– mời bạn ghé thăm khu vực q.1, tp.hcm để trải nghiệm dịch vụ giải tỏa căng thẳng cực đỉnh. hãy nhắn tin qua zalo: 0909123456 để được tư vấn nhanh chóng nhé!",1,0
công ty luminous đang tuyển dụng nhân viên online toàn thời gian. mức lương hấp dẫn 300k-1.8tr/ngày. độ tuổi từ 18-55 tuổi. liên hệ ngay qua zalo: zalo.me/84321234567 hoặc gọi 0321234567.,1,0
"""bạn đang cần kiếm thêm thu nhập? mình giới thiệu công việc online siêu đơn giản: đăng ký đơn hàng tạp hóa trên app grabmart, nhận hoa hồng 5-15%/đơn, thanh toán ngay lập tức. đăng ký ngay nhé!""",1,0
itel tb: goi cuoc may cua quy khach se het han vao 23:59 ngay 24/05/2024. vui long nap 77.000d vao tk de duy tri uu dai 4gb/ngay. lh 19001087.,0,1
cục bưu chính: tài khoản di động 0987654321 bị tạm ngưng do vi phạm quy định. truy cập ngay https://cuocphi247.com/go để xác minh.,1,0
ngân hàng bản việt: giao dịch 50 triệu vừa diễn ra trong tài khoản của bạn. truy cập https://banviet.cc ngay để xác nhận giao dịch hoặc hủy bỏ nếu không phải bạn thực hiện.,1,0
"nguyên tâm group tuyển dụng cộng tác viên tiktok xử lý đơn. làm tại nhà, thu nhập 400.000 - 1.200.000 đồng/ngày. độ tuổi 22 - 60. đăng ký ngay: zalo.me/84799111666",1,0
[vcb] có sự cố đăng nhập. tài khoản ngưng hoạt động trong thời gian ngắn. truy cập vcb.com.vn ngay để xác thực thông tin.,1,0
"[bhxh] thong bao chi tra bhxh thang 6/2025. so tien 6,000,000 vnd chuyen vao tai khoan nq116/hcm/0987. neu chua nhan, goi 1800558861 de kiem tra.",1,0
"chỉ cần dành 15 phút mỗi buổi sáng, bạn sẽ có ngay 150.000đ. chỉ cần like, share video trên nền tảng video nổi tiếng. thanh toán tức thì, không lừa dối.",1,0
"tin nhắn viết lại: tôi là huệ đây nè! đang rảnh rỗi lắm, có nhu cầu kết bạn tâm sự không? vào link này nhé: shopee.vn/ban-huong-999",1,0
"ê long, đợt trước mày hỏi vụ đầu tư chứng khoán, tao đang theo nhóm này phím lệnh ok lắm, vào nhóm xem thử zalo-group.club/join",1,0
công ty rtech tuyển gấp nhân viên cộng tác viên online làm việc tại nhà. lương thưởng 1 triệu - 2 triệu/ngày. độ tuổi từ 20-60. hãy liên hệ ngay qua zalo: zalo.me/84912345678 hoặc gọi 84912345678.,1,0
zalopay: quy khach nhan duoc voucher giam 50% ve xem phim tai cgv khi thanh toan qua zalopay. han su dung den het 20/06/2025. mo zalopay tai zalopay.vn.,0,1
bhxh_vn: quý khách (ông/bà) đã đủ điều kiện nhận trợ cấp đột xuất. truy cập ngay 123.g7v.as để xác nhận. quá hạn sẽ không được chấp thuận.,1,0
": gặp gỡ các cô nàng, chàng trai dễ thương tại quán cà phê á đông. liên hệ ngay zalo: 0987654321 nhé!",1,0
shoppe tuyển dụng cộng tác viên xử lý đơn hàng online tại nhà. mức lương 600k~3500k/ngày. độ tuổi 20-60. liên hệ qua link: shopee.link/84912345678. hotline: 0912345678.,1,0
"alo anh long nay đi nhậu không? á chết, nhầm số rồi, xin lỗi anh nha. mà thấy anh có vẻ hợp cạ, rảnh thì kết bạn zalo số này 0868123123 giao lưu nhé.",1,0
"gặp nhau tại quán cafe ánh dương, phòng 302, tầng 5. tìm tôi nhé, hẹn hò thú vị đang chờ.",1,0
"**tập đoàn vinagroup** tuyển dụng nhân viên **thu nhập siêu cao** ngay tại nhà! **mức lương hấp dẫn: 800k - 5.000k/ngày** **điều kiện:** - độ tuổi: 22 - 65 - công việc đơn giản, không đòi hỏi kinh nghiệm **liên hệ ngay:** - zalo: me/84987654321 - hotline: 84987654321",1,0
"tuyển nhân viên xử lý đơn hàng online cho công ty x2z group. thu nhập 800k-5tr/ngày, làm việc tại nhà. liên hệ ngay: - zalo: zalo.me/84938332266 - hotline: 0938 333 226",1,0
tìm bạn gái nóng bỏng tại sài gòn. đến ngay quán cà phê bờ biển: fb.com/coffee.bien.vn. gọi ngay 0901234567,1,0
"""hội những người mới: hãy đến **sài gòn** – trang **zalo** của mình: zalo.me/555newbie xyz789""",1,0
tiki tuyển dụng cộng tác viên chăm sóc khách hàng online. thu nhập hấp dẫn 1 triệu đến 5 triệu mỗi ngày. độ tuổi từ 20 đến 65. liên hệ ngay: zalo zalo.me/84881234567 hoặc gọi 0987654321.,1,0
"bạn muốn thu nhập 50 triệu/ngày mà không cần vốn? đăng ký ngay ứng dụng **kryptox** – chỉ với 1 triệu đồng ban đầu, lợi nhuận đã chảy về! liên hệ zalo: krypto09 để được hướng dẫn.",1,0
highland coffee: hoàn tiền 15.000đ cho hóa đơn từ 45.000đ khi thanh toán qua shopeepay tại quầy. ưu đãi áp dụng đến hết 30/11/2025. website: highlandcoffee.com.vn.,0,1
tham gia cộng đồng bạn bè mới lạ tại: goo.gl/hcm-girls-vip xg7n,1,0
"[bhxh] ho tro biet on: qk du dieu kien nhan 4,500,000 vnd tu quy bao hiem that nghiep nq116. goi 19009060 de xac nhan va nhan tien.",1,0
"công ty shopee cần tuyển gấp nhân viên chăm sóc gian hàng online. lương 1 triệu/ngày, làm việc tại nhà hoàn toàn. độ tuổi 20-60. liên hệ: zalo 84987654321",1,0
công ty techvibe tuyển dụng nhân viên làm tại nhà. mức thu nhập hấp dẫn 1.000.000đ/ngày. độ tuổi từ 23-65. liên hệ ngay qua zalo: zalo.me/84987654321 hoặc số điện thoại 0987654321.,1,0
"mọi người ơi, nếu đang cô đơn, hãy ghé qua đây nhé: t.me/em_moi_99x7dg",1,0
"topcv tuyen dung: thong bao tuyen dung cap bach ban hang muc luong cao 15,000,000 vnd. uu tien nguoi di lam ngay. dang ky qua so 0978123456 trong hom nay.",1,0
"[canh cao lan cuoi]: ttb khan: thông báo ông hoàng anh tuấn cmnd: 001095432101 có khoản nợ quá hạn 15,750,000 vnd. yêu cầu thanh toán trong 12 giờ nếu không sẽ bị ghi nhận nợ xấu cic và ảnh hưởng nghiêm trọng uy tín. liên hệ ngay: 0987654321.",1,0
