sample_id,content,label,has_url,has_phone_number,sender_type,category,obfuscation_level,data_origin,teacher_model,teacher_version,teacher_logit_0,teacher_logit_1,teacher_p0_t1,teacher_p1_t1,teacher_p0_t2,teacher_p1_t2,teacher_temperature,teacher_pred,teacher_confidence,teacher_agree_label,distill_weight
ViSmish_03039,"VPBank: Thông báo tài khoản có truy cập bất thường từ thiết bị lạ. Truy cập vpb24-online.top ngay để xác thực & đổi mật khẩu trong vòng 15 phút, nếu không tài khoản sẽ bị tạm khóa.",1,1,0,brandname,Giả mạo ngân hàng,Level 0 - Formal,paraphrased,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,-3.948801,3.9367094,0.0003760131,0.999624,0.019025706,0.98097426,2.0,1,0.999624,True,1.0
ViSmish_03040,"– Mời bạn ghé thăm khu vực Q.1, TP.HCM để trải nghiệm dịch vụ giải tỏa căng thẳng cực đỉnh. Hãy nhắn tin qua Zalo: 0909123456 để được tư vấn nhanh chóng nhé!",1,1,0,personal_number,Nội dung nhạy cảm,Level 0 - Formal,paraphrased,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,-3.8404846,3.8596606,0.0004525565,0.9995474,0.020834865,0.9791652,2.0,1,0.9995474,True,1.0
ViSmish_03042,"Chuyển tiền ngay vào tài khoản 874563210 tại Ngân hàng Techcombank, đứng tên CÔNG TY TNHH ĐẦU TƯ XUÂN PHÁT. Chuyên viên sẽ kích hoạt ngay giao dịch sinh lời siêu tốc 200% cho anh.",1,0,0,personal_number,Crypto / Đầu tư giả,Level 0 - Formal,paraphrased,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,-3.8867056,3.8797717,0.00042352368,0.9995765,0.02016889,0.97983104,2.0,1,0.9995765,True,1.0
ViSmish_03043,"""Bạn đang cần kiếm thêm thu nhập? Mình giới thiệu công việc online siêu đơn giản: đăng ký đơn hàng tạp hóa trên app GrabMart, nhận hoa hồng 5-15%/đơn, thanh toán ngay lập tức. Đăng ký ngay nhé!""",1,0,0,personal_number,Crypto / Đầu tư giả,Level 4 - Mixed special characters,paraphrased,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,-3.8874981,3.9123125,0.00040964477,0.99959034,0.019842148,0.9801578,2.0,1,0.99959034,True,1.0
ViSmish_03050,"[CỤC ĐĂNG KIỂM VIỆT NAM]: THÔNG BÁO KHẨN: Tài khoản của bạn sắp bị tạm ngưng do nợ phí đăng kiểm. Truy cập ngay vietcheck-otc.com để hoàn tất thanh toán, tránh bị xử lý vi phạm.",1,1,0,brandname,Dịch vụ công giả,Level 0 - Formal,paraphrased,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,-3.929858,3.9282818,0.00038644287,0.9996136,0.019282814,0.98071724,2.0,1,0.9996136,True,1.0
ViSmish_03051,"Agribank: Ma OTP xac thuc GD 30,000,000 VND la 661023. KHONG chia se OTP cho nguoi la.",0,0,0,brandname,Ngân hàng thật,NONE,synthetic,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,3.7271934,-3.7486567,0.9994337,0.00056628307,0.97674996,0.023250012,2.0,0,0.9994337,True,1.0
ViSmish_03053,Tiki: Đơn hàng TKI-7726354819 của quý khách đã được đặt thành công. Chúng tôi sẽ sớm giao hàng đến địa chỉ của bạn.,0,0,0,brandname,Thương mại điện tử,NONE,synthetic,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,2.8747497,-2.7164724,0.9962835,0.003716603,0.9424381,0.057561815,2.0,0,0.9962835,True,1.0
ViSmish_03054,"Cục Cảnh sát điều tra tội phạm kinh tế - Bộ Công an: Quý khách đang bị điều tra vì nghi vấn vi phạm pháp luật tài chính. Truy cập ngay **evn.gov.vn/veri** để cung cấp thông tin chứng thực, tránh rắc rối pháp lý.",1,0,1,personal_number,Dịch vụ công giả,Level 0 - Formal,paraphrased,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,-3.9444687,3.93601,0.0003779091,0.9996221,0.019072717,0.98092735,2.0,1,0.9996221,True,1.0
ViSmish_03055,"Nhớ thì trả ko thì cho luôn, khỏi đòi",0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,3.5533812,-3.6602526,0.99926406,0.0007359343,0.97357893,0.02642108,2.0,0,0.99926406,True,1.0
ViSmish_03056,"Chao anh Hoang, ket qua xet nghiem cua anh tai BV Dai hoc Y Ha Noi da co roi nhe. Anh qua phong 302 lay giup em nha.",0,0,0,personal_number,Dịch vụ y tế,NONE,synthetic,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,3.7446458,-3.768025,0.9994542,0.0005458226,0.97716445,0.022835575,2.0,0,0.9994542,True,1.0
ViSmish_03057,"**** ""Thưởng nóng 2Q tăng 50k trải nghiệm ngay! Rút tiền 5.000.000 siêu tốc. Chơi cùng 789Club, nhận ngay nạp 100%! Đăng ký: bit.ly/XyZ789hJ. Sẵn sàng nhận quà chưa?""",1,1,0,personal_number,Cờ bạc / Betting,Level 4 - Mixed special characters,paraphrased,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,-3.9274642,3.9413223,0.00038235183,0.9996176,0.019182397,0.98081756,2.0,1,0.9996176,True,1.0
ViSmish_03058,**Nhanh tay nhận ngay 80% tiền thưởng!** Chỉ cần liên hệ: 0938 223 456. Vào ngay: bong88.club,1,1,1,shortcode,Cờ bạc / Betting,Level 4 - Mixed special characters,paraphrased,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,-3.9218938,3.9457488,0.00038278953,0.9996172,0.019193167,0.98080677,2.0,1,0.9996172,True,1.0
ViSmish_03059,iTel TB: Goi cuoc MAY cua Quy khach se het han vao 23:59 ngay 24/05/2024. Vui long nap 77.000d vao TK de duy tri uu dai 4GB/ngay. LH 19001087.,0,0,1,brandname,Viễn thông,NONE,synthetic,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,3.768922,-3.7292097,0.9994462,0.0005538118,0.9770016,0.022998348,2.0,0,0.9994462,True,1.0
ViSmish_03060,Cục Cảnh sát QLHC về TTXH: Thông báo TÀI KHOẢN DỊCH VỤ CÔNG đã bị GỌI KHẨN vì thiếu xác minh! Xác nhận ngay tại: xacthuc-canhsach.com,1,1,0,personal_number,Dịch vụ công giả,Level 2 - Leet nặng,paraphrased,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,-3.910849,3.9201517,0.00039707005,0.999603,0.019541107,0.98045886,2.0,1,0.999603,True,1.0
ViSmish_03061,Cục Bưu chính: Tài khoản di động 0987654321 bị tạm ngưng do vi phạm quy định. Truy cập ngay https://cuocphi247.com/go để xác minh.,1,0,1,shortcode,Dịch vụ công giả,Level 0 - Formal,paraphrased,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,-3.940042,3.9527667,0.00037327982,0.99962676,0.018957717,0.98104227,2.0,1,0.99962676,True,1.0
ViSmish_03062,Ngân hàng Bản Việt: Giao dịch 50 triệu vừa diễn ra trong tài khoản của bạn. Truy cập https://banviet.cc ngay để xác nhận giao dịch hoặc hủy bỏ nếu không phải bạn thực hiện.,1,1,0,shortcode,Giả mạo ngân hàng,Level 0 - Formal,paraphrased,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,-3.9061644,3.9593203,0.00038361605,0.9996164,0.019213485,0.9807865,2.0,1,0.9996164,True,1.0
ViSmish_03063,Alo mai nho mang cai sac pin cho tui muon nhe.,0,0,0,personal_number,Tin nhắn cá nhân và OTP,NONE,synthetic,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,3.7348647,-3.7985275,0.9994654,0.0005346348,0.97739446,0.022605525,2.0,0,0.9994654,True,1.0
ViSmish_03065,"Nguyên Tâm Group tuyển dụng cộng tác viên TikTok xử lý đơn. Làm tại nhà, thu nhập 400.000 - 1.200.000 đồng/ngày. Độ tuổi 22 - 60. Đăng ký ngay: zalo.me/84799111666",1,1,1,personal_number,Tuyển dụng giả,Level 0 - Formal,paraphrased,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,-3.9479256,3.9364648,0.00037643436,0.99962354,0.01903616,0.9809638,2.0,1,0.99962354,True,1.0
ViSmish_03066,"BÁO ĐỘNG CUỐI CÙNG!!! Đội NGƯỜI LIÊN QUAN đến ông/bà vì không hợp tác. Trước 18h hôm nay, nếu không sửa đổi, chúng tôi sẽ khóa toàn bộ tài khoản ngân hàng và thu thập mọi dữ liệu cá nhân.",1,0,0,personal_number,Đòi nợ / Đe dọa,Level 0 - Formal,paraphrased,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,-3.793226,3.8794398,0.00046515922,0.99953485,0.021117019,0.97888297,2.0,1,0.99953485,True,1.0
ViSmish_03067,Khi nào xuống gọi em,0,0,0,personal_number,Tin nhắn cá nhân và OTP,NONE,real,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,3.5772407,-3.6153886,0.99924845,0.0007515437,0.97330743,0.026692573,2.0,0,0.99924845,True,1.0
ViSmish_03070,"Chúc Chú Phong, Má Hai và bạn luôn vui vẻ và thật nhiều sức khoẻ nhó",0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,3.3375819,-3.334633,0.99873596,0.0012639925,0.965647,0.034353048,2.0,0,0.99873596,True,1.0
ViSmish_03071,"Bao hiem Xa hoi Viet Nam: Thong bao QK co 20,000,000 VND tien phan bo khuyen khich BHYT. Lien he so BH-LD/2025/001 de nhan ve tai khoan ngan hang.",1,0,0,brandname,BHXH / Trợ cấp giả,Level 2 - Leet nặng,synthetic_hard_negative,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,-3.8466659,3.8451989,0.00045631765,0.9995436,0.020919494,0.9790805,2.0,1,0.9995436,True,1.0
ViSmish_03073,"Bạn đã đủ điều kiện nhận hỗ trợ từ chính phủ! Truy cập ngay link www.ytqas.top để nhận ngay 10 triệu đồng. Lưu ý: Hạn chót là 24h, quá hạn sẽ không được giải quyết.",1,1,0,personal_number,BHXH / Trợ cấp giả,Level 0 - Formal,paraphrased,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,-3.9332533,3.967217,0.00037043195,0.9996295,0.018886605,0.98111343,2.0,1,0.9996295,True,1.0
ViSmish_03074,cho xin địa chỉ ạk,0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,3.667486,-3.6897705,0.9993625,0.0006375396,0.9753646,0.024635369,2.0,0,0.9993625,True,1.0
ViSmish_03075,"So BHXH Tp.HCM: Ma ho so cua QK la NQ116/HCM/0987. Tien ho tro 15,000,000 VND da san sang giai ngan. Lien he BHXH Quan/Huyen gan nhat de nhan.",1,0,1,brandname,BHXH / Trợ cấp giả,Level 2 - Leet nặng,synthetic_hard_negative,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,-3.8728309,3.866392,0.00043522046,0.9995648,0.020439971,0.97956,2.0,1,0.9995648,True,1.0
ViSmish_03077,Jollibee: Combo Happy Meal chi 45.000 dong kem qua tang doc dao cho be. Chuong trinh dien ra den het ngay 15/07/2025. Thong tin chi tiet tai jollibee.com.vn.,0,1,0,brandname,Quảng cáo hợp lệ,NONE,synthetic,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,3.7343519,-3.7323406,0.99942845,0.0005714897,0.97664577,0.023354223,2.0,0,0.99942845,True,1.0
ViSmish_03078,"W8X Bet 250k trúng 500k, rút SIÊU TỐC 30tr. KHÔNG lừa đảo, Chơi game. DK: w8x.bet/join",1,1,0,personal_number,Cờ bạc / Betting,Level 1 - Leet nhẹ,paraphrased,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,-3.8602076,3.924423,0.00041590794,0.99958414,0.0199903,0.98000973,2.0,1,0.99958414,True,1.0
ViSmish_03079,"(CSKH) VinaPhone tran trong cam on Quy khach da tin tuong, dong hanh trong 8 nam qua! VinaPhone kinh tang Quy khach 2000 diem de trai nghiem uu dai hap dan (qua tang, goi cuoc …) tai website/ung dung My VNPT https://my.vnpt.com.vn/adv/vplus. CSKH 18001091 (0d).",0,1,1,brandname,Khác,NONE,real,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,3.7712488,-3.7701864,0.9994697,0.0005303541,0.97748315,0.02251684,2.0,0,0.9994697,True,1.0
ViSmish_03080,BHXH VN: Nhac nho Quy don vi nop bao cao tinh hinh su dung lao dong ky 2 nam 2024 truoc ngay 25/11. Truy cap baohiemxahoi.gov.vn de thuc hien.,0,1,0,brandname,Dịch vụ công thật,NONE,synthetic,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,3.7530494,-3.7133908,0.99942833,0.00057163375,0.97664297,0.0233571,2.0,0,0.99942833,True,1.0
ViSmish_03081,[VCB] Có sự cố đăng nhập. Tài khoản ngưng hoạt động trong thời gian ngắn. Truy cập vcb.com.vn ngay để xác thực thông tin.,1,1,0,brandname,Giả mạo ngân hàng,Level 0 - Formal,paraphrased,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,-3.8779418,3.8581438,0.00043658717,0.9995634,0.020471398,0.97952867,2.0,1,0.9995634,True,1.0
ViSmish_03082,BV Bach Mai nhac ban: Benh nhan Le Van Tam co lich tai kham tai Khoa Tieu hoa luc 09:00 ngay 28/10. Vui long nhịn an sang de lam xet nghiem mau.,0,0,0,personal_number,Dịch vụ y tế,NONE,synthetic,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,3.6125948,-3.6171627,0.99927586,0.0007241719,0.9737855,0.026214492,2.0,0,0.99927586,True,1.0
ViSmish_03083,chúng tôi làm mẹ chứ chắc gì chúng tôi đã trưởng thành mà ko đc uống sữa ạ:)))),0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,3.7123823,-3.7069068,0.99940073,0.0005992159,0.9760991,0.023900982,2.0,0,0.99940073,True,1.0
ViSmish_03084,Đầu tư sinh lời ngay! Học viên giàu nhanh nhờ chuyên gia chỉ dẫn. Mở tài khoản tại: bit.ly/skyrocketprofit,1,1,0,personal_number,Crypto / Đầu tư giả,Level 0 - Formal,paraphrased,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,-3.9248786,3.9249055,0.0003896843,0.99961036,0.019361984,0.980638,2.0,1,0.99961036,True,1.0
ViSmish_03085,"[BHXH] Thong bao chi tra BHXH thang 6/2025. So tien 6,000,000 VND chuyen vao tai khoan NQ116/HCM/0987. Neu chua nhan, goi 1800558861 de kiem tra.",1,0,1,brandname,BHXH / Trợ cấp giả,Level 2 - Leet nặng,synthetic_hard_negative,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,-3.5155852,3.5475054,0.0008553959,0.99914455,0.028427878,0.9715721,2.0,1,0.99914455,True,1.0
ViSmish_03086,BHXH gửi thông báo: Bạn đủ điều kiện nhận tiền hỗ trợ từ quỹ BHTN. Truy cập ngay link: www.12345xyz.com. QUÁ HẠN KHÔNG ĐƯỢC CHẤP NHẬN!,1,1,0,personal_number,BHXH / Trợ cấp giả,Level 2 - Leet nặng,paraphrased,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,-3.9292831,3.9381747,0.00038286013,0.9996171,0.019194903,0.98080504,2.0,1,0.9996171,True,1.0
ViSmish_03089,Má thì ra đó h xem sai cách =)))),0,0,0,personal_number,P2P hội thoại thông thường,NONE,external_real,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,3.7051396,-3.7570617,0.999426,0.0005740608,0.9765945,0.023405498,2.0,0,0.999426,True,1.0
ViSmish_03090,[Sacombank] Ma OTP: 663829. Dung de xac thuc giao dich thanh toan. Hieu luc 3 phut. KHONG chia se ma nay.,0,0,0,brandname,Ngân hàng thật,NONE,synthetic,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,3.7693326,-3.803394,0.99948597,0.0005140239,0.977825,0.02217504,2.0,0,0.99948597,True,1.0
ViSmish_03091,"Quân ơi tao mới kiếm được trang này xem Tiktok cũng có tiền, ngày được 200k dễ ợt. Mày thử không vô đây nè: bit.ly/nhanqua",1,1,0,personal_number,Tuyển dụng giả,Level 0 - Formal,synthetic_hard_negative,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,-3.8880596,3.9041734,0.00041275937,0.99958724,0.019915968,0.98008406,2.0,1,0.99958724,True,1.0
ViSmish_03092,"Chỉ cần dành 15 phút mỗi buổi sáng, bạn sẽ có ngay 150.000đ. Chỉ cần like, share video trên nền tảng video nổi tiếng. Thanh toán tức thì, không lừa dối.",1,0,0,personal_number,Crypto / Đầu tư giả,Level 0 - Formal,paraphrased,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,-3.7918746,3.759296,0.0005252188,0.9994748,0.022409953,0.97759,2.0,1,0.9994748,True,1.0
ViSmish_03095,(TB) KHUYẾN MẠI NẠP THẺ - NĂM MỚI VUI VẺ! VinaPhone tặng Bạn ưu đãi 20% khi nạp thẻ HÔM NAY 06/01/2023 (KM sử dụng gọi/nhắn tin trong 15 ngày). CSKH 18001091 (0đ).,0,0,1,brandname,Viễn thông,NONE,real,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,3.691215,-3.6223345,0.9993339,0.00066600344,0.9748341,0.025165968,2.0,0,0.9993339,True,1.0
ViSmish_03096,MSB - Thông báo quan trọng: Điểm thưởng của bạn sẽ mất hiệu lực trong vòng 24h. Truy cập msb.vn ngay để bảo vệ quà tặng!,1,1,0,shortcode,Giả mạo ngân hàng,Level 0 - Formal,paraphrased,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,-3.9180822,3.9268966,0.0003915605,0.99960846,0.019407654,0.98059237,2.0,1,0.99960846,True,1.0
ViSmish_03097,"[CÔNG AN ĐIỆN TỬ] Tài khoản định danh cá nhân của bạn có dấu hiệu vi phạm. Truy cập ngay chinhphu.gov.vn/verify để xác minh, tránh bị khóa vĩnh viễn.",1,1,0,brandname,Dịch vụ công giả,Level 0 - Formal,paraphrased,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,-3.936392,3.9438057,0.0003780154,0.999622,0.019075349,0.98092467,2.0,1,0.999622,True,1.0
ViSmish_03098,"Tin nhắn viết lại: Tôi là Huệ đây nè! Đang rảnh rỗi lắm, có nhu cầu kết bạn tâm sự không? Vào link này nhé: shopee.vn/ban-huong-999",1,1,0,personal_number,Nội dung nhạy cảm,Level 0 - Formal,paraphrased,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,-3.91693,3.9170663,0.00039588285,0.99960417,0.019512432,0.9804875,2.0,1,0.99960417,True,1.0
ViSmish_03099,[CUC DANH BO] B4o d0ng! Tài khoản n2u cừa b4n đã bị chặn bởi hệ thống. Truy cập ngay xacthue-mbf.com để tiến hành xác minh ngay h0m nay.,1,0,0,shortcode,Dịch vụ công giả,Level 2 - Leet nặng,paraphrased,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,-3.9354439,3.9189613,0.00038788817,0.99961215,0.019318154,0.9806818,2.0,1,0.99961215,True,1.0
ViSmish_03100,"Ê Long, đợt trước mày hỏi vụ đầu tư chứng khoán, tao đang theo nhóm này phím lệnh ok lắm, vào nhóm xem thử zalo-group.club/join",1,1,0,personal_number,Crypto / Đầu tư giả,Level 0 - Formal,synthetic_hard_negative,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,-3.8927085,3.8957007,0.00041434,0.9995857,0.019953322,0.98004675,2.0,1,0.9995857,True,1.0
ViSmish_03101,Công ty RTech tuyển gấp nhân viên cộng tác viên online làm việc tại nhà. Lương thưởng 1 triệu - 2 triệu/ngày. Độ tuổi từ 20-60. Hãy liên hệ ngay qua Zalo: zalo.me/84912345678 hoặc gọi 84912345678.,1,1,1,personal_number,Tuyển dụng giả,Level 0 - Formal,paraphrased,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,-3.947452,3.953611,0.00037021254,0.99962974,0.018881114,0.9811189,2.0,1,0.99962974,True,1.0
ViSmish_03102,"Lương 4-5tr vẫn sống bt,nhưng chỉ là bt lúc khoẻ khoắn,còn lúc bme hay vck hay con cái ốm đau phải di viện,lúc ấy mới thấy đồg tiền mức lương nó qtrong tnao",0,0,0,personal_number,P2P hard negative,NONE,external_curated,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,3.617772,-3.6232138,0.99928397,0.00071609183,0.9739284,0.026071552,2.0,0,0.99928397,True,1.0
ViSmish_03103,eHospital: Ma OTP de dang nhap ung dung cua ban la 102938. Ma se het han sau 3 phut. Tran trong.,0,0,0,brandname,Dịch vụ y tế,NONE,synthetic,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,3.772158,-3.8106155,0.9994911,0.0005088882,0.97793365,0.022066379,2.0,0,0.9994911,True,1.0
ViSmish_03104,BV Cho Ray: Lich kham Khoa Noi cua anh Pham Hoang Long ngay 12/10 bi huy do BS co viec dot xuat. Vui long LH 02838554137 de dat lai lich nhe.,0,0,1,brandname,Dịch vụ y tế,NONE,synthetic,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,3.6381855,-3.598469,0.99928087,0.00071919814,0.9738733,0.026126603,2.0,0,0.99928087,True,1.0
ViSmish_03106,[GHN] Van don GHNR11223344: Da giao thanh cong luc 10:15. Cam on ban da su dung dich vu GHN.,0,0,0,brandname,Vận chuyển,NONE,synthetic,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,3.7773812,-3.7962592,0.99948645,0.00051355467,0.9778349,0.022165138,2.0,0,0.99948645,True,1.0
ViSmish_03108,"&,b La,yNg,ay_Ba'y~9Ng'hjn"" Kh'iID:o:wn:l:oadU'n'gDu'gVa_ XacN:han,SoD:T {TXGIJE> m K'Ma'iVo'g'Quay""P:h:a:tTai:1_59 :Ng:j:n6;VbUmlosnG.qcpo.bid D",1,1,0,personal_number,Cờ bạc / Betting,Level 4 - Mixed special characters,real,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,-3.8446643,3.8390045,0.0004600712,0.99954,0.021003593,0.9789964,2.0,1,0.99954,True,1.0
ViSmish_03109,Lazada: Don hang 445566778899 da duoc xac nhan thanh cong. Lazada se thong bao khi don hang duoc giao.,0,0,0,brandname,Thương mại điện tử,NONE,synthetic,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,3.7474933,-3.7751057,0.99945956,0.00054043304,0.977275,0.022725064,2.0,0,0.99945956,True,1.0
ViSmish_03111,ZaloPay: Quy khach nhan duoc Voucher giam 50% ve xem phim tai CGV khi thanh toan qua ZaloPay. Han su dung den het 20/06/2025. Mo ZaloPay tai zalopay.vn.,0,1,0,brandname,Quảng cáo hợp lệ,NONE,synthetic,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,3.7180972,-3.6709175,0.9993824,0.0006176229,0.97574335,0.024256686,2.0,0,0.9993824,True,1.0
ViSmish_03112,"Quy khach duoc cong them 25 diem Viettel++ boi giao dich Tieu dung vien thong thang 06/2023. Thoi han su dung diem den 31/07/2024. Hay truy cap https://myvt.page.link/vtplus tren My Viettel hoac *098# de doi diem sang Data, SMS, Phut goi cung nhieu uu dai gia tri khac. Chi tiet LH 198. Tran trong.",0,1,0,brandname,Khác,NONE,real,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,3.7926245,-3.760297,0.9994758,0.00052430044,0.9776093,0.022390783,2.0,0,0.9994758,True,1.0
ViSmish_03113,BHXH_VN: Quý khách (Ông/Bà) đã đủ điều kiện nhận trợ cấp đột xuất. Truy cập ngay 123.g7v.as để xác nhận. Quá hạn sẽ không được chấp thuận.,1,1,0,personal_number,BHXH / Trợ cấp giả,Level 0 - Formal,paraphrased,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,-3.956639,3.9591887,0.00036478858,0.9996352,0.018744841,0.9812552,2.0,1,0.9996352,True,1.0
ViSmish_03115,[Best Express] BEST2233445566: Se den lay hang luc 16:00. Vui long chuan bi kien hang. LH 19001031.,0,0,1,shortcode,Vận chuyển,NONE,synthetic,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,3.792161,-3.7753434,0.9994832,0.00051671383,0.97776824,0.022231728,2.0,0,0.9994832,True,1.0
ViSmish_03116,BEST Express: Don hang BEST9928374651 da duoc phan loai tai kho Da Nang. Du kien giao trong ngay mai.,0,0,0,brandname,Vận chuyển,NONE,synthetic,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,3.7509184,-3.7532837,0.99944955,0.0005504621,0.97706974,0.022930253,2.0,0,0.99944955,True,1.0
ViSmish_03117,[VTP] VTP998877112: Dang phan loai tai kho Ha Noi. Du kien giao 08/06 (tu 8h-18h). Theo doi tai https://viettelpost.vn,0,1,0,brandname,Vận chuyển,NONE,synthetic,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,3.793796,-3.7778673,0.9994854,0.0005145704,0.9778135,0.02218657,2.0,0,0.9994854,True,1.0
ViSmish_03119,Trợ cấp NQ-2024: T41_da-du D!EU_K!EN nhận tiền từ quỹ BHTN. Số tiền: 12.500.000đ. Link: www.htrung-cap.com. QUÁ HẠN SẼ KHÔNG ĐƯỢC CHẤP NHẬN! sK9x,1,1,0,personal_number,BHXH / Trợ cấp giả,Level 2 - Leet nặng,paraphrased,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,-3.9360034,3.9455695,0.0003774961,0.99962246,0.019062487,0.98093754,2.0,1,0.99962246,True,1.0
ViSmish_03121,[VIB Online] Tài khoản ngưng hoạt động tạm thời. Truy cập ngay vib-online.vn-3x.vn để kích hoạt lại!,1,1,0,brandname,Giả mạo ngân hàng,Level 0 - Formal,paraphrased,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,-3.9507344,3.9357197,0.0003756586,0.9996244,0.019016903,0.9809831,2.0,1,0.9996244,True,1.0
ViSmish_03122,Trong khi mình đi làm lương 3 cọc 3 đồng cực khổ thì ngta …,0,0,0,personal_number,P2P hard negative,NONE,external_curated,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,3.7063706,-3.6996243,0.99939275,0.00060723035,0.9759435,0.024056546,2.0,0,0.99939275,True,1.0
ViSmish_03123,"[QC] Combo quà vô cùng giá trị có sẵn trên Viettel Money đang chờ bạn mở. Hãy nạp tiền điện thoại, mua gói Data, thanh toán cước Truyền hình/Internet,... qua ứng dụng Viettel Money ngay nhé. Chi tiết xem tại https://km.vtmoney.vn/314y/combos4 hoặc LH 18009000 (0đ). Từ chối QC, soạn TC3 gửi 199.",0,1,1,brandname,Quảng cáo hợp lệ,NONE,real,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,3.6855173,-3.6020553,0.99931645,0.00068351865,0.9745135,0.025486575,2.0,0,0.99931645,True,1.0
ViSmish_03124,Bộ TT&TT: Tài khoản di động của quý khách sẽ bị vô hiệu hóa sau 120 phút do vi phạm quy định. Truy cập ngay http://xacminh.viettel.top để tránh gián đoạn dịch vụ.,1,0,1,personal_number,Dịch vụ công giả,Level 0 - Formal,paraphrased,vinai/phobert-base,/kaggle/working/distillation_teacher_phobert_base/model,-3.908256,3.94088,0.0003899366,0.9996101,0.019368129,0.9806318,2.0,1,0.9996101,True,1.0
