variant_key,case_id,error_type,sample_id,seeds,n_seeds,eval_subset,category,sender_type,data_origin,suggested_reason,mean_prob_label1,content,content_short
E1_500,content_ac258ae84c79,FP,,123,1,real_test,,,,FP_legitimate_recruitment_like,0.8435088,DH Kinh Te Tp.HCM tuyen sinh Cu nhan Tai Chinh Ung Dung do DH Rennes 1 cap bang. XETTUYEN DOC LAP. Hotline: 0938711627 https://go.ueh.edu.vn/rennes/0389048463,DH Kinh Te Tp.HCM tuyen sinh Cu nhan Tai Chinh Ung Dung do DH Rennes 1 cap bang. XETTUYEN DOC LAP. Hotline: 0938711627 https://go.ueh.edu.vn/rennes/0389048463
E2_1000,content_b801ef1b377f,FN,,"42,123,2025",3,real_test,,,,FN_obfuscation_or_leet,0.0003051060666666667,"TNEX Ma OTP cua ban 632900, se het han sau 2 phut. Vui long KHONG chia se ma cho bat ky ai voi bat ky ly do nao https//vi.ecmjJ7U4frh","TNEX Ma OTP cua ban 632900, se het han sau 2 phut. Vui long KHONG chia se ma cho bat ky ai voi bat ky ly do nao https//vi.ecmjJ7U4frh"
E2_1000,content_c0649809996f,FN,,"42,123",2,real_test,,,,FN_obfuscation_or_leet,0.00047371771,Chuc mung ban da nhan duoc 1 chiec dien thoai E770i tu chuong trinh Quay So Ngau Nhien cua Mobifone. SoanTin: XU E770i31 va gui 4 lan den 6769 de xem chi tiet,Chuc mung ban da nhan duoc 1 chiec dien thoai E770i tu chuong trinh Quay So Ngau Nhien cua Mobifone. SoanTin: XU E770i31 va gui 4 lan den 6769 de xem chi tiet
E2_1000,content_67793f0d91ff,FN,,123,1,real_test,,,,FN_obfuscation_or_leet,0.066206016,8DAY Thuong Tan Thu Loc 80K (OF67QL411IO) trai nghiem mphi thang rut ngay.HSD Code 24h.HOANTRA 1.3. NAPDAU 200PTRAM. Tham gia tai t.ly/azvVE Dki täng 58K~ 8386K Iink: dsu1d.cc/QV6eCs ~PH4J,8DAY Thuong Tan Thu Loc 80K (OF67QL411IO) trai nghiem mphi thang rut ngay.HSD Code 24h.HOANTRA 1.3. NAPDAU 200PTRAM. Tham gia tai t.ly/azvVE Dki täng 58K~ 8386K Iink: dsu1d.cc/QV6eCs ~PH4J
E2_1000,content_ff81b443f178,FN,,42,1,real_test,,,,FN_obfuscation_or_leet,0.016450368,"Hệ Thống Messenger Thông Báo: Xin chúc mừng tài khoản Messenger đã may mắn nhận được Giải Nhất từ sự kiện 'Tuần Lễ Vàng' tri ân khách hàng chào Quý 3, đón Năm Mới 2024. Bây giờ bạn vui lòng tiến hành truy cập vào trang địa chỉ website: TraoThuongQuy3.Com (viết liền nhau, không dấu) để đăng ký làm thủ tục hồ sơ nhận thưởng. Hoặc có thể truy cập công cụ tìm kiếm Google và gõ từ khóa: (TraoThuongQuy3.Com). Sau đó chọn kết quả tìm kiếm đầu tiên để truy cập trang website lãnh thưởng. Mọi thắc mắc xin liên hệ Tổng đài CSKH: [(08) 9921 4440]","Hệ Thống Messenger Thông Báo: Xin chúc mừng tài khoản Messenger đã may mắn nhận được Giải Nhất từ sự kiện 'Tuần Lễ Vàng' tri ân khách hàng chào Quý 3, đón Năm Mới 2024. Bây giờ bạn vui lòng tiến hành truy cập vào trang địa chỉ website: TraoThuongQuy3.Com (v..."
E2_1000,content_e04559d5e0ad,FN,,42,1,real_test,,,,FN_obfuscation_or_leet,0.002296159,Em la nu sinh vien 21 tuoi MU0N KIEM chut Tjen trang TRAI CU0C S0NG EM C0 the den lam tinh khu vuc nao cung DU0C GIA CA Uu DAI Add ZAL0 e: 0367891234 QkR,Em la nu sinh vien 21 tuoi MU0N KIEM chut Tjen trang TRAI CU0C S0NG EM C0 the den lam tinh khu vuc nao cung DU0C GIA CA Uu DAI Add ZAL0 e: 0367891234 QkR
E2_1000,content_3b3a74cef614,FP,,"42,123,2025",3,real_test,,,,FP_legitimate_with_url,0.9991166533333334,Bạn đã yêu cầu Google khôi phục quyền truy cập cho duyj4f2004@gmail.com? Nếu không phải thì hãy kiểm tra email để tìm hiểu cách DỪNG yêu cầu này.,Bạn đã yêu cầu Google khôi phục quyền truy cập cho duyj4f2004@gmail.com? Nếu không phải thì hãy kiểm tra email để tìm hiểu cách DỪNG yêu cầu này.
E2_1000,content_f003942252bd,FP,,2025,1,real_test,,,,FP_other_or_ambiguous,0.9982759,"Sai cu phap nhan tin. De lay thong tin dich vu Mobile Internet va Dcom, vui long bam goi *098# hoac lien he 198 (mien phi). Tran trong.","Sai cu phap nhan tin. De lay thong tin dich vu Mobile Internet va Dcom, vui long bam goi *098# hoac lien he 198 (mien phi). Tran trong."
E2_1000,content_e13217d4bd83,FP,,2025,1,real_test,,,,FP_legitimate_recruitment_like,0.995008,Chao Quy PH-HS da dang ky tham gia Hoi thao Hoi&Dap Tuyen sinh 2022 - Dai hoc FPT. Chuong trinh se bat dau luc 19:00 toi nay. Moi Quy PH-HS tham du bang duong link: https://us02web.zoom.us/j/84853187652 hoac Zoom ID: 848 5318 7652. Mat khau vao phong: FPT. Hotline (028) 7300 5588.,Chao Quy PH-HS da dang ky tham gia Hoi thao Hoi&Dap Tuyen sinh 2022 - Dai hoc FPT. Chuong trinh se bat dau luc 19:00 toi nay. Moi Quy PH-HS tham du bang duong link: https://us02web.zoom.us/j/84853187652 hoac Zoom ID: 848 5318 7652. Mat khau vao phong: FPT. ...
E2_1000,content_f847a2fa0a0e,FP,,2025,1,real_test,,,,FP_other_or_ambiguous,0.97316426,"Nhan dip Tet Nham Dan,BLD va Ban Dai dien CMHS truong THPT Nguyen Cong Tru kinh chuc Quy PHHS va toan the gia dinh suc khoe,hanh phuc,binh an,van su nhu y","Nhan dip Tet Nham Dan,BLD va Ban Dai dien CMHS truong THPT Nguyen Cong Tru kinh chuc Quy PHHS va toan the gia dinh suc khoe,hanh phuc,binh an,van su nhu y"
E2_1000,content_8a57b7d41a31,FP,,2025,1,real_test,,,,FP_legitimate_recruitment_like,0.9550264,"Chuc mung ban da trung tuyen vao truong CD Le Quy Don. Nhap hoc tu 05/09-15/09 tai 538 QL 51, P. Long Binh Tan, TP Bien Hoa, tinh Dong Nai. Lien he: 0973685439.","Chuc mung ban da trung tuyen vao truong CD Le Quy Don. Nhap hoc tu 05/09-15/09 tai 538 QL 51, P. Long Binh Tan, TP Bien Hoa, tinh Dong Nai. Lien he: 0973685439."
E2_1000,content_ac258ae84c79,FP,,123,1,real_test,,,,FP_legitimate_recruitment_like,0.9144437,DH Kinh Te Tp.HCM tuyen sinh Cu nhan Tai Chinh Ung Dung do DH Rennes 1 cap bang. XETTUYEN DOC LAP. Hotline: 0938711627 https://go.ueh.edu.vn/rennes/0389048463,DH Kinh Te Tp.HCM tuyen sinh Cu nhan Tai Chinh Ung Dung do DH Rennes 1 cap bang. XETTUYEN DOC LAP. Hotline: 0938711627 https://go.ueh.edu.vn/rennes/0389048463
E2_1000,content_908135caf027,FP,,2025,1,real_test,,,,FP_legitimate_recruitment_like,0.90982693,"Cam on ban da quan tam den DH Cong nghe Mien Dong (MIT), truong tiep tuc xet tuyen NVBS den 10/10. Ban Dang ky online tai dangky.mit.vn . DT/Zalo: 0981767568","Cam on ban da quan tam den DH Cong nghe Mien Dong (MIT), truong tiep tuc xet tuyen NVBS den 10/10. Ban Dang ky online tai dangky.mit.vn . DT/Zalo: 0981767568"
E2_1000,content_add97c167b19,FP,,2025,1,real_test,,,,FP_legitimate_with_url,0.8912444,"Ke tu ngay 01/08/2022, EVNHCMC ngung nhan tin SMS, Quy KH vui long kiem tra ung dung CSKH, Zalo, Email de nhan thong bao tien dien va cac thong tin ve dien khac. De cai dat ung dung EVNHCMC CSKH, Quy KH truy cap cskh.evnhcmc.vn/tuvan/ungdungcskh hoac lien he 1900545454 de duoc ho tro. Tran trong.","Ke tu ngay 01/08/2022, EVNHCMC ngung nhan tin SMS, Quy KH vui long kiem tra ung dung CSKH, Zalo, Email de nhan thong bao tien dien va cac thong tin ve dien khac. De cai dat ung dung EVNHCMC CSKH, Quy KH truy cap cskh.evnhcmc.vn/tuvan/ungdungcskh hoac lien h..."
E2_1000,content_90b1d6b3addf,FP,,2025,1,real_test,,,,FP_other_or_ambiguous,0.8533637,"Cam on quy khach da mo dich vu ngan hang dien tu VPBank. Luu y KHONG tiet lo mat khau khoi tao cho bat ky ai, bao gom ca Ngan hang. Mat khau khoi tao la xbmB7qab","Cam on quy khach da mo dich vu ngan hang dien tu VPBank. Luu y KHONG tiet lo mat khau khoi tao cho bat ky ai, bao gom ca Ngan hang. Mat khau khoi tao la xbmB7qab"
E3_2000,content_e04559d5e0ad,FN,,"42,123,2025",3,real_test,,,,FN_obfuscation_or_leet,0.010268370933333333,Em la nu sinh vien 21 tuoi MU0N KIEM chut Tjen trang TRAI CU0C S0NG EM C0 the den lam tinh khu vuc nao cung DU0C GIA CA Uu DAI Add ZAL0 e: 0367891234 QkR,Em la nu sinh vien 21 tuoi MU0N KIEM chut Tjen trang TRAI CU0C S0NG EM C0 the den lam tinh khu vuc nao cung DU0C GIA CA Uu DAI Add ZAL0 e: 0367891234 QkR
E3_2000,content_c0649809996f,FN,,"42,123,2025",3,real_test,,,,FN_obfuscation_or_leet,0.007234888553333333,Chuc mung ban da nhan duoc 1 chiec dien thoai E770i tu chuong trinh Quay So Ngau Nhien cua Mobifone. SoanTin: XU E770i31 va gui 4 lan den 6769 de xem chi tiet,Chuc mung ban da nhan duoc 1 chiec dien thoai E770i tu chuong trinh Quay So Ngau Nhien cua Mobifone. SoanTin: XU E770i31 va gui 4 lan den 6769 de xem chi tiet
E3_2000,content_b801ef1b377f,FN,,"42,123,2025",3,real_test,,,,FN_obfuscation_or_leet,0.00043736052,"TNEX Ma OTP cua ban 632900, se het han sau 2 phut. Vui long KHONG chia se ma cho bat ky ai voi bat ky ly do nao https//vi.ecmjJ7U4frh","TNEX Ma OTP cua ban 632900, se het han sau 2 phut. Vui long KHONG chia se ma cho bat ky ai voi bat ky ly do nao https//vi.ecmjJ7U4frh"
E3_2000,content_67793f0d91ff,FN,,123,1,real_test,,,,FN_obfuscation_or_leet,0.095940754,8DAY Thuong Tan Thu Loc 80K (OF67QL411IO) trai nghiem mphi thang rut ngay.HSD Code 24h.HOANTRA 1.3. NAPDAU 200PTRAM. Tham gia tai t.ly/azvVE Dki täng 58K~ 8386K Iink: dsu1d.cc/QV6eCs ~PH4J,8DAY Thuong Tan Thu Loc 80K (OF67QL411IO) trai nghiem mphi thang rut ngay.HSD Code 24h.HOANTRA 1.3. NAPDAU 200PTRAM. Tham gia tai t.ly/azvVE Dki täng 58K~ 8386K Iink: dsu1d.cc/QV6eCs ~PH4J
E3_2000,content_3b3a74cef614,FP,,"42,123,2025",3,real_test,,,,FP_legitimate_with_url,0.9993339899999999,Bạn đã yêu cầu Google khôi phục quyền truy cập cho duyj4f2004@gmail.com? Nếu không phải thì hãy kiểm tra email để tìm hiểu cách DỪNG yêu cầu này.,Bạn đã yêu cầu Google khôi phục quyền truy cập cho duyj4f2004@gmail.com? Nếu không phải thì hãy kiểm tra email để tìm hiểu cách DỪNG yêu cầu này.
E3_2000,content_f003942252bd,FP,,"123,2025",2,real_test,,,,FP_other_or_ambiguous,0.99871534,"Sai cu phap nhan tin. De lay thong tin dich vu Mobile Internet va Dcom, vui long bam goi *098# hoac lien he 198 (mien phi). Tran trong.","Sai cu phap nhan tin. De lay thong tin dich vu Mobile Internet va Dcom, vui long bam goi *098# hoac lien he 198 (mien phi). Tran trong."
E3_2000,content_e13217d4bd83,FP,,"123,2025",2,real_test,,,,FP_legitimate_recruitment_like,0.9521818,Chao Quy PH-HS da dang ky tham gia Hoi thao Hoi&Dap Tuyen sinh 2022 - Dai hoc FPT. Chuong trinh se bat dau luc 19:00 toi nay. Moi Quy PH-HS tham du bang duong link: https://us02web.zoom.us/j/84853187652 hoac Zoom ID: 848 5318 7652. Mat khau vao phong: FPT. Hotline (028) 7300 5588.,Chao Quy PH-HS da dang ky tham gia Hoi thao Hoi&Dap Tuyen sinh 2022 - Dai hoc FPT. Chuong trinh se bat dau luc 19:00 toi nay. Moi Quy PH-HS tham du bang duong link: https://us02web.zoom.us/j/84853187652 hoac Zoom ID: 848 5318 7652. Mat khau vao phong: FPT. ...
E3_2000,content_a6c4935cfae6,FP,,"42,123",2,real_test,,,,FP_legitimate_promotion_reward,0.8900751149999999,"Moi ban tao tai khoan S-Student de nhan dac quyen: giam them den 10%, tro gia den 5tr khi len doi va giam phi giao hang. Tao tai khoan ngay: https://go.cps.onl/5n7dsskw","Moi ban tao tai khoan S-Student de nhan dac quyen: giam them den 10%, tro gia den 5tr khi len doi va giam phi giao hang. Tao tai khoan ngay: https://go.cps.onl/5n7dsskw"
E3_2000,content_8a57b7d41a31,FP,,2025,1,real_test,,,,FP_legitimate_recruitment_like,0.9989759,"Chuc mung ban da trung tuyen vao truong CD Le Quy Don. Nhap hoc tu 05/09-15/09 tai 538 QL 51, P. Long Binh Tan, TP Bien Hoa, tinh Dong Nai. Lien he: 0973685439.","Chuc mung ban da trung tuyen vao truong CD Le Quy Don. Nhap hoc tu 05/09-15/09 tai 538 QL 51, P. Long Binh Tan, TP Bien Hoa, tinh Dong Nai. Lien he: 0973685439."
E3_2000,content_4fa49c2a1a91,FP,,2025,1,real_test,,,,FP_legitimate_promotion_reward,0.99304235,Cuc Canh sat QLHC ve TTXH thong bao: Ho so dang ky tai khoan dinh danh dien tu cua ban bi tu choi vi da ton tai tai khoan dinh danh dien tu muc do 2. De nghi lien he Co quan Cong an noi thu nhan ho so cap Can cuoc cong dan hoac lien he tong dai 19000368 de duoc huong dan.,Cuc Canh sat QLHC ve TTXH thong bao: Ho so dang ky tai khoan dinh danh dien tu cua ban bi tu choi vi da ton tai tai khoan dinh danh dien tu muc do 2. De nghi lien he Co quan Cong an noi thu nhan ho so cap Can cuoc cong dan hoac lien he tong dai 19000368 de ...
E3_2000,content_ac258ae84c79,FP,,42,1,real_test,,,,FP_legitimate_recruitment_like,0.90681833,DH Kinh Te Tp.HCM tuyen sinh Cu nhan Tai Chinh Ung Dung do DH Rennes 1 cap bang. XETTUYEN DOC LAP. Hotline: 0938711627 https://go.ueh.edu.vn/rennes/0389048463,DH Kinh Te Tp.HCM tuyen sinh Cu nhan Tai Chinh Ung Dung do DH Rennes 1 cap bang. XETTUYEN DOC LAP. Hotline: 0938711627 https://go.ueh.edu.vn/rennes/0389048463
E3_2000,content_7ca8039e2453,FP,,42,1,real_test,,,,FP_other_or_ambiguous,0.79358625,ĐƠN này 0Đ Kick Thành Công khi nào lấy cổng sau quẹo trái cuối cùng 11h-1h chắc chắn có.,ĐƠN này 0Đ Kick Thành Công khi nào lấy cổng sau quẹo trái cuối cùng 11h-1h chắc chắn có.
E4_all,content_e04559d5e0ad,FN,,"42,123,2025",3,real_test,,,,FN_obfuscation_or_leet,0.00193303585,Em la nu sinh vien 21 tuoi MU0N KIEM chut Tjen trang TRAI CU0C S0NG EM C0 the den lam tinh khu vuc nao cung DU0C GIA CA Uu DAI Add ZAL0 e: 0367891234 QkR,Em la nu sinh vien 21 tuoi MU0N KIEM chut Tjen trang TRAI CU0C S0NG EM C0 the den lam tinh khu vuc nao cung DU0C GIA CA Uu DAI Add ZAL0 e: 0367891234 QkR
E4_all,content_c0649809996f,FN,,"42,123,2025",3,real_test,,,,FN_obfuscation_or_leet,0.0006895813333333334,Chuc mung ban da nhan duoc 1 chiec dien thoai E770i tu chuong trinh Quay So Ngau Nhien cua Mobifone. SoanTin: XU E770i31 va gui 4 lan den 6769 de xem chi tiet,Chuc mung ban da nhan duoc 1 chiec dien thoai E770i tu chuong trinh Quay So Ngau Nhien cua Mobifone. SoanTin: XU E770i31 va gui 4 lan den 6769 de xem chi tiet
E4_all,content_b801ef1b377f,FN,,"42,123,2025",3,real_test,,,,FN_obfuscation_or_leet,0.0002933341166666667,"TNEX Ma OTP cua ban 632900, se het han sau 2 phut. Vui long KHONG chia se ma cho bat ky ai voi bat ky ly do nao https//vi.ecmjJ7U4frh","TNEX Ma OTP cua ban 632900, se het han sau 2 phut. Vui long KHONG chia se ma cho bat ky ai voi bat ky ly do nao https//vi.ecmjJ7U4frh"
E4_all,content_ff81b443f178,FN,,2025,1,real_test,,,,FN_obfuscation_or_leet,0.21766995,"Hệ Thống Messenger Thông Báo: Xin chúc mừng tài khoản Messenger đã may mắn nhận được Giải Nhất từ sự kiện 'Tuần Lễ Vàng' tri ân khách hàng chào Quý 3, đón Năm Mới 2024. Bây giờ bạn vui lòng tiến hành truy cập vào trang địa chỉ website: TraoThuongQuy3.Com (viết liền nhau, không dấu) để đăng ký làm thủ tục hồ sơ nhận thưởng. Hoặc có thể truy cập công cụ tìm kiếm Google và gõ từ khóa: (TraoThuongQuy3.Com). Sau đó chọn kết quả tìm kiếm đầu tiên để truy cập trang website lãnh thưởng. Mọi thắc mắc xin liên hệ Tổng đài CSKH: [(08) 9921 4440]","Hệ Thống Messenger Thông Báo: Xin chúc mừng tài khoản Messenger đã may mắn nhận được Giải Nhất từ sự kiện 'Tuần Lễ Vàng' tri ân khách hàng chào Quý 3, đón Năm Mới 2024. Bây giờ bạn vui lòng tiến hành truy cập vào trang địa chỉ website: TraoThuongQuy3.Com (v..."
E4_all,content_67793f0d91ff,FN,,2025,1,real_test,,,,FN_obfuscation_or_leet,0.004070138,8DAY Thuong Tan Thu Loc 80K (OF67QL411IO) trai nghiem mphi thang rut ngay.HSD Code 24h.HOANTRA 1.3. NAPDAU 200PTRAM. Tham gia tai t.ly/azvVE Dki täng 58K~ 8386K Iink: dsu1d.cc/QV6eCs ~PH4J,8DAY Thuong Tan Thu Loc 80K (OF67QL411IO) trai nghiem mphi thang rut ngay.HSD Code 24h.HOANTRA 1.3. NAPDAU 200PTRAM. Tham gia tai t.ly/azvVE Dki täng 58K~ 8386K Iink: dsu1d.cc/QV6eCs ~PH4J
E4_all,content_3b3a74cef614,FP,,"42,123,2025",3,real_test,,,,FP_legitimate_with_url,0.9996727333333334,Bạn đã yêu cầu Google khôi phục quyền truy cập cho duyj4f2004@gmail.com? Nếu không phải thì hãy kiểm tra email để tìm hiểu cách DỪNG yêu cầu này.,Bạn đã yêu cầu Google khôi phục quyền truy cập cho duyj4f2004@gmail.com? Nếu không phải thì hãy kiểm tra email để tìm hiểu cách DỪNG yêu cầu này.
E4_all,content_8a57b7d41a31,FP,,42,1,real_test,,,,FP_legitimate_recruitment_like,0.99958426,"Chuc mung ban da trung tuyen vao truong CD Le Quy Don. Nhap hoc tu 05/09-15/09 tai 538 QL 51, P. Long Binh Tan, TP Bien Hoa, tinh Dong Nai. Lien he: 0973685439.","Chuc mung ban da trung tuyen vao truong CD Le Quy Don. Nhap hoc tu 05/09-15/09 tai 538 QL 51, P. Long Binh Tan, TP Bien Hoa, tinh Dong Nai. Lien he: 0973685439."
E4_all,content_7ca8039e2453,FP,,42,1,real_test,,,,FP_other_or_ambiguous,0.9992834,ĐƠN này 0Đ Kick Thành Công khi nào lấy cổng sau quẹo trái cuối cùng 11h-1h chắc chắn có.,ĐƠN này 0Đ Kick Thành Công khi nào lấy cổng sau quẹo trái cuối cùng 11h-1h chắc chắn có.
E4_all,content_ac258ae84c79,FP,,42,1,real_test,,,,FP_legitimate_recruitment_like,0.93726826,DH Kinh Te Tp.HCM tuyen sinh Cu nhan Tai Chinh Ung Dung do DH Rennes 1 cap bang. XETTUYEN DOC LAP. Hotline: 0938711627 https://go.ueh.edu.vn/rennes/0389048463,DH Kinh Te Tp.HCM tuyen sinh Cu nhan Tai Chinh Ung Dung do DH Rennes 1 cap bang. XETTUYEN DOC LAP. Hotline: 0938711627 https://go.ueh.edu.vn/rennes/0389048463
E4_all,content_27f26ca3ad2e,FP,,42,1,real_test,,,,FP_official_brandlike,0.8938666,Cu phap khong hop le. QK vui long lien he 18001091 de duoc ho tro. Cam on da su dung dich vu VinaPhone - Mang 3G/4G nhanh nhat Viet Nam.,Cu phap khong hop le. QK vui long lien he 18001091 de duoc ho tro. Cam on da su dung dich vu VinaPhone - Mang 3G/4G nhanh nhat Viet Nam.
G0_E4_champion,content_c0649809996f,FN,,"42,123,2025",3,real,,,real,FN_obfuscation_or_leet,2.0951541999999998e-08,Chuc mung ban da nhan duoc 1 chiec dien thoai E770i tu chuong trinh Quay So Ngau Nhien cua Mobifone. SoanTin: XU E770i31 va gui 4 lan den 6769 de xem chi tiet,Chuc mung ban da nhan duoc 1 chiec dien thoai E770i tu chuong trinh Quay So Ngau Nhien cua Mobifone. SoanTin: XU E770i31 va gui 4 lan den 6769 de xem chi tiet
G0_E4_champion,content_b801ef1b377f,FN,,"42,123,2025",3,real,,,real,FN_obfuscation_or_leet,1.5834562e-08,"TNEX Ma OTP cua ban 632900, se het han sau 2 phut. Vui long KHONG chia se ma cho bat ky ai voi bat ky ly do nao https//vi.ecmjJ7U4frh","TNEX Ma OTP cua ban 632900, se het han sau 2 phut. Vui long KHONG chia se ma cho bat ky ai voi bat ky ly do nao https//vi.ecmjJ7U4frh"
G0_E4_champion,content_e04559d5e0ad,FN,,"42,2025",2,real,,,real,FN_obfuscation_or_leet,4.179695825e-08,Em la nu sinh vien 21 tuoi MU0N KIEM chut Tjen trang TRAI CU0C S0NG EM C0 the den lam tinh khu vuc nao cung DU0C GIA CA Uu DAI Add ZAL0 e: 0367891234 QkR,Em la nu sinh vien 21 tuoi MU0N KIEM chut Tjen trang TRAI CU0C S0NG EM C0 the den lam tinh khu vuc nao cung DU0C GIA CA Uu DAI Add ZAL0 e: 0367891234 QkR
G0_E4_champion,content_ff81b443f178,FN,,42,1,real,,,real,FN_obfuscation_or_leet,0.026768846,"Hệ Thống Messenger Thông Báo: Xin chúc mừng tài khoản Messenger đã may mắn nhận được Giải Nhất từ sự kiện 'Tuần Lễ Vàng' tri ân khách hàng chào Quý 3, đón Năm Mới 2024. Bây giờ bạn vui lòng tiến hành truy cập vào trang địa chỉ website: TraoThuongQuy3.Com (viết liền nhau, không dấu) để đăng ký làm thủ tục hồ sơ nhận thưởng. Hoặc có thể truy cập công cụ tìm kiếm Google và gõ từ khóa: (TraoThuongQuy3.Com). Sau đó chọn kết quả tìm kiếm đầu tiên để truy cập trang website lãnh thưởng. Mọi thắc mắc xin liên hệ Tổng đài CSKH: [(08) 9921 4440]","Hệ Thống Messenger Thông Báo: Xin chúc mừng tài khoản Messenger đã may mắn nhận được Giải Nhất từ sự kiện 'Tuần Lễ Vàng' tri ân khách hàng chào Quý 3, đón Năm Mới 2024. Bây giờ bạn vui lòng tiến hành truy cập vào trang địa chỉ website: TraoThuongQuy3.Com (v..."
G0_E4_champion,content_1a091cb4c9ef,FP,,"42,123,2025",3,external_curated,,,external_curated,FP_other_or_ambiguous,1.0,Gặp bôd mày thì xác nhận thương tật hết cỡ luôn và đéo có chuyện hoà giải gì hết.,Gặp bôd mày thì xác nhận thương tật hết cỡ luôn và đéo có chuyện hoà giải gì hết.
G0_E4_champion,content_28c6d1743af5,FP,,"42,123,2025",3,external_curated,,,external_curated,FP_legitimate_recruitment_like,1.0,"mỗi tháng 20 trẹo: 5 trẹo lương cứng , 15 trẹo lương tâm","mỗi tháng 20 trẹo: 5 trẹo lương cứng , 15 trẹo lương tâm"
G0_E4_champion,content_3b3a74cef614,FP,,"42,123,2025",3,real,,,real,FP_legitimate_with_url,1.0,Bạn đã yêu cầu Google khôi phục quyền truy cập cho duyj4f2004@gmail.com? Nếu không phải thì hãy kiểm tra email để tìm hiểu cách DỪNG yêu cầu này.,Bạn đã yêu cầu Google khôi phục quyền truy cập cho duyj4f2004@gmail.com? Nếu không phải thì hãy kiểm tra email để tìm hiểu cách DỪNG yêu cầu này.
G0_E4_champion,content_41738851bde2,FP,,"42,123,2025",3,external_curated,,,external_curated,FP_other_or_ambiguous,1.0,"Chơi vs nhau từ lơpd 3 đến khi lấy vợ, hơn 20 năm mà có 50tr bạn cũng đánh đổi","Chơi vs nhau từ lơpd 3 đến khi lấy vợ, hơn 20 năm mà có 50tr bạn cũng đánh đổi"
G0_E4_champion,content_8a3ac3e0af91,FP,,"42,123,2025",3,external_curated,,,external_curated,FP_other_or_ambiguous,1.0,"bạn mình bị ồi, nhờ CA thì phải chung nhìu tiền.","bạn mình bị ồi, nhờ CA thì phải chung nhìu tiền."
G0_E4_champion,content_96ae0e63f377,FP,,"42,123,2025",3,external_curated,,,external_curated,FP_other_or_ambiguous,1.0,Ko cho vay thì ngại cho vay oy tới lúc đòi thì sợ giận mà ko đòi ngta cg ko có suy nghĩ muốn trả mà kb lm tn,Ko cho vay thì ngại cho vay oy tới lúc đòi thì sợ giận mà ko đòi ngta cg ko có suy nghĩ muốn trả mà kb lm tn
G0_E4_champion,content_9dd9eee4f47f,FP,,"42,123,2025",3,external_curated,,,external_curated,FP_legitimate_promotion_reward,1.0,"Không rõ là em bạn vay ngân hàng hay cty tín dụng, nhưng thường khoản vay khó đòi thì họ sẽ bán cho bên thứ 3 để bên đó đòi, ngân hàng hay bên toà án không ai làm việc qua tin nhắn.","Không rõ là em bạn vay ngân hàng hay cty tín dụng, nhưng thường khoản vay khó đòi thì họ sẽ bán cho bên thứ 3 để bên đó đòi, ngân hàng hay bên toà án không ai làm việc qua tin nhắn."
G0_E4_champion,content_c06a7f396bc1,FP,,"42,123,2025",3,external_curated,,,external_curated,FP_other_or_ambiguous,1.0,"Nói 500 tr nghe khiếp quá, nói nửa tỷ thôi cho nhẹ.","Nói 500 tr nghe khiếp quá, nói nửa tỷ thôi cho nhẹ."
G0_E4_champion,content_e963075ff8e1,FP,,"42,123,2025",3,external_curated,,,external_curated,FP_legitimate_recruitment_like,1.0,"1 bộ cỡ 500k thôi thì nhân lên cũng hơi bị bộn, lm gv mà sắm nhiu đó là cũng hết lương","1 bộ cỡ 500k thôi thì nhân lên cũng hơi bị bộn, lm gv mà sắm nhiu đó là cũng hết lương"
G0_E4_champion,content_becb013366b2,FP,,"42,123,2025",3,external_curated,,,external_curated,FP_other_or_ambiguous,0.9999999666666667,"Y chang cái đợt đặt phòng gần biển xong chạy tới nơi thấy địa chỉ ảo, ks nằm tít trong thành phố nè :)))","Y chang cái đợt đặt phòng gần biển xong chạy tới nơi thấy địa chỉ ảo, ks nằm tít trong thành phố nè :)))"
G0_E4_champion,content_dfcbbc666a7c,FP,,"42,123,2025",3,external_curated,,,external_curated,FP_legitimate_recruitment_like,0.9999999666666667,Lương 5tr chắc 2vk ck tối phải cầm nón ra ngã tư ăn xin mới đủ đóng tiền học cho con nhờ,Lương 5tr chắc 2vk ck tối phải cầm nón ra ngã tư ăn xin mới đủ đóng tiền học cho con nhờ
G0_E4_champion,content_c92b08285a5f,FP,,"42,123,2025",3,external_curated,,,external_curated,FP_legitimate_recruitment_like,0.9999998333333333,"hihi,tao lương 5 chẹo 1 tháng thôi","hihi,tao lương 5 chẹo 1 tháng thôi"
G0_E4_champion,content_463cf17c6acb,FP,,"42,123,2025",3,external_curated,,,external_curated,FP_legitimate_promotion_reward,0.9999998,"Game củ c, 1 ngày chơi 4 5 tiếng, cả tháng trời ddeoooo quaaa","Game củ c, 1 ngày chơi 4 5 tiếng, cả tháng trời ddeoooo quaaa"
G0_E4_champion,content_8e53409b4dec,FP,,"42,123,2025",3,external_curated,,,external_curated,FP_legitimate_recruitment_like,0.9999993666666667,"2 vc mình tổng lương 20tr,nuôi con hết 5tr,lãi NG hết 5tr,chi phí gia đình rớt vào khoảng 5tr,lương thấp mà gặp phải cô vợ có suy nghĩ què cụt thì nhanh nát gia đình lắm","2 vc mình tổng lương 20tr,nuôi con hết 5tr,lãi NG hết 5tr,chi phí gia đình rớt vào khoảng 5tr,lương thấp mà gặp phải cô vợ có suy nghĩ què cụt thì nhanh nát gia đình lắm"
