"sample_id","content","content_after","label","has_url","has_phone_number","sender_type","category","obfuscation_level","data_origin","source_dataset","source_file","source_row_id"
"phase1_07157","Giai_tri_2Q_uu_dai_nap_dau_200%. Choi_ngay_Baccarat, The_Thao. t.ly/jK8p2 qW4zN","Giải trí 2Q ưu đãi nạp đầu 200%. Chơi ngay Baccarat, Thể Thao. t.ly/jK8p2 qW4zN","1","1","0","personal_number","Cờ bạc / Betting","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1593"
"phase1_07158","789Bet-N4p_X_Nhan_Y_Cuc_Soc. Rut_Tien_Fast_Voi_1_Vong_Cuoc. 789v.tech/rN2mL","789Bet Nạp X Nhận Y Cực Sốc. Rút Tiền Nhanh Với 1 Vòng Cược. 789v.tech/rN2mL","1","1","0","personal_number","Cờ bạc / Betting","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1594"
"phase1_07159","Kwin668*KM_Lon*Nhan_Ngay_128k. Ban_Ca, No_Hu, Slot_Game. kwin.vip/vT9kP","Kwin668 Khuyến mãi Lớn Nhận Ngay 128k. Bắn Cá, Nổ Hũ, Slot Game. kwin.vip/vT9kP","1","1","0","personal_number","Cờ bạc / Betting","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1595"
"phase1_07160","V7Bet_Choi_Ga_Truc_Tiep_S388. Nap_rut_uy_tin_1-1. v7sv.com","V7Bet Chơi Gà Trực Tiếp S388. Nạp rút uy tín một kèm một. v7sv.com","1","1","0","personal_number","Cờ bạc / Betting","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1596"
"phase1_07161","Kim_Long_Casino@Tuyen_CTV_Hoa_Hong_Cao. Zalo: 0909123456. Link: klc.bet/zX2pM","Kim Long Casino Tuyển Cộng tác viên Hoa Hồng Cao. Zalo: 0909123456. Link: klc.bet/zX2pM","1","1","1","shortcode","Cờ bạc / Betting","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1597"
"phase1_07162","8DAY_Giam_Gia_Nap_The_30%. Rut_Tien_Mat_Nhanh_Chong. t.ly/eR5vB nH4kL","8Day Giảm Giá Nạp Thẻ 30%. Rút Tiền Mặt Nhanh Chóng. t.ly/eR5vB nH4kL","1","1","0","personal_number","Cờ bạc / Betting","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1598"
"phase1_07163","JILI_No_Hu_Than_Tai_Nhan_Qua_Khung. Dang_ky_nhan_300k. jili.cc/pQ8zW","JILI Nổ Hũ Thần Tài Nhận Quà Khung. Đăng ký nhận 300k. jili.cc/pQ8zW","1","1","0","personal_number","Cờ bạc / Betting","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1599"
"phase1_07164","Awin-Xoc_Dia_Online-Rut_Tien_Phut_Mot. KM_Nap_50k_Nhan_100k. awin.tech/xN1vL","Awin Xóc Đĩa Online Rút Tiền Phút Một. Khuyến mãi Nạp 50k Nhận 100k. awin.tech/xN1vL","1","1","0","personal_number","Cờ bạc / Betting","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1600"
"phase1_07165","Giai_tri_2Q_The_Thao_Keo_Thom_Moi_Ngay. Link_vao: gt2q.com","Giải trí 2Q Thể Thao Kèo Thơm Mỗi Ngày. Link vào: gt2q.com","1","1","0","personal_number","Cờ bạc / Betting","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1601"
"phase1_07166","E;m-S;v.n'g;0'n-t'a;i-H;C;M-c;a'n-t'i;e'n-t'r;a-t'r;o. K;e't-b;a'n-Z;a;l;0: https://zalo.me/g/hcm_hot_668 qW4r","Em sinh viên ngon tại Hồ Chí Minh cần tiền trả trọ. Kết bạn Zalo: https://zalo.me/g/hcm_hot_668 qW4r","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 4 – Mixed special chars","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1602"
"phase1_07167","G.a.i.x.i.n.h.H.N.t.i.m.b.a.n.t.i.n.h.L.H.T.e.l.e.g.r.a.m: https://t.me/hn_girl_top_99 pL9x","Gái xinh Hà Nội tìm bạn tình. Liên hệ Telegram: https://t.me/hn_girl_top_99 pL9x","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1603"
"phase1_07168","@nh_0i_em_x!nh_d4ng_t_i_DN_mu0n_H_E_N_H_O_v0i_anh. X3m_anh_t4i_T.ele: https://t.ly/dn_girls_33 XpQ9","Anh ơi em xinh đang tại Đà Nẵng muốn HẸN HÒ với anh. Xem ảnh tại Telegram: https://t.ly/dn_girls_33 XpQ9","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1604"
"phase1_07169","H.N-Z.a.l.o: E-m l-a s-i-n-h v-i-e-n n-h-a-n-h-e-n h-o k-i-n-d-a-o t-a-i H-a N-o-i. A-d-d: https://zalo.me/g/hn_sv_2k5 mN2y","Hà Nội Zalo: Em là sinh viên nhận hẹn hò kín đáo tại Hà Nội. Thêm bạn: https://zalo.me/g/hn_sv_2k5 mN2y","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1605"
"phase1_07170","Tì_m-B'ä'n.Tì_n'h;Đ_ê'm^t'ạ'i-Đ_N. G_á'i:X_i'n'h;P'h'ụ_c;V_ụ:N'h'i'ệ't.T'ì'n'h: https://t.me/dn_sweet_88 kL2m","Tìm Bạn Tình Đêm tại Đà Nẵng. Gái Xinh Phục Vụ Nhiệt Tình: https://t.me/dn_sweet_88 kL2m","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 4 – Mixed special chars","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1606"
"phase1_07171","H-C-M-T-e-l-e-g-r-a-m: G-a-i g-o-i c-a-o c-a-p p-h-u-c v-u t-a-n n-o-i. X-e-m a-l-b-u-m: https://t.me/sg_premium_vlb zV5t","Hồ Chí Minh Telegram: Gái gọi cao cấp phục vụ tận nơi. Xem album: https://t.me/sg_premium_vlb zV5t","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1607"
"phase1_07172","B4N_da-du D!EU K!EN nh4n T1EN h0~tro t-u-q-u-y_S.V_H_C_M. Nhan t41: https://bit.ly/hcm_tro_cap_sv bC7s","Bạn đã đủ ĐIỀU KIỆN nhận TIỀN hỗ trợ từ quỹ sinh viên Hồ Chí Minh. Nhận tại: https://bit.ly/hcm_tro_cap_sv bC7s","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1608"
"phase1_07173","H;N-T;e;l;e;g;r;a;m: C;l;u;b-h;e;n-h;0-v;i-p-m;o;i-n;h;a;t-H;N. J;o;i;n: https://t.me/hn_vip_club_68 jK1h","Hà Nội Telegram: Câu lạc bộ hẹn hò vip mới nhất Hà Nội. Tham gia: https://t.me/hn_vip_club_68 jK1h","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 4 – Mixed special chars","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1609"
"phase1_07174","E;m-2;0-t_n;g;0'n_b;0'd;y_c;h;u;a'n-t;a;i-D;N. L;H-n;h;a'n-h;i'n;h-q;u;a-Z;a;l;0: https://zalo.me/g/dn_gaixinh_01 vM4p","Em 20 tuổi ngon thân hình chuẩn tại Đà Nẵng. Liên hệ nhận hình qua Zalo: https://zalo.me/g/dn_gaixinh_01 vM4p","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 4 – Mixed special chars","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1610"
"phase1_07175","H-C-M-Z-a-l-o: C-a-n t-i-m b-a-n t-r-a-i t-a-m s-u d-e-m k-h-u-y-a. A-d-d e-m n-h-e: https://zalo.me/g/hcm_dem_khuya hY8u","Hồ Chí Minh Zalo: Cần tìm bạn trai tâm sự đêm khuya. Thêm bạn em nhé: https://zalo.me/g/hcm_dem_khuya hY8u","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1611"
"phase1_07176","S_V-H_N-m_u_0_n-t_i_m-d_a_d_d_y-c_h_u_c-v_u-t_a_n-t_i_n_h. L_H-T_e_l_e: https://t.ly/hn_sv_daddy_1 sT2n","Sinh viên Hà Nội muốn tìm Sugar Daddy phục vụ tận tình. Liên hệ Telegram: https://t.ly/hn_sv_daddy_1 sT2n","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1612"
"phase1_07177","D-N-T-e-l-e-g-r-a-m: P-h-o-n-g-s-u-g-a-i-g-o-i-D-a-N-a-n-g-c-u-c-h-o-t. X-e-m-n-g-a-y: https://t.me/dn_hot_girls_v2 rP4e","Đà Nẵng Telegram: Phòng sự gái gọi Đà Nẵng cực hot. Xem ngay: https://t.me/dn_hot_girls_v2 rP4e","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1613"
"phase1_07178","H""N:Z;a;l;0-E,m:l;a-G;ä'i:n'g_ä'n;H-N-m;u_0'n-k;e't-b;ä'n-v;0'i-A. L;H: https://zalo.me/g/hn_ban_tinh_001 tR6w","Hà Nội Zalo Em là Gái ngắn Hà Nội muốn kết bạn với Anh. Liên hệ: https://zalo.me/g/hn_ban_tinh_001 tR6w","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 4 – Mixed special chars","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1614"
"phase1_07179","HCM – Telegram: G_A_I_L_A_M_T_I_N_H_S_G_2_4_7. B_o_d_y_c_u_c_m_u_m_m_i_m. L_H: https://t.me/sg_girls_247 fD3q","Hồ Chí Minh – Telegram: GÁI LÀM TÌNH SÀI GÒN 24/7. Thân hình cực mũm mĩm. Liên hệ: https://t.me/sg_girls_247 fD3q","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1615"
"phase1_07180","H.N.T.e.l.e.g.r.a.m: G.a.i.X.v.H.N.m.o.i.l.e.n.s.a.n.X.e.m.h.i.n.h.t.a.i: https://bit.ly/hn_xv_new_2024 gH5k","Hà Nội Telegram: Gái Xéc Hà Nội mới lên sàn. Xem hình tại: https://bit.ly/hn_xv_new_2024 gH5k","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1616"
"phase1_07181","Đ-N-T-e-l-e-g-r-a-m: C-l-u-b-m-a-y-b-a-y-D-a-N-a-n-g-t-i-m-p-h-i-c-o-n-g. J-o-i-n: https://t.me/dn_mbbg_99 xZ2j","Đà Nẵng Telegram: Câu lạc bộ máy bay bà già Đà Nẵng tìm phi công. Tham gia: https://t.me/dn_mbbg_99 xZ2j","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1617"
"phase1_07182","H;C;M-Z;a;l;0: E;m-l;a-S;V-1;9-t-c;a'n-t;i;e'n-t;r;o-g;a'p. P;h;u;c-v;u-A-n;h-h;e't-m;i'n;h: https://zalo.me/g/hcm_sv_help oL4m","Hồ Chí Minh Zalo: Em là sinh viên 19 tuổi cần tiền trọ gấp. Phục vụ Anh hết mình: https://zalo.me/g/hcm_sv_help oL4m","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 4 – Mixed special chars","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1618"
"phase1_07183","H_N-T_e_l_e_g_r_a_m: D_i_c_h_v_u_m_a_s_s_a_g_e_t_a_i_g_i_a_H_N_c_u_c_p_h_e. L_H: https://t.ly/hn_massage_vip dS8z","Hà Nội Telegram: Dịch vụ massage tại gia Hà Nội cực phê. Liên hệ: https://t.ly/hn_massage_vip dS8z","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1619"
"phase1_07184","E_m-L_A-G_A_I-X_I_N_H-D_N-m_u_o_n-H_E_N-H_O-K_I_N-D_A_O. A_d_d-Z_a_l_o: https://zalo.me/g/dn_kindao_888 yC5v","Em LÀ GÁI XINH Đà Nẵng muốn HẸN HÒ KÍN ĐÁO. Thêm bạn Zalo: https://zalo.me/g/dn_kindao_888 yC5v","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1620"
"phase1_07185","H-C-M-T-e-l-e-g-r-a-m: T-o-n-g-h-o-p-l-i-n-k-g-a-i-x-i-n-h-S-a-i-G-o-n-m-o-i-n-h-a-t. L-H: https://t.me/sg_links_daily bN1m","Hồ Chí Minh Telegram: Tổng hợp link gái xinh Sài Gòn mới nhất. Liên hệ: https://t.me/sg_links_daily bN1m","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1621"
"phase1_07186","H;N-Z;a;l;0: G;ä'i:n'g_ä'n;H;N-x;i'n;h-t'u_0'i-p;h;u;c-v;u-n;h;i;e't-t;i'n;h. X;e'm-m;e;n;u: https://bit.ly/hn_menu_girls wQ4s","Hà Nội Zalo: Gái ngắn Hà Nội xinh tươi phục vụ nhiệt tình. Xem menu: https://bit.ly/hn_menu_girls wQ4s","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 4 – Mixed special chars","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1622"
"phase1_07187","Đ_N-T_e_l_e_g_r_a_m: E_m-2_2_t-m_o_i-r_a-t_r_u_o_n_g-c_a_n-t_i_m-A-n_h-n_u_o_i. L_H: https://t.me/dn_sv_nuoi_99 kH2v","Đà Nẵng Telegram: Em 22 tuổi mới ra trường cần tìm Anh nuôi. Liên hệ: https://t.me/dn_sv_nuoi_99 kH2v","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1623"
"phase1_07188","H.C.M.Z.a.l.o: T.i.m.b.a.n.d.o.n.g.y.v.u.i.v.e.k.h.o.n.g.r.a.n.g.b.u.o.c.H.C.M. L.H: https://zalo.me/g/hcm_fun_no_string mP7l","Hồ Chí Minh Zalo: Tìm bạn đồng ý vui vẻ không ràng buộc Hồ Chí Minh. Liên hệ: https://zalo.me/g/hcm_fun_no_string mP7l","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1624"
"phase1_07189","H;N-T;e;l;e;g;r;a;m: G;@;i-c;a;o-c;a;p-H;N-m;o;i-v;e-t;u-S;G. X;e'm-a'n;h: https://t.me/hn_vip_girls_new cX3d","Hà Nội Telegram: Gái cao cấp Hà Nội mới về từ Sài Gòn. Xem ảnh: https://t.me/hn_vip_girls_new cX3d","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 5 – Extreme noise","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1625"
"phase1_07190","@nh_0i_em_x!nh_d4ng_t_i_HCM_mu0n_H_E_N_H_O_v0i_anh. X3m_anh_t4i_T.ele: https://t.ly/sg_baby_cute eR9t","Anh ơi em xinh đang tại Hồ Chí Minh muốn HẸN HÒ với anh. Xem ảnh tại Telegram: https://t.ly/sg_baby_cute eR9t","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1626"
"phase1_07191","Đ-N-T-e-l-e-g-r-a-m: K-e-n-h-c-u-n-g-c-a-p-s-i-n-h-v-i-e-n-D-a-N-a-n-g. J-o-i-n-n-g-a-y: https://t.me/dn_sv_hub vL5b","Đà Nẵng Telegram: Kênh cung cấp sinh viên Đà Nẵng. Tham gia ngay: https://t.me/dn_sv_hub vL5b","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1627"
"phase1_07192","H;C;M-Z;a;l;0: E;m-m;o;i-l;e'n-S;G-c;a'n-t;i;e'n-t;r;a-n;o. G;i;u'p-e;m-v;0'i-a-n;h: https://zalo.me/g/sg_help_sv nG7f","Hồ Chí Minh Zalo: Em mới lên Sài Gòn cần tiền trả nợ. Giúp em với anh: https://zalo.me/g/sg_help_sv nG7f","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 4 – Mixed special chars","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1628"
"phase1_07193","H_N-T_e_l_e_g_r_a_m: C_l_u_b-h_e_n-h_o-k_i_n-d_a_o-H_a-N_o_i-2_0_2_4. J_o_i_n: https://t.me/hn_secret_2024 dY3j","Hà Nội Telegram: Câu lạc bộ hẹn hò kín đáo Hà Nội 2024. Tham gia: https://t.me/hn_secret_2024 dY3j","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1629"
"phase1_07194","H-C-M-Z-a-l-o: S-V-n-o-i-t-r-u-H-C-M-n-h-a-n-d-i-t-o-u-r-v-u-i-v-e. L-H: https://bit.ly/hcm_tour_sv fP2k","Hồ Chí Minh Zalo: Sinh viên nội trú Hồ Chí Minh nhận đi tour vui vẻ. Liên hệ: https://bit.ly/hcm_tour_sv fP2k","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1630"
"phase1_07195","Đ;N-T;e;l;e;g;r;a;m: G;@;i-g;o;i-Đ;a-N;a'n;g-c;u;c-x;i'n;h. X;e'm-h;i'n;h-t;a;i-đ;a;y: https://t.me/dn_girls_top_1 rV6x","Đà Nẵng Telegram: Gái gọi Đà Nẵng cực xinh. Xem hình tại đây: https://t.me/dn_girls_top_1 rV6x","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 4 – Mixed special chars","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1631"
"phase1_07196","H.N.Z.a.l.o: E.m.l.a.s.i.n.h.v.i.e.n.H.N.m.u.o.n.k.i.e.m.t.h.e.m.t.h.u.n.h.a.p. L.H: https://zalo.me/g/hn_sv_parttime zX4m","Hà Nội Zalo: Em là sinh viên Hà Nội muốn kiếm thêm thu nhập. Liên hệ: https://zalo.me/g/hn_sv_parttime zX4m","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1632"
"phase1_07197","H;C;M-T;e;l;e;g;r;a;m: L;i'n;h-m;o;i-S;a;i-G;o;n-c;u;c-n;g;o'n. J;o;i;n-n;h;o'm: https://t.me/sg_new_girls_vip bN8u","Hồ Chí Minh Telegram: Lính mới Sài Gòn cực ngon. Tham gia nhóm: https://t.me/sg_new_girls_vip bN8u","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 5 – Extreme noise","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1633"
"phase1_07198","Đ-N-T-e-l-e-g-r-a-m: T-i-m-b-a-n-g-a-i-t-a-m-s-u-o-D-a-N-a-n-g. K-e-t-b-a-n-e-m-n-h-e: https://t.ly/dn_sweet_girl sL3p","Đà Nẵng Telegram: Tìm bạn gái tâm sự ở Đà Nẵng. Kết bạn em nhé: https://t.ly/dn_sweet_girl sL3p","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1634"
"phase1_07199","H_N-Z_a_l_o: G_a_i_g_o_i_H_a_N_o_i_g_i_a_r_e_m_a_v_a_n_n_g_o_n. X_e_m_h_i_n_h: https://zalo.me/g/hn_girls_cheap hQ5v","Hà Nội Zalo: Gái gọi Hà Nội giá rẻ mà vẫn ngon. Xem hình: https://zalo.me/g/hn_girls_cheap hQ5v","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1635"
"phase1_07200","H;C;M-T;e;l;e;g;r;a;m: G;@;i-v;u-o'n-h;o;a-S;a;i-G;o;n-p;h;u;c-v;u-2;4-7. L;H: https://t.me/sg_flower_garden kM9n","Hồ Chí Minh Telegram: Gái vườn hoa Sài Gòn phục vụ 24/7. Liên hệ: https://t.me/sg_flower_garden kM9n","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 4 – Mixed special chars","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1636"
"phase1_07201","H-N-T-e-l-e-g-r-a-m: S-v-n-g-o-n-t-a-i-H-a-N-o-i-c-a-n-n-g-u-o-i-g-i-u-p-d-o. L-H: https://bit.ly/hn_sv_support tX4z","Hà Nội Telegram: Sinh viên ngon tại Hà Nội cần người giúp đỡ. Liên hệ: https://bit.ly/hn_sv_support tX4z","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1637"
"phase1_07202","Đ_N-T_e_l_e_g_r_a_m: K_e_n_h-g_a_i-x_i_n_h-D_a-N_a_n_g-u_y-t_i_n. X_e_m-a_n_h-t_a_i: https://t.me/dn_girl_uy_tin pL2k","Đà Nẵng Telegram: Kênh gái xinh Đà Nẵng uy tín. Xem ảnh tại: https://t.me/dn_girl_uy_tin pL2k","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1638"
"phase1_07203","H;C;M-Z;a;l;0: E;m-1;8-t-m;o;i-v;e-S;G-c;a'n-t;i;m-A-n;h-D;a;d;d;y. L;H: https://zalo.me/g/sg_daddy_18 jH5v","Hồ Chí Minh Zalo: Em 18 tuổi mới về Sài Gòn cần tìm Anh Sugar Daddy. Liên hệ: https://zalo.me/g/sg_daddy_18 jH5v","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 4 – Mixed special chars","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1639"
"phase1_07204","H-N-Z-a-l-o: T-o-n-g-h-o-p-g-a-i-g-o-i-H-a-N-o-i-v-i-p-n-h-a-t. X-e-m-m-e-n-u-n-g-a-y: https://zalo.me/g/hn_girls_vip_1 bR7w","Hà Nội Zalo: Tổng hợp gái gọi Hà Nội vip nhất. Xem menu ngay: https://zalo.me/g/hn_girls_vip_1 bR7w","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1640"
"phase1_07205","H;C;M-T;e;l;e;g;r;a;m: P;h;u;c-v;u-t;a'n-n;o;i-S;a;i-G;o;n-g;i;a-r;e. K;e't-b;a'n: https://t.me/sg_girls_cheap_v1 mX3n","Hồ Chí Minh Telegram: Phục vụ tận nơi Sài Gòn giá rẻ. Kết bạn: https://t.me/sg_girls_cheap_v1 mX3n","1","1","0","personal_number","Nội dung nhạy cảm","LEVEL 4 – Mixed special chars","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1641"
"phase1_07367","Kw1n668_G.em_moi-T4I_app*nh4n-288k, x3_n4p_d4u, rut_ng4y-ko_c4n-n4p... Cl1ck: q82k.cc/bN9z","Kwin668 Game mới TẢI ứng dụng nhận 288 nghìn, nhân 3 nạp đầu, rút ngay không cần nạp... Nhấp: q82k.cc/bN9z","1","1","0","personal_number","Cờ bạc / Betting","LEVEL 4 – Mixed special chars","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1803"
"phase1_07369","K1m_L0ng~tuy3n_DAI_LY-h0a_h0ng_50%, tra_luong_Zal0: 0912883741. L1nk: klong.vip/a7G2","Kim Long tuyển ĐẠI LÝ hoa hồng 50%, trả lương Zalo: 0912883741. Liên kết: klong.vip/a7G2","1","1","1","shortcode","Cờ bạc / Betting","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1805"
"phase1_07371","J1L1-G.em_HOT-T4I_app_nh4n-199k! x3_n4p_d4u_choi-TLMN, X.oc-D.ia, N.ohu... t41: h91s.tech/vB2m","JILI Game HOT TẢI ứng dụng nhận 199 nghìn! Nhân 3 nạp đầu chơi Tiến Lên Miền Nam, Xóc Đĩa, Nổ Hũ... tải: h91s.tech/vB2m","1","1","0","personal_number","Cờ bạc / Betting","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1807"
"phase1_07373","G1ai_tri_2Q~Tuyen_D.ly_CHIET_KHAU-60%_Zalo_nhan_uudiem: 0388271662. L1nk: 2qbet.bet/uI8n","Giải trí 2Q Tuyển Đại lý CHIẾT KHẤU 60% Zalo nhận ưu điểm: 0388271662. Liên kết: 2qbet.bet/uI8n","1","1","1","shortcode","Cờ bạc / Betting","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1809"
"phase1_07375","Kw1n668*M0I_B4N_nh4n-555k_kh1-T4I_APP, x3_n4p_d4u, rut_ng4y... Cl1ck: p91j.cc/nH3x","Kwin668 MỜI BẠN nhận 555 nghìn khi TẢI ỨNG DỤNG, nhân 3 nạp đầu, rút ngay... Nhấp: p91j.cc/nH3x","1","1","0","personal_number","Cờ bạc / Betting","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1811"
"phase1_07377","K1m_L0ng_C4s1n0~Tuyen_dai_ly_v0i_HOA_HONG_den_55%,_Lien_he_Zalo: 0944182736. L1nk: klong.bet/qW1e","Kim Long Casino Tuyển đại lý với HOA HỒNG đến 55%, Liên hệ Zalo: 0944182736. Liên kết: klong.bet/qW1e","1","1","1","shortcode","Cờ bạc / Betting","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1813"
"phase1_07379","J1L1_G.em-N.ohu-TLMN_tang_ngay-88k_kh1_dang_ky_APP... Cl1ck: m19z.tech/rY7v","JILI Game Nổ hũ - Tiến Lên Miền Nam tặng ngay 88 nghìn khi đăng ký ỨNG DỤNG... Nhấp: m19z.tech/rY7v","1","1","0","personal_number","Cờ bạc / Betting","LEVEL 3 – Dot/dash insertion","synthetic","synthetic_label_1","data/synthetic/synthetic_label_1.csv","1815"
