content,label,has_url,has_phone_number,sender_type,category,level
Bộ Công an xin thông báo: Tài khoản định danh điện tử của ông/bà cần xác thực lại. Vui lòng gọi 0921334551 để được hướng dẫn.,1,0,1,personal_number,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal)
VNeID: Th0ng b4o c4p nh4t l4i th0ng t1n cu tru m01 nh4t. L1nk x4c thuc: vneid.dichvucong-gov.top,1,1,0,brandname,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng
Cục Viễn thông: S1m cu4 b4n chua zu0c z4ng ky ch1nh chu. F4i c4p nh4t t4i vnta-gov.top n3u kh0ng s3 b1 thu h01 s0.,1,1,0,brandname,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng
Bộ GTVT xin thông báo ông/bà có biên lai chưa nộp phạt. Vui lòng liên hệ 0782341890 để tránh bị cưỡng chế hành chính.,1,0,1,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal)
Cảnh sát Giao thông: H0 s0 v1 f4m j14o th0ng cu4 b4n z4 du0c j1 f3. Bam v4o phatnguoi.cc z3 x3m h1nh 4nh v1 f4m.,1,1,0,shortcode,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng
[TỔNG CỤC THUẾ] B4n du d13u k13n nh4n t13n h04n thu3 TNCN. L1nk d4ng ky: thue-online.vip-chinhphu.top,1,1,0,brandname,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng
Bộ Công an: Phat h13n t4i kh04n cu4 b4n l13n qu4n z3n zu0ng z4y l34o d40. Vui l0ng truy c4p bocongan-xacthuc.xyz,1,1,0,shortcode,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng
VNeID: X4c thuc t41 kh04n d1nh d4nh z13n tu muc 2 cu4 b4n. F4i ho4n th4nh t4i vneid-chinhphu.top ngay h0m n4y.,1,1,0,brandname,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng
Cục Viễn thông: T4i kh04n thu3 b4o v13n th0ng cu4 b4n b1 qu4 h4n. L13n h3 0901223344 d3 b13t th3m ch1 t13t.,1,0,1,personal_number,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng
Bộ Y Tế thông báo: Bạn có gói hỗ trợ Covid-19 chưa nhận. Nhận tại: https://boyte-vn.cc/hotro,1,1,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal)
"Cảnh sát Giao thông, Bộ GTVT: Phat h13n x3 cu4 b4n v1 f4m t0c d0. Bam v4o phatnguoi-vn.top z3 th4nh t04n f4t.",1,1,0,shortcode,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng
Tổng cục Thuế: Th0ng b4o x4c thuc h0 s0 thu3 TNCN nam 2024. Truy c4p d3 nh4n t13n: thue-vietnam.top,1,1,0,brandname,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng
Bộ Công an: Chung t01 f4t h13n b4n v1 f4m qu7 d1nh d1nh d4nh. F4i x4c thuc l4i t4i bocongan-gov.top.,1,1,0,brandname,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng
"VNeID: He thong dang bao tri, yeu cau xac thuc lai thong tin tai vneid-update.xyz de khong bi khoa.",1,1,0,personal_number,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal)
Cục Viễn thông: Th0ng b4o t4m kh04 th3 s1m z0 chu4 zu0c z1nh z4nh. Bam v4o vnta-gov.cc z3 c4p nh4t ngay.,1,1,0,brandname,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự)
Bộ GTVT: Ong (Ba) co b13n l4i v1 f4m h4nh ch1nh chua n0f. L13n h3 0888123455 z3 zu0c j14i qu3t.,1,0,1,shortcode,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng
Cảnh sát Giao thông: H0 s0 v1 ph4m g14o th0ng d4 duoc-gu1 den b4n. Xem ch1 t13t t4i: phatnguoi-chinhphu.top,1,1,0,brandname,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng
Tổng cục Thuế: Quý khách thuộc diện được giảm thuế giá trị gia tăng. Đăng ký tại: https://gdt-gov.xyz/giamthue,1,1,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal)
Bộ Công an: B4n dang b1 d13u tr4 h4nh v1 l34o d40. Vui l0ng truy c4p bocongan-vn.cc d3 l4m v13c.,1,1,0,brandname,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng
VNeID: Th0ng b4o t41 kh04n cu4 b4n b1 d4ng nh4p l4. F4i d01 m4 f1n t4i vneid-xacthuc.vip d3 b40 m4t.,1,1,0,shortcode,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng
Cục Viễn thông: S1m cu4 b4n s3 b1 thu h01 s4u 24h. L13n h3 0777334455 d3 du0c ho tr0 c4p nh4t th0ng t1n.,1,0,1,brandname,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng
Bộ Y Tế: Th0ng b4o b4n chua c4p nh4t s0 s0 sk d13n tu. Truy c4p boyte-gov.xyz d3 ho4n th4nh h0 s0.,1,1,0,brandname,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng
Cảnh sát Giao thông Việt Nam: Thông báo nộp phạt nguội cho phương tiện của bạn. Truy cập: https://csgt-gov.top,1,1,0,brandname,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal)
Tổng cục Thuế: B4n co kho4n n0 thue can thanh toan gap. Bam vao thue-chinhphu.vip z3 xem ch1 t13t.,1,1,0,shortcode,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự)
Bộ Công an: Y3u c4u x4c thuc d1nh d4nh d13n tu ngay h0m n4y t4i vneid-gov.cc d3 kh0ng b1 x7 l7 f4f lu4t.,1,1,0,brandname,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng
Cục Viễn thông: Th0ng b4o th3 s1m cu4 b4n s3 b1 ngung h04t d0ng. Truy c4p vnta-vn.top d3 k13m tr4.,1,1,0,personal_number,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng
Bộ GTVT: B4n co b13n b4n v1 f4m chua zu0c thanh t04n. L13n h3 0938112233 z3 du0c j14m f4t.,1,0,1,brandname,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng
VNeID: Th0ng b4o c4p nh4t th0ng t1n th3 b40 h13m y t3 v4o vneid. L1nk d4ng ky: vneid-byt.top,1,1,0,shortcode,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng
Tổng cục Thuế: Hồ sơ quyết toán thuế của bạn gặp lỗi. Vui lòng truy cập https://gdt-vn.xyz để chỉnh sửa.,1,1,0,personal_number,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal)
Cảnh sát Giao thông: Th0ng b4o t4m j17 j14y f3f l41 x3 z0 v1 f4m g14o th0ng. Truy c4p phatnguoi-chinhphu.top,1,1,0,brandname,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng
Bộ Công an: Thông báo lệnh bắt tạm giam đối với ông/bà. Vui lòng liên hệ 0812334455 để làm rõ sự việc.,1,0,1,personal_number,Dịch vụ công giả,LEVEL 0 – Không obfuscation (formal)
"8D4Y N4p 50k nh4n 100k, 1 v0ng cu0c rut MAXX 9999k. N0 Hu, B4n C4. DK: t.ly/gX82k vBszQ",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
J!L!_t4i @pp nh4n ngay 88k*x3 n4p d4u*T.L.M.N^X.oc-D.ia#N.ohu. L!nk: d72bs.cc/p9Wz,1,1,0,personal_number,Cờ bạc / Betting,LEVEL 4 – Mixed special chars
"789B3t ch01 B4cc4r4t truc t1ep, ch01 g4, x0 s0, rut t1en tr0ng 5 fhut. L!nk: h82nq.com",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
Aw!n-tuy3n D4! Ly~h04 h0ng 50%#L!en h3 Z4l0: 0987123456. URL: m92ks.bet,1,1,1,shortcode,Cờ bạc / Betting,LEVEL 4 – Mixed special chars
"Kw1n668 N4p 200k nh4n 500k, rut MAXX 20tr. N0 Hu, BCR. DK: t.ly/kPz71 rTewS",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
V7B3t_T4!_@pp-nh4n-99k#x3 n4p d4u!TLMN_X.oc.D.ia! L!nk: x92pz.tech/aBc7,1,1,0,personal_number,Cờ bạc / Betting,LEVEL 4 – Mixed special chars
"K1m L0ng C4s1n0 B4cc4r4t, ch01 g4, rut t1en 2 fhut. DK ng4y: b72ma.com",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
G!4! tr! 2Q*Tuy3n D4! Ly^h04 h0ng 45%@Z4l0: 0909123888. L!nk: q72nv.vip,1,1,1,shortcode,Cờ bạc / Betting,LEVEL 4 – Mixed special chars
"8D4Y N4p 1tr nh4n 2tr, rut MAXX k0 g101 h4n. N0 Hu, BCR. DK: t.ly/mN293 zXcvB",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
J!L!~t4i @pp^nh4n 66k#x3 n4p d4u_N.ohu-B.an.Ca. L!nk: c82jq.cc/kL91,1,1,0,personal_number,Cờ bạc / Betting,LEVEL 4 – Mixed special chars
"789B3t c4s1n0, x0 s0, ch01 g4. Rut t1en s13u t0c. L!nk: k12js.com",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
Aw!n#tuy3n d4! ly*h04 h0ng m4xx~Z4l0: 0945123789. L!nk: a82mx.bet,1,1,1,shortcode,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
"V7B3t N4p 50k nh4n 150k, 1 v0ng cu0c rut MAXX 5tr. DK: t.ly/qW812 nBvCx",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
Kw!n668_nh4n-55k-kh!_t4i @pp^T.L.M.N*X.oc.D.ia. L!nk: v72np.tech/uI82,1,1,0,personal_number,Cờ bạc / Betting,LEVEL 4 – Mixed special chars
"K1m L0ng C4s1n0, B4cc4r4t, rut t1en 3 fhut, CSKH 24/7. L!nk: g92ks.com",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
G!4! tr! 2Q^tuy3n d4! ly#h04 h0ng 60%@Z4l0: 0966778899. L!nk: z12pq.vip,1,1,1,shortcode,Cờ bạc / Betting,LEVEL 4 – Mixed special chars
"8D4Y N4p 300k nh4n 600k, rut MAXX 50tr. N0 Hu, B4n C4. DK: t.ly/aZ731 mKjNh",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự)
J!L!*nh4n 77k-kh!_t4i-@pp#X3 n4p d4u! N.ohu. L!nk: b22xz.cc/oP01,1,1,0,personal_number,Cờ bạc / Betting,LEVEL 4 – Mixed special chars
"789B3t B4cc4r4t, x0 s0, rut t1en tr0ng 1 fhut. L!nk: j82mq.com",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
Aw!n@tuy3n-d4!_ly#h04-h0ng 50%*Z4l0: 0922334455. L!nk: w92nx.bet,1,1,1,shortcode,Cờ bạc / Betting,LEVEL 4 – Mixed special chars
"V7B3t N4p 100k nh4n 250k, 1 v0ng cu0c rut MAXX 10tr. DK: t.ly/vY921 lKjHg",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
Kw!n668^nh4n-128k_t4i-@pp*T.L.M.N!X.oc.D.ia. L!nk: n82mz.tech/rE92,1,1,0,personal_number,Cờ bạc / Betting,LEVEL 4 – Mixed special chars
"K1m L0ng C4s1n0, B4cc4r4t truc t1ep, rut t1en 4 fhut. L!nk: d12ps.com",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
G!4! tr! 2Q#tuy3n-d4!-ly~h04-h0ng 55%@Z4l0: 0899112233. L!nk: s22jk.vip,1,1,1,shortcode,Cờ bạc / Betting,LEVEL 4 – Mixed special chars
"8D4Y N4p 500k nh4n 1tr, rut MAXX 100tr. N0 Hu, BCR. DK: t.ly/tU123 pOiUy",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự)
J!L!_t4i @pp-nh4n 99k*X3 n4p d4u#N.ohu!B.an.Ca. L!nk: m12qs.cc/tY54,1,1,0,personal_number,Cờ bạc / Betting,LEVEL 4 – Mixed special chars
"789B3t C4s1n0, ch01 g4, x0 s0, rut t1en 2 fhut. L!nk: x12nk.com",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
Aw!n*tuy3n_d4!_ly~h04 h0ng-60%@Z4l0: 0977889900. L!nk: l92ks.bet,1,1,1,shortcode,Cờ bạc / Betting,LEVEL 4 – Mixed special chars
"V7B3t N4p 200k nh4n 450k, 1 v0ng cu0c rut MAXX. DK: t.ly/iO932 qWeRt",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
Kw!n668#nh4n-200k^t4i-@pp!T.L.M.N*X.oc.D.ia. L!nk: p72mv.tech/yU71,1,1,0,personal_number,Cờ bạc / Betting,LEVEL 4 – Mixed special chars
"K1m L0ng C4s1n0, B4cc4r4t truc t1ep, rut t1en 5 fhut. L!nk: z92ps.com",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
G!4! tr! 2Q~tuy3n-d4!-ly#h04-h0ng 50%*Z4l0: 0933445566. L!nk: h22nk.vip,1,1,1,shortcode,Cờ bạc / Betting,LEVEL 4 – Mixed special chars
"8D4Y N4p 50k nh4n 120k, 1 v0ng cu0c rut MAXX 3tr. DK: t.ly/pL210 aSdfG",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
J!L!^t4i-@pp*nh4n-150k#x3 n4p d4u!N.ohu_B.an.Ca. L!nk: k82ls.cc/wE12,1,1,0,personal_number,Cờ bạc / Betting,LEVEL 4 – Mixed special chars
"789B3t C4s1n0, x0 s0, ch01 g4, rut t1en 1 fhut. L!nk: v12ms.com",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
Aw!n#tuy3n-d4!-ly*h04-h0ng-55%@Z4l0: 0901234567. L!nk: y82nk.bet,1,1,1,shortcode,Cờ bạc / Betting,LEVEL 4 – Mixed special chars
"V7B3t N4p 500k nh4n 1.2tr, 1 v0ng cu0c rut MAXX. DK: t.ly/xM821 zXcvB",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
Kw!n668_nh4n-250k*t4i-@pp#T.L.M.N^X.oc.D.ia. L!nk: u92js.tech/qP90,1,1,0,personal_number,Cờ bạc / Betting,LEVEL 4 – Mixed special chars
"K1m L0ng C4s1n0, B4cc4r4t, x0 s0, rut t1en 3 fhut. L!nk: n12qs.com",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
G!4! tr! 2Q*tuy3n_d4!_ly~h04 h0ng 65%#Z4l0: 0911223344. L!nk: t82ms.vip,1,1,1,shortcode,Cờ bạc / Betting,LEVEL 4 – Mixed special chars
VCB D1g1b4nk: T41 kh04n cua b4n d4 b1 kh04. D4ng nh4p t41 vcbdigibank.vn-kr.top d3 k1ch h04t l41 truoc 2h ch13u nay.,1,1,0,brandname,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng
T3chc0mb4nk: C4nh b40 b4n d4ng ky d1ch vu chuy3n t13n qu0c t3. Huy t41 techcombank.cc n3u kh0ng f41 b4n.,1,1,0,brandname,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng
MB B4NK: P4t h13n th13t b1 l4 truy c4p. N3u kh0ng f41 b4n h4y d01 m4 f1n t41 mbbank-online.vip nzhay.,1,1,0,brandname,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng
SHB D1g1b4nk: C4nh b40 r71 r0 t41 kh04n. Vuj l0ng truy c4p shbdigibank.vn-sh.top d3 k13m tr4 nzhay.,1,1,0,brandname,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng
S4c0mb4nk: P4t h13n truy c4p b4t thuong. Vuj l0ng d4ng nh4p sacombank.cc d3 x4c thuc ch1nh chu nzhay.,1,1,0,brandname,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng
[VCB DIGIBANK] T41 kh04n b1 d4ng nh4p t41 My. N3u kh0ng f41 b4n h4y t4m kh04 t41 vcbdigibank.cc nzhay.,1,1,0,brandname,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng
T3CHC0MB4NK: Qu7 kh4ch co 1 kh04n v4y f4t s1nh. K13m tr4 nzhay t41 techcombank-online.vip d3 d01 so4t.,1,1,0,brandname,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng
MB BANK: Quy kh4ch nh4n d70c qu4 t4ng tr1 zh4 1tr. Bam v40 mbbank.vn-zx.top d3 nh4n nzhay truoc 22h.,1,1,0,brandname,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng
SHB D1g1b4nk: P4t h13n 1 zh140 d1ch b4t thuong 5tr. Vuj l0ng truy c4p shbdigibank.cc d3 h7y zh140 d1ch.,1,1,0,brandname,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng
S4c0mb4nk: H3 th0ng nh4n th3y rwi r0 b40 m4t. Vuj l0ng d4ng nh4p sacombank-online.vip d3 b40 v3 tk.,1,1,0,brandname,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng
VCB D1g1b4nk: D1ch vw Smart 0TP cua b4n b1 l01. Vuj l0ng k1ch h04t l41 t41 vcbdigibank-online.vip nzhay.,1,1,0,brandname,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng
T3chc0mb4nk: P4t h13n truy c4p l4 t41 Ch1n4. Vuj l0ng d4ng nh4p techcombank.vn-ms.top d3 d01 m4 kh4u.,1,1,0,brandname,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng
MB BANK: Tk cua b4n bj kwh04 z0 th13w th0ng t1n. Bam v40 mbbank.cc z3 b0 swng nzhay truoc 20h.,1,1,0,brandname,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng
SHB D1g1b4nk: Th13t b1 cua b4n kh0ng t70ng th1ch h3 th0ng. Vuj l0ng c4p nh4t t41 shbdigibank-online.vip.,1,1,0,brandname,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng
S4c0mb4nk: Th3 t1n dwng cua b4n co zh140 d1ch l4. Bam v40 sacombank.vn-gh.top z3 k13m tr4.,1,1,0,brandname,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng
VCB D1g1b4nk: Th0ng b40 n7ng c4p h3 th0ng b40 m4t. Vuj l0ng d4ng nh4p vcbdigibank.cc d3 c4p nh4t.,1,1,0,brandname,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng
T3chc0mb4nk: C4nh b40 t41 kh04n co zh140 d1ch b4t thuong. X4c thuc t41 techcombank-online.vip nzhay.,1,1,0,brandname,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng
MB BANK: Chu0ng tr1nh tr1 4n kh4ch h4ng. Nh4n 500k t41 mbbank.vn-lp.top truoc kh1 h3t h4n 23h.,1,1,0,brandname,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng
SHB D1g1b4nk: T41 kh04n b1 t4m kwh04 z0 b40 m4t. Bam v40 shbdigibank.cc z3 k1ch h04t l41.,1,1,0,brandname,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng
S4c0mb4nk: Tk cua b4n bj t4m kwh04 v1 ly z0 b40 m4t. Vuj l0ng bam sacombank-online.vip z3 x4c thuc.,1,1,0,brandname,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng
"D4ng ky 789Bet n4p 50k nh4n 150k. 1 v0ng cu0c rut MAXX 10tr. No Hu, B4n C4... Click: t.ly/aB92x zK82s",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
"Kwin668_T41_APP^nh4n-99k. x3 n4p d4u, rut ngay ko c4n n4p. TLMN, X.oc-D.ia, N.ohu. Link: k82z.tech/mQ1p",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
"V7Bet chao mung thanh v1en m01. Baccarat truc t13p, cho1 g4, xo so. Rut t13n 3 fhut, CSKH 24/24. Web: v92kx.com",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
K1m_L0ng-tuy3n D41 Ly_h0a h0ng 55%. Zalo: 0912345678. Link: klong.vip #ag01,1,1,1,shortcode,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
"8D4Y tang b4n 88k th3 h01. N4p 200k nh4n 500k, rut t13n ch3nh l3ch tro trong 1 fhut. t.ly/hG72n bN92",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
"JILI_G3M-m01-tang-299k_khi-t41-app. x3 n4p d4u, ko c4n n4p rut ngay. N.ohu-X.ocdia. Link: j91x.cc/vO9w",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
"Aw1n top 1 VN. Baccarat, cho1 g4, xo so. Rut t13n trong 3 fhut, CSKH 24/24. Truy cap: a82z.com",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
G1ai_tri-2Q_tuy3n-D41-Ly_h0a-h0ng-60%. Zalo: 0987654321. Link: g2q.bet #km99,1,1,1,shortcode,Cờ bạc / Betting,LEVEL 3 – Dot/dash insertion
"789B3t n4p 100k nh4n 300k. 1 v0ng cu0c rut MAXX 20tr. No Hu, B4n C4. Click: t.ly/uI82m xR51p",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
"Kwin668-T41-APP*nh4n-188k! x3 n4p d4u, TLMN, X.oc-D.ia, N.ohu... Link: kw88.tech/eD3v",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
"V7B3t chao mung. Baccarat truc t13p, cho1 g4, xo so. Gui va rut trong 3 fhut. Web: v72p.com",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự)
K1m-Long-Casino_tuy3n-D41-Ly-ch13t-kh4u-cao. Zalo: 0901223344. Link: klc.vip #tk04,1,1,1,shortcode,Cờ bạc / Betting,LEVEL 3 – Dot/dash insertion
"8D4Y n4p 50k nh4n 100k. 1 v0ng cu0c rut MAXX 5tr. No Hu, B4n C4... Click: t.ly/yT61q oL92m",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
"JILI-G3M*tang-150k^khi-t4i-app. Rut ngay ko c4n n4p. TLMN, X.oc-D.ia. Link: ji91.cc/rF4x",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
"Aw1n san cho1 dang cap. Baccarat, cho1 g4, xo so. CSKH 24/24. Truy cap: aw99.com",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự)
G1ai-tri-2Q-tuy3n-D41-Ly-hoa-hong-khung. SĐT/Zalo: 0933445566. Link: gt2q.bet #dl88,1,1,1,shortcode,Cờ bạc / Betting,LEVEL 3 – Dot/dash insertion
"789B3t chao xuan n4p 200k nh4n 600k. Rut MAXX 50tr. No Hu, B4n C4. DK: t.ly/pL22z qA91s",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự)
"Kwin668_T41_APP-nh4n-quy-KM-299k. TLMN, X.oc-D.ia, N.ohu. Link: kw92.tech/iO7u",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 3 – Dot/dash insertion
"V7B3t khuyen m41 dac b13t. Baccarat, cho1 g4. Rut t13n 3 fhut. Web: v7bet.com",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
Kim_Long_Casino-tuy3n-D41-Ly-50%. Zalo: 0944556677. Link: kl88.vip #km11,1,1,1,shortcode,Cờ bạc / Betting,LEVEL 3 – Dot/dash insertion
"8D4Y n4p 100k nh4n 250k. 1 v0ng cu0c rut MAXX 15tr. No Hu, B4n C4. t.ly/mK33x vB12n",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
"JILI*T41-APP-nh4n-ngay-88k! Rut ngay ko c4n n4p. TLMN, N.ohu. Link: jil9.cc/tY5e",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
"Aw1n-tang-b4n-68k-trai-nghi3m. Baccarat, cho1 g4. CSKH 24/24. Web: awin8.com",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 3 – Dot/dash insertion
G1ai_tri_2Q-tuy3n-D41-Ly-toan-quoc. Zalo: 0955667788. Link: gtr2q.bet #ag92,1,1,1,shortcode,Cờ bạc / Betting,LEVEL 3 – Dot/dash insertion
789B3t-tang-v0u-ch3r-500k. N4p 1tr nh4n 2tr. 1 v0ng cu0c rut. Click: t.ly/rE11q nX72k,1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
"Kwin668_N4P-1-DUOC-3. TLMN, X.oc-D.ia, N.ohu. T41 app tai: kwin9.tech/uN3x",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
"V7B3t-s0-1-chau-A. Baccarat, cho1 g4. Rut t13n nhanh ch0ng. Web: v792.com",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
K1m_L0ng-tuy3n-CTV-hoa-hong-cao. Zalo: 0966778899. Link: klc99.vip #ctv1,1,1,1,shortcode,Cờ bạc / Betting,LEVEL 3 – Dot/dash insertion
"8D4Y n4p 50k nh4n 120k. 1 v0ng cu0c rut MAXX 8tr. No Hu, B4n C4. t.ly/wQ44z mJ22o",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
"JILI^tang-qua-khung-199k-khi-t4i-app. Rut ngay. TLMN, X.oc-D.ia. Link: jili8.cc/bV6y",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 3 – Dot/dash insertion
"Aw1n-khuy3n-m4i-n4p-d4u-100%. Baccarat, cho1 g4. Web: awin7.com",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 3 – Dot/dash insertion
G1ai-tri-2Q_hop-tac-D41-Ly-65%. Zalo: 0977889900. Link: gt2q.vip #dl55,1,1,1,shortcode,Cờ bạc / Betting,LEVEL 3 – Dot/dash insertion
"789B3t n4p 50k nh4n 188k. Rut MAXX 12tr. No Hu, B4n C4. DK: t.ly/sX55n kL81v",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng
"Kwin668*G3M-m01-tang-100k. TLMN, X.oc-D.ia, N.ohu. Link: kwin7.tech/zQ1m",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 3 – Dot/dash insertion
"V7B3t-rut-t13n-trong-3-fhut. Baccarat, cho1 g4. CSKH 24/24. Web: v7pro.com",1,1,0,personal_number,Cờ bạc / Betting,LEVEL 3 – Dot/dash insertion
Kim_Long-Casino-Dai-Ly-uu-dai. Zalo: 0988990011. Link: klc77.vip #ag22,1,1,1,shortcode,Cờ bạc / Betting,LEVEL 3 – Dot/dash insertion
