row_index,category,level,leet_token_ratio_before,leet_token_ratio_after,content_before,content_after
1698,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.2308,0.1154,BHXH: Ong (Ba) da du d!eu k!en nhan t1en h0 tro COVID-19. Bam vao mo.poiuy.com de nhan. QUA HAN SE KHONG DUOC CHAP NHAN! hG7f,BHXH: Ong (Ba) da du dieu kien nhan t1en ho tro COVID-19. Bam vao mo.poiuy.com de nhan. QUA HAN SE KHONG DUOC CHAP NHAN! hG7f
1699,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.1923,0.1154,Hoan thue TNCN: Ban da du d!eu k!en nhan t1en tu Bo LD-TB-XH. Bam vao www.asdfg.icu. QUA HAN SE KHONG DUOC CHAP NHAN! dS3a,Hoan thue TNCN: Ban da du dieu kien nhan t1en tu Bo LD-TB-XH. Bam vao www.asdfg.icu. QUA HAN SE KHONG DUOC CHAP NHAN! dS3a
1700,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.24,0.12,Quyet dinh BHXH: Ong (Ba) da du d!eu k!en nhan t1en h0 tro BHTN. Nhan tai www.zxcvb.icu. QUA HAN SE KHONG DUOC CHAP NHAN! pO1i,Quyet dinh BHXH: Ong (Ba) da du dieu kien nhan t1en ho tro BHTN. Nhan tai www.zxcvb.icu. QUA HAN SE KHONG DUOC CHAP NHAN! pO1i
1701,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.1667,0.0833,Ho tro COVID-19: Ban da du d!eu k!en nhan t1en theo NQ-116. Bam vao mo.mnbvc.com. QUA HAN SE KHONG DUOC CHAP NHAN! uY6t,Ho tro COVID-19: Ban da du dieu kien nhan t1en theo NQ-116. Bam vao mo.mnbvc.com. QUA HAN SE KHONG DUOC CHAP NHAN! uY6t
1882,Giả mạo ngân hàng,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.3889,0.2778,[VIETCOMBANK] Tai kh04n cua ban da bi kh04. Vui l0ng dang nh4p v13tc0mb4nk.vn-tr.top de x4c thuc truoc 24h.,[VIETCOMBANK] Tai kh04n cua ban da bi kh04. Vui l0ng dang nhap v13tc0mb4nk.vn-tr.top de xac thuc truoc 24h.
1911,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.3636,0.1818,Bộ GTVT xin thông báo: Ong (BA) da du d!eu k!en HOAN T1EN f4t nzu01. Bam vao link www.gtvt-gov.xyz de nh4n t13n.,Bộ GTVT xin thông báo: Ong (BA) da du dieu kien HOAN T1EN phat nzu01. Bam vao link www.gtvt-gov.xyz de nh4n tien.
2150,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.5,0.4474,"CANH BAO LAN CUOI!!! ong Tr4n Qu0c Tu4n CMND 025184937 phai th4nh tu4n 4,321,500VND cho FE Cr3d1t truvc 24H nu4. Neu khong se C0ng Kh41 H1NH ANH v4 thong b40 ngu01 th4n gia d1nh n01 lam v13c. LH Zalo: 0987123456.","CANH BAO LAN CUOI!!! ong Tr4n Qu0c Tu4n CMND 025184937 phai th4nh tu4n 4,321,500VND cho FE Cr3d1t truvc 24H nu4. Neu khong se Cong Kh41 H1NH ANH v4 thong b40 ngu01 th4n gia dinh n01 lam v13c. LH Zalo: 0987123456."
2155,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4857,0.4571,TB KHAN: 0/B v4 nhung ngu01 lien qu4n se phai ch1u tr4ch nh13m h1nh sv. Ph0ng AN N1NH D13U TRA se vao cu0c d13u tra t04n Bo thong t1n h1nh 4nh cua O/B truvc 17g hom nay.,TB KHAN: 0/B v4 nhung ngu01 lien qu4n se phai ch1u tr4ch nh13m h1nh sv. Ph0ng AN N1NH D13U TRA se vao cu0c dieu tra t04n Bo thong t1n h1nh 4nh cua O/B truvc 17g hom nay.
2157,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.3429,0.2857,"[CANH CAO LAN CUOI]: BA DO Th1 Hv0ng CMND 191084532 phai th4nh t04n 6,892,000VND cho Trung t4m Thu hoi N0 truvc 16H Ngay 24/11. H3t thoi han se C0ng Kh41 H1NH ANH len mang xa hoi. LH: 0377881122.","[CANH CAO LAN CUOI]: BA DO Th1 Hv0ng CMND 191084532 phai th4nh t04n 6,892,000VND cho Trung t4m Thu hoi NO truvc 16H Ngay 24/11. H3t thoi han se Cong Kh41 H1NH ANH len mang xa hoi. LH: 0377881122."
2167,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4054,0.3784,TB KHAN: PC02 thong b40 O/B phai ch1u tr4ch nh13m h1nh sv v3 khoan n0 QUA HAN t41 c4c t0 chvc t1n dung. Yeu cu lien he g4p truvc 17g hom nay de duoc huong kh04n hong. LH: 84911223344.,TB KHAN: PC02 thong b40 O/B phai ch1u tr4ch nh13m h1nh sv v3 khoan n0 QUA HAN t41 c4c t0 chvc t1n dung. Yeu cu lien he g4p truvc 17g hom nay de duoc huong khoan hong. LH: 84911223344.
2169,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4324,0.4054,"[CANH CAO LAN CUOI]: TB KHAN: Trung t4m Thu hoi N0 yeu cu O/B Nguy3n Th1 Hu3 CMND 172083451 th4nh t04n 3,947,000VND truvc 24H nu4. Neu bat h0p t4c se de ngh1 ch4n moi g140 d1ch ngan hang. LH: 0909887766.","[CANH CAO LAN CUOI]: TB KHAN: Trung t4m Thu hoi N0 yeu cu O/B Nguy3n Th1 Hu3 CMND 172083451 th4nh t04n 3,947,000VND truvc 24H nu4. Neu bat h0p t4c se de ngh1 ch4n moi giao d1ch ngan hang. LH: 0909887766."
2172,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4062,0.375,"[CANH CAO LAN CUOI]: ong Phan Th4nh Lu4n CMND 082094556677 phai dong 18,342,000VND cho FE Cr3d1t truvc 16H Ngay 27/11. Chung t01 se khong ch1u tr4ch nh13m kh1 H1NH ANH bi ph4t t4n. LH: 0977889900.","[CANH CAO LAN CUOI]: ong Phan Th4nh Lu4n CMND 082094556677 phai dong 18,342,000VND cho FE Cr3d1t truvc 16H Ngay 27/11. Chung t01 se khong ch1u tr4ch nh13m kh1 H1NH ANH bi phat t4n. LH: 0977889900."
2173,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.439,0.4146,TB KHAN: Ph0ng AN N1NH D13U TRA thong b40 O/B da v1 ph4m ph4p lu4t h1nh sv. Yeu cu tr1nh d13n truvc 17g hom nay de lam r0 c4c khoan v4y khong tra. Bat h0p t4c se bi cuvng ch3 di ly.,TB KHAN: Ph0ng AN N1NH D13U TRA thong b40 O/B da vi ph4m ph4p lu4t h1nh sv. Yeu cu tr1nh d13n truvc 17g hom nay de lam r0 c4c khoan v4y khong tra. Bat h0p t4c se bi cuvng ch3 di ly.
2175,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4595,0.4054,"[CANH CAO LAN CUOI]: TB KHAN: BA Tr4n Th1 L3 CMND 182093456 phai th4nh tu4n 4,554,000VND cho HD S41s0n truvc 17g hom nay. H0 s0 se duoc chu y3n s4ng Bo ph4n th1 h4nh 4n d14 phuvng. LH: 0366778899.","[CANH CAO LAN CUOI]: TB KHAN: BA Tr4n Th1 L3 CMND 182093456 phai th4nh tu4n 4,554,000VND cho HD S41s0n truvc 17g hom nay. HO so se duoc chu y3n s4ng Bo ph4n th1 h4nh 4n d14 phuvng. LH: 0366778899."
2184,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4,0.3429,"[CANH CAO LAN CUOI]: ong D13p Qu0c Tuan CMND 021095544 phai th4nh tu4n 32,874,500VND cho Mcredit truvc 17g hom nay. H0 s0 se duoc chuy3n cho co qu4n th1 h4nh 4n cuvng ch3 tai san. LH: 0344221133.","[CANH CAO LAN CUOI]: ong D13p Qu0c Tuan CMND 021095544 phai th4nh tu4n 32,874,500VND cho Mcredit truvc 17g hom nay. HO so se duoc chuy3n cho co qu4n th1 h4nh 4n cuvng ch3 tai san. LH: 0344221133."
2280,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.55,0.2,C4nh s4t G140 thong: Ban co h0 s0 v1 ph4m tr3n he thong. Tru y cap: phatnguoi-gov.top-vn.xyz de n0p ph4t nay,Canh sat GIAO thong: Ban co ho so vi ph4m tr3n he thong. Tru y cap: phatnguoi-gov.top-vn.xyz de n0p phat nay
2281,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.55,0.4,Bo GTVT: Thong b4o cu01 cung v3 v13c n0p ph4t v1 ph4m j14o thong. Lien he: 0702345678 de b13t chi t13t,Bo GTVT: Thong b4o cuoi cung v3 v13c n0p phat vi ph4m j14o thong. Lien he: 0702345678 de b13t chi t13t
2314,Giả mạo ngân hàng,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4706,0.3529,VIETCOMBANK: T41 kh04n bi t4m kh04 do b40 mat. Vui l0ng x4c thuc tai vietcombank.vn-01.top trong 30 phut,VIETCOMBANK: T41 kh04n bi t4m khoa do b40 mat. Vui l0ng xac thuc tai vietcombank.vn-01.top trong 30 phut
2316,Giả mạo ngân hàng,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.3529,0.2941,TECHCOMBANK: T41 kh04n da bi dang nh4p b01 th13t bi la. Truy cap techcombank.vn-88.top de kiem tra,TECHCOMBANK: T41 kh04n da bi dang nhap b01 th13t bi la. Truy cap techcombank.vn-88.top de kiem tra
2323,Giả mạo ngân hàng,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.5789,0.4211,BIDV: T41 kh04n bi t4m kh04. Vui l0ng x4c thuc tai bidv.vn-z2.top tr3n d13n th041 de tranh mat t13n,BIDV: T41 kh04n bi t4m khoa. Vui l0ng xac thuc tai bidv.vn-z2.top tr3n d13n th041 de tranh mat tien
2325,Giả mạo ngân hàng,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4375,0.25,MB BANK: T41 kh04n da bi kh04. Dang nh4p tai mbbank.vn-0nl1n3.top de x4c thuc thong t1n,MB BANK: T41 kh04n da bi khoa. Dang nhap tai mbbank.vn-0nl1n3.top de xac thuc thong t1n
2330,Giả mạo ngân hàng,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.5294,0.2941,VCB Digibank: T41 kh04n bi kh04 do v1 pham ch1nh s4ch. Truy cap vcbdigibank.vn-qr.top de m0 kh04,VCB Digibank: T41 kh04n bi khoa do vi pham chinh s4ch. Truy cap vcbdigibank.vn-qr.top de m0 khoa
2379,Tuyển dụng giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.35,0.3,T1kt0k dang tuyen nh4n vien x-u-l-y don hang. Thu nh4p 800.000d/ng4y. Nhan t13n s4u 15 phut. Tuoi 22-65. Lien he Zalo: zalo.me/84912345678 Zalo: 84912345678,T1kt0k dang tuyen nh4n vien x-u-l-y don hang. Thu nh4p 800.000d/ng4y. Nhan tien s4u 15 phut. Tuoi 22-65. Lien he Zalo: zalo.me/84912345678 Zalo: 84912345678
2395,Tuyển dụng giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4737,0.4211,T1kt0k tuyen nv xu ly z0n hang. Nh4n t13n s4u 13-25 f4n. Thu nh4p 350-999k/ngay. Tuoi 23-60. Zalo: zalo.me/84966778899 Zalo: 84966778899,T1kt0k tuyen nv xu ly z0n hang. Nh4n t13n s4u 13-25 f4n. Thu nhap 350-999k/ngay. Tuoi 23-60. Zalo: zalo.me/84966778899 Zalo: 84966778899
2403,Tuyển dụng giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4737,0.4211,T1kt0k tuyen nv xu ly z0n hang. Thu nh4p 350-999k/ngay. Nh4n t13n s4u 20 f4n. Tuoi 23-60. Zalo: zalo.me/84944556677 Zalo: 84944556677,T1kt0k tuyen nv xu ly z0n hang. Thu nh4p 350-999k/ngay. Nh4n tien s4u 20 f4n. Tuoi 23-60. Zalo: zalo.me/84944556677 Zalo: 84944556677
2477,Tuyển dụng giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.36,0.32,"Lazada tuyen nh4n vien xu ly don hang t41 nha. Thu nh4p 800k/ngay. Tuoi 23-65. Th4o t4c don g14n, k0 can kinh nghiem. Zalo: zalo.me/84933647582","Lazada tuyen nh4n vien xu ly don hang t41 nha. Thu nhap 800k/ngay. Tuoi 23-65. Th4o t4c don g14n, k0 can kinh nghiem. Zalo: zalo.me/84933647582"
2483,Tuyển dụng giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4348,0.3913,"T1kt0k can tuyen nh4n vien xu ly don. Thu nh4p 400-1tr/ngay. Th4o t4c don g14n, nhan t13n s4u 15 ph_ut. Zalo: zalo.me/84988990011 Zalo: 84988990011","T1kt0k can tuyen nh4n vien xu ly don. Thu nh4p 400-1tr/ngay. Th4o t4c don g14n, nhan tien s4u 15 ph_ut. Zalo: zalo.me/84988990011 Zalo: 84988990011"
2539,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4186,0.3488,"[CANH CAO LAN CUOI]: C0ng ty T41 ch1nh FE thong b40 Ong Tr4n Th4nh T4m CMND: 125678394012 phai dong 3,947,000VND truoc 17g hom nay. Neu khong thanh tu4n se bi gh1 n0 x4u CIC v4 thong b40 ngu01 th4n gia d1nh. Lien he Zalo: 0387654321.","[CANH CAO LAN CUOI]: C0ng ty T41 chinh FE thong b40 Ong Tr4n Th4nh T4m CMND: 125678394012 phai dong 3,947,000VND truoc 17g hom nay. Neu khong thanh tu4n se bi gh1 no x4u CIC v4 thong b40 ngu01 th4n gia dinh. Lien he Zalo: 0387654321."
2541,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4565,0.4348,"CANH BAO LAN CUOI!!! BA Bui Thi Hoa CMND: 025671239 phai lien he g4p Trung t4m Thu hoi N0 de th4nh tu4n 4,554,336VND truoc 24H nu4. Neu khong h0p t4c se C0ng Kh41 H1NH 4NH v4 THONG T1N len XA HOI v4 gu1 don v3 d14 phu0ng.","CANH BAO LAN CUOI!!! BA Bui Thi Hoa CMND: 025671239 phai lien he g4p Trung t4m Thu hoi N0 de th4nh tu4n 4,554,336VND truoc 24H nu4. Neu khong h0p t4c se Cong Kh41 H1NH 4NH v4 THONG T1N len XA HOI v4 gu1 don v3 d14 phu0ng."
2545,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.3571,0.3095,"[CANH CAO LAN CUOI]: C0ng ty T41 ch1nh FE thong b40 BA Bu1 Thu Th40 CMND: 272091834 phai dong 1,285,000VND truoc 17g hom nay. Neu khong h0p t4c se bi truy thu tai san v4 g01 d13n cho t4t c4 danh ba. LH: 0333444555.","[CANH CAO LAN CUOI]: C0ng ty T41 chinh FE thong b40 BA Bu1 Thu Th40 CMND: 272091834 phai dong 1,285,000VND truoc 17g hom nay. Neu khong h0p t4c se bi truy thu tai san v4 g01 d13n cho t4t ca danh ba. LH: 0333444555."
2549,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.5429,0.5143,"TB KHAN: Ong Ph4n M1nh Kh04 CMND: 042091002345 n0 M1r43 Ass3t 32,150,400VND. Canh b40 l4n cu01 truoc 16H Ngay 22/10 phai th4nh tu4n t01 thieu 5,000,000VND neu khong se bi gu1 don t0 c40 len PC02. LH: 0966554433.","TB KHAN: Ong Ph4n M1nh Kh04 CMND: 042091002345 n0 M1r43 Ass3t 32,150,400VND. Canh b40 l4n cuoi truoc 16H Ngay 22/10 phai th4nh tu4n t01 thieu 5,000,000VND neu khong se bi gu1 don t0 c40 len PC02. LH: 0966554433."
2551,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.381,0.3333,"[CANH CAO LAN CUOI]: Ong Luong GIA Huy CMND: 285091234 phai thanh tu4n 11,250,000VND cho HD S41s0n truoc 24H nu4. Qua thoi han h1nh 4nh v4 thong t1n c4 nh4n se bi r4o ban n0 tr3n c4c tr4ng mang xa hoi. LH Zalo: 0322112233.","[CANH CAO LAN CUOI]: Ong Luong GIA Huy CMND: 285091234 phai thanh tu4n 11,250,000VND cho HD S41s0n truoc 24H nu4. Qua thoi han h1nh 4nh v4 thong t1n ca nh4n se bi r4o ban no tr3n c4c tr4ng mang xa hoi. LH Zalo: 0322112233."
2553,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.525,0.5,"CANH BAO LAN CUOI!!! BA D40 Tuy3t Nh1 CMND: 001095006734 n0 H0m3 Cr3d1t 6,550,000VND. Han ch0t 17g hom nay. Neu khong thanh tu4n se gu1 thong b40 v3 d14 phu0ng v4 tru0ng h0c cua c0n c41 de thu hoi n0. LH: 0399112233.","CANH BAO LAN CUOI!!! BA D40 Tuy3t Nh1 CMND: 001095006734 n0 H0m3 Cr3d1t 6,550,000VND. Han ch0t 17g hom nay. Neu khong thanh tu4n se gu1 thong b40 v3 d14 phu0ng v4 tru0ng h0c cua c0n c41 de thu hoi no. LH: 0399112233."
2559,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.5294,0.4706,"CANH BAO LAN CUOI!!! Ong D1nh T13n Dung CMND: 172093451 n0 M1r43 Ass3t 12,347,000VND. Deadline 24H nu4. Neu khong h0p t4c h1nh 4nh se bi r4o ban tr3n c4c hoi nh0m d01 n0. LH SĐT: 0366778899.","CANH BAO LAN CUOI!!! Ong Dinh T13n Dung CMND: 172093451 n0 M1r43 Ass3t 12,347,000VND. Deadline 24H nu4. Neu khong h0p t4c h1nh 4nh se bi r4o ban tr3n c4c hoi nh0m d01 no. LH SĐT: 0366778899."
2561,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.5429,0.4857,"TB KHAN: Ong T4 M1nh Qu4n CMND: 035091004567 n0 Mcred1t 4,750,500VND. Yeu cau th4nh tu4n truoc 17g hom nay. Qua thoi han se thong b40 cho ngu01 th4n v4 d14 phu0ng b13t v3 kh04n n0. LH: 0388990011.","TB KHAN: Ong T4 M1nh Qu4n CMND: 035091004567 n0 Mcred1t 4,750,500VND. Yeu cau th4nh tu4n truoc 17g hom nay. Qua thoi han se thong b40 cho ngu01 th4n v4 d14 phu0ng b13t v3 khoan no. LH: 0388990011."
2563,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4857,0.4571,"[CANH CAO LAN CUOI]: BA M41 Phu0ng Thuy CMND: 245091823 n0 H0m3 Cr3d1t 7,285,600VND. Deadline 24H nu4. Neu khong thanh tu4n se bi gh1 n0 x4u CIC v4 thong b40 v3 n01 lam v13c. LH Zalo: 0933445566.","[CANH CAO LAN CUOI]: BA M41 Phu0ng Thuy CMND: 245091823 n0 H0m3 Cr3d1t 7,285,600VND. Deadline 24H nu4. Neu khong thanh tu4n se bi gh1 no x4u CIC v4 thong b40 v3 n01 lam v13c. LH Zalo: 0933445566."
2567,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4524,0.381,TB KHAN: Ph0ng AN NINH DIEU TRA thong b40 d3n O/B. H0 s0 n0 x4u co d4u h13u lam dung t1n nh13m chiem doat tai san se bi kh01 t0 h1nh su. Yeu cau lien he trong v0ng 24H nu4 de g141 quy3t.,TB KHAN: Ph0ng AN NINH DIEU TRA thong b40 d3n O/B. HO so n0 x4u co d4u h13u lam dung t1n nh13m chiem doat tai san se bi kh01 t0 h1nh su. Yeu cau lien he trong vong 24H nu4 de g141 quy3t.
2573,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.5778,0.4667,TB KHAN: O/B phai ch1u tr4ch nh13m h1nh su v3 h4nh v1 tron no. Ph0ng AN NINH DIEU TRA se d13u tra t04n Bo thong t1n ngu01 th4n v4 n01 lam v13c co lien qu4n. Th4nh tu4n trong v0ng 24H nu4 de d1nh ch3 h0 s0.,TB KHAN: O/B phai ch1u tr4ch nh13m h1nh su v3 h4nh vi tron no. Ph0ng AN NINH DIEU TRA se d13u tra t04n Bo thong t1n ngu01 th4n v4 n01 lam v13c co lien qu4n. Th4nh tu4n trong vong 24H nu4 de dinh ch3 ho so.
2577,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.475,0.35,CANH BAO LAN CUOI!!! O/B co thoi han truoc 17g hom nay de th4nh tu4n n0. Ph0ng AN NINH DIEU TRA se d13u tra v4 c0ng kh41 thong t1n t01 ph4m c4 nhan len c4c phu0ng t13n thong t1n d14 phu0ng.,CANH BAO LAN CUOI!!! O/B co thoi han truoc 17g hom nay de th4nh tu4n no. Ph0ng AN NINH DIEU TRA se dieu tra v4 cong kh41 thong t1n t01 ph4m ca nhan len c4c phu0ng tien thong t1n d14 phu0ng.
2581,Giả mạo ngân hàng,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4118,0.3529,[SHB DIGIBANK] C4nh b40 rui r0 tai kh04n. Wuy khach vao shbdigibank.vn-secure.top de ki3m tra truoc 12h.,[SHB DIGIBANK] Canh b40 rui r0 tai kh04n. Wuy khach vao shbdigibank.vn-secure.top de ki3m tra truoc 12h.
2618,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4474,0.3947,"TB KHAN: C0ng ty T41 ch1nh F3 thong b4o ong Luong Th3 V1nh CMND 052093847561 phai dong 32,481,250VND truoc 16H Ngay 24/05. Neu khong h0p t4c se C0ng kh41 H1NH 4NH v4 THONG T1N len mang xa hoi. LH Zalo: 0938475621.","TB KHAN: C0ng ty T41 chinh F3 thong b4o ong Luong Th3 V1nh CMND 052093847561 phai dong 32,481,250VND truoc 16H Ngay 24/05. Neu khong h0p t4c se Cong kh41 H1NH 4NH v4 THONG T1N len mang xa hoi. LH Zalo: 0938475621."
2625,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4412,0.3824,"CANH BAO LAN CUOI!!! Ph0ng AN N1NH D13U TRA yeu cau ong Chung Th4nh Ph0ng CMND 112093847 lien he g4p 0362847159 de g141 quy3t kh04n n0 2,473,800VND. Neu khong se kh01 t0 vu 4n h1nh su.","CANH BAO LAN CUOI!!! Ph0ng AN N1NH D13U TRA yeu cau ong Chung Th4nh Ph0ng CMND 112093847 lien he g4p 0362847159 de g141 quy3t khoan no 2,473,800VND. Neu khong se kh01 t0 vu 4n h1nh su."
2718,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.2069,0.1034,[T.B] BHXH VN: Ong (Ba) da du d!eu k!en NHAN T1EN h0 tro tu quy BH-TN. Bam vao www.vksda.icu de lay. QUA HAN SE KHONG DUOC CHAP NHAN! mN8b,[T.B] BHXH VN: Ong (Ba) da du dieu kien NHAN T1EN ho tro tu quy BH-TN. Bam vao www.vksda.icu de lay. QUA HAN SE KHONG DUOC CHAP NHAN! mN8b
2719,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.1818,0.1364,Quy_BHTN: Ban^da~du-D!EU-K!EN_nh4n-T1EN_h0~tro theo NQ-116. Nhan tai: mo.asdfg.com. QUA*HAN*SE*KHONG~DUOC-CHAP-NHAN! kL2p,Quy_BHTN: Ban^da~du-DIEU-K!EN_nh4n-T1EN_h0~tro theo NQ-116. Nhan tai: mo.asdfg.com. QUA*HAN*SE*KHONG~DUOC-CHAP-NHAN! kL2p
2721,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.3333,0.2857,H0-tro_C0V1D-19! Ban*da~du-d!eu_k!en-NHAN^T1EN tu Quyet dinh BHXH. Bam_vao www.qwerty.icu. QUA-HAN SE KH0NG_DUOC CHAP NHAN! xY9z,HO-tro_C0V1D-19! Ban*da~du-d!eu_k!en-NHAN^T1EN tu Quyet dinh BHXH. Bam_vao www.qwerty.icu. QUA-HAN SE KH0NG_DUOC CHAP NHAN! xY9z
2722,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.2692,0.1923,Hoan thue TNCN: Ban da zu z!eu k!en nh4n t1en h0 tro tu quy BHTN. Nhan tai www.uiopm.icu. QUA HAN SE KHONG DUOC CHAP NHAN! bV4n,Hoan thue TNCN: Ban da zu z!eu kien nh4n t1en ho tro tu quy BHTN. Nhan tai www.uiopm.icu. QUA HAN SE KHONG DUOC CHAP NHAN! bV4n
2724,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.2308,0.1538,BHXH Viet Nam: Ong (Ba) da du d!eu k!en nh4n t1en theo NQ-116. Bam vao www.mnbvc.icu de nhan. QUA HAN SE KHONG DUOC CHAP NHAN! pO0i,BHXH Viet Nam: Ong (Ba) da du dieu kien nh4n t1en theo NQ-116. Bam vao www.mnbvc.icu de nhan. QUA HAN SE KHONG DUOC CHAP NHAN! pO0i
2725,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.2778,0.2222,Quy_BHTN# Ong/Ba da-du_d!eu-k!en NHAN-T1EN tu BHXH. Bam_vao www.lkjhg.icu de lay. QUA-HAN-SE_KH0NG_DUOC_CHAP_NHAN! aS2d,Quy_BHTN# Ong/Ba da-du_d!eu-kien NHAN-T1EN tu BHXH. Bam_vao www.lkjhg.icu de lay. QUA-HAN-SE_KH0NG_DUOC_CHAP_NHAN! aS2d
2727,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4118,0.3529,H0~tr0_C0V1D! Ban^da~du*D!EU_K!EN nh4n_T1EN tu quy BHTN. Bam_vao www.poiuy.icu. QUA*HAN-SE_KH0NG_DUOC_CHAP-NHAN! jK7l,HO~tr0_C0V1D! Ban^da~du*D!EU_K!EN nh4n_T1EN tu quy BHTN. Bam_vao www.poiuy.icu. QUA*HAN-SE_KH0NG_DUOC_CHAP-NHAN! jK7l
2728,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.28,0.16,Hoan thue TNCN: Ong (Ba) da du d!eu k!en nh4n t1en h0 tro BHXH. Bam vao www.vfrtg.icu. QUA HAN SE KHONG DUOC CHAP NHAN! zX3c,Hoan thue TNCN: Ong (Ba) da du dieu kien nh4n t1en ho tro BHXH. Bam vao www.vfrtg.icu. QUA HAN SE KHONG DUOC CHAP NHAN! zX3c
2729,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.3636,0.2727,Tr0_c4p-NQ-116: Ban^da~du_D!EU*K!EN-nh4n-T1EN h0~tro tu BHXH. Nhan tai: mo.nbvcx.com. QUA-HAN_SE-KHONG^DUOC_CHAP-NHAN! lP9o,Tr0_c4p-NQ-116: Ban^da~du_D!EU*KIEN-nh4n-T1EN ho~tro tu BHXH. Nhan tai: mo.nbvcx.com. QUA-HAN_SE-KHONG^DUOC_CHAP-NHAN! lP9o
