content,category,level,has_url,has_phone_number,sender_type,digit_ratio,symbol_ratio,leet_char_ratio,dot_dash_inside_token_count,random_suffix_flag,name_hint_count,skeleton
Sacombank: T4i kh04n b4n co nguy co b1 xam nh4p. Bam vao sacombank-online.vip z3 x4c thuc ng4y.,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,1,0,brandname,0.11392405063291139,0.06329113924050633,0.12658227848101267,1.0,0.0,2.0,sacombank t< >i kh< >n b< >n co nguy co b< > xam nh< >p bam vao sacombank online vip z< > x< >c thuc ng< >y
TECHCOMBANK: Wuy kh4ch co d13m thu0ng s3 h3t h4n. D4ng nh4p https://techcombank-online.vip de d01 qu4 truoc 24h.,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,1,0,brandname,0.14583333333333334,0.08333333333333333,0.13541666666666666,1.0,0.0,1.0,techcombank wuy kh< >ch co d< >m thu< >ng s< > h< >t h< >n d< >ng nh< >p < >techcombank online vip de d< > qu< > truoc < >h
[BIDV] Ph4t-h13n-truy-c4p-b4t-thu0ng. Vu1-l0ng-x4c-thuc-t4i-bidv.vn-security.info-tr3n-30-phut.,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,1,0,brandname,0.13978494623655913,0.21505376344086022,0.13978494623655913,2.0,0.0,0.0,bidv ph< >t h< >n truy c< >p b< >t thu< >ng < >< > tr< >n < > phut
BIDV: Ph4t-h13n-truy-c4p-l4-luc-23h. Dang-nh4p-bidv-online.top-d3-ngan-ch4n-m4t-t13n.,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,1,0,brandname,0.1566265060240964,0.21686746987951808,0.14457831325301204,2.0,0.0,0.0,bidv ph< >t h< >n truy c< >p l< > luc < >h < > d< > ngan ch< >n m< >t t< >n
[MB BANK] C4nh b40: D1ch vu mbbank s3 b1 ngung. Vui l0ng v40 https://mbbank-online.vip de k1ch h04t l4i d1ch vu.,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,1,0,brandname,0.15053763440860216,0.10752688172043011,0.15053763440860216,1.0,0.0,0.0,mb bank c< >nh b< > d< >ch vu mbbank s< > b< > ngung vui l< >ng v< > < >mbbank online vip de k< >ch h< >t l< >i d< >ch vu
SHB DIGIBANK th0ng b4o: t4i kh04n b1 d4ng nh4p l4. Vui l0ng x4c thuc t41 shbdigibank.cc truoc 15h.,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,1,0,brandname,0.18518518518518517,0.04938271604938271,0.18518518518518517,1.0,0.0,0.0,shb digibank th< >ng b< >o t< >i kh< >n b< > d< >ng nh< >p l< > vui l< >ng x< >c thuc t< > shbdigibank cc truoc < >h
[SACOMBANK] T4i kh04n s3 b1 kh04 v1 th13u th0ng t1n. D4ng nh4p t4i https://sacombank.cc de c4p nh4t ngay l4f tuc.,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,1,0,brandname,0.19148936170212766,0.0851063829787234,0.19148936170212766,1.0,0.0,0.0,sacombank t< >i kh< >n s< > b< > kh< > v< > th< >u th< >ng t< >n d< >ng nh< >p t< >i < >sacombank cc de c< >p nh< >t ngay l< >f tuc
[BIDV] C4nh-b40: T4i-kh04n-b1-kh04-v1-nh4p-s4i-m4-pin. Tru1-c4p-bidv.vn-sh.cc-d3-m0-l4i.,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,1,0,brandname,0.21176470588235294,0.25882352941176473,0.21176470588235294,3.0,0.0,0.0,bidv c< >nh b< > t< >i kh< >n b< > kh< > v< > nh< >p s< >i m< > pin < > sh cc d< > m< > l< >i
[BIDV] T41-kh04n-cu4-b4n-d4-b1-kh04. Vu1-l0ng-nh4n-v40-bidv.vn-home.top-d3-m0-kh04-ng4y.,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,1,0,brandname,0.23255813953488372,0.2441860465116279,0.23255813953488372,2.0,0.0,0.0,bidv t< > kh< >n cu< > b< >n d< > b< > kh< > < >< > d< > m< > kh< > ng< >y
MB BANK: f4t h13n j140 z1ch l4 5.000.000z. B4m mbbank.vn-po.top d3 huy ng4y.,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,1,0,brandname,0.28125,0.125,0.3125,2.0,0.0,0.0,mb bank f< >t h< >n j< > z< >ch l< > < > < > < >z b< >m < >< > d< > huy ng< >y
HN – Telegram. Änh cö müön x3m änh nög bäng cüa 3m khöng? t.me/hn_sexy_video iU8y,Nội dung nhạy cảm,LEVEL 2 – Leet nặng + tên riêng,1,0,personal_number,0.04477611940298507,0.1044776119402985,0.04477611940298507,1.0,1.0,0.0,hn telegram anh co muon x< >m anh nog bang cua < >m khong < > hn sexy video < >
"Cty HVS tuy3n dung xuly d0n h4ng L4z4z4. L4m t41 nh4, thu nh4p 500k-2tr/ng4y. Tu01 22-60. Link: zalo.me/84744555666",Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,1,1,personal_number,0.336734693877551,0.10204081632653061,0.29591836734693877,3.0,0.0,0.0,cty hvs tuy< >n dung xuly d< >n h< >ng l< >z< >z< > l< >m t< > nh< > thu nh< >p < >k < >tr ng< >y tu< > < > < > link < > < >
Cty HVS tuy3n nh4n v13n l4m v13c t4i nh4. Thu nh4p 500k-1tr/ng4y. Tu01 22-65. Kh0ng c4n k1nh ngh13m. Zalo: zalo.me/84922334466 Zalo: 84922334466,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,1,1,personal_number,0.3902439024390244,0.08943089430894309,0.3252032520325203,3.0,0.0,0.0,cty hvs tuy< >n nh< >n v< >n l< >m v< >c t< >i nh< > thu nh< >p < >k < >tr ng< >y tu< > < > < > kh< >ng c< >n k< >nh ngh< >m zalo < > < > zalo < >
"Cty HVS tuy3n dung xuly d0n h4ng L4z4d4. L4m t41 nh4, thu nh4p 500k-2tr/ng4y. Tu01 23-60. L1nk d4ng ky: zalo.me/84888889999",Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,1,1,personal_number,0.33653846153846156,0.09615384615384616,0.3269230769230769,3.0,0.0,0.0,cty hvs tuy< >n dung xuly d< >n h< >ng l< >z< >d< > l< >m t< > nh< > thu nh< >p < >k < >tr ng< >y tu< > < > < > l< >nk d< >ng ky < > < >
T1k1 tuy3n nv z4t h4ng n4ng th-u h4ng cu4 h4ng. Thu nh4p 1tr/ng4y. Tu01 22-60. Z4l0: 84929445566,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,0,1,personal_number,0.3875,0.0875,0.3375,2.0,0.0,0.0,t< >k< > tuy< >n nv z< >t h< >ng n< >ng th u h< >ng cu< > h< >ng thu nh< >p < >tr ng< >y tu< > < > < > z< >l< > < >
3B4y tuy3n nh4n v13n xu ly d0n h4ng TMDT. Thu nh4p 1tr-3tr/ng4y. Th4o t4c d0n gi4n tr3n d13n tho4i. Zalo: zalo.me/84933445566 Zalo: 84933445566,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,1,1,personal_number,0.34710743801652894,0.0743801652892562,0.33884297520661155,2.0,0.0,0.0,< >b< >y tuy< >n nh< >n v< >n xu ly d< >n h< >ng tmdt thu nh< >p < >tr < >tr ng< >y th< >o t< >c d< >n gi< >n tr< >n d< >n tho< >i zalo < > < > zalo < >
Sh0p33 tuy3n nh4n v13n x-u-l-y d0n + d4nh g14. Lu0ng 500k-1tr/ng4y. Tu01 23-65. D4ng ky: zalo.me/84633445566,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,1,1,personal_number,0.3763440860215054,0.13978494623655913,0.34408602150537637,4.0,0.0,0.0,sh< >p< > tuy< >n nh< >n v< >n x u l y d< >n d< >nh g< > lu< >ng < >k < >tr ng< >y tu< > < > < > d< >ng ky < > < >
"T1k1 c.an t.uy3n s.0 l.u0ng l.0n nh4n v13n z4t h4ng n4ng th.u h4ng. Th.u nh4p 800.000z/ng4y, l.u0ng v3 tr0ng ng4y. Tu01 23-65. Z4l0: 84901234505",Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,0,1,personal_number,0.36363636363636365,0.1322314049586777,0.36363636363636365,10.0,0.0,0.0,t< >k< > c an t uy< >n s < > l u< >ng l < >n nh< >n v< >n z< >t h< >ng n< >ng th u h< >ng th u nh< >p < > < >z ng< >y l u< >ng v< > tr< >ng ng< >y tu< > < > < > z< >l< > < >
"T1k1 tuy3n nv n4ng th-u h4ng. K13m 800k/ng4y z3 z4ng, l-u-0-n-g tr4 tr0ng ng4y. Tu01 22-60. Z4l0: 84999001122",Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,0,1,personal_number,0.391304347826087,0.13043478260869565,0.3695652173913043,3.0,0.0,0.0,t< >k< > tuy< >n nv n< >ng th u h< >ng k< >m < >k ng< >y z< > z< >ng l u < > n g tr< > tr< >ng ng< >y tu< > < > < > z< >l< > < >
"Sh0p33 tuy3n g4p nv xu ly z0n h4ng v4 z4nh g14 f4n m3m t41 nh4. Thu nh4p 350-999k/ng4y. Kh0ng c4n k1nh ngh13m, tu01 22-60. Z4l0: zalo.me/84888777666",Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,1,1,personal_number,0.3902439024390244,0.08130081300813008,0.37398373983739835,3.0,0.0,0.0,sh< >p< > tuy< >n g< >p nv xu ly z< >n h< >ng v< > z< >nh g< > f< >n m< >m t< > nh< > thu nh< >p < > < >k ng< >y kh< >ng c< >n k< >nh ngh< >m tu< > < > < > z< >l< > < > < >
"Cty HVS tuy3n nh4n v13n b4n t-h-01 g14n. Lu0ng 500k-1tr/ng4y, l4m t41 nh4 kh0ng f-h-u t-h-u0c. Tu01 22-65. Z4l0: zalo.me/84578901234 Z4l0: 84578901234",Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,1,1,personal_number,0.4108527131782946,0.13178294573643412,0.3953488372093023,6.0,0.0,0.0,cty hvs tuy< >n nh< >n v< >n b< >n t h < > g< >n lu< >ng < >k < >tr ng< >y l< >m t< > nh< > kh< >ng f h u t h u< >c tu< > < > < > z< >l< > < > < > z< >l< > < >
"T1kt0k d4ng tuy3n nh4n v13n xu ly d0n h4ng. Nh4n t13n s4u 15 phut, thu nh4p 350-999k/ng4y. Tu01 22-60. L4m t41 nh4. Z4l0: zalo.me/84982374615 Z4l0: 84982374615",Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,1,1,personal_number,0.44029850746268656,0.08955223880597014,0.41044776119402987,3.0,0.0,0.0,t< >kt< >k d< >ng tuy< >n nh< >n v< >n xu ly d< >n h< >ng nh< >n t< >n s< >u < > phut thu nh< >p < > < >k ng< >y tu< > < > < > l< >m t< > nh< > z< >l< > < > < > z< >l< > < >
"Am4z0n tuy3n nv TMzT. Th40 t4c z0n g14n, l4m v13c t41 nh4. L-u-0-n-g 500k-3tr/ng4y. Tu01 22-65. Z4l0: zalo.me/84955667788 Z4l0: 84955667788",Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,1,1,personal_number,0.44166666666666665,0.13333333333333333,0.43333333333333335,4.0,0.0,0.0,am< >z< >n tuy< >n nv tmzt th< > t< >c z< >n g< >n l< >m v< >c t< > nh< > l u < > n g < >k < >tr ng< >y tu< > < > < > z< >l< > < > < > z< >l< > < >
EMIME Company tuy3n nv b4n th01 g14n. Thu nh4p 350–999k/ng4y. Tu01 23-65. L4m t41 nh4. L13n h3 Z4l0: zalo.me/84978901234 Z4l0: 84978901234,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,1,1,personal_number,0.4491525423728814,0.09322033898305085,0.4406779661016949,2.0,0.0,0.0,emime company tuy< >n nv b< >n th< > g< >n thu nh< >p < > < >k ng< >y tu< > < > < > l< >m t< > nh< > l< >n h< > z< >l< > < > < > z< >l< > < >
"Am4z0n c4n tuy3n nh4n v13n xu ly z0n z4t h4ng TMDT. Lu0ng 500k~3000k/ng4y, th40 t4c z0n g14n. Tu01 23-65. L13n h3 Z4l0: zalo.me/84512345678 Z4l0: 84512345678",Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,1,1,personal_number,0.45112781954887216,0.08270676691729323,0.45864661654135336,2.0,0.0,0.0,am< >z< >n c< >n tuy< >n nh< >n v< >n xu ly z< >n z< >t h< >ng tmdt lu< >ng < >k < >k ng< >y th< > t< >c z< >n g< >n tu< > < > < > l< >n h< > z< >l< > < > < > z< >l< > < >
3M1M3 C0mp4ny tuy3n nv b4n th01 g14n. Thu nh4p 800.000z/ng4y. Tu01 22-60. L13n h3 Z4l0: zalo.me/84911223344 Z4l0: 84911223344,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,1,1,personal_number,0.5,0.09259259259259259,0.4722222222222222,3.0,0.0,0.0,< >m< >m< > c< >mp< >ny tuy< >n nv b< >n th< > g< >n thu nh< >p < > < >z ng< >y tu< > < > < > l< >n h< > z< >l< > < > < > z< >l< > < >
[CANH CAO LAN CUOI]: O/B dang bi nghi ngo lam dung tin nhiem chiem doat tai san. Phong AN NINH DIEU TRA yeu cau O/B phai thanh toan khoan no con thieu trong vong 24H de tranh bi khoi to hinh su.,Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng,0,0,personal_number,0.013071895424836602,0.0457516339869281,0.006535947712418301,0.0,0.0,0.0,canh cao lan cuoi o b dang bi nghi ngo lam dung tin nhiem chiem doat tai san phong an ninh dieu tra yeu cau o b phai thanh toan khoan no con thieu trong vong < >h de tranh bi khoi to hinh su
"[CANH CAO LAN CUOI]: Can bo PC02 yeu cau O/B phai thanh toan khoan no 48,554,336VND trong vong 24H. Neu tiep tuc bat hop tac, chung toi se ra lenh bat tam giam de dieu tra hanh vi lua dao.",Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng,0,0,personal_number,0.08053691275167785,0.06040268456375839,0.06040268456375839,0.0,0.0,0.0,canh cao lan cuoi can bo pc< > yeu cau o b phai thanh toan khoan no < > < > < >vnd trong vong < >h neu tiep tuc bat hop tac chung toi se ra lenh bat tam giam de dieu tra hanh vi lua dao
"TB KHAN: Trung Tam Thu Hoi No thong bao Truong My Hanh CMND: 194827356. No Mirae Asset 14,293,500VND. Thanh toan truoc 17g hom nay neu khong muon bi boi xau danh du va hinh anh tren cac trang mang xa hoi.",Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng,0,0,personal_number,0.11585365853658537,0.042682926829268296,0.0975609756097561,0.0,0.0,1.0,tb khan trung tam thu hoi no thong bao truong my hanh cmnd < > no mirae asset < > < > < >vnd thanh toan truoc < >g hom nay neu khong muon bi boi xau danh du va hinh anh tren cac trang mang xa hoi
TB KHAN: Ph0ng AN N1NH D13U TR4 d4 l4p h0 s0 kh01 t0 O/B v1 t01 l4m dung t1n nh13m. Han chot thanh toan trong vong 24H. Sau thoi gian nay chung toi se thuc hien lenh kham xet va bat giu de phuc vu dieu tra. LH: 84988334455.,Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng,0,1,personal_number,0.18285714285714286,0.04,0.17714285714285713,0.0,0.0,0.0,tb khan ph< >ng an n< >nh d< >u tr< > d< > l< >p h< > s< > kh< > t< > o b v< > t< > l< >m dung t< >n nh< >m han chot thanh toan trong vong < >h sau thoi gian nay chung toi se thuc hien lenh kham xet va bat giu de phuc vu dieu tra lh < >
TB KHAN: Ph0ng AN N1NH D13U TR4 canh b4o O/B v3 v13c bat h0p t4c tr3n h3 th0ng du l13u qu0c g14. Y3u cu thanh toan cac khoan no truoc 17g hom nay de tranh bi khoi to hinh su. LH: 84966554433.,Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng,0,1,personal_number,0.22,0.04,0.20666666666666667,0.0,0.0,0.0,tb khan ph< >ng an n< >nh d< >u tr< > canh b< >o o b v< > v< >c bat h< >p t< >c tr< >n h< > th< >ng du l< >u qu< >c g< > y< >u cu thanh toan cac khoan no truoc < >g hom nay de tranh bi khoi to hinh su lh < >
"CANH BAO LAN CUOI!!! Ph0ng AN N1NH D13U TR4 th0ng b4o d3n 0ng/B4 v3 v13c b4t h0p t4c. Tru0c 17g h0m n4y, n3u kh0ng kh4c phuc, chung t01 s3 ph0ng t04 t41 kh04n ng4n h4ng v4 d13u tr4 th0ng t1n h1nh 4nh.",Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng,0,0,personal_number,0.27672955974842767,0.050314465408805034,0.29559748427672955,0.0,0.0,0.0,canh bao lan cuoi ph< >ng an n< >nh d< >u tr< > th< >ng b< >o d< >n < >ng b< > v< > v< >c b< >t h< >p t< >c tru< >c < >g h< >m n< >y n< >u kh< >ng kh< >c phuc chung t< > s< > ph< >ng t< > t< > kh< >n ng< >n h< >ng v< > d< >u tr< > th< >ng t< >n h< >nh < >nh
"[CANH CAO LAN CUOI]: Ch1 Ph4n M41 Phu0ng (CMND: 001082736) n0 Trung t4m Thu h01 N0 9,345,000VND. Th4nh tu4n tru0c 17g h0m n4y. PC02 s3 truy ph0ng v4 xu ly h1nh su. LH: 0900112233.",Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng,0,1,personal_number,0.3356164383561644,0.08904109589041095,0.3013698630136986,0.0,0.0,0.0,canh cao lan cuoi ch< > ph< >n m< > phu< >ng cmnd < > n< > trung t< >m thu h< > n< > < > < > < >vnd th< >nh tu< >n tru< >c < >g h< >m n< >y pc< > s< > truy ph< >ng v< > xu ly h< >nh su lh < >
TB KHAN: Ch1 Ph4n M1nh Anh CMND 026493821 n0 HD S41s0n 8.285.000VND. Trong 24H nu4 kh0ng thanh t04n s3 b1 gh1 n0 x4u C-I-C h4ng 5 v4 kh0ng th3 v4y v0n b4t ky d4u. LH: 0944112233.,Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng,0,1,personal_number,0.3706293706293706,0.06293706293706294,0.32167832167832167,2.0,0.0,1.0,tb khan ch< > ph< >n m< >nh anh cmnd < > n< > hd s< >s< >n < > < > < >vnd trong < >h nu< > kh< >ng thanh t< >n s< > b< > gh< > n< > x< >u c i c h< >ng < > v< > kh< >ng th< > v< >y v< >n b< >t ky d< >u lh < >
"[CANH CAO LAN CUOI]: Trung t4m Thu h01 N0 y3u c4u 0ng Ph4m M1nh Tu CCCD: 031.092.837.465 th4nh t04n 27,556,000VND tru0c 17g h0m n4y. N3u kh0ng thuc h13n, chung t01 s3 gh1 n0 x4u C1C v4 th0ng b4o d3n t0 d4n ph0. LH: 070-987-6543.",Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng,0,1,personal_number,0.35135135135135137,0.08648648648648649,0.32432432432432434,2.0,0.0,0.0,canh cao lan cuoi trung t< >m thu h< > n< > y< >u c< >u < >ng ph< >m m< >nh tu cccd < > < > < > < > th< >nh t< >n < > < > < >vnd tru< >c < >g h< >m n< >y n< >u kh< >ng thuc h< >n chung t< > s< > gh< > n< > x< >u c< >c v< > th< >ng b< >o d< >n t< > d< >n ph< > lh < > < > < >
"[CANH CAO LAN CUOI]: Trung t4m Thu h01 N0 th0ng b4o B4 M41 Ph3 CMND: 281.746.539 n0 48,721,500VND. Y3u c4u th4nh t04n tru0c 16H Ng4y 05/06. B4t h0p t4c s3 b1 C0ng Kh41 H1NH ANH v4 TH0NG T1N l3n m4ng. LH: 093-344-5566.",Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng,0,1,personal_number,0.3693181818181818,0.09090909090909091,0.32954545454545453,2.0,0.0,1.0,canh cao lan cuoi trung t< >m thu h< > n< > th< >ng b< >o b< > m< > ph< > cmnd < > < > < > n< > < > < > < >vnd y< >u c< >u th< >nh t< >n tru< >c < >h ng< >y < > < > b< >t h< >p t< >c s< > b< > c< >ng kh< > h< >nh anh v< > th< >ng t< >n l< >n m< >ng lh < > < > < >
"CANH BAO LAN CUOI!!! PC02 th0ng b4o B4 Ngu-y3n Thu H4 CCCD: 046.092.837.415 ph41 th4nh t04n 7,289,000VND ch0 H0m3 Cr3d1t tru0c 17g h0m n4y. B4t h0p t4c s3 b1 C0ng Kh41 H1NH ANH v4 TH0NG T1N l3n m4ng. LH: 096-677-8899.",Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng,0,1,personal_number,0.3651685393258427,0.0898876404494382,0.34831460674157305,3.0,0.0,1.0,canh bao lan cuoi pc< > th< >ng b< >o b< > ngu y< >n thu h< > cccd < > < > < > < > ph< > th< >nh t< >n < > < > < >vnd ch< > h< >m< > cr< >d< >t tru< >c < >g h< >m n< >y b< >t h< >p t< >c s< > b< > c< >ng kh< > h< >nh anh v< > th< >ng t< >n l< >n m< >ng lh < > < > < >
"CANH BAO LAN CUOI!!! B4 Ly Thu H4 (CMND: 272091837) n0 M1r43 Ass3t 35,467,000VND. Th4nh tu4n ng4y tru0c 16H Ng4y 22/07 d3 tr4nh b1 qu4y r01 d4nh b4 ngu01 th4n. LH: 0911223344.",Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng,0,1,personal_number,0.3888888888888889,0.09027777777777778,0.3541666666666667,0.0,0.0,0.0,canh bao lan cuoi b< > ly thu h< > cmnd < > n< > m< >r< > ass< >t < > < > < >vnd th< >nh tu< >n ng< >y tru< >c < >h ng< >y < > < > d< > tr< >nh b< > qu< >y r< > d< >nh b< > ngu< > th< >n lh < >
"TB KHAN: B4 Vu Thuy Vy CCCD: 079.095.847.361 n0 HD S41s0n 16,847,000VND. H4n cu01 tru0c 16H Ng4y 02/06. N3u kh0ng th4nh t04n s3 b1 n13m ph0ng t41 s4n v4 th0ng b4o v3 d14 phu0ng. LH ZAL0: 090-011-2233.",Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng,0,1,personal_number,0.40853658536585363,0.09146341463414634,0.3719512195121951,2.0,0.0,0.0,tb khan b< > vu thuy vy cccd < > < > < > < > n< > hd s< >s< >n < > < > < >vnd h< >n cu< > tru< >c < >h ng< >y < > < > n< >u kh< >ng th< >nh t< >n s< > b< > n< >m ph< >ng t< > s< >n v< > th< >ng b< >o v< > d< > phu< >ng lh zal< > < > < > < >
TB KH4N: PC02 th0ng b40 0ng/B4 d4ng b1 d13u tr4 t04n b0 th0ng t1n d0 b4t h0p t4c. Y3u c4u co m4t t41 c0 qu4n tr0ng v0ng 24H h04c l13n h3 qu4 s0 84933554433 d3 du0c hu0ng khu4n h0ng.,Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng,0,1,personal_number,0.3916083916083916,0.027972027972027972,0.3776223776223776,0.0,0.0,1.0,tb kh< >n pc< > th< >ng b< > < >ng b< > d< >ng b< > d< >u tr< > t< >n b< > th< >ng t< >n d< > b< >t h< >p t< >c y< >u c< >u co m< >t t< > c< > qu< >n tr< >ng v< >ng < >h h< >c l< >n h< > qu< > s< > < > d< > du< >c hu< >ng khu< >n h< >ng
"C4NH B40 L4N CU01!!! 0ng Tr1nh Dinh Qu4ng CMND: 040093847512 n0 HD S41s0n 12,554,100VND. Y3u c4u th4nh tu4n tru0c 16H Ng4y 18/07. N3u kh0ng s3 n13m y3t th0ng t1n n0 x4u t41 khu ph0. LH Z4l0: 0344112233.",Đòi nợ / Đe dọa,LEVEL 2 – Leet nặng + tên riêng,0,1,personal_number,0.42168674698795183,0.07228915662650602,0.41566265060240964,0.0,0.0,0.0,c< >nh b< > l< >n cu< > < >ng tr< >nh dinh qu< >ng cmnd < > n< > hd s< >s< >n < > < > < >vnd y< >u c< >u th< >nh tu< >n tru< >c < >h ng< >y < > < > n< >u kh< >ng s< > n< >m y< >t th< >ng t< >n n< > x< >u t< > khu ph< > lh z< >l< > < >
