row_index,level,category,boundary_flag,leet_token_count,leet_token_ratio,sensitive_token_count,leet_sensitive_token_count,sensitive_leet_coverage,nonsensitive_leet_token_count,nonsensitive_leet_ratio,separator_token_count,mid_upper_count,symbol_ratio,content
4207,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Đòi nợ / Đe dọa,level1_too_heavy,20,0.46511627906976744,5,5,1.0,15,0.3488372093023256,1,0,0.03289473684210526,"TB KHAN: Ph0ng AN N1NH D13U TRA thong b40 O/B dang bi t0 c40 ch13m d0at t41 san. Truoc 17g hom nay chu4 th4nh t04n, chung t01 se ph01 h0p voi nha mang de dinh vi v4 b4t g14m t4m thoi de dieu tra."
2619,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Đòi nợ / Đe dọa,level1_too_heavy,17,0.4594594594594595,4,3,0.75,14,0.3783783783783784,0,0,0.060240963855421686,"CANH BAO LAN CUOI!!! Mcr3d1t yeu cau ba T0 D13u Huy3n CMND 281093847 th4nh t04n 5,723,900VND trong 24H nu4. Qua thoi han, chung t01 se gu1 thong b40 cho ngu01 th4n v4 co qu4n lam v13c. LH SĐT: 0374859162."
854,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Đòi nợ / Đe dọa,level1_too_heavy,17,0.4594594594594595,5,3,0.6,14,0.3783783783783784,0,0,0.05844155844155844,"[CANH CAO LAN CUOI]: Ong Tr4n Th3 V1nh CMND: 221084736 n0 HD Saison 6,124,500VND. Trυoc 17g hom nay khong n0p se bi gh1 no x4υ CIC v1nh vien v4 khong th3 v4y v0n tai b4t k3 d4υ. LH: 0385729104"
3846,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Đòi nợ / Đe dọa,level1_too_heavy,12,0.4,3,2,0.6666666666666666,10,0.3333333333333333,0,0,0.044444444444444446,"TB KHAN: ong Tr4n Anh Tu4n CMND 001093884 phai tra 22,345,600VND cho Mirae Asset truoc 24H nu4. Neu khong se bi gh1 n0 x4u CIC v4 thong b40 d14 phu0ng. LH: 0966123456"
4197,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),Đòi nợ / Đe dọa,level1_too_heavy,13,0.3170731707317073,4,1,0.25,12,0.2926829268292683,0,0,0.05325443786982249,"[CANH CAO LAN CUOI]: BA L3 Th1 Hong CMND 183746291 phai tra 4,329,000VND cho HD Saison truoc 17g hom nay. Neu khong chung t01 se gu1 h1nh 4nh ba c4m CMND len c4c tr4ng mang xa hoi de d01 n0. LH Zalo: 0911827364."
73,LEVEL 2 – Leet nặng + tên riêng,BHXH / Trợ cấp,level2_separator_dominant,4,0.5,4,3,0.75,1,0.125,5,0,0.26262626262626265,[TB] B4n_da~du_d!eu_k!en!nh4n_t1en_tu-quy-BHXH. Nhan_t41_mo.tgvfc.com. QUA_HAN_SE_KH0NG_DUOC_CHAP_NHAN! rE2w
1301,LEVEL 2 – Leet nặng + tên riêng,BHXH / Trợ cấp,level2_separator_dominant,9,0.42857142857142855,5,2,0.4,7,0.3333333333333333,6,0,0.21904761904761905,Quy BHTN: B4N_da-du-D!EU-K!EN nh4n T1EN~ho~tro th3o NQ-116. Nhan t4!: mo.vfrtg.com. QUA-HAN_SE_KH0NG-DUOC-CHAP-NHAN! rE1w
4259,LEVEL 2 – Leet nặng + tên riêng,Crypto / Đầu tư giả,level2_separator_dominant,12,1.0,0,0,0.0,12,1.0,10,0,0.26136363636363635,"C0py tr4z3 f0r3x l01 n-h-u4n c-a-0, r-u1 r0 t-h-4-p. J140 v13n h-u0nz z4n c-u-c k-y t-h-@-n t-h!3n. t.me/forex_master_vn"
2524,LEVEL 2 – Leet nặng + tên riêng,Crypto / Đầu tư giả,level2_separator_dominant,12,0.9230769230769231,2,2,1.0,10,0.7692307692307693,9,0,0.24528301886792453,"Ch@o_b4n! M1nh-th@y-b4n_phu-h0p_v01_v13c-l4m_th4-t1m_v!d30-k13m_t13n. Khong-c4n_v0n, nh4n_100k-cu01-ng4y_nhe."
154,LEVEL 2 – Leet nặng + tên riêng,Crypto / Đầu tư giả,level2_separator_dominant,12,0.9230769230769231,2,2,1.0,10,0.7692307692307693,7,0,0.23157894736842105,H1_b4n! Cv_nh3-nh4ng_k0-mat-f33. K13m_300k-500k/ng4y_ch1-v01-sh0p33-v4-t1kt0k. Nh4n_v13c_t41: t.me/shopee_nv_24h
890,LEVEL 2 – Leet nặng + tên riêng,Crypto / Đầu tư giả,level2_separator_dominant,11,0.9166666666666666,1,1,1.0,10,0.8333333333333334,9,0,0.21176470588235294,Th4 t1m v1d30 nh4n 10k/v1d30. Ngay 10 n-h-1-3-m v-u. T0ng 100k chuy3n k-h-0-4-n l-u-0n cu01 n-g-4-y.
160,LEVEL 2 – Leet nặng + tên riêng,Crypto / Đầu tư giả,level2_separator_dominant,13,0.8666666666666667,1,1,1.0,12,0.8,8,0,0.2222222222222222,"J1up_m1nh-th4_t1m-v1d30-nhe. M01_v1d30-10k, l4m-10-c41-nh4n-100k-lu0n. Ib_m1nh-huong-z4n-ch0."
4225,LEVEL 2 – Leet nặng + tên riêng,Crypto / Đầu tư giả,level2_separator_dominant,17,0.85,0,0,0.0,17,0.85,5,0,0.13793103448275862,"C0py tr4z3 f0r3x l01 nh-u4n 10% moi n-g4y. Ch-uy3n j14 h-u0nz z4n t4n t1nh, kh0nz r-u1 r0. Th4m j14: t.me/tradepro88"
146,LEVEL 2 – Leet nặng + tên riêng,Crypto / Đầu tư giả,level2_separator_dominant,10,0.8333333333333334,2,2,1.0,8,0.6666666666666666,6,0,0.2127659574468085,Cv_onl1ne-nh3_nh4ng~k0-c4n_v0n. Th4_t1m-v1d30-nh4n_100k-m01_ng4y. Khong-y3u_c4u-k1nh_ngh13m-dau.
176,LEVEL 2 – Leet nặng + tên riêng,Crypto / Đầu tư giả,level2_separator_dominant,10,0.8333333333333334,2,2,1.0,8,0.6666666666666666,6,0,0.2077922077922078,Tuy3n-ctv_th4-t1m-v1d30. L4m-ng4y_nh4n-t13n-ngay. Link-T3l3gr4m-g140-v13n: t.me/cong_viec_tai_nha_247
167,LEVEL 2 – Leet nặng + tên riêng,Crypto / Đầu tư giả,level2_separator_dominant,9,0.8181818181818182,2,2,1.0,7,0.6363636363636364,5,0,0.225,K13m_t13n-kh0ng_kh0! Ch1_c4n-10p_m01-ng4y_nh4n-200k. G140-v13n-huong-z4n-tai: t.me/huong_dan_kiem_tien_nhanh
4808,LEVEL 2 – Leet nặng + tên riêng,Crypto / Đầu tư giả,level2_separator_dominant,9,0.8181818181818182,2,2,1.0,7,0.6363636363636364,6,0,0.20618556701030927,M1nh l4_H4nh~dang^tuy3n_nhan-v13n@th4-t1m_v1d30. L4m-10_nh13m_vu-nh4n!100k_cu01_ng4y. Khong-c4n_v0n.
4241,LEVEL 2 – Leet nặng + tên riêng,Crypto / Đầu tư giả,level2_separator_dominant,13,0.8125,2,2,1.0,11,0.6875,6,0,0.14285714285714285,F-3 f-3! Nh4n n-z-4y 200k kh1 th4m j14 nh0m h-u0nz z4n kiem t13n 0nl1n3 moi n-g4y. Kh0nz mat f-3: t.me/kiemtien_mienphi
2797,LEVEL 2 – Leet nặng + tên riêng,Crypto / Đầu tư giả,level2_separator_dominant,8,0.8,2,2,1.0,6,0.6,6,0,0.19767441860465115,Tuy3n_nv_th4*t1m*F4c3b00k-T1kT0k. Ng4y_1OOk_chuv3n_khoan. Khong^ton^f33. Nh4n v13c n-g-4-y.
4248,LEVEL 2 – Leet nặng + tên riêng,Crypto / Đầu tư giả,level2_separator_dominant,12,0.8,0,0,0.0,12,0.8,5,0,0.1794871794871795,C0py tr4z3 f0r3x b-a-o l0! 100%. L01 n-h-u4n 2tr moi n-g4y. Nh-4n v13n h-u0nz z4n 1 k3m 1. t.me/trade_smart_vn
4226,LEVEL 2 – Leet nặng + tên riêng,Crypto / Đầu tư giả,level2_separator_dominant,15,0.7894736842105263,0,0,0.0,15,0.7894736842105263,5,0,0.22340425531914893,"Ch@o b@n, m!nh l@ H*ung. B3n m1nh tuy3n ctv b!nh l-u@n v!d3o t!kt0k k!3m 150k moi n-g@y. Nh@n l-u0ng s-a-u 10 phut."
2518,LEVEL 2 – Leet nặng + tên riêng,Crypto / Đầu tư giả,level2_separator_dominant,11,0.7857142857142857,2,2,1.0,9,0.6428571428571429,7,0,0.21818181818181817,H3ll0_b4n^m1nh-la-M1nh. C0_v!3c_l4m-0nl1n3_nh4n_lu0ng-ngay. Ch1-c4n_d4t-d0n_h4ng-sh0p33_nh4n-h04-h0ng_200k/ngay.
4250,LEVEL 2 – Leet nặng + tên riêng,Crypto / Đầu tư giả,level2_separator_dominant,14,0.7777777777777778,1,1,1.0,13,0.7222222222222222,6,0,0.26436781609195403,Th@ t!m v!d3o t!kt0k nh4n ngay 10k/v!d3o. m0! n-g@y 20 v!d3o l@ co 200k. L-u0ng tr@ c-u0! n-g@y n-h-e b@n.
3231,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_separator_dominant,9,1.0,3,3,1.0,6,0.6666666666666666,5,0,0.23880597014925373,V7B3t_rut-t13n^s!3u-t0c. B4cc4r4t-Ch0i_g4-Th3_th40. DK_nh4n-88k: v7win.vip/aK5jH
4688,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_separator_dominant,12,0.9230769230769231,2,2,1.0,10,0.7692307692307693,7,0,0.27710843373493976,"Aw1n_t4ng-299k_kh1-t4i_4pp! x3 n4p d4u. Ch0i T.L.M.N, X.0c-D.1a, N.0hu... cuc ph3. L1nk: awin6.tech/XyZ78"
4735,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_separator_dominant,11,0.9166666666666666,2,2,1.0,9,0.75,6,0,0.31746031746031744,8D4Y-G4m3: T@1-@pp_nh4n-50k. X3-n@p-d4u. TLMN_X.0c-D.1a. L1nk: a99v.tech
4749,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_separator_dominant,8,0.8888888888888888,4,3,0.75,5,0.5555555555555556,4,0,0.2807017543859649,V7B3t-C@s1n0: B@cc@r@t-tr@c-t13p. Rut-t13n-nh4nh. L1nk: v7x8.com
4724,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_separator_dominant,8,0.8888888888888888,1,1,1.0,7,0.7777777777777778,7,0,0.34782608695652173,Kwin668_T@1_@pp-nh4n~188k! x3-n@p_d@u. N.0_H.u-B.4n_C.4. L1nk: hqt9z.cc #fomo
4743,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_separator_dominant,8,0.8888888888888888,2,2,1.0,6,0.6666666666666666,4,0,0.28125,8D4Y_C@s1n0: Ch01-g@_X0-s0_Th3-th40. N@p-100k_nh4n-200k. Link: 8d99.com
4726,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_separator_dominant,7,0.875,3,2,0.6666666666666666,5,0.625,4,0,0.2786885245901639,K1m L0ng C@s1n0! T@ng-888k_B@cc@r@t tr@c_t13p. Rut-t13n-24/7: zx92k.com
4756,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_separator_dominant,7,0.875,1,1,1.0,6,0.75,4,0,0.3076923076923077,Kw1n668_C@s1n0: B@cc@r@t_S-1ot_X0-S0. N@p_100k-t@ng-100k. Link: k66z.com
3259,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_separator_dominant,6,0.8571428571428571,2,2,1.0,4,0.5714285714285714,4,0,0.23076923076923078,4w1n-nh4n~188k_n4p-dau. B4cc4r4t-X0_s0-Th3_th40. awin7.com
3260,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_separator_dominant,5,0.8333333333333334,0,0,0.0,5,0.8333333333333334,4,0,0.27419354838709675,G141_tr!_2Q-tuy3n-z41_ly^45%. L!3n-h3_Z4l0: 0855222333. Web: 2q99.vip
4737,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_separator_dominant,5,0.8333333333333334,2,2,1.0,3,0.5,6,0,0.29411764705882354,Aw1n_C@s1n0-B@cc@r@t_tr@c-t13p. CSKH_24/24. Rut_t13n_3_phut. Link: aw88.com
4754,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_separator_dominant,9,0.8181818181818182,2,2,1.0,7,0.6363636363636364,4,0,0.2777777777777778,G141 tr1 2Q-G4m3: T@1-@pp_nh4n-150k. x3-n@p-d4u. Link: 2q8v.tech
3240,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_separator_dominant,8,0.8,4,3,0.75,5,0.5,4,0,0.234375,K!m-L0ng_tang^588k-n4p-dau. B4cc4r4t-Ch0i_g4. Rut-t13n-nh4nh. klz22.com
4745,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_separator_dominant,8,0.8,1,1,1.0,7,0.7,6,0,0.3333333333333333,Aw1n-G4m3: T@1-@pp_nh4n-88k. x3_n@p_d@u. TLMN-X.0c-D.1a. Link: aw9z.cc
1645,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_separator_dominant,8,0.8,1,0,0.0,8,0.8,4,0,0.15,"K1m L0ng_tuyen d4i-ly h04-h0ng 55%, Z4lo: 0912445566, l1nk: dk68.bet"
4621,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_separator_dominant,8,0.8,3,3,1.0,5,0.5,8,0,0.3088235294117647,"8D4Y_t4i-4pp-nh4n-299k_x3-n4p-d4u. T.L.M.N, X.0c-D.ia, N.0hu. Link: 8day.cc/mB2vN"
4612,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_separator_dominant,8,0.8,4,4,1.0,4,0.4,7,0,0.3055555555555556,"K!m_L0ng-C4sino_T4i-4pp-nh4n-99k. x3_n4p-d4u. T.L.M.N, X.0c-D.ia. Link: klbet.cc/gT5yU"
4689,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_separator_dominant,8,0.8,3,2,0.6666666666666666,6,0.6,4,0,0.21348314606741572,"G141_tr1_2Q~Tang_88k_trai_nghiem. Nap-rut_1:1 nh4nh ch0ng. B4cc4r4t, Th3_th4o, X0_s0. Link: 2qbet.vip/Qy812"
4760,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_separator_dominant,7,0.7777777777777778,3,2,0.6666666666666666,5,0.5555555555555556,4,0,0.2037037037037037,J1L1_Dky-nh4n_100k-m13n-ph1. Rut_m4x-10tr. Link: jil1.bet
719,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_separator_dominant,7,0.7777777777777778,1,1,1.0,6,0.6666666666666666,4,0,0.22058823529411764,K!m_L0ng-C4s!n0: Tuy3n d4i-ly h04-h0ng 45-60%. Z4l0: 0977445566. Link: klong.vip
4625,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_separator_dominant,7,0.7777777777777778,3,3,1.0,4,0.4444444444444444,7,0,0.296875,"789B3t_T4i-4pp-nh4n-150k. x3_n4p-d4u. T.L.M.N, X.0c-D.ia. Link: 789bet.cc/yT4uI"
4668,LEVEL 2 – Leet nặng + tên riêng,Tuyển dụng giả,level2_separator_dominant,12,0.8,3,3,1.0,9,0.6,4,0,0.13861386138613863,"T1kT0k tuy3n nh4n v13n xu ly z0n hang, nh4n t13n s4u 13-25 f-h-u-t. Lu0ng 800.000z/ng4y. Tu01 22-60. Z4l0: zalo.me/84523456789 Z4l0: 84523456789"
4124,LEVEL 2 – Leet nặng + tên riêng,Tuyển dụng giả,level2_separator_dominant,11,0.7857142857142857,1,1,1.0,10,0.7142857142857143,4,0,0.16455696202531644,Sh0p33 tuy3n nh4n v13n x-u-l-y d0n + d4nh g14. Lu0ng 500k-1tr/ngay. Tu01 23-65. Dang ky: zalo.me/84633445566
2394,LEVEL 2 – Leet nặng + tên riêng,Tuyển dụng giả,level2_separator_dominant,14,0.7777777777777778,0,0,0.0,14,0.7777777777777778,4,1,0.1509433962264151,"Am4z0n tuy3n nv TMzT. Th40 t4c z0n g14n, l4m v13c tai nh4. L-u-0-n-g 500k-3tr/ngay. Tu01 22-65. Z4l0: zalo.me/84955667788 Z4l0: 84955667788"
4256,LEVEL 2 – Leet nặng + tên riêng,Crypto / Đầu tư giả,level2_still_overleeted,13,0.8666666666666667,1,1,1.0,12,0.8,4,0,0.1125,J01n nh0m T3l3gr4m de nh4n nh13m v-u d4t d0n hang h04 h0ng 30%. G14o v13n h-u0nz z4n t-u A-Z: t.me/shopee_task_vn
2801,LEVEL 2 – Leet nặng + tên riêng,Crypto / Đầu tư giả,level2_still_overleeted,10,0.8333333333333334,0,0,0.0,10,0.8333333333333334,2,0,0.08771929824561403,Luv0ng c4o 1tr/ngay ch1 v01 ch13c d13n th041. G140 v13n h-z tai t.me/kiem_tien_shopee_2024.
2812,LEVEL 2 – Leet nặng + tên riêng,Crypto / Đầu tư giả,level2_still_overleeted,14,0.8235294117647058,2,2,1.0,12,0.7058823529411765,1,0,0.0821917808219178,"Tuy3n c0ng t4c v13n d4t d0n hang 0nl1n3 luv0ng c4o. Khong can v0n, n_h_4_n t13n th3o d0n."
4246,LEVEL 2 – Leet nặng + tên riêng,Crypto / Đầu tư giả,level2_still_overleeted,13,0.8125,0,0,0.0,13,0.8125,4,0,0.11392405063291139,J01n n-h-0m T3l3gr4m de duoc j140 v13n t4n t1nh h-u0nz z4n l4m nh13m v-u kiem 500k/n-g4y: t.me/job_online_hot
2537,LEVEL 2 – Leet nặng + tên riêng,Crypto / Đầu tư giả,level2_still_overleeted,16,0.8,0,0,0.0,16,0.8,1,0,0.060240963855421686,"Ch40 ban, m1nh la G14ng. B3n m1nh tuy3n ngu01 b1nh lu4n d40 tr3n F4c3b00k, 200k/ngay ck lu0n 20h t01."
1662,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_still_overleeted,6,1.0,0,0,0.0,6,1.0,2,0,0.19642857142857142,8D4Y_Tuy3n-CTV_Ch13t-kh4u-C40! Z4lo: 0922889900. L1nk: 8dag.vip
1051,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_still_overleeted,10,0.9090909090909091,3,2,0.6666666666666666,8,0.7272727272727273,0,0,0.16,"789B3t c4s1n0, x0 s0, ch01 g4. Rut t1en s13u t0c. L!nk: k12js.com"
4739,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_still_overleeted,9,0.9,0,0,0.0,9,0.9,0,0,0.11864406779661017,789B3t tuy3n d41 ly. H04 h0ng mo1 th4ng. Z4l0: 0977889900. L1nk: 789b.vip
4757,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_still_overleeted,7,0.875,0,0,0.0,7,0.875,0,0,0.1346153846153846,V7B3t tuy3n d41 ly h04 h0ng 45%. Z4l0: 0900112233. L1nk: v7v7.vip
1658,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_still_overleeted,7,0.875,1,0,0.0,7,0.875,3,0,0.19047619047619047,"789B3t_Tuy3n-D41_Ly-H04-h0ng-50%_L1nk: 789ag.bet, Z4lo: 0944112233"
937,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_still_overleeted,6,0.8571428571428571,0,0,0.0,6,0.8571428571428571,2,0,0.2033898305084746,"JILI_tuyen!D@1_Ly h0a h0ng 50%, h0 tr0 Z@lo: 0966554433. Link: jili8.vip"
923,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_still_overleeted,6,0.8571428571428571,0,0,0.0,6,0.8571428571428571,2,0,0.21212121212121213,"G141_tr1_2Q_tuyen!D@1_Ly h0a h0ng 50%, h0 tr0 Z@lo: 0988776655. Link: g2q66.vip"
930,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_still_overleeted,6,0.8571428571428571,0,0,0.0,6,0.8571428571428571,2,0,0.2033898305084746,"Awin_tuyen!D@1_Ly h0a h0ng 55%, h0 tr0 Z@lo: 0933445566. Link: awin8.vip"
912,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_still_overleeted,6,0.8571428571428571,0,0,0.0,6,0.8571428571428571,2,0,0.2033898305084746,"8DAY_tuyen!D@1_Ly h0a h0ng 60%, h0 tr0 Z@lo: 0944556677. Link: 8dayy.vip"
4727,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_still_overleeted,11,0.8461538461538461,4,3,0.75,8,0.6153846153846154,0,0,0.08333333333333333,8D4Y khuy3n m41 n4p 100k nh4n 300k. 1 v0ng cu0c rut m4x. Link: t.ly/mR92x xX92s
727,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_still_overleeted,10,0.8333333333333334,0,0,0.0,10,0.8333333333333334,1,0,0.17142857142857143,"K!m L0ng: Tuy3n d4i ly ch!3t kh4u c4o 55%, h0 tr0 24/7. Z4lo: 0966332211. Link: kl77.vip"
1829,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_still_overleeted,10,0.8333333333333334,2,1,0.5,9,0.75,1,0,0.14285714285714285,"K1m_L0ng_C4s1n0: Tuy3n d41 ly ch13t kh4u 55%, h0 tr0 m0 k3nh, Zalo: 0355281772. L1nk: kl88.vip/mJ4k"
1653,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_still_overleeted,10,0.8333333333333334,1,1,1.0,9,0.75,1,0,0.14285714285714285,"K1m L0ng C4s1n0: B4cc4r4t truc t13p, ch01 g4, x0 s0, CSKH 24/24. L1nk: kl668.com"
4716,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_still_overleeted,10,0.8333333333333334,5,4,0.8,6,0.5,1,0,0.13432835820895522,Kwin668_Dky-nh4n_88k. N4p 100k nh4n 288k. Rut t13n s13u t0c. Link: t.ly/kw881 Op992
4734,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_still_overleeted,10,0.8333333333333334,1,1,1.0,9,0.75,0,0,0.1076923076923077,K1m L0ng tuy3n d41 ly t04n qu0c. Ch13t kh4u c40. Z4l0: 0866554433. Link: kl88.vip
1052,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_still_overleeted,9,0.8181818181818182,1,0,0.0,9,0.8181818181818182,3,0,0.1724137931034483,Aw!n#tuy3n d4! ly*h04 h0ng m4xx~Z4l0: 0945123789. L!nk: a82mx.bet
4723,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_still_overleeted,12,0.8,3,2,0.6666666666666666,10,0.6666666666666666,0,0,0.08695652173913043,789B3t t4ng 58k tr41 ngh13m. N4p 100k nh4n 288k. Rut m4x 10tr. Link dky: t.ly/uY62w dR4eS
1079,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_still_overleeted,8,0.8,3,2,0.6666666666666666,6,0.6,0,0,0.1568627450980392,"K1m L0ng C4s1n0, B4cc4r4t, x0 s0, rut t1en 3 fhut. L!nk: n12qs.com"
1067,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_still_overleeted,8,0.8,3,2,0.6666666666666666,6,0.6,0,0,0.16666666666666666,"789B3t C4s1n0, ch01 g4, x0 s0, rut t1en 2 fhut. L!nk: x12nk.com"
4730,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_still_overleeted,8,0.8,0,0,0.0,8,0.8,0,0,0.14035087719298245,G141 tr1 2Q tuy3n d41 ly. H04 h0ng 60%. Z4l0: 0911223344. L1nk: 2q99.vip
4762,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_still_overleeted,8,0.8,0,0,0.0,8,0.8,0,0,0.14035087719298245,G141 tr1 2Q tuy3n d41 ly. H04 h0ng 50%. Z4l0: 0855667788. L1nk: 2q2q.vip
4711,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_still_overleeted,8,0.8,1,1,1.0,7,0.7,2,0,0.16455696202531644,Tuy3n_D41-ly_J1L1-Thu_nh4p_khung. Z4l0: 0909111333. H04 h0ng tra s0ng ph4ng. Link: jili.bet/Ag111
1676,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_still_overleeted,8,0.8,0,0,0.0,8,0.8,1,0,0.16363636363636364,"V7B3t: B4cc4r4t truc t13p, ch01 g4, x0 s0, CSKH 24/24. L1nk: v7v7z.com"
1666,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_still_overleeted,8,0.8,0,0,0.0,8,0.8,1,0,0.16071428571428573,"789B3t: B4cc4r4t truc t13p, ch01 g4, x0 s0, CSKH 24/24. L1nk: b789z.com"
1659,LEVEL 2 – Leet nặng + tên riêng,Cờ bạc / Betting,level2_still_overleeted,8,0.8,0,0,0.0,8,0.8,1,0,0.15789473684210525,"Kw1n668: B4cc4r4t truc t13p, ch01 g4, x0 s0, CSKH 24/24. L1nk: kw999.com"
2090,LEVEL 2 – Leet nặng + tên riêng,Tuyển dụng giả,level2_still_overleeted,13,0.8666666666666667,1,1,1.0,12,0.8,2,0,0.10989010989010989,3M1M3 C0mp4ny tuy3n nh4n v13n ban th01 z14n. L0ng 500k-1tr/ngay. Tu01 22-65. Z4l0: zalo.me/84955779911 Z4l0: 84955779911
4125,LEVEL 2 – Leet nặng + tên riêng,Tuyển dụng giả,level2_still_overleeted,11,0.8461538461538461,1,1,1.0,10,0.7692307692307693,1,0,0.11428571428571428,L4z4d4 tuy3n nh4n v13n d4nh g14 s4n ph4m. Lu0ng 800.000d/ng4y. Tu01 22-60. Lien he Z4l0: zalo.me/84644556677
3886,LEVEL 2 – Leet nặng + tên riêng,Tuyển dụng giả,level2_still_overleeted,15,0.8333333333333334,3,3,1.0,12,0.6666666666666666,2,0,0.10377358490566038,T1kT0k tuy3n nh4n v13n l4m v13c tai nh4. Nh4n t13n s4u 20 fhut. Lu0ng 350-999k/ngay. Tu01 22-65. Z4l0: zalo.me/84322334455 Z4l0: 84322334455
4664,LEVEL 2 – Leet nặng + tên riêng,Tuyển dụng giả,level2_still_overleeted,14,0.8235294117647058,1,1,1.0,13,0.7647058823529411,3,0,0.13095238095238096,Sh0p33 tuy3n nh4n v13n d4nh g14 s4n f-h-4m v4 xu-ly d0n hang. Lu0ng 800.000d/ng4y. Tu01 22-60. L1nk Z4l0: zalo.me/84312345678
107,LEVEL 2 – Leet nặng + tên riêng,Tuyển dụng giả,level2_still_overleeted,13,0.8125,2,2,1.0,11,0.6875,2,0,0.10526315789473684,"Tr3n n3n t4ng T1kt0k Cty HVS tuy3n g4p nv. Nh4n t13n s4u 13-25 f1t, lu0ng 800.000d/ng4y. Tu01 22-60. Z4l0: zalo.me/84788777666 84788777666"
4677,LEVEL 2 – Leet nặng + tên riêng,Tuyển dụng giả,level2_still_overleeted,13,0.8125,1,1,1.0,12,0.75,1,0,0.10526315789473684,Sh0p33 tuy3n nh4n v13n z4nh g14 s4n f4m v4 xu ly z0n hang. Lu0ng 800.000z/ng4y. Tu01 22-60. Z4l0: zalo.me/84623456789
4373,LEVEL 2 – Leet nặng + tên riêng,Tuyển dụng giả,level2_still_overleeted,13,0.8125,1,1,1.0,12,0.75,2,0,0.12087912087912088,"4m4z0n can tuy3n nh4n v13n g4p. Lu0ng 500k-3tr/ngay. L4m tai nh4, tu01 23-60. Z4l0: zalo.me/84905678901 Z4l0: 84905678901"
