row_index,category,level,leet_token_ratio_before,leet_token_ratio_after,content_before,content_after
981,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.8235,0.4118,TECHCOMBANK c4nh b4o: t4i kh04n b1 t4m d7ng. Dang.nh4p techcombank.cc d3 m0 l41 truoc 20:00 h0m n4y.,TECHCOMBANK cảnh báo: tài khoản bị tạm dừng. Đăng nhập techcombank.cc để mở lại trước 20:00 hôm nay.
982,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.8889,0.3889,MB BANK tr4n tr0ng: d13m thu0ng s3 h3t h4n v40 23h. B4m v4o mbbank.vn-tr.top d3 d01 qu4 ng4y.,MB BANK trân trọng: điểm thưởng sẽ hết hạn vào 23h. Bấm vào mbbank.vn-tr.top để đổi quà ngay.
983,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.7222,0.3333,SHB DIGIBANK th0ng b4o: t4i kh04n b1 d4ng nh4p l4. Vui l0ng x4c thuc t41 shbdigibank.cc truoc 15h.,SHB DIGIBANK thông báo: tài khoản bị đăng nhập lạ. Vui lòng xác thực tại shbdigibank.cc trước 15h.
985,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.7222,0.3333,BIDV: b4n c0 m0t th0ng b4o m01. Vui l0ng truy c4p bidv.vn-ms.top d3 d0c truoc khi b1 h7y.,BIDV: bạn có một thông báo mới. Vui lòng truy cập bidv.vn-ms.top để đọc trước khi bị hủy.
986,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.8235,0.2941,ACB: h3 th0ng n4ng c4p. Vui l0ng d4ng nh4p acb.cc d3 c4p nh4t l41 t4i kh04n truoc 22:00.,ACB: hệ thống nâng cấp. Vui lòng đăng nhập acb.cc để cập nhật lại tài khoản trước 22:00.
987,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.9375,0.5,TPBANK: th0ng b4o t4i kh04n b1 h4n ch3 j140 z1ch. B4m v4o tpbank.vn-qr.top d3 m0 kh04.,TPBANK: thông báo tài khoản bị hạn chế giao dịch. Bấm vào tpbank.vn-qr.top để mở khóa.
991,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.8824,0.5294,TECHCOMBANK: f4t h13n j140 z1ch b4t thu0ng. z4ng nh4p techcombank.vn-et.top z3 k13m tr4 tru0c khi b1 kh04.,TECHCOMBANK: phát hiện giao dịch bất thường. Đăng nhập techcombank.vn-et.top để kiểm tra trước khi bị khóa.
992,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.7368,0.4211,MB BANK: wuy kh4ch v0 l0ng x4c thuc th13t b1 t41 mbbank.cc tru0c khi t41 kh04n b1 t4m ng7ng.,MB BANK: quý khách vui lòng xác thực thiết bị tại mbbank.cc trước khi tài khoản bị tạm ngưng.
993,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.8824,0.5294,SHB DIGIBANK: f4t h13n d4ng nh4p kh4c th13t b1. z4ng nh4p shbdigibank.vn-we.top z3 b4o v3 t4i s4n.,SHB DIGIBANK: phát hiện đăng nhập khác thiết bị. Đăng nhập shbdigibank.vn-we.top để bảo vệ tài sản.
994,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.8,0.5333,SACOMBANK: wuy kh4ch c0 j140 z1ch ch0 x4c nh4n. z4ng nh4p sacombank.cc z3 hu-y l3nh.,SACOMBANK: quý khách có giao dịch chờ xác nhận. Đăng nhập sacombank.cc để hủy lệnh.
995,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.9286,0.6429,VIETCOMBANK: f4t h13n d13m thu0ng s4p h3t h4n. z4ng nh4p vietcombank-online.vip z3 nh4n qu4.,VIETCOMBANK: phát hiện điểm thưởng sắp hết hạn. Đăng nhập vietcombank-online.vip để nhận quà.
996,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.8889,0.3889,TECHCOMBANK: wuy kh4ch c0 j140 z1ch l4 20tr. z4ng nh4p techcombank.cc z3 k13m tr4 n3u kh0ng f41 b4n.,TECHCOMBANK: quý khách có giao dịch lạ 20 triệu. Đăng nhập techcombank.cc để kiểm tra nếu không phải bạn.
997,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.8235,0.4118,MB BANK: f4t h13n truy c4p t41 th13t b1 l4. z4ng nh4p mbbank.vn-df.top z3 d01 m4t kh4u.,MB BANK: phát hiện truy cập tại thiết bị lạ. Đăng nhập mbbank.vn-df.top để đổi mật khẩu.
999,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.9286,0.6429,SACOMBANK: f4t h13n j140 z1ch b4t thu0ng 30tr. z4ng nh4p sacombank-online.vip z3 k13m tr4.,SACOMBANK: phát hiện giao dịch bất thường 30 triệu. Đăng nhập sacombank-online.vip để kiểm tra.
1000,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.7857,0.4286,VIETCOMBANK: wuy kh4ch c3n f41 x4c thuc l41 th13t b1 t41 vietcombank.vn-er.top tru0c 21h.,VIETCOMBANK: quý khách cần phải xác thực lại thiết bị tại vietcombank.vn-er.top trước 21h.
1001,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.7143,0.4762,Cảnh sát Giao thông: H0 s0 v1 ph4m g14o th0ng c4u b4n-chua-n0p. Truy c4p: phatnguoi-vn.top d3 x3m ch1 t13t.,Cảnh sát Giao thông: Hồ sơ vi phạm giao thông của bạn chưa nộp. Truy cập: phatnguoi-vn.top để xem chi tiết.
1002,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.6538,0.4615,BO GTVT th0ng b4o: Ong (Ba) co b13n l4i ph4t ngu0i chua th4nh t04n. F4i j14i qu3t ngay t4i gtvt-gov.top n3u kh0ng s3 b1 tru truy.,Bộ Giao thông vận tải thông báo: Ông (Bà) có biên lai phạt nguội chưa thanh toán. Phải giải quyết ngay tại gtvt-gov.top nếu không sẽ bị truy cứu.
1004,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.8947,0.4211,VNeID: T4i kh04n d1nh d4nh cua b4n b1 l01. Ch3k l4i t4i vneid-chinhphu.top-vneid.cc d3 kh0ng b1 kh04 t4i kh04n.,VNeID: Tài khoản định danh của bạn bị lỗi. Kiểm tra lại tại vneid-chinhphu.top-vneid.cc để không bị khóa tài khoản.
1005,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.8261,0.5652,Bộ Công an: Th0ng b4o b4n co l3nh tr1eu t4p v3 v1 ph4m f4f lu4t. L13n h3 0812993442 z3 du0ng zu0ng j14i qu3t j4p.,Bộ Công an: Thông báo bạn có lệnh triệu tập về vi phạm pháp luật. Liên hệ 0812993442 để được hướng dẫn giải quyết gấp.
1006,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.8,0.4,Cục Viễn thông: Thuy3t b1 s1m cu4 b4n s3 b1 kh04 s4u 2 j10 n3u kh0ng c4p nh4t th0ng t1n. Bam v4o vnta-gov.cc d3 x4c thuc.,Cục Viễn thông: Thiết bị sim của bạn sẽ bị khóa sau 2 giờ nếu không cập nhật thông tin. Bấm vào vnta-gov.cc để xác thực.
1007,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.8636,0.5455,Bộ Y Tế: B4n co b40 h13m y t3 chu4 th4nh t04n. F4i c4p nh4t th0ng t1n t4i boyte-gov.top d3 du0c hu0ng qu73n l01.,Bộ Y tế: Bạn có bảo hiểm y tế chưa thanh toán. Phải cập nhật thông tin tại boyte-gov.top để được hưởng quyền lợi.
1008,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.7826,0.4783,[CẢNH SÁT GIAO THÔNG] Th0ng-b4o: H3 th0ng j14m s4t f4t h13n x3 cu4 b4n v1 f4m. Truy c4p phatnguoi.xyz d3 n0f f4t.,[CẢNH SÁT GIAO THÔNG] Thông báo: Hệ thống giám sát phát hiện xe của bạn vi phạm. Truy cập phatnguoi.xyz để nộp phạt.
1011,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.7059,0.4706,VNeID: Th0ng b4o c4p nh4t l4i th0ng t1n cu tru m01 nh4t. L1nk x4c thuc: vneid.dichvucong-gov.top,VNeID: Thông báo cập nhật lại thông tin cư trú mới nhất. Link xác thực: vneid.dichvucong-gov.top
1012,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.7083,0.375,Cục Viễn thông: S1m cu4 b4n chua zu0c z4ng ky ch1nh chu. F4i c4p nh4t t4i vnta-gov.top n3u kh0ng s3 b1 thu h01 s0.,Cục Viễn thông: Sim của bạn chưa được đăng ký chính chủ. Phải cập nhật tại vnta-gov.top nếu không sẽ bị thu hồi số.
1014,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.8,0.52,Cảnh sát Giao thông: H0 s0 v1 f4m j14o th0ng cu4 b4n z4 du0c j1 f3. Bam v4o phatnguoi.cc z3 x3m h1nh 4nh v1 f4m.,Cảnh sát Giao thông: Hồ sơ vi phạm giao thông của bạn đã được ghi lại. Bấm vào phatnguoi.cc để xem hình ảnh vi phạm.
1015,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.625,0.5,[TỔNG CỤC THUẾ] B4n du d13u k13n nh4n t13n h04n thu3 TNCN. L1nk d4ng ky: thue-online.vip-chinhphu.top,[TỔNG CỤC THUẾ] Bạn đủ điều kiện nhận tiền hoàn thuế TNCN. Link đăng ký: thue-online.vip-chinhphu.top
1016,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.7143,0.4762,Bộ Công an: Phat h13n t4i kh04n cu4 b4n l13n qu4n z3n zu0ng z4y l34o d40. Vui l0ng truy c4p bocongan-xacthuc.xyz,Bộ Công an: Phát hiện tài khoản của bạn liên quan đến đường dây lừa đảo. Vui lòng truy cập bocongan-xacthuc.xyz
1017,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.75,0.4,VNeID: X4c thuc t41 kh04n d1nh d4nh z13n tu muc 2 cu4 b4n. F4i ho4n th4nh t4i vneid-chinhphu.top ngay h0m n4y.,VNeID: Xác thực tài khoản định danh điện tử mức 2 của bạn. Phải hoàn thành tại vneid-chinhphu.top ngay hôm nay.
1018,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.8571,0.381,Cục Viễn thông: T4i kh04n thu3 b4o v13n th0ng cu4 b4n b1 qu4 h4n. L13n h3 0901223344 d3 b13t th3m ch1 t13t.,Cục Viễn thông: Tài khoản thuê bao viễn thông của bạn bị QUÁ HẠN. Liên hệ 0901223344 để biết thêm chi tiết.
1020,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.6364,0.4091,"Cảnh sát Giao thông, Bộ GTVT: Phat h13n x3 cu4 b4n v1 f4m t0c d0. Bam v4o phatnguoi-vn.top z3 th4nh t04n f4t.","Cảnh sát Giao thông, Bộ Giao thông vận tải: Phát hiện xe của bạn vi phạm tốc độ. Bấm vào phatnguoi-vn.top để thanh toán phạt."
1021,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.6111,0.4444,Tổng cục Thuế: Th0ng b4o x4c thuc h0 s0 thu3 TNCN nam 2024. Truy c4p d3 nh4n t13n: thue-vietnam.top,Tổng cục Thuế: Thông báo xác thực hồ sơ thuế TNCN năm 2024. Truy cập để nhận tiền: thue-vietnam.top
1022,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.75,0.55,Bộ Công an: Chung t01 f4t h13n b4n v1 f4m qu7 d1nh d1nh d4nh. F4i x4c thuc l4i t4i bocongan-gov.top.,Bộ Công an: Chúng tôi phát hiện bạn vi phạm quy định định danh. Phải xác thực lại tại bocongan-gov.top.
1025,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.6842,0.4737,Bộ GTVT: Ong (Ba) co b13n l4i v1 f4m h4nh ch1nh chua n0f. L13n h3 0888123455 z3 zu0c j14i qu3t.,Bộ Giao thông vận tải: Ông (Bà) có biên lai vi phạm hành chính chưa nộp. Liên hệ 0888123455 để được giải quyết.
1026,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.65,0.45,Cảnh sát Giao thông: H0 s0 v1 ph4m g14o th0ng d4 duoc-gu1 den b4n. Xem ch1 t13t t4i: phatnguoi-chinhphu.top,Cảnh sát Giao thông: Hồ sơ vi phạm giao thông đã được gửi đến bạn. Xem chi tiết tại: phatnguoi-chinhphu.top
1028,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.7,0.45,Bộ Công an: B4n dang b1 d13u tr4 h4nh v1 l34o d40. Vui l0ng truy c4p bocongan-vn.cc d3 l4m v13c.,Bộ Công an: Bạn đang bị điều tra hành vi lừa đảo. Vui lòng truy cập bocongan-vn.cc để làm việc.
1029,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.95,0.4,VNeID: Th0ng b4o t41 kh04n cu4 b4n b1 d4ng nh4p l4. F4i d01 m4 f1n t4i vneid-xacthuc.vip d3 b40 m4t.,VNeID: Thông báo tài khoản của bạn bị đăng nhập lạ. Phải đổi mã pin tại vneid-xacthuc.vip để bảo mật.
1030,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.7727,0.3182,Cục Viễn thông: S1m cu4 b4n s3 b1 thu h01 s4u 24h. L13n h3 0777334455 d3 du0c ho tr0 c4p nh4t th0ng t1n.,Cục Viễn thông: Sim của bạn sẽ bị thu hồi sau 24h. Liên hệ 0777334455 để được hỗ trợ cập nhật thông tin.
1031,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.7143,0.4762,Bộ Y Tế: Th0ng b4o b4n chua c4p nh4t s0 s0 sk d13n tu. Truy c4p boyte-gov.xyz d3 ho4n th4nh h0 s0.,Bộ Y tế: Thông báo bạn chưa cập nhật sổ sức khỏe điện tử. Truy cập boyte-gov.xyz để hoàn thành hồ sơ.
1034,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.7391,0.3478,Bộ Công an: Y3u c4u x4c thuc d1nh d4nh d13n tu ngay h0m n4y t4i vneid-gov.cc d3 kh0ng b1 x7 l7 f4f lu4t.,Bộ Công an: Yêu cầu xác thực định danh điện tử ngay hôm nay tại vneid-gov.cc để không bị xử lý pháp luật.
1035,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.75,0.2,Cục Viễn thông: Th0ng b4o th3 s1m cu4 b4n s3 b1 ngung h04t d0ng. Truy c4p vnta-vn.top d3 k13m tr4.,Cục Viễn thông: Thông báo thẻ sim của bạn sẽ bị ngừng hoạt động. Truy cập vnta-vn.top để kiểm tra.
1036,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.7222,0.3333,Bộ GTVT: B4n co b13n b4n v1 f4m chua zu0c thanh t04n. L13n h3 0938112233 z3 du0c j14m f4t.,Bộ Giao thông vận tải: Bạn có biên bản vi phạm chưa được thanh toán. Liên hệ 0938112233 để được giảm phạt.
1037,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.8235,0.5294,VNeID: Th0ng b4o c4p nh4t th0ng t1n th3 b40 h13m y t3 v4o vneid. L1nk d4ng ky: vneid-byt.top,VNeID: Thông báo cập nhật thông tin thẻ bảo hiểm y tế vào VNeID. Link đăng ký: vneid-byt.top
1039,Dịch vụ công giả,LEVEL 2 – Leet nặng + tên riêng,0.75,0.55,Cảnh sát Giao thông: Th0ng b4o t4m j17 j14y f3f l41 x3 z0 v1 f4m g14o th0ng. Truy c4p phatnguoi-chinhphu.top,Cảnh sát Giao thông: Thông báo tạm giữ giấy phép lái xe do vi phạm giao thông. Truy cập phatnguoi-chinhphu.top
1041,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.7059,0.6471,"8D4Y N4p 50k nh4n 100k, 1 v0ng cu0c rut MAXX 9999k. N0 Hu, B4n C4. DK: t.ly/gX82k vBszQ","8DAY Nạp 50.000 đồng nhận 100.000 đồng, 1 vòng cược rút tối đa 9.999.000 đồng. Nổ Hũ, Bắn Cá. Đăng ký: t.ly/gX82k vBszQ"
1043,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.8,0.7333,"789B3t ch01 B4cc4r4t truc t1ep, ch01 g4, x0 s0, rut t1en tr0ng 5 fhut. L!nk: h82nq.com","789Bet chơi Baccarat trực tiếp, chọi gà, xổ số, rút tiền trong 5 phút. Link: h82nq.com"
1047,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.75,0.6667,"K1m L0ng C4s1n0 B4cc4r4t, ch01 g4, rut t1en 2 fhut. DK ng4y: b72ma.com","Kim Long Casino Baccarat, chọi gà, rút tiền 2 phút. Đăng ký ngay: b72ma.com"
1049,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.5625,0.5,"8D4Y N4p 1tr nh4n 2tr, rut MAXX k0 g101 h4n. N0 Hu, BCR. DK: t.ly/mN293 zXcvB","8DAY Nạp 1 triệu nhận 2 triệu, rút tối đa không giới hạn. Nổ Hũ, Baccarat. Đăng ký: t.ly/mN293 zXcvB"
1059,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.8,0.7,"789B3t B4cc4r4t, x0 s0, rut t1en tr0ng 1 fhut. L!nk: j82mq.com","789Bet Baccarat, xổ số, rút tiền trong 1 phút. Link: j82mq.com"
1081,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.7619,0.2857,VCB D1g1b4nk: T41 kh04n cua b4n d4 b1 kh04. D4ng nh4p t41 vcbdigibank.vn-kr.top d3 k1ch h04t l41 truoc 2h ch13u nay.,Vietcombank Digibank: Tài khoản của bạn đã bị khóa. Đăng nhập tại vcbdigibank.vn-kr.top để kích hoạt lại trước 2 giờ chiều nay.
1082,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.8421,0.5789,T3chc0mb4nk: C4nh b40 b4n d4ng ky d1ch vu chuy3n t13n qu0c t3. Huy t41 techcombank.cc n3u kh0ng f41 b4n.,Techcombank: Cảnh báo bạn đăng ký dịch vụ chuyển tiền quốc tế. Hủy tại techcombank.cc nếu không phải bạn.
1083,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.85,0.55,MB B4NK: P4t h13n th13t b1 l4 truy c4p. N3u kh0ng f41 b4n h4y d01 m4 f1n t41 mbbank-online.vip nzhay.,MB BANK: Phát hiện thiết bị lạ truy cập. Nếu không phải bạn hãy đổi mã PIN tại mbbank-online.vip ngay.
1084,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.7647,0.4706,SHB D1g1b4nk: C4nh b40 r71 r0 t41 kh04n. Vuj l0ng truy c4p shbdigibank.vn-sh.top d3 k13m tr4 nzhay.,SHB Digibank: Cảnh báo rủi ro tài khoản. Vui lòng truy cập shbdigibank.vn-sh.top để kiểm tra ngay.
1085,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.6667,0.4444,S4c0mb4nk: P4t h13n truy c4p b4t thuong. Vuj l0ng d4ng nh4p sacombank.cc d3 x4c thuc ch1nh chu nzhay.,Sacombank: Phát hiện truy cập bất thường. Vui lòng đăng nhập sacombank.cc để xác thực chính chủ ngay.
1086,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.7895,0.3684,[VCB DIGIBANK] T41 kh04n b1 d4ng nh4p t41 My. N3u kh0ng f41 b4n h4y t4m kh04 t41 vcbdigibank.cc nzhay.,[Vietcombank Digibank] Tài khoản bị đăng nhập tại Mỹ. Nếu không phải bạn hãy tạm khóa tại vcbdigibank.cc ngay.
1087,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.875,0.5625,T3CHC0MB4NK: Qu7 kh4ch co 1 kh04n v4y f4t s1nh. K13m tr4 nzhay t41 techcombank-online.vip d3 d01 so4t.,Techcombank: Quý khách có một khoản vay phát sinh. Kiểm tra ngay tại techcombank-online.vip để đối soát.
1088,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.6316,0.4211,MB BANK: Quy kh4ch nh4n d70c qu4 t4ng tr1 zh4 1tr. Bam v40 mbbank.vn-zx.top d3 nh4n nzhay truoc 22h.,MB BANK: Quý khách nhận được quà tặng trị giá 1 triệu đồng. Bấm vào mbbank.vn-zx.top để nhận ngay trước 22 giờ.
1089,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.7778,0.6667,SHB D1g1b4nk: P4t h13n 1 zh140 d1ch b4t thuong 5tr. Vuj l0ng truy c4p shbdigibank.cc d3 h7y zh140 d1ch.,SHB Digibank: Phát hiện một giao dịch bất thường 5 triệu đồng. Vui lòng truy cập shbdigibank.cc để hủy giao dịch.
1090,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.8333,0.5,S4c0mb4nk: H3 th0ng nh4n th3y rwi r0 b40 m4t. Vuj l0ng d4ng nh4p sacombank-online.vip d3 b40 v3 tk.,Sacombank: Hệ thống nhận thấy rủi ro bảo mật. Vui lòng đăng nhập sacombank-online.vip để bảo vệ tài khoản.
1091,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.6667,0.3889,VCB D1g1b4nk: D1ch vw Smart 0TP cua b4n b1 l01. Vuj l0ng k1ch h04t l41 t41 vcbdigibank-online.vip nzhay.,Vietcombank Digibank: Dịch vụ Smart OTP của bạn bị lỗi. Vui lòng kích hoạt lại tại vcbdigibank-online.vip ngay.
1092,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.8824,0.5294,T3chc0mb4nk: P4t h13n truy c4p l4 t41 Ch1n4. Vuj l0ng d4ng nh4p techcombank.vn-ms.top d3 d01 m4 kh4u.,Techcombank: Phát hiện truy cập lạ tại Trung Quốc. Vui lòng đăng nhập techcombank.vn-ms.top để đổi mật khẩu.
1093,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.55,0.3,MB BANK: Tk cua b4n bj kwh04 z0 th13w th0ng t1n. Bam v40 mbbank.cc z3 b0 swng nzhay truoc 20h.,MB BANK: Tài khoản của bạn bị khóa do thiếu thông tin. Bấm vào mbbank.cc để bổ sung ngay trước 20 giờ.
1094,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.8235,0.4118,SHB D1g1b4nk: Th13t b1 cua b4n kh0ng t70ng th1ch h3 th0ng. Vuj l0ng c4p nh4t t41 shbdigibank-online.vip.,SHB Digibank: Thiết bị của bạn không tương thích hệ thống. Vui lòng cập nhật tại shbdigibank-online.vip.
1095,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.75,0.375,S4c0mb4nk: Th3 t1n dwng cua b4n co zh140 d1ch l4. Bam v40 sacombank.vn-gh.top z3 k13m tr4.,Sacombank: Thẻ tín dụng của bạn có giao dịch lạ. Bấm vào sacombank.vn-gh.top để kiểm tra.
1096,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.8889,0.3889,VCB D1g1b4nk: Th0ng b40 n7ng c4p h3 th0ng b40 m4t. Vuj l0ng d4ng nh4p vcbdigibank.cc d3 c4p nh4t.,Vietcombank Digibank: Thông báo nâng cấp hệ thống bảo mật. Vui lòng đăng nhập vcbdigibank.cc để cập nhật.
1097,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.7333,0.6,T3chc0mb4nk: C4nh b40 t41 kh04n co zh140 d1ch b4t thuong. X4c thuc t41 techcombank-online.vip nzhay.,Techcombank: Cảnh báo tài khoản có giao dịch bất thường. Xác thực tại techcombank-online.vip ngay.
1098,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.8235,0.5882,MB BANK: Chu0ng tr1nh tr1 4n kh4ch h4ng. Nh4n 500k t41 mbbank.vn-lp.top truoc kh1 h3t h4n 23h.,MB BANK: Chương trình tri ân khách hàng. Nhận 500.000 đồng tại mbbank.vn-lp.top trước khi hết hạn 23 giờ.
1099,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.8824,0.4706,SHB D1g1b4nk: T41 kh04n b1 t4m kwh04 z0 b40 m4t. Bam v40 shbdigibank.cc z3 k1ch h04t l41.,SHB Digibank: Tài khoản bị tạm khóa do bảo mật. Bấm vào shbdigibank.cc để kích hoạt lại.
1100,Giả mạo ngân hàng,LEVEL 2 – Leet nặng + tên riêng,0.6316,0.4737,S4c0mb4nk: Tk cua b4n bj t4m kwh04 v1 ly z0 b40 m4t. Vuj l0ng bam sacombank-online.vip z3 x4c thuc.,Sacombank: Tài khoản của bạn bị tạm khóa vì lý do bảo mật. Vui lòng bấm sacombank-online.vip để xác thực.
1101,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.6842,0.5789,"D4ng ky 789Bet n4p 50k nh4n 150k. 1 v0ng cu0c rut MAXX 10tr. No Hu, B4n C4... Click: t.ly/aB92x zK82s","Đăng ký 789Bet nạp 50.000 đồng nhận 150.000 đồng. 1 vòng cược rút tối đa 10 triệu đồng. Nổ Hũ, Bắn Cá... Click: t.ly/aB92x zK82s"
1102,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.5294,0.4706,"Kwin668_T41_APP^nh4n-99k. x3 n4p d4u, rut ngay ko c4n n4p. TLMN, X.oc-D.ia, N.ohu. Link: k82z.tech/mQ1p","Kwin668 Tải App nhận 99.000 đồng. x3 nạp đầu, rút ngay không cần nạp. Tiến lên miền Nam, Xóc Đĩa, Nổ hũ. Link: k82z.tech/mQ1p"
1103,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.4211,0.3684,"V7Bet chao mung thanh v1en m01. Baccarat truc t13p, cho1 g4, xo so. Rut t13n 3 fhut, CSKH 24/24. Web: v92kx.com","V7Bet chào mừng thành viên mới. Baccarat trực tiếp, chọi gà, xổ số. Rút tiền 3 phút, CSKH 24/24. Web: v92kx.com"
1105,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.7368,0.6842,"8D4Y tang b4n 88k th3 h01. N4p 200k nh4n 500k, rut t13n ch3nh l3ch tro trong 1 fhut. t.ly/hG72n bN92","8DAY tặng bạn 88.000 đồng thu hồi. Nạp 200.000 đồng nhận 500.000 đồng, rút tiền chênh lệch trong 1 phút. Link: t.ly/hG72n bN92"
1106,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.5556,0.3889,"JILI_G3M-m01-tang-299k_khi-t41-app. x3 n4p d4u, ko c4n n4p rut ngay. N.ohu-X.ocdia. Link: j91x.cc/vO9w","JILI Game mới tặng 299.000 đồng khi tải app. x3 nạp đầu, không cần nạp rút ngay. Nổ hũ - Xóc đĩa. Link: j91x.cc/vO9w"
1109,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.7059,0.6471,"789B3t n4p 100k nh4n 300k. 1 v0ng cu0c rut MAXX 20tr. No Hu, B4n C4. Click: t.ly/uI82m xR51p","789B3t nạp 100.000 đồng nhận 300.000 đồng. 1 vòng cược rút tối đa 20 triệu đồng. Nổ Hũ, Bắn Cá. Click: t.ly/uI82m xR51p"
1110,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.5714,0.5,"Kwin668-T41-APP*nh4n-188k! x3 n4p d4u, TLMN, X.oc-D.ia, N.ohu... Link: kw88.tech/eD3v","Kwin668 Tải App nhận 188.000 đồng! x3 nạp đầu, Tiến lên miền Nam, Xóc Đĩa, Nổ hũ... Link: kw88.tech/eD3v"
