"norm_id","sample_id","source_text","normalized_text"
"sms_norm_00267","phase1_00267","TK ViettelPay 9704...1278 GD -5.000 VND luc 2024-06-18 11:17:23 So du 3.372 VND ND: GD thanh toan 240618159556024 NAP TIEN DIEN THOAI cho Khach hang 0867256447","TK ViettelPay 9704...1278 GD -5.000 VND lúc 2024-06-18 11:17:23. Số dư 3.372 VND. Nội dung: Giao dịch thanh toán 240618159556024 NẠP TIỀN ĐIỆN THOẠI cho khách hàng 0867256447"
"sms_norm_00268","phase1_00268","Quy khach duoc cong 15 diem do Giao dich thanh toan DV vien thong qua VIETTEL MONEY vao ngay 18/06/2024.Truy cap https://vtmoney.onelink.me/314y/loyalty de doi diem sang cac qua tang cua chuong trinh. Tran trong.","Quý khách được cộng 15 điểm do giao dịch thanh toán dịch vụ viễn thông qua Viettel Money vào ngày 18/06/2024. Truy cập https://vtmoney.onelink.me/314y/loyalty để đổi điểm sang các quà tặng của chương trình. Trân trọng."
"sms_norm_00269","phase1_00269","TK ViettelPay 9704...1278 GD +5.000 VND luc 2024-06-18 11:17:23 So du 8.372 VND ND: 240618159555909 QUATANGVOUCHER 240618159555909 84867256447","TK ViettelPay 9704...1278 GD +5.000 VND lúc 2024-06-18 11:17:23. Số dư 8.372 VND. Nội dung: 240618159555909 QUÀ TẶNG VOUCHER 240618159555909 84867256447"
"sms_norm_00270","phase1_00270","Quy khach co 14.421 dong trong tai khoan. Bam goi *098*3# de co 3GB voi 15.000d/3 ngay hoac *098*989# (30.000d/3 ngay) co 15GB (5GB/ngay), mien phi 10 phut/cuoc noi mang, 15 phut ngoai mang, SMS noi mang va TV360. Goi cuoc gia han khi het chu ky. De biet thong tin cac uu dai khac, bam goi *098# hoac truy cap My Viettel tai https://myvt.page.link/goidata . Chi tiet LH 198 (0d). Tran trong.","Quý khách có 14.421 đồng trong tài khoản. Bấm gọi *098*3# để có 3GB với 15.000đ/3 ngày hoặc *098*989# (30.000đ/3 ngày) có 15GB (5GB/ngày), miễn phí 10 phút/cuộc nội mạng, 15 phút ngoại mạng, SMS nội mạng và TV360. Gói cước gia hạn khi hết chu kỳ. Để biết thông tin các ưu đãi khác, bấm gọi *098# hoặc truy cập My Viettel tại https://myvt.page.link/goidata. Chi tiết liên hệ 198 (0đ). Trân trọng."
"sms_norm_00271","phase1_00271","[TB] Tặng 20% giá trị tất cả thẻ nạp vào tài khoản viễn thông trong ngày 15/06/2024. CT áp dụng khi nạp thẻ online qua các ví điện tử, ứng dụng thanh toán hoặc tại https://viettel.vn/pay/tt . Tiền KM sử dụng liên lạc nội mạng trong 15 ngày. Chi tiết gọi 197 bấm phím 19 (0đ). Trân trọng.","[Thông báo] Tặng 20% giá trị tất cả thẻ nạp vào tài khoản viễn thông trong ngày 15/06/2024. Chương trình áp dụng khi nạp thẻ online qua các ví điện tử, ứng dụng thanh toán hoặc tại https://viettel.vn/pay/tt. Tiền khuyến mãi sử dụng liên lạc nội mạng trong 15 ngày. Chi tiết gọi 197 bấm phím 19 (0đ). Trân trọng."
"sms_norm_00272","phase1_00272","TB  Dung quen Ban dang co voucher MIEN PHI 5.000d khi nap dien thoai Viettel. Mo app hoac truy cap https://km.vtmoney.vn/314y/uudai2 de su dung uu dai Ban nhe.","[Thông báo] Đừng quên Bạn đang có voucher MIỄN PHÍ 5.000đ khi nạp điện thoại Viettel. Mở app hoặc truy cập https://km.vtmoney.vn/314y/uudai2 để sử dụng ưu đãi Bạn nhé."
"sms_norm_00273","phase1_00273","[QC] Tổng đài Thông tin Kinh tế - Xã hội Viettel giải đáp danh bạ điện thoại, giá cả thị trường, thông tin thể thao trong nước và quốc tế, hỗ trợ các thủ tục hành chính và pháp lý. Quý khách vui lòng gọi 1068/1069 (từ số điện thoại Viettel) hoặc 0281068/0281069 (từ số điện thoại mạng khác). Giá cước: 3.000đ/p. Từ chối QC, soạn TC3 gửi 199.","[Quảng cáo] Tổng đài Thông tin Kinh tế - Xã hội Viettel giải đáp danh bạ điện thoại, giá cả thị trường, thông tin thể thao trong nước và quốc tế, hỗ trợ các thủ tục hành chính và pháp lý. Quý khách vui lòng gọi 1068/1069 (từ số điện thoại Viettel) hoặc 0281068/0281069 (từ số điện thoại mạng khác). Giá cước: 3.000đ/p. Từ chối quảng cáo, soạn TC3 gửi 199."
"sms_norm_00274","phase1_00274","[TB] Dung quen Ban dang co voucher giam 50% toi da 10.000d khi thanh toan Dien/Nuoc/Internet truyen hinh se HET HAN HOM NAY 11/06/2024. Mo app hoac truy cap https://km.vtmoney.vn/314y/uudai2 de su dung uu dai Ban nhe.","[Thông báo] Đừng quên Bạn đang có voucher giảm 50% tối đa 10.000đ khi thanh toán điện/nước/internet truyền hình sẽ HẾT HẠN HÔM NAY 11/06/2024. Mở app hoặc truy cập https://km.vtmoney.vn/314y/uudai2 để sử dụng ưu đãi Bạn nhé."
"sms_norm_00275","phase1_00275","Waka.vn - Su dung 4870 lam ma xac nhan so dien thoai tren Waka.vn","Waka.vn - Sử dụng 4870 làm mã xác nhận số điện thoại trên Waka.vn"
"sms_norm_00276","phase1_00276","[QC] HOÀN TIỀN 10% khi đăng ký nạp tiền điện thoại tự động cho chính mình bằng tài khoản ViettelPay tại https://km.vtmoney.vn/314y/ndt5 Bạn nhé. LH 18009000 (0đ). Từ chối QC, soạn TC3 gửi 199.","[Quảng cáo] HOÀN TIỀN 10% khi đăng ký nạp tiền điện thoại tự động cho chính mình bằng tài khoản ViettelPay tại https://km.vtmoney.vn/314y/ndt5 Bạn nhé. Liên hệ 18009000 (0đ). Từ chối quảng cáo, soạn TC3 gửi 199."
"sms_norm_00277","phase1_00277","[TB] GỌI RẺ HƠN - ƯU ĐÃI HƠN Chỉ 5.000đ/ngày có 50 phút gọi nội mạng dùng đến 24h. Gói cước gia hạn hàng ngày. Đăng ký, soạn MP5X gửi 109. CT áp dụng cho thuê bao nhận được tin nhắn. Chi tiết LH 198 (0đ).","[Thông báo] GỌI RẺ HƠN - ƯU ĐÃI HƠN Chỉ 5.000đ/ngày có 50 phút gọi nội mạng dùng đến 24h. Gói cước gia hạn hàng ngày. Đăng ký, soạn MP5X gửi 109. Chương trình áp dụng cho thuê bao nhận được tin nhắn. Chi tiết liên hệ 198 (0đ)."
"sms_norm_00278","phase1_00278","[TB] Ban co the mua goi Data 1N_TMDT (co 5GB/ngay) gia chi 7.000d duy nhat tren Viettel Money. Mua ngay tai https://km.vtmoney.vn/314y/gg1N . Vui long tim goi 1N_TMDT trong muc Danh sach goi -> Combo -> 1-7 ngay.","[Thông báo] Bạn có thể mua gói Data 1N_TMDT (có 5GB/ngày) giá chỉ 7.000đ duy nhất trên Viettel Money. Mua ngay tại https://km.vtmoney.vn/314y/gg1N. Vui lòng tìm gói 1N_TMDT trong mục Danh sách gói -> Combo -> 1-7 ngày."
"sms_norm_00279","phase1_00279","[QC] Uu dai toi 500.000d dap ung nhu cau du lich: Giam 8% toi da 400.000d gia phong khach san, Giam toi 100.000d ve may bay. Mo app Viettel Money xem ngay uu dai hoac truy cap: https://km.vtmoney.vn/314y/dulichdilai . Chi tiet LH 18009000 (0d). Tu choi QC, soan TC3 gui 199.","[Quảng cáo] Ưu đãi tới 500.000đ đáp ứng nhu cầu du lịch: Giảm 8% tối đa 400.000đ giá phòng khách sạn, Giảm tối 100.000đ vé máy bay. Mở app Viettel Money xem ngay ưu đãi hoặc truy cập: https://km.vtmoney.vn/314y/dulichdilai. Chi tiết liên hệ 18009000 (0đ). Từ chối quảng cáo, soạn TC3 gửi 199."
"sms_norm_00280","phase1_00280","[TB] Ban co qua tang voucher 99,000d mua Bao hiem Xe may tren Viettel Money. Vui long mo app hoac truy cap https://km.vtmoney.vn/314y/bhxmpvi2 de su dung.","[Thông báo] Bạn có quà tặng voucher 99.000đ mua Bảo hiểm Xe máy trên Viettel Money. Vui lòng mở app hoặc truy cập https://km.vtmoney.vn/314y/bhxmpvi2 để sử dụng."
"sms_norm_00281","phase1_00281","Yeu cau cong diem chuong trinh 35 nam Viettel khong thanh cong do Quy khach da nhan diem truoc do. Chi tiet LH 198. Tran trong.","Yêu cầu cộng điểm chương trình 35 năm Viettel không thành công do Quý khách đã nhận điểm trước đó. Chi tiết liên hệ 198. Trân trọng."
"sms_norm_00282","phase1_00282","Chao mung 35 NAM VIETTEL, tran trong gui tang Quy khach 10.000 diem tieu dung Viettel++. Thoi han su dung diem den 30/06/2024. Kinh moi Quy khach doi diem de nhan ngan uu dai hap dan tren My Viettel https://myvt.page.link/vtplus hoac goi *098#. Chi tiet LH 198. Tran trong.","Chào mừng 35 năm Viettel, trân trọng gửi tặng Quý khách 10.000 điểm tiêu dùng Viettel++. Thời hạn sử dụng điểm đến 30/06/2024. Kính mời Quý khách đổi điểm để nhận ưu đãi hấp dẫn trên My Viettel https://myvt.page.link/vtplus hoặc gọi *098#. Chi tiết liên hệ 198. Trân trọng."
"sms_norm_00283","phase1_00283","Chúc mừng Quý khách. Thuê bao của Quý khách sẽ được cộng 10.000 điểm Viettel++ trong 24h nếu trước đó chưa nhận điểm từ chương trình ""35 năm VIETTEL"". Chi tiết LH 198 (0đ). Trân trọng.","Chúc mừng Quý khách. Thuê bao của Quý khách sẽ được cộng 10.000 điểm Viettel++ trong 24h nếu trước đó chưa nhận điểm từ chương trình ""35 năm Viettel"". Chi tiết liên hệ 198 (0 đồng). Trân trọng."
"sms_norm_00284","phase1_00284","[TB] Mừng VIETTEL 35 năm - ra mắt gói cước với tính năng mới: Chỉ với 35.000đ/7 ngày, Quý khách có thể lựa chọn truy cập data, gọi điện theo nhu cầu, đặc biệt tặng thêm dịch vụ TV360 hoặc Mydio. Truy cập ứng dụng My Viettel tại https://viettel.vn/diy để trải nghiệm. LH 198 (0đ).","[Quảng cáo] Mừng Viettel 35 năm - ra mắt gói cước với tính năng mới: Chỉ với 35.000đ/7 ngày, Quý khách có thể lựa chọn truy cập data, gọi điện theo nhu cầu, đặc biệt tặng thêm dịch vụ TV360 hoặc MyDio. Truy cập ứng dụng My Viettel tại https://viettel.vn/diy để trải nghiệm. Liên hệ 198 (0đ)."
"sms_norm_00285","phase1_00285","[TB] Ban co KHUYEN MAI 45% nap the Viettel duy nhat 31/5-1/6/2024 tren Viettel Money (gom tang 35% gia tri the nap + hoan tien 10%). Nap ngay tai https://km.vtmoney.vn/314y/km45","[Quảng cáo] Bạn có khuyến mãi 45% nạp thẻ Viettel duy nhất 31/5-1/6/2024 trên Viettel Money (gồm tặng 35% giá trị thẻ nạp + hoàn tiền 10%). Nạp ngay tại https://km.vtmoney.vn/314y/km45"
"sms_norm_00286","phase1_00286","[TB] Chào mừng ""35 NĂM VIETTEL"" TẶNG 35% giá trị tất cả thẻ nạp vào tài khoản viễn thông trong 2 ngày 31/05 và 01/06. Tiền KM sử dụng truy cập Internet trong 15 ngày. Nạp thẻ online tại các ví điện tử, ứng dụng thanh toán hoặc tại https://vtmoney.onelink.me/314y/km3 . Chi tiết gọi 197 bấm phím 19 (0đ). Trân trọng.","[Quảng cáo] Chào mừng ""35 năm Viettel"" tặng 35% giá trị tất cả thẻ nạp vào tài khoản viễn thông trong 2 ngày 31/05 và 01/06. Tiền khuyến mãi sử dụng truy cập Internet trong 15 ngày. Nạp thẻ online tại các ví điện tử, ứng dụng thanh toán hoặc tại https://vtmoney.onelink.me/314y/km3. Chi tiết gọi 197 bấm phím 19 (0đ). Trân trọng."
"sms_norm_00287","phase1_00287","Quy khach da duoc thanh toan 10000 VND tu nhan vien 4300240004, Ngay GD: 30/05/2024 06:59:30. Ma GD 240530633846060. LH 18008098 (0d). Tran trong.","Quý khách đã được thanh toán 10.000 đồng từ nhân viên 4300240004, ngày giao dịch: 30/05/2024 06:59:30. Mã giao dịch 240530633846060. Liên hệ 18008098 (0 đồng). Trân trọng."
"sms_norm_00288","phase1_00288","Truong DH CNTT thong bao hoc bu mon May hoc(CS114.O21) vao thu 2 ngay 10/06/2024, Tiet 7,8,9,10, Phong C214. Chi tiet vui long lien he (028) 372 52002 chon 155","Trường Đại học Công nghệ Thông tin thông báo học bù môn Máy học (CS114.O21) vào thứ 2 ngày 10/06/2024, tiết 7,8,9,10, phòng C214. Chi tiết vui lòng liên hệ (028) 372 52002 chọn 155"
"sms_norm_00289","phase1_00289","[TB] QUÀ TẶNG KHÁCH HÀNG DÙNG 4G VIETTEL! Tặng 35.000đ khi mua gói TV95K: Chỉ còn 60K/30 ngày có 45GB (1,5GB/ngày) và gói cước TV360 Standard (trị giá 50K) để xem phim, Euro tại https://tv360.vn/ Gói cước gia hạn sau 30 ngày với giá gốc 95K. CT áp dụng đến hết 31/5 cho lần đăng ký đầu tiên của Quý khách. LH 198 (0đ).","[Thông báo] Quà tặng khách hàng dùng 4G Viettel! Tặng 35.000đ khi mua gói TV95K: Chỉ còn 60.000đ/30 ngày có 45GB (1,5GB/ngày) và gói cước TV360 Standard (trị giá 50.000đ) để xem phim, Euro tại https://tv360.vn/. Gói cước gia hạn sau 30 ngày với giá gốc 95.000đ. Chương trình áp dụng đến hết 31/5 cho lần đăng ký đầu tiên của Quý khách. Liên hệ 198 (0đ)."
"sms_norm_00290","phase1_00290","Quy khach co 6.155 dong trong tai khoan. Bam goi *098*3# de co 3GB voi 15.000d/3 ngay hoac *098*989# (30.000d/3 ngay) co 15GB (5GB/ngay), mien phi 10 phut/cuoc noi mang, 15 phut ngoai mang, SMS noi mang va TV360. Goi cuoc gia han khi het chu ky. De biet thong tin cac uu dai khac, bam goi *098# hoac truy cap My Viettel tai https://myvt.page.link/goidata . Chi tiet LH 198 (0d). Tran trong.","Quý khách có 6.155 đồng trong tài khoản. Bấm gọi *098*3# để có 3GB với 15.000đ/3 ngày hoặc *098*989# (30.000đ/3 ngày) có 15GB (5GB/ngày), miễn phí 10 phút/cuộc nội mạng, 15 phút ngoại mạng, SMS nội mạng và TV360. Gói cước gia hạn khi hết chu kỳ. Để biết thông tin các ưu đãi khác, bấm gọi *098# hoặc truy cập My Viettel tại https://myvt.page.link/goidata. Chi tiết liên hệ 198 (0đ). Trân trọng."
"sms_norm_00291","phase1_00291","Quy khach co 5.155 dong trong tai khoan. Bam goi *098*3# de co 3GB voi 15.000d/3 ngay hoac *098*989# (30.000d/3 ngay) co 15GB (5GB/ngay), mien phi 10 phut/cuoc noi mang, 15 phut ngoai mang, SMS noi mang va TV360. Goi cuoc gia han khi het chu ky. De biet thong tin cac uu dai khac, bam goi *098# hoac truy cap My Viettel tai https://myvt.page.link/goidata . Chi tiet LH 198 (0d). Tran trong.","Quý khách có 5.155 đồng trong tài khoản. Bấm gọi *098*3# để có 3GB với 15.000đ/3 ngày hoặc *098*989# (30.000đ/3 ngày) có 15GB (5GB/ngày), miễn phí 10 phút/cuộc nội mạng, 15 phút ngoại mạng, SMS nội mạng và TV360. Gói cước gia hạn khi hết chu kỳ. Để biết thông tin các ưu đãi khác, bấm gọi *098# hoặc truy cập My Viettel tại https://myvt.page.link/goidata. Chi tiết liên hệ 198 (0đ). Trân trọng."
"sms_norm_00292","phase1_00292","TK ViettelPay 9704...1278 GD +1.000 VND luc 2024-05-25 07:13:09 So du 4.372 VND ND: 240525151057988 VIETTELMONEY TRATHUONG MACQ 240525151057988 84867256447","Tài khoản ViettelPay 9704...1278 giao dịch +1.000 đồng lúc 2024-05-25 07:13:09. Số dư 4.372 đồng. Nội dung: 240525151057988 ViettelMoney Trả thưởng Mác 240525151057988 84867256447"
"sms_norm_00293","phase1_00293","TK ViettelPay 9704...1278 GD -1.000 VND luc 2024-05-25 07:13:09 So du 3.372 VND ND: GD thanh toan 240525151058059 NAP TIEN DIEN THOAI cho Khach hang 0867256447","Tài khoản ViettelPay 9704...1278 giao dịch -1.000 đồng lúc 2024-05-25 07:13:09. Số dư 3.372 đồng. Nội dung: Giao dịch thanh toán 240525151058059 nạp tiền điện thoại cho khách hàng 0867256447"
"sms_norm_00294","phase1_00294","TK ViettelPay 9704...1278 GD -5.000 VND luc 2024-05-25 07:12:58 So du 3.372 VND ND: GD thanh toan 240525151055541 NAP TIEN DIEN THOAI cho Khach hang 0867256447","Tài khoản ViettelPay 9704...1278 giao dịch -5.000 đồng lúc 2024-05-25 07:12:58. Số dư 3.372 đồng. Nội dung: Giao dịch thanh toán 240525151055541 nạp tiền điện thoại cho khách hàng 0867256447"
"sms_norm_00295","phase1_00295","TK ViettelPay 9704...1278 GD +5.000 VND luc 2024-05-25 07:12:57 So du 8.372 VND ND: 240525151055499 QUATANGVOUCHER 240525151055499 84867256447","Tài khoản ViettelPay 9704...1278 giao dịch +5.000 đồng lúc 2024-05-25 07:12:57. Số dư 8.372 đồng. Nội dung: 240525151055499 Quà tặng voucher 240525151055499 84867256447"
"sms_norm_00296","phase1_00296","[TB] NẠP THẺ TẶNG TIỀN - DÙNG LIỀN DATA! Tặng 20% giá trị tất cả thẻ nạp vào tài khoản viễn thông trong ngày 25/05/2024. Tiền KM sử dụng truy cập Internet trong 15 ngày. Nạp thẻ online tại các ví điện tử, ứng dụng thanh toán hoặc tại https://vtmoney.onelink.me/314y/km3 . Chi tiết gọi 197 bấm phím 19 (0đ). Trân trọng.","[Quảng cáo] Nạp thẻ tặng tiền - dùng liền data! Tặng 20% giá trị tất cả thẻ nạp vào tài khoản viễn thông trong ngày 25/05/2024. Tiền khuyến mãi sử dụng truy cập Internet trong 15 ngày. Nạp thẻ online tại các ví điện tử, ứng dụng thanh toán hoặc tại https://vtmoney.onelink.me/314y/km3. Chi tiết gọi 197 bấm phím 19 (0đ). Trân trọng."
"sms_norm_00297","phase1_00297","[TB] Dung quen Ban dang co voucher MIEN PHI 5.000d khi nap dien thoai Viettel se HET HAN HOM NAY 21/05/2024. Mo app hoac truy cap https://km.vtmoney.vn/314y/uudai2 de su dung uu dai ngay Ban nhe.","[Quảng cáo] Đừng quên Bạn đang có voucher miễn phí 5.000đ khi nạp điện thoại Viettel sẽ hết hạn hôm nay 21/05/2024. Mở app hoặc truy cập https://km.vtmoney.vn/314y/uudai2 để sử dụng ưu đãi ngay Bạn nhé."
"sms_norm_00298","phase1_00298","Tai khoan VCB Digibank cua Quy khach vua duoc dang nhap tren trinh duyet Web MOI. Neu Quy khach khong thuc hien, hay doi mat khau dich vu NGAY va goi 1900545413","Tài khoản VCB Digibank của Quý khách vừa được đăng nhập trên trình duyệt Web mới. Nếu Quý khách không thực hiện, hãy đổi mật khẩu dịch vụ ngay và gọi 1900545413"
"sms_norm_00299","phase1_00299","HOAN den 30% gia tri khi mua moi/gia han goi Data Viettel tren Viettel Money. Mo app hoac truy cap https://km.vtmoney.vn/314y/datat2 de mua ngay Ban nhe!","Hoàn đến 30% giá trị khi mua mới/gia hạn gói Data Viettel trên Viettel Money. Mở app hoặc truy cập https://km.vtmoney.vn/314y/datat2 để mua ngay Bạn nhé!"
"sms_norm_00300","phase1_00300","[TB] CHỈ TỪ 35K, CÓ 1GB/NGÀY! Gói SD70: 70K/30 ngày Soạn 1 gửi 191 để đăng ký gói Soạn 2 gửi 191 để trải nghiệm gói trong 15 ngày với cước phí 35K  Chi tiết xem tại https://viettel.vn/SD70tn  CT dành riêng cho Quý khách đến 31/05. LH 198 (0đ).","[Thông báo] Chỉ từ 35.000đ, có 1GB/ngày! Gói SD70: 70.000đ/30 ngày. Soạn 1 gửi 191 để đăng ký gói. Soạn 2 gửi 191 để trải nghiệm gói trong 15 ngày với cước phí 35.000đ. Chi tiết xem tại https://viettel.vn/SD70tn. Chương trình dành riêng cho Quý khách đến 31/05. Liên hệ 198 (0đ)."
"sms_norm_00301","phase1_00301","[QC] Nhe ganh tai chinh, giai ngan tien mat den 20 trieu chi sau 5 phut. Khong can chung minh thu nhap. Ky han toi 24 thang. Dang ky ngay voi Viettel Money: https://vtmoney.onelink.me/314y/mcreditsms Chi tiet LH 18009000 (0d). Tu choi QC, soan TC3, gui 199","[Quảng cáo] Nhé gành tài chính, giải ngân tiền mặt đến 20 triệu chỉ sau 5 phút. Không cần chứng minh thu nhập. Kỳ hạn tối 24 tháng. Đăng ký ngay với Viettel Money: https://vtmoney.onelink.me/314y/mcreditsms Chi tiết liên hệ 18009000 (0 đồng). Từ chối quảng cáo, soạn TC3, gửi 199"
"sms_norm_00302","phase1_00302","Truong DH CNTT thong bao hoc bu mon Quan ly thong tin(IE103.O22) vao thu 4 ngay 22/05/2024, Tiet 1,2,3,4, Phong B3.12. Chi tiet vui long lien he (028) 372 52002 chon 155","Trường Đại học Công nghệ Thông tin thông báo học bù môn Quản lý thông tin (IE103.O22) vào thứ 4 ngày 22/05/2024, tiết 1,2,3,4, phòng B3.12. Chi tiết vui lòng liên hệ (028) 372 52002 chọn 155"
"sms_norm_00303","phase1_00303","[TB] Dung quen Ban dang co voucher giam 50% toi da 10.000d khi thanh toan Dien/Nuoc/Internet truyen hinh se HET HAN HOM NAY 14/05/2024. Mo app hoac truy cap https://km.vtmoney.vn/314y/uudai2 de su dung uu dai Ban nhe.","[Thông báo] Đừng quên Bạn đang có voucher giảm 50% tối đa 10.000 đồng khi thanh toán điện/nước/internet truyền hình sẽ hết hạn hôm nay 14/05/2024. Mở app hoặc truy cập https://km.vtmoney.vn/314y/uudai2 để sử dụng ưu đãi Bạn nhé."
"sms_norm_00304","phase1_00304","[TB] Tặng 20% giá trị tất cả thẻ nạp vào tài khoản viễn thông trong ngày 15/05/2024. CT áp dụng khi nạp thẻ online qua các ví điện tử, ứng dụng thanh toán hoặc tại https://km.vtmoney.vn/314y/kmdaitra . Tiền KM sử dụng liên lạc nội mạng trong 15 ngày. Chi tiết gọi 197 bấm phím 19 (0đ). Trân trọng.","[Thông báo] Tặng 20% giá trị tất cả thẻ nạp vào tài khoản viễn thông trong ngày 15/05/2024. Chương trình áp dụng khi nạp thẻ online qua các ví điện tử, ứng dụng thanh toán hoặc tại https://km.vtmoney.vn/314y/kmdaitra. Tiền khuyến mãi sử dụng liên lạc nội mạng trong 15 ngày. Chi tiết gọi 197 bấm phím 19 (0 đồng). Trân trọng."
"sms_norm_00305","phase1_00305","[QC] Thuc pham sach truc tiep tu nong trai moi ngay. Duoc hoan tien neu san pham khong tot. Mua ngay tren Viettel Money: https://km.vtmoney.vn/314y/dichosmsc5 . Chi tiet LH 18009000 (0d). Tu choi QC, soan TC3 gui 199..","[Quảng cáo] Thực phẩm sạch trực tiếp từ nông trại mỗi ngày. Được hoàn tiền nếu sản phẩm không tốt. Mua ngay trên Viettel Money: https://km.vtmoney.vn/314y/dichosmsc5. Chi tiết liên hệ 18009000 (0 đồng). Từ chối quảng cáo, soạn TC3 gửi 199."
"sms_norm_00306","phase1_00306","[QC] Tri ân Khách hàng sử dụng dịch vụ 1068 của Viettel - Chào Hè 2024. Quý khách vui lòng gọi 1068 (từ số điện thoại Viettel) hoặc 0281068 (từ số điện thoại mạng khác) để nhận ưu đãi hấp dẫn từ chương trình Viettel ++. Giá cước: 3.000đ/p. Từ chối QC, soạn TC3 gửi 199.","[Quảng cáo] Tri ân Khách hàng sử dụng dịch vụ 1068 của Viettel - Chào Hè 2024. Quý khách vui lòng gọi 1068 (từ số điện thoại Viettel) hoặc 0281068 (từ số điện thoại mạng khác) để nhận ưu đãi hấp dẫn từ chương trình Viettel ++. Giá cước: 3.000 đồng/phút. Từ chối quảng cáo, soạn TC3 gửi 199."
"sms_norm_00307","phase1_00307","[TB] NẠP THẺ TẶNG TIỀN - DÙNG LIỀN DATA! Tặng 20% giá trị tất cả thẻ nạp vào tài khoản viễn thông trong ngày 10/05/2024. Tiền KM sử dụng truy cập Internet trong 15 ngày. Nạp thẻ online tại các ví điện tử, ứng dụng thanh toán hoặc tại https://viettel.vn/naptienkm . Chi tiết gọi 197 bấm phím 19 (0đ). Trân trọng.","[Thông báo] Nạp thẻ tặng tiền - dùng liền data! Tặng 20% giá trị tất cả thẻ nạp vào tài khoản viễn thông trong ngày 10/05/2024. Tiền khuyến mãi sử dụng truy cập Internet trong 15 ngày. Nạp thẻ online tại các ví điện tử, ứng dụng thanh toán hoặc tại https://viettel.vn/naptienkm. Chi tiết gọi 197 bấm phím 19 (0 đồng). Trân trọng."
"sms_norm_00308","phase1_00308","[TB] Ban co uu dai HOAN TIEN 10% moi lan nap dien thoai khi dang ky nap tu dong qua tai khoan ViettelPay. Dung ngay tai https://km.vtmoney.vn/314y/ndt5","[Thông báo] Bạn có ưu đãi hoàn tiền 10% mỗi lần nạp điện thoại khi đăng ký nạp tự động qua tài khoản ViettelPay. Dùng ngay tại https://km.vtmoney.vn/314y/ndt5"
"sms_norm_00309","phase1_00309","[TB] Quỹ Bảo trợ trẻ em Việt Nam kêu gọi ủng hộ trẻ em có hoàn cảnh đặc biệt, khó khăn trên toàn quốc nhân Tháng hành động vì trẻ em năm 2024 bằng cách ủng hộ qua tài khoản: TEVN tại Vietcombank.","[Thông báo] Quỹ Bảo trợ trẻ em Việt Nam kêu gọi ủng hộ trẻ em có hoàn cảnh đặc biệt, khó khăn trên toàn quốc nhân Tháng hành động vì trẻ em năm 2024 bằng cách ủng hộ qua tài khoản: TEVN tại Vietcombank."
"sms_norm_00310","phase1_00310","[TB] TẶNG QUÀ ĐẠI LỄ! Nhận Voucher 30K để mua gói Data: 1. Soạn V90B gửi 191: Chỉ còn 60K/30 ngày (giá gốc 90K) có 30GB (1GB/ngày), miễn phí gọi điện 2. Soạn SD70 gửi 191: Chỉ còn 40K/30 ngày (giá gốc 70K) có 30GB (1GB/ngày) Gói cước gia hạn sau 30 ngày với giá gốc. Chi tiết gói xem tại https://viettel.vn/s/bf9 CT dành riêng cho Quý khách đến hết ngày 2/5. LH 198 (0đ).","[Thông báo] Tặng quà đại lễ! Nhận Voucher 30.000 đồng để mua gói Data: 1. Soạn V90B gửi 191: Chỉ còn 60.000 đồng/30 ngày (giá gốc 90.000 đồng) có 30GB (1GB/ngày), miễn phí gọi điện 2. Soạn SD70 gửi 191: Chỉ còn 40.000 đồng/30 ngày (giá gốc 70.000 đồng) có 30GB (1GB/ngày) Gói cước gia hạn sau 30 ngày với giá gốc. Chi tiết gói xem tại https://viettel.vn/s/bf9 Chương trình dành riêng cho Quý khách đến hết ngày 2/5. Liên hệ 198 (0 đồng)."
"sms_norm_00311","phase1_00311","[TB] TẶNG QUÀ ĐẠI LỄ! Nhận Voucher 30K để mua gói Data: 1. Soạn V90B gửi 191: Chỉ còn 60K/30 ngày (giá gốc 90K) có 30GB (1GB/ngày), miễn phí gọi điện 2. Soạn SD70 gửi 191: Chỉ còn 40K/30 ngày (giá gốc 40K) có 30GB (1GB/ngày) Gói cước gia hạn sau 30 ngày với giá gốc. Chi tiết gói xem tại https://viettel.vn/s/bf9 CT dành riêng cho Quý khách đến hết ngày 2/5. LH 198 (0đ).","[Thông báo] Tặng quà đại lễ! Nhận Voucher 30.000 đồng để mua gói Data: 1. Soạn V90B gửi 191: Chỉ còn 60.000 đồng/30 ngày (giá gốc 90.000 đồng) có 30GB (1GB/ngày), miễn phí gọi điện 2. Soạn SD70 gửi 191: Chỉ còn 40.000 đồng/30 ngày (giá gốc 40.000 đồng) có 30GB (1GB/ngày) Gói cước gia hạn sau 30 ngày với giá gốc. Chi tiết gói xem tại https://viettel.vn/s/bf9 Chương trình dành riêng cho Quý khách đến hết ngày 2/5. Liên hệ 198 (0 đồng)."
"sms_norm_00312","phase1_00312","[TB] Dung quen voucher giam gia 30% khi mua Bao hiem O to tren Viettel Money. Han su dung 30/04/2024. Mo app hoac truy cap https://vtmoney.onelink.me/314y/bhotpvi de su dung uu dai ban nhe.","[Thông báo] Đừng quên voucher giảm giá 30% khi mua bảo hiểm ô tô trên Viettel Money. Hạn sử dụng 30/04/2024. Mở app hoặc truy cập https://vtmoney.onelink.me/314y/bhotpvi để sử dụng ưu đãi Bạn nhé."
