id,cat,content_before,content_after
1917,Dịch vụ công giả,Bộ Công an xin thông báo: Ong (B4) c0 l3nh tr13u t4p v1 l13n qu4n d3n du d3ng l3u d4o. L13n h3 0904556113 d3 x4c m1nh.,Bộ Công an xin thông báo: Ông (Bà) có lệnh triệu tập vì liên quan đến đường dây lừa đảo. Liên hệ 0904556113 để xác minh.
1918,Dịch vụ công giả,VNeID: Th0ng b40 x4c thuc t41 kh04n muc d0 2 l4 b4t bu0c. Truy c4p dichvucong.vneid.vip d3 thuc h13n.,VNeID: Thông báo xác thực tài khoản mức độ 2 là bắt buộc. Truy cập dichvucong.vneid.vip để thực hiện.
1919,Dịch vụ công giả,Bộ Y Tế: B4n du d13u k13n nh4n g01 h0 tr0 suc kh03 m13n ph1. Dang ky t41 mbyt-gov.top d3 nh4n qu4.,Bộ Y Tế: Bạn đủ điều kiện nhận gói hỗ trợ sức khỏe miễn phí. Đăng ký tại mbyt-gov.top để nhận quà.
1920,Dịch vụ công giả,[TỔNG CỤC THUẾ] H0 s0 thu3 cu4 b4n b1 qu4 h4n. Truy c4p thue-online.top d3 tr4 cuu v4 th4nh t04n tranh b1 f4t.,[TỔNG CỤC THUẾ] Hồ sơ thuế của bạn bị quá hạn. Truy cập thue-online.top để tra cứu và thanh toán tránh bị phạt.
1921,Dịch vụ công giả,Cục Viễn thông: Chuan h04 th0ng t1n thue b40 d3 kh0ng b1 ch4n l13n l4c. Bam v40 vnta.gov.cc hoac l13n h3 0866123445.,Cục Viễn thông: Chuẩn hóa thông tin thuê bao để không bị chặn liên lạc. Bấm vào vnta.gov.cc hoặc liên hệ 0866123445.
1922,Dịch vụ công giả,Bộ GTVT: B4n c0 l01 v1 ph4m j140 th0ng m31 nzh4t. V71 l0ng truy c4p phatnguoi-gtvt.xyz d3 k13m tr4 h0 s0.,Bộ GTVT: Bạn có lỗi vi phạm giao thông mới nhất. Vui lòng truy cập phatnguoi-gtvt.xyz để kiểm tra hồ sơ.
1923,Dịch vụ công giả,Cảnh sát Giao thông: Y3u c4u n0p ph4t ngu01 qu4 h4n d3 tranh b1 thu h01 b4ng l41. Truy c4p csgt-gov.top.,Cảnh sát Giao thông: Yêu cầu nộp phạt nguội quá hạn để tránh bị thu hồi bằng lái. Truy cập csgt-gov.top.
1924,Dịch vụ công giả,Bộ Công an: Phat h13n truy c4p l4 t41 kh04n d1nh d4nh cu4 b4n. B4m v40 bca-vneid.top d3 x4c thuc ch1nh chu.,Bộ Công an: Phát hiện truy cập lạ tài khoản định danh của bạn. Bấm vào bca-vneid.top để xác thực chính chủ.
1925,Dịch vụ công giả,VNeID: T41 kh04n cu4 b4n s3 b1 t4m kh04 d0 th0ng t1n s41 l3ch. C4p nh4t t41 dichvucong-vneid.vip nzh4y.,VNeID: Tài khoản của bạn sẽ bị tạm khóa do thông tin sai lệch. Cập nhật tại dichvucong-vneid.vip ngay.
1926,Dịch vụ công giả,Tổng cục Thuế: Th0ng b40 ho4n thu3 TNCN n4m 2024. V71 l0ng nh4p th0ng t1n nh4n t13n t41 hoanthue-online.top.,Tổng cục Thuế: Thông báo hoàn thuế TNCN năm 2024. Vui lòng nhập thông tin nhận tiền tại hoanthue-online.top.
1927,Dịch vụ công giả,[CẢNH SÁT GIAO THÔNG] B4n c0 h0 s0 ph4t ngu01 ch34 d0ng. Truy c4p phatnguoi.gov.xyz hoac j01 0944551223 d3 h0 tr0.,[CẢNH SÁT GIAO THÔNG] Bạn có hồ sơ phạt nguội chưa đóng. Truy cập phatnguoi.gov.xyz hoặc gọi 0944551223 để hỗ trợ.
1928,Dịch vụ công giả,Bộ Y Tế: C4p nh4t s0 suc kh03 d13n tu l4 nzh13m vu cu4 c0ng d4n. Thuc h13n t41 hosoyte-gov.top.,Bộ Y Tế: Cập nhật sổ sức khỏe điện tử là nhiệm vụ của công dân. Thực hiện tại hosoyte-gov.top.
1929,Dịch vụ công giả,Cục Viễn thông: S1m cu4 b4n kh0ng trung kh0p du l13u qu0c j14. Truy c4p vnta-gov.cc d3 chu4n h04 nzh4y.,Cục Viễn thông: SIM của bạn không trùng khớp dữ liệu quốc gia. Truy cập vnta-gov.cc để chuẩn hóa ngay.
1930,Dịch vụ công giả,Bộ Công an: Tru-y n4 th0ng t1n th3 t1n dung l13n qu4n d3n t01 ph4m. L13n h3 0811223344 d3 d0i ch3ng.,Bộ Công an: Truy nã thông tin thẻ tín dụng liên quan đến tội phạm. Liên hệ 0811223344 để đối chứng.
1931,Dịch vụ công giả,VNeID: B4n c4n k1ch h04t d1nh d4nh d13n tu muc d0 2. Truy c4p dichvucong-gov.cc d3 ho4n t4t thu tuc.,VNeID: Bạn cần kích hoạt định danh điện tử mức độ 2. Truy cập dichvucong-gov.cc để hoàn tất thủ tục.
1932,Dịch vụ công giả,[BỘ GTVT] Th0ng b40 v3 v1 ph4m j140 th0ng d30 l01 nzh3 nzh13p. B4m v40 link gtvt-vip.xyz d3 x3m ch1 t13t.,[BỘ GTVT] Thông báo về vi phạm giao thông đỗ lỗi nhẹ. Bấm vào link gtvt-vip.xyz để xem chi tiết.
1933,Dịch vụ công giả,Tổng cục Thuế: Qu-y kh4ch c0 kho4n n0 ph4t thu3 TNCN qu4 h4n. Truy c4p thue-vn.top d3 tranh b1 phong to4 t41 kh04n.,Tổng cục Thuế: Quý khách có khoản nợ phạt thuế TNCN quá hạn. Truy cập thue-vn.top để tránh bị phong tỏa tài khoản.
1934,Dịch vụ công giả,Cảnh sát Giao thông: H0 s0 v1 f4m cu4 b4n d4 du0c chuy3n s4ng t04 4n. L13n h3 0922334455 d3 b13t th3m ch1 t13t.,Cảnh sát Giao thông: Hồ sơ vi phạm của bạn đã được chuyển sang tòa án. Liên hệ 0922334455 để biết thêm chi tiết.
1935,Dịch vụ công giả,Bộ Y Tế: Th0ng b40 t41 kh04n BHYT s3 b1 t4m d3ng. V71 l0ng truy c4p bhyt-gov.top d3 x4c thuc l41 th0ng t1n.,Bộ Y Tế: Thông báo tài khoản BHYT sẽ bị tạm dừng. Vui lòng truy cập bhyt-gov.top để xác thực lại thông tin.
1936,Dịch vụ công giả,Cục Viễn thông: Y3u c4u chu4n h04 thue b40 nzh3 nzh13p. N3u kh0ng thuc h13n s3 b1 thu h01 s1m. Link: vnta-gov.xyz.,Cục Viễn thông: Yêu cầu chuẩn hóa thuê bao nhẹ. Nếu không thực hiện sẽ bị thu hồi SIM. Link: vnta-gov.xyz.
1937,Dịch vụ công giả,[VNEID] He thonz y3u c4u b4n x4c m1nh l41 khu0n m4t. Truy c4p vneid-chinhphu.vip d3 tranh b1 k-h04 t41 kh04n.,[VNEID] Hệ thống yêu cầu bạn xác minh lại khuôn mặt. Truy cập vneid-chinhphu.vip để tránh bị khóa tài khoản.
1938,Dịch vụ công giả,Bộ Công an: Ong (B4) c0 l3nh c4m x3t c4nh d0 l13n qu4n d3n n0 ph4t. L13n h3 0855667788 d3 j141 qu-y3t.,Bộ Công an: Ông (Bà) có lệnh cấm xuất cảnh do liên quan đến nợ phạt. Liên hệ 0855667788 để giải quyết.
1939,Dịch vụ công giả,Tổng cục Thuế: B4n d4 du d13u k13n HOAN THUE 2024. B4m v40 hoanthue.gov.top d3 d3ng ky nh4n t13n nzh4y.,Tổng cục Thuế: Bạn đã đủ điều kiện HOÀN THUẾ 2024. Bấm vào hoanthue.gov.top để đăng ký nhận tiền ngay.
1940,Dịch vụ công giả,Cảnh sát Giao thông: H3 th0ng ghi nh4n x3 cu4 b4n v1 ph4m t0c d0. Truy c4p csgt-vn.xyz d3 n0p ph4t.,Cảnh sát Giao thông: Hệ thống ghi nhận xe của bạn vi phạm tốc độ. Truy cập csgt-vn.xyz để nộp phạt.
1941,Dịch vụ công giả,Bộ GTVT: Th0ng b40 thu h01 b4ng l41 x3 do ch34 n0p ph4t ngu01. L13n h3 0933445566 d3 du0c j141 th1ch.,Bộ GTVT: Thông báo thu hồi bằng lái xe do chưa nộp phạt nguội. Liên hệ 0933445566 để được giải thích.
1942,Dịch vụ công giả,VNeID: C4nh b40 t41 kh04n cu4 b4n d4 b1 d4ng nh4p l4. X4c thuc nzh4y t41 vneid-security.top d3 b4o m4t.,VNeID: Cảnh báo tài khoản của bạn đã bị đăng nhập lạ. Xác thực ngay tại vneid-security.top để bảo mật.
1943,Dịch vụ công giả,[CỤC VIỄN THÔNG] Thue b40 cu4 b4n nzh3 nzh13p th0ng t1n s41. Truy c4p vnta-online.top d3 chu4n h04 l41.,[CỤC VIỄN THÔNG] Thuê bao của bạn nhẹ nhập thông tin sai. Truy cập vnta-online.top để chuẩn hóa lại.
1944,Dịch vụ công giả,Bộ Y Tế: B4n c0 l1ch h3n t13m ch7ng nzh3 nzh13p. X4c nh4n t41 hosoyte-vn.vip d3 kh0ng b1 hu-y l1ch.,Bộ Y Tế: Bạn có lịch hẹn tiêm chủng nhẹ. Xác nhận tại hosoyte-vn.vip để không bị hủy lịch.
1945,Dịch vụ công giả,Tổng cục Thuế: Y3u c4u quy3t t04n thu3 TNCN tru0c nzh4y 30/04. Truy c4p thue-online.xyz d3 l4m thu tuc.,Tổng cục Thuế: Yêu cầu quyết toán thuế TNCN trước ngày 30/04. Truy cập thue-online.xyz để làm thủ tục.
1946,Dịch vụ công giả,Bộ Công an: Phat h13n b4n l13n qu4n d3n h4nh v1 r34 t13n. L13n h3 0877889900 d3 x4c m1nh th0ng t1n.,Bộ Công an: Phát hiện bạn liên quan đến hành vi rửa tiền. Liên hệ 0877889900 để xác minh thông tin.
2007,Đòi nợ / Đe dọa,"C4NH B40 L4N CU01!!! 0ng Tr4n V4n H4i CMND: 031093456712 n0 MCred1t 18,742,300VND. Y3u c4u th4nh tu4n tru0c 16H Ng4y 14/06. N3u kh0ng s3 C0ng Kh41 H1NH 4NH v4 TH0NG T1N l3n m4ng x4 h01 v4 gh1 n0 x4u C1C. LH: 0933123456.","CẢNH BÁO LẦN CUỐI!!! Ông Trần Văn Hải CMND: 031093456712 nợ MCredit 18,742,300VND. Yêu cầu thanh toán trước 16H Ngày 14/06. Nếu không sẽ Công Khai HÌNH ẢNH và THÔNG TIN lên mạng xã hội và ghi nợ xấu CIC. LH: 0933123456."
2008,Đòi nợ / Đe dọa,"TB KH4N: H0m3 Cr3d1t th0ng b40 B4 L3 Th1 H04 CMND: 184092176 chu4 th4nh tu4n 9,231,550VND. H4n ch0t tr0ng 24H nu4 ph41 h04n t4t. N3u kh0ng h0p t4c s3 th0ng b40 ngu01 th4n g14 d1nh n01 l4m v13c. LH Z4L0: 0911223344.","TB KHẨN: Home Credit thông báo Bà Lê Thị Hoa CMND: 184092176 chưa thanh toán 9,231,550VND. Hạn chót trong 24H nữa phải hoàn tất. Nếu không hợp tác sẽ thông báo người thân gia đình nơi làm việc. LH ZALO: 0911223344."
2009,Đòi nợ / Đe dọa,"[C4NH C40 L4N CU01]: FE Cr3d1t y3u c4u 0ng Ph4m M1nh Qu4n CMND: 025198456 th4nh tu4n 6,554,200VND tru0c 17g h0m n4y. Qu4 th01 h4n tr3n s3 t13n h4nh cu0ng ch3 t41 d14 phu0ng. LH: 0988776655.","[CẢNH CÁO LẦN CUỐI]: FE Credit yêu cầu Ông Phạm Minh Quân CMND: 025198456 thanh toán 6,554,200VND trước 17g hôm nay. Quá thời hạn trên sẽ tiến hành cưỡng chế tại địa phương. LH: 0988776655."
2010,Đòi nợ / Đe dọa,"C4NH B40 L4N CU01!!! HD S41s0n th0ng b40 B4 Nguy3n Thu Tr4ng CMND: 079091234567 v3 khu4n n0 14,890,300VND. N3u tru0c 16H Ng4y 30/05 kh0ng th4nh tu4n, b0 ph4n thu h01 s3 l4m v13c truc t13p v01 t0 d4n ph0. SDT: 0355443322.","CẢNH BÁO LẦN CUỐI!!! HD SAISON thông báo Bà Nguyễn Thu Trang CMND: 079091234567 về khoản nợ 14,890,300VND. Nếu trước 16H Ngày 30/05 không thanh toán, bộ phận thu hồi sẽ làm việc trực tiếp với tổ dân phố. SDT: 0355443322."
2011,Đòi nợ / Đe dọa,"TB KH4N: Trung t4m Thu h01 N0 y3u c4u 0ng D0 V4n Th4nh CMND: 215093412 th4nh tu4n 5,123,450VND tr0ng 24H nu4. B4t h0p t4c s3 b1 truy qu3t th0ng t1n ngu01 th4n v4 gu1 d0n t0 c4o. LH g4p: 0866554433.","TB KHẨN: Trung tâm Thu hồi Nợ yêu cầu Ông Đỗ Văn Thành CMND: 215093412 thanh toán 5,123,450VND trong 24H nữa. Bất hợp tác sẽ bị truy quét thông tin người thân và gửi đơn tố cáo. LH gấp: 0866554433."
2012,Đòi nợ / Đe dọa,"[C4NH C40 L4N CU01]: M1r43 Ass3t th0ng b40 B4 Vu M1nh Nguy3t CMND: 001094567891 c0n n0 21,345,600VND. H4n cu01 tru0c 17g h0m n4y ph41 th4nh tu4n. N3u kh0ng s3 gh1 n0 x4u C1C v1nh v13n. LH: 0701122334.","[CẢNH CÁO LẦN CUỐI]: Mirae Asset thông báo Bà Vũ Minh Nguyệt CMND: 001094567891 còn nợ 21,345,600VND. Hạn cuối trước 17g hôm nay phải thanh toán. Nếu không sẽ ghi nợ xấu CIC vĩnh viễn. LH: 0701122334."
2013,Đòi nợ / Đe dọa,"C4NH B40 L4N CU01!!! 0ng Tr1nh Dinh Qu4ng CMND: 040093847512 n0 HD S41s0n 12,554,100VND. Y3u c4u th4nh tu4n tru0c 16H Ng4y 18/07. N3u kh0ng s3 n13m y3t th0ng t1n n0 x4u t41 khu ph0. LH Z4l0: 0344112233.","CẢNH BÁO LẦN CUỐI!!! Ông Trịnh Đình Quang CMND: 040093847512 nợ HD SAISON 12,554,100VND. Yêu cầu thanh toán trước 16H Ngày 18/07. Nếu không sẽ niêm yết thông tin nợ xấu tại khu phố. LH Zalo: 0344112233."
2014,Đòi nợ / Đe dọa,"TB KH4N: C0ng ty T41 ch1nh FE y3u c4u B4 Ph4m Thu Hu0ng CMND: 172091234 th4nh tu4n 7,115,200VND tr0ng 24H nu4. Qu4 th01 h4n h0 s0 s3 chuy3n s4ng c0 qu4n d13u tr4. L13n h3 g4p: 0855443322.","TB KHẨN: Công ty Tài chính FE yêu cầu Bà Phạm Thu Hương CMND: 172091234 thanh toán 7,115,200VND trong 24H nữa. Quá thời hạn hồ sơ sẽ chuyển sang cơ quan điều tra. Liên hệ gấp: 0855443322."
2015,Đòi nợ / Đe dọa,"[C4NH C40 L4N CU01]: MCred1t y3u c4u 0ng Huynh Ng0c Son CMND: 035094567123 th4nh tu4n khu4n v4y 4,882,900VND tru0c 17g h0m n4y. Bo ph4n ph4p ly s3 kh01 k13n v4 l4m v13c v01 ngu01 th4n. LH: 0811998877.","[CẢNH CÁO LẦN CUỐI]: MCredit yêu cầu Ông Huỳnh Ngọc Sơn CMND: 035094567123 thanh toán khoản vay 4,882,900VND trước 17g hôm nay. Bộ phận pháp lý sẽ khởi kiện và làm việc với người thân. LH: 0811998877."
2016,Đòi nợ / Đe dọa,"C4NH B40 L4N CU01!!! Trung t4m Thu h01 N0 th0ng b40 B4 L3 My Anh CMND: 024194567 v3 khu4n n0 x4u 42,456,100VND. Ph41 th4nh tu4n tru0c 16H Ng4y 10/11 d3 xu4 t3n kh01 d4nh s4ch cu0ng ch3. LH: 0977112233.","CẢNH BÁO LẦN CUỐI!!! Trung tâm Thu hồi Nợ thông báo Bà Lê Mỹ Anh CMND: 024194567 về khoản nợ xấu 42,456,100VND. Phải thanh toán trước 16H Ngày 10/11 để xóa tên khỏi danh sách cưỡng chế. LH: 0977112233."
2017,Đòi nợ / Đe dọa,"TB KH4N: H0m3 Cr3d1t y3u c4u 0ng Ng0 Th3 Vinh CMND: 066094512345 th4nh tu4n 3,334,800VND tr0ng 24H nu4. N3u kh0ng s3 gu1 v4n b4n v3 ch1nh quy3n d14 phu0ng. L13n h3: 0333998877.","TB KHẨN: Home Credit yêu cầu Ông Ngô Thế Vinh CMND: 066094512345 thanh toán 3,334,800VND trong 24H nữa. Nếu không sẽ gửi văn bản về chính quyền địa phương. Liên hệ: 0333998877."
2018,Đòi nợ / Đe dọa,"[C4NH C40 L4N CU01]: M1r43 Ass3t th0ng b40 B4 Tr4n K1m Phu0ng CMND: 191097854 c0n n0 8,678,500VND. H4n th4nh tu4n tru0c 17g h0m n4y d3 tr4nh b0 ph4n h13n tru0ng d3n l4m v13c. SDT: 0899112233.","[CẢNH CÁO LẦN CUỐI]: Mirae Asset thông báo Bà Trần Kim Phượng CMND: 191097854 còn nợ 8,678,500VND. Hạn thanh toán trước 17g hôm nay để tránh bộ phận hiện trường đến làm việc. SDT: 0899112233."
2019,Đòi nợ / Đe dọa,"C4NH B40 L4N CU01!!! 0ng Ph4n Anh Duc CMND: 034094561234 n0 HD S41s0n 11,221,400VND. Y3u c4u th4nh tu4n tru0c 16H Ng4y 28/12. N3u kh0ng s3 t13n h4nh thu h01 t41 s4n. LH: 0944112233.","CẢNH BÁO LẦN CUỐI!!! Ông Phan Anh Đức CMND: 034094561234 nợ HD SAISON 11,221,400VND. Yêu cầu thanh toán trước 16H Ngày 28/12. Nếu không sẽ tiến hành thu hồi tài sản. LH: 0944112233."
2020,Đòi nợ / Đe dọa,"TB KH4N: C0ng ty T41 ch1nh FE y3u c4u B4 Nguy3n My L3 CMND: 022191234 th4nh tu4n 5,112,900VND tr0ng 24H nu4. Ho s0 s3 chuy3n s4ng co qu4n d13u tr4 v3 h4nh v1 l3u d4o. LH: 0855112233.","TB KHẨN: Công ty Tài chính FE yêu cầu Bà Nguyễn Mỹ Lệ CMND: 022191234 thanh toán 5,112,900VND trong 24H nữa. Hồ sơ sẽ chuyển sang cơ quan điều tra về hành vi lừa đảo. LH: 0855112233."
2021,Đòi nợ / Đe dọa,[C4NH C40 L4N CU01]: Ph0ng AN N1NH D13U TR4 th0ng b40 0ng/B4 d4ng l13n qu4n d3n vu 4n truc l01 t1n dung. Y3u c4u ph41 c0 m4t l4m v13c tru0c 17g h0m n4y n3u kh0ng s3 b1 truy cuu h1nh su. LH: 84912998877.,[CẢNH CÁO LẦN CUỐI]: Phòng AN NINH ĐIỀU TRA thông báo Ông/Bà đang liên quan đến vụ án trục lợi tín dụng. Yêu cầu phải có mặt làm việc trước 17g hôm nay nếu không sẽ bị truy cứu hình sự. LH: 84912998877.
2022,Đòi nợ / Đe dọa,"C4NH B40 L4N CU01!!! B0 ph4n ph4p ly PC02 th0ng b40 O/B d4ng b1 d13u tr4 v3 h4nh v1 tr0n n0. Tru0c 17g h0m n4y ph41 l13n h3 x4c m1nh, n3u kh0ng s3 ph4t l3nh tr13u t4p. LH: 84988112233.","CẢNH BÁO LẦN CUỐI!!! Bộ phận pháp lý PC02 thông báo Ông/Bà đang bị điều tra về hành vi trốn nợ. Trước 17g hôm nay phải liên hệ xác minh, nếu không sẽ phát lệnh triệu tập. LH: 84988112233."
2023,Đòi nợ / Đe dọa,TB KH4N: Ph0ng AN N1NH D13U TR4 y3u c4u O/B ph41 th4nh tu4n n0 qu4 h4n tru0c 17g h0m n4y. M01 th0ng t1n h1nh 4nh s3 du0c d13u tr4 t04n b0 v4 O/B tu ch1u tr4ch nh13m h1nh su. LH: 84888112233.,TB KHẨN: Phòng AN NINH ĐIỀU TRA yêu cầu Ông/Bà phải thanh toán nợ quá hạn trước 17g hôm nay. Mọi thông tin hình ảnh sẽ được điều tra toàn bộ và Ông/Bà tự chịu trách nhiệm hình sự. LH: 84888112233.
2024,Đòi nợ / Đe dọa,[C4NH C40 L4N CU01]: C0 qu4n chuc n4ng d4ng thu ly h0 s0 v1 ph4m cu4 0ng/B4. Y3u c4u g141 quy3t ngh14 vu t41 ch1nh tr0ng v0ng 24H. N3u kh0ng s3 kh01 t0 h1nh su. LH: 84900556677.,[CẢNH CÁO LẦN CUỐI]: Cơ quan chức năng đang thụ lý hồ sơ vi phạm của Ông/Bà. Yêu cầu giải quyết nghĩa vụ tài chính trong vòng 24H. Nếu không sẽ khởi tố hình sự. LH: 84900556677.
2025,Đòi nợ / Đe dọa,C4NH B40 L4N CU01!!! Ph0ng AN N1NH D13U TR4 x4c nh4n O/B c0 d4u h13u lu4 d4o ch13m d04t t41 s4n. Tru0c 17g h0m n4y n3u kh0ng l13n h3 s3 t13n h4nh truy n4 t04n qu0c. LH: 84777112233.,CẢNH BÁO LẦN CUỐI!!! Phòng AN NINH ĐIỀU TRA xác nhận Ông/Bà có dấu hiệu lừa đảo chiếm đoạt tài sản. Trước 17g hôm nay nếu không liên hệ sẽ tiến hành truy nã toàn quốc. LH: 84777112233.
2026,Đòi nợ / Đe dọa,TB KH4N: PC02 th0ng b40 0ng/B4 d4ng b1 d13u tr4 t04n b0 th0ng t1n d0 b4t h0p t4c. Y3u c4u co m4t t41 c0 qu4n tr0ng v0ng 24H h04c l13n h3 qu4 s0 84933554433 d3 du0c hu0ng khu4n h0ng.,TB KHẨN: PC02 thông báo ông/bà đang bị điều tra toàn bộ thông tin do bất hợp tác. Yêu cầu có mặt tại cơ quan trong vòng 24H hoặc liên hệ qua số 84933554433 để được hưởng khoan hồng.
2027,Cờ bạc / Betting,"N4p 50k nh4n 120k, 1 v0ng cuwc rut m4xx 8.888k. N0 Hu, B4n C4, BCR. DK: t.ly/j8K2q rS4v","Nạp 50k nhận 120k, 1 vòng cược rút max 8.888k. Nổ Hũ, Bắn Cá, BCR. DK: t.ly/j8K2q rS4v"
2031,Cờ bạc / Betting,"8DAY n4p 100k nh4n 200k, rut m4xx 15.000k. N0 Hu, B4n C4. DK: t.ly/mN52p xY8z","8DAY nạp 100k nhận 200k, rút max 15.000k. Nổ Hũ, Bắn Cá. DK: t.ly/mN52p xY8z"
2037,Cờ bạc / Betting,"V7Bet t4ng 68k-888k d4ng ky. B4cc4r4t, ch01 g4, x0 s0. Rut t13n 3 fhut. Link: v7v7a.com","V7Bet tặng 68k-888k đăng ký. Baccarat, chọi gà, xổ số. Rút tiền 3 phút. Link: v7v7a.com"
2039,Cờ bạc / Betting,"K!m L0ng n4p 100k nh4n 250k, 1 v0ng cuwc rut m4xx. B4n C4, BCR. t.ly/uI44m vX1a","Kim Long nạp 100k nhận 250k, 1 vòng cược rút max. Bắn Cá, BCR. t.ly/uI44m vX1a"
2049,Cờ bạc / Betting,"Awin t4ng 50k-500k d4ng ky. B4cc4r4t, ch01 g4, x0 s0. CSKH 24/24. Link: awin1.com","Awin tặng 50k-500k đăng ký. Baccarat, chọi gà, xổ số. CSKH 24/24. Link: awin1.com"
2057,Cờ bạc / Betting,"Kim Long Casino t4ng 99k d4ng ky. B4cc4r4t, ch01 g4. CSKH 24/24. Link: kl888.com","Kim Long Casino tặng 99k đăng ký. Baccarat, chọi gà. CSKH 24/24. Link: kl888.com"
2065,Cờ bạc / Betting,"8DAY t4ng 88k d4ng ky B4cc4r4t, ch01 g4. Gui rut 3 fhut. Link: 8day8.com","8DAY tặng 88k đăng ký Baccarat, chọi gà. Gửi rút 3 phút. Link: 8day8.com"
2069,Tuyển dụng giả,Sh0p33 tuy3n g4p nh4n v13n xu ly z0n v4 z4nh z14 s4n f4m t41 nh4. L0ng 500k-1.5tr/ng4y. Tu01 22-60. Kh0ng k1nh ngh13m. D4ng ky: zalo.me/84772233445,Shopee tuyển gấp nhân viên xử lý đơn và đánh giá sản phẩm tại nhà. Lương 500k-1.5tr/ngày. Tuổi 22-60. Không kinh nghiệm. Đăng ký: zalo.me/84772233445
2072,Tuyển dụng giả,3B4y tuy3n nh4n v13n xu ly d0n z4t h4ng TMDT t41 nh4. Thu nh4p 500k-3000k/ng4y. Tu01 23-65. L13n h3 Z4l0: zalo.me/84889900112 Z4l0: 84889900112,eBay tuyển nhân viên xử lý đơn đặt hàng TMDT tại nhà. Thu nhập 500k-3000k/ngày. Tuổi 23-65. Liên hệ Zalo: zalo.me/84889900112 Zalo: 84889900112
2075,Tuyển dụng giả,Am4z0n tuy3n nh4n v13n xu ly z0n z4t h4ng. L0ng h4p z4n 500k-3tr/ng4y. Tu01 23-60. Th40 t4c z0n z14n. L13n h3 Z4l0: zalo.me/84911223344 Z4l0: 84911223344,Amazon tuyển nhân viên xử lý đơn đặt hàng. Lương hấp dẫn 500k-3tr/ngày. Tuổi 23-60. Thao tác đơn giản. Liên hệ Zalo: zalo.me/84911223344 Zalo: 84911223344
2078,Tuyển dụng giả,L4z4z4 tuy3n nh4n v13n xu ly z0n h4ng v4 z4nh z14 s4n f4m. L0ng 800k/ng4y. Tu01 22-65. L4m t41 nh4. D4ng ky: zalo.me/84556677889,Lazada tuyển nhân viên xử lý đơn hàng và đánh giá sản phẩm. Lương 800k/ngày. Tuổi 22-65. Làm tại nhà. Đăng ký: zalo.me/84556677889
2081,Tuyển dụng giả,Cty HVS tuy3n nh4n v13n b4n th01 z14n. Thu nh4p 500k-1tr/ng4y. L4m t41 nh4. Tu01 22-65. Z4l0: zalo.me/84922334455 Z4l0: 84922334455,Cty HVS tuyển nhân viên bán thời gian. Thu nhập 500k-1tr/ngày. Làm tại nhà. Tuổi 22-65. Zalo: zalo.me/84922334455 Zalo: 84922334455
2084,Tuyển dụng giả,T1kt0k tuy3n nh4n v13n xu ly z0n h4ng. Thu nh4p 350-999k/ng4y. Nh4n t13n s4u 15 f0t. Z4l0: zalo.me/84933221100 Z4l0: 84933221100,Tiktok tuyển nhân viên xử lý đơn hàng. Thu nhập 350-999k/ngày. Nhận tiền sau 15 phút. Zalo: zalo.me/84933221100 Zalo: 84933221100
2086,Tuyển dụng giả,L4z4d4 tuy3n nh4n v13n d4nh g14 s4n ph4m. Thu nh4p 800k/ng4y. Tu01 22-65. L13n h3 Z4l0: zalo.me/84554433221,Lazada tuyển nhân viên đánh giá sản phẩm. Thu nhập 800k/ngày. Tuổi 22-65. Liên hệ Zalo: zalo.me/84554433221
2087,Tuyển dụng giả,T1k1 tuy3n nh4n v13n z4t h4ng n4ng h4ng cu4 h4ng. L0ng 800k/ng4y. L13n h3 Z4l0: 84339988776,Tiki tuyển nhân viên đặt hàng nâng hạng cửa hàng. Lương 800k/ngày. Liên hệ Zalo: 84339988776
2090,Tuyển dụng giả,3M1M3 C0mp4ny tuy3n nh4n v13n b4n th01 z14n. L0ng 500k-1tr/ng4y. Tu01 22-65. Z4l0: zalo.me/84955779911 Z4l0: 84955779911,Mimax Company tuyển nhân viên bán thời gian. Lương 500k-1tr/ngày. Tuổi 22-65. Zalo: zalo.me/84955779911 Zalo: 84955779911
2093,Tuyển dụng giả,Sh0p33 tuy3n nh4n v13n xu ly z0n h4ng t41 nh4. L0ng 500k-1.5tr/ng4y. D4ng ky: zalo.me/84775533112,Shopee tuyển nhân viên xử lý đơn hàng tại nhà. Lương 500k-1.5tr/ngày. Đăng ký: zalo.me/84775533112
2096,Tuyển dụng giả,3B4y tuy3n nh4n v13n xu ly z0n h4ng TMDT. Thu nh4p 500k-3tr/ng4y. Tu01 23-65. Z4l0: zalo.me/84882244668 Z4l0: 84882244668,eBay tuyển nhân viên xử lý đơn hàng TMDT. Thu nhập 500k-3tr/ngày. Tuổi 23-65. Zalo: zalo.me/84882244668 Zalo: 84882244668
2099,Tuyển dụng giả,Am4z0n tuy3n nh4n v13n xu ly z0n TMDT. L0ng 500k-3tr/ng4y. Tu01 23-60. Z4l0: zalo.me/84911557799 Z4l0: 84911557799,Amazon tuyển nhân viên xử lý đơn TMDT. Lương 500k-3tr/ngày. Tuổi 23-60. Zalo: zalo.me/84911557799 Zalo: 84911557799
2101,Tuyển dụng giả,Sh0p33 tuy3n nh4n v13n d4nh g14 s4n ph4m. Thu nh4p 500k-1.5tr/ng4y. D4ng ky: zalo.me/84776688002,Shopee tuyển nhân viên đánh giá sản phẩm. Thu nhập 500k-1.5tr/ngày. Đăng ký: zalo.me/84776688002
